"",p_val,avg_log2FC,pct.1,pct.2,p_val_adj
AIF1,0,4.03271873614148,0.803,0.082,0
SERPINA1,0,4.02084554436585,0.777,0.056,0
S100A9,0,4.57353377025486,0.784,0.066,0
CST3,0,2.86142072762847,0.903,0.198,0
CSTA,0,5.48001077025032,0.708,0.015,0
CD68,0,4.0993448712373,0.746,0.058,0
BRI3,0,2.80852017669133,0.804,0.131,0
LST1,0,3.29558340662654,0.773,0.104,0
PLAUR,0,3.05621733901918,0.766,0.102,0
FCER1G,0,2.74629653289581,0.838,0.179,0
SPI1,0,4.56431473727566,0.689,0.032,0
GRN,0,2.91959994129338,0.794,0.139,0
SOD2,0,2.90268143228188,0.807,0.158,0
FCGRT,0,3.08607972559318,0.744,0.095,0
LYZ,0,3.33623399124011,0.798,0.154,0
IFI30,0,3.64331859624412,0.692,0.053,0
RAB31,0,4.07584738724427,0.665,0.03,0
NPC2,0,2.16938915590183,0.899,0.265,0
FCGR2A,0,4.79541085179456,0.649,0.022,0
CTSZ,0,2.82184663237446,0.743,0.117,0
TYROBP,0,2.36710383618183,0.85,0.235,0
ASAH1,0,2.17105303597032,0.78,0.166,0
CTSB,0,2.23351054429172,0.834,0.222,0
MS4A7,0,4.63849676006559,0.641,0.029,0
RNF130,0,3.19547336753012,0.664,0.054,0
NCF2,0,5.36286018283199,0.618,0.011,0
PRELID1,0,1.99856303304367,0.828,0.222,0
IGSF6,0,5.5411086447378,0.614,0.011,0
TIMP1,0,2.04292480297205,0.797,0.202,0
MNDA,0,4.68960316164105,0.612,0.022,0
GRINA,0,2.82497768677737,0.657,0.068,0
ALDH2,0,3.67279872674905,0.643,0.054,0
PYCARD,0,2.03799125783702,0.765,0.179,0
KLF4,0,3.1373704140363,0.641,0.058,0
AP2S1,0,1.86171058169804,0.794,0.213,0
S100A8,0,4.09411424385085,0.632,0.053,0
FBP1,0,3.55783368041209,0.637,0.063,0
CTSL,0,3.54677433890232,0.626,0.053,0
CYBB,0,3.7286988146893,0.613,0.04,0
CTSH,0,2.1544240018475,0.719,0.147,0
CD14,0,4.99904496409825,0.588,0.021,0
FPR1,0,6.14024018484204,0.574,0.007,0
HCK,0,5.73974683938343,0.577,0.01,0
COMT,0,2.32166154391457,0.675,0.109,0
GSTO1,0,1.86857964181846,0.81,0.246,0
CLEC7A,0,4.91933463780428,0.576,0.014,0
CFD,0,4.09981393603654,0.599,0.037,0
MAFB,0,4.75719055449412,0.579,0.02,0
CXCL16,0,3.29307959340151,0.613,0.055,0
ATOX1,0,2.3210561456698,0.667,0.111,0
SLC11A1,0,4.27661238490363,0.58,0.025,0
TPM3,0,1.60583525889405,0.879,0.326,0
OLR1,0,4.90728158541156,0.572,0.02,0
HLA-DMB,0,2.4655841200706,0.657,0.106,0
CAPG,0,2.16517830680074,0.73,0.18,0
TGFBI,0,3.51411602940445,0.587,0.04,0
HLA-DMA,0,1.85100983087689,0.753,0.214,0
MS4A6A,0,3.2091438947818,0.591,0.053,0
LY96,0,3.00322257840575,0.593,0.056,0
CTSS,0,1.86028087558643,0.854,0.318,0
