meta_column,n_samples,n_groups,AS_stat,T_AV_stat,p_value,test_name,n_ties,sig,warning,null_dist1,null_dist2,method,n_sim,message,significant,sig_label
DEGAS,,,,,,,,,,,,,,分组数不足,,ns
LP_SGL,200,2,0.148,-1.13,0.99922,Anderson-Darling,0,0.75419,FALSE,,,asymptotic,1,OK,FALSE,ns
PIPET,300,3,0.225,-1.6621,1,Anderson-Darling,0,1.06814,FALSE,,,asymptotic,1,OK,FALSE,ns
scAB,,,,,,,,,,,,,,分组数不足,,ns
scPAS,300,3,0.114,-1.7653,1,Anderson-Darling,0,1.06814,FALSE,,,asymptotic,1,OK,FALSE,ns
scissor,300,3,0.237,-1.6508,1,Anderson-Darling,0,1.06814,FALSE,,,asymptotic,1,OK,FALSE,ns
