gene,logFC,logCPM,F,PValue,FDR
SPECC1,-0.647285103759685,2.70111241612783,8.12370554875896,0.00851927870148513,0.592619982383809
MAFF,1.20223992893872,1.90220974254407,8.11373464712218,0.00855502991959928,0.592619982383809
CNTNAP3,-0.67048659973249,-0.747639408122985,8.11283483026376,0.00856525532292026,0.592619982383809
RCAN1,0.782499353554082,4.52365690980621,8.05277916090411,0.00877489658318966,0.592619982383809
CD300LF,-0.817499032734878,-2.78298520339059,7.93478349190042,0.00933017368966564,0.592619982383809
NKAIN3,-1.1638745895212,-2.43717701743897,7.89611633619387,0.00948037091386418,0.592619982383809
TNC,2.70382450609003,3.56626473282805,7.85859587528345,0.00951948713289936,0.592619982383809
NNMT,1.56234678248588,3.51761101493176,7.76481477665025,0.00990338426109379,0.592619982383809
SIK1,1.21162061166822,2.63911785583208,7.73991125799647,0.0100082182910525,0.592619982383809
ENPP2,-0.683152572676819,2.49339205287291,7.72717831247573,0.0100623316641618,0.592619982383809
ENSG00000230839,-1.25154649335314,-2.16175411079964,7.73164775367799,0.0101468809654988,0.592619982383809
FAM180A,-0.662371163729954,-2.11555038720027,7.72350600579513,0.0101604715328068,0.592619982383809
IL18,1.14267748266902,3.08207084814215,7.69821037654009,0.010186428926146,0.592619982383809
NPNT,1.13421588658026,2.37008711120891,7.69398935453918,0.0102047555615189,0.592619982383809
LOX,-0.676707481305543,0.707323745904199,7.69370240167911,0.0102070875363312,0.592619982383809
JUNB,0.641339979376445,3.06877126416723,7.68425468902077,0.010246778388119,0.592619982383809
PACSIN1,-0.7603595409627,-2.04744268104191,7.67446641758453,0.0103676936201228,0.592619982383809
NOTUM,-0.743884985838871,3.39610175890971,7.62011881444804,0.0105295135831604,0.592619982383809
FAM153CP,-0.860003364928935,-0.441853873465328,7.59320786451015,0.0106567647543209,0.592619982383809
KHDC1L,1.36170286997306,-0.702961597274282,7.56386907146914,0.0107989048517949,0.592619982383809
FAM222A,0.755147334713208,1.04056632744932,7.54792919237259,0.0108590683007883,0.592619982383809
CYP11A1,-0.770499073523515,0.851677349784413,7.53338430911513,0.0109268248350148,0.592619982383809
SLC25A33,0.66661798256953,3.33627794043742,7.50403154757458,0.0110633493960879,0.592619982383809
TFPI2,-0.715779973368587,0.279194832332322,7.49829066139672,0.0110928679256333,0.592619982383809
ENSG00000241978,-0.616330251900934,3.89421877779466,7.49197859204372,0.0111204473737043,0.592619982383809
MIDN,0.605847880289578,6.40428692655092,7.48229006451811,0.0111665789559367,0.592619982383809
NDC80,-0.794591567371518,-2.17391174575856,7.48319777134179,0.0112607895129015,0.592619982383809
ST6GALNAC4,0.582521341712444,3.73996289413923,7.40132807042295,0.0115604401126118,0.592619982383809
TMEM158,1.3262594146614,1.1283842988274,7.38671463890743,0.0116344280413818,0.592619982383809
