gene,logFC,logCPM,F,PValue,FDR
KLHL29,1.21313904063277,3.06829441615656,35.5229148528818,7.96208249365514e-07,0.000424683204621312
CCN2,3.05113991218878,6.15673313487964,35.4828855968688,8.03968961862773e-07,0.000424683204621312
FAM225A,2.23025303813606,1.32654539606143,34.9009409866876,9.45023525448053e-07,0.000467312372928631
SETBP1,-1.02777050718571,4.63209880660544,34.7746645074294,9.6586785789807e-07,0.000467312372928631
TEF,-0.891734359046178,5.56629749770513,34.7458759890656,9.73137395509864e-07,0.000467312372928631
PAMR1,3.08994626307687,3.148078222246,34.6391684138805,1.00516130196854e-06,0.000468493857420452
SRSF12,2.30671895041037,-1.69124939929053,32.9867650408138,1.04959769847501e-06,0.000475227849363816
SLC2A3,1.72304262171651,3.46876797386848,34.1298641659888,1.14408749862709e-06,0.000488262872381637
GDF15,3.87687650752288,-1.32068025701116,31.3348095658632,1.25707416296543e-06,0.000488262872381637
CEP170B,1.16707934530135,3.61970770857794,33.7320414358992,1.27024876901485e-06,0.000488262872381637
AKAP12,1.31989235744561,5.03577671218412,33.5717502490529,1.32510273510421e-06,0.000488262872381637
FOSL1,3.71543586847905,-0.388396952637634,32.101381295958,1.33108642562584e-06,0.000488262872381637
SRPX2,2.70569153010639,2.26507066491193,33.504269112738,1.3589687893741e-06,0.000488262872381637
SEMA7A,1.1742197363527,1.08035291408845,33.4089753120759,1.38284935654721e-06,0.000488262872381637
EMP1,2.00796212671819,6.57395863569828,33.4058397273883,1.38475753432837e-06,0.000488262872381637
AP002026.1,2.14364565828364,0.239455466450526,33.2867953775474,1.43442593588288e-06,0.000488262872381637
ITGA3,1.62386717221929,4.25630527332214,33.2739107289591,1.43449366596286e-06,0.000488262872381637
GPR161,1.37249073888745,2.20561090716767,33.1257508783307,1.49543451884308e-06,0.000488262872381637
IL4R,2.23106800888409,4.2217007698627,33.0386008223466,1.52776606478159e-06,0.000488262872381637
NFKB2,1.47748454095525,4.22577123021826,33.0090239177264,1.53960926137475e-06,0.000488262872381637
AC108488.1,-0.850625582343131,1.1186376402094,32.8753363284231,1.58953942395627e-06,0.000488262872381637
COMP,10.0999270844328,5.74669942706475,31.2236446966008,1.62364629081133e-06,0.000488262872381637
CORO1C,1.09420741429279,5.44815129383606,32.770234628419,1.64111007605391e-06,0.000488262872381637
ARHGEF2,1.10091660793756,5.17973093619131,32.7116888442116,1.66714396392056e-06,0.000488262872381637
SERP2,1.91769027079319,0.401011519080654,32.7046920318361,1.68926567966742e-06,0.000488262872381637
AC147651.4,1.94907305946414,-0.34271983109861,32.5961876533088,1.69949146421735e-06,0.000488262872381637
NAP1L5,0.732521687044634,1.71919903213609,32.5630590207452,1.72541937611988e-06,0.000488262872381637
CREB3L2,0.747675620759629,4.46536365018554,32.3630092672193,1.82194535823407e-06,0.000497799449860953
OSMR,1.68443331722882,3.84828978711976,32.1776771519976,1.92606422019326e-06,0.000500730174862857
F2R,1.53133687053443,3.77547720540936,32.1772569966141,1.92620716010099e-06,0.000500730174862857
WDR91,0.808016956134887,3.59019070509909,32.1469955985014,1.93359937287559e-06,0.000500730174862857
CCND2,1.9449081021024,3.01999985737925,32.0600368885493,1.99066075701142e-06,0.000500730174862857
GEM,2.96110830483814,2.86548829995741,31.9561000573941,2.05509619599361e-06,0.000501302827127117
LGI2,3.14318736149312,0.955918392518224,31.8751783492659,2.06932671105907e-06,0.000501302827127117
BOC,1.37790560159035,3.81554514398932,31.8803990610876,2.087839123518e-06,0.000501302827127117
AVPI1,1.86150731843006,2.103169797938,31.8219518920594,2.12931887133131e-06,0.000503631584387871
TUBB6,2.34127732342896,5.36950567525173,31.6574902079447,2.21840227367863e-06,0.000511594149103852
HOTAIR,2.21362631729689,1.02455282269993,31.5866516924507,2.28520100385532e-06,0.000511594149103852
FAM225B,2.14292300163873,1.32582594447168,31.5784922763537,2.28831511307214e-06,0.000511594149103852
F13A1,3.54552562609418,5.52128276157509,31.5382786092145,2.29244738140571e-06,0.000511594149103852
NPNT,2.28727714698803,3.60181362157723,31.4589698690284,2.34399796134291e-06,0.000511594149103852
AC025171.5,3.07749049929064,-1.51510677398621,29.6701840128366,2.35668409696354e-06,0.000511594149103852
GPRC5A,4.09477863647322,0.801974171633253,30.8255477965375,2.42797604816688e-06,0.000519947789666224
MYH9,1.37966138864921,8.80716354191511,31.1715863578935,2.52394262211284e-06,0.000523089954107078
PFKP,1.62025213349978,4.31161666370361,31.1715984331704,2.53479788643593e-06,0.000523089954107078
CMTM7,2.90577125175226,1.77276648638103,31.1498478488948,2.57313327497705e-06,0.000523089954107078
CILP,2.06549268746147,6.40592864825072,31.0599950747194,2.6135700996881e-06,0.000523089954107078
MIR34AHG,2.58238017980239,1.49813232814773,31.0779972364333,2.62504787769367e-06,0.000523089954107078
YEATS2,0.698665746983448,3.77336871314264,30.9361626009239,2.68425027070632e-06,0.000523089954107078
MSN,1.04215664198308,7.09763936427107,30.9404290475368,2.69217808303193e-06,0.000523089954107078
PLXNB2,2.16415592013743,5.19946775986554,30.9333246351151,2.70671901538338e-06,0.000523089954107078
