meta_column,n_samples,n_groups,AS_stat,T_AV_stat,p_value,test_name,n_ties,sig,warning,method,n_sim,message,significant,sig_label
DEGAS,200,2,0.0925,-1.2033,0.99999,Anderson-Darling,0,0.75419,FALSE,asymptotic,1,OK,FALSE,ns
LP_SGL,300,3,0.172,-1.7118,1,Anderson-Darling,0,1.06814,FALSE,asymptotic,1,OK,FALSE,ns
scAB,200,2,0.0999,-1.1935,0.99999,Anderson-Darling,0,0.75419,FALSE,asymptotic,1,OK,FALSE,ns
scPAS,300,3,0.247,-1.6408,1,Anderson-Darling,0,1.06814,FALSE,asymptotic,1,OK,FALSE,ns
scissor,300,3,0.248,-1.6399,1,Anderson-Darling,0,1.06814,FALSE,asymptotic,1,OK,FALSE,ns
