meta_column,n_samples,n_groups,AS_stat,T_AV_stat,p_value,test_name,n_ties,sig,warning,method,n_sim,message,significant,sig_label
DEGAS,200,2,0.485,-0.6829,0.76581,Anderson-Darling,0,0.75419,FALSE,asymptotic,1,OK,FALSE,ns
LP_SGL,300,3,1.58,-0.39111,0.57508,Anderson-Darling,0,1.06814,FALSE,asymptotic,1,OK,FALSE,ns
SCIPAC,200,2,0.601,-0.52895,0.64942,Anderson-Darling,0,0.75419,FALSE,asymptotic,1,OK,FALSE,ns
scAB,200,2,3.82,3.7394,0.010412,Anderson-Darling,0,0.75419,FALSE,asymptotic,1,OK,TRUE,*
scPAS,300,3,1.51,-0.45799,0.61091,Anderson-Darling,0,1.06814,FALSE,asymptotic,1,OK,FALSE,ns
scPP,300,3,1.23,-0.71942,0.7581,Anderson-Darling,0,1.06814,FALSE,asymptotic,1,OK,FALSE,ns
scissor,300,3,0.92,-1.0108,0.90845,Anderson-Darling,0,1.06814,FALSE,asymptotic,1,OK,FALSE,ns
