gene,logFC,AveExpr,t,P.Value,adj.P.Val,B
VGF,-1.59578321971036,9.85180056370938,-7.7679443100221,2.21992021257009e-11,9.09501311089967e-08,15.5984421794249
MLLT6,0.66044999293392,9.81766107238768,7.11594852012064,4.12792121883241e-10,3.92078393577596e-07,12.8102707095255
NFKBIA,0.725857970562624,10.8741237627562,7.0642266151608,5.19538325032146e-10,3.92078393577596e-07,12.5908835415498
RHOQ,0.700542080321122,10.1568650365438,6.98540293049645,7.37159899082466e-10,4.50272394876632e-07,12.2571743113373
PDGFRB,0.794851397096571,9.94225583607427,6.86203723997154,1.27245285710218e-09,5.54235171441815e-07,11.7365360831829
SLC7A2,0.902620521861536,8.72670040115602,6.86099502732675,1.27832310344045e-09,5.54235171441815e-07,11.7321466490502
CHST6,0.735491434633061,7.65393892667558,6.85979002122156,1.28514379514211e-09,5.54235171441815e-07,11.7270717797749
BCL6,0.680466103811547,9.78116672035949,6.82497819393978,1.4985726822116e-09,5.97795637113503e-07,11.5805527231367
NCALD,-0.793118590315656,10.5313426083033,-6.78956097939446,1.75179943078083e-09,5.97795637113503e-07,11.431668409068
PRKCG,-0.677721457370818,7.30389437385495,-6.78040680531885,1.82388222209392e-09,5.97795637113503e-07,11.3932173051302
SLC30A3,-0.933914825853955,9.73745458714794,-6.73971345832835,2.18161304965627e-09,6.16418528582189e-07,11.2224443050721
HEY2,0.814170970116963,8.54141716836989,6.71088736488688,2.47632597300377e-09,6.38641371645977e-07,11.1016291025705
VCAN,0.792013976453207,9.33913585045073,6.63977415514385,3.38312164443092e-09,8.40039356195968e-07,10.8041520520051
NAP1L5,-1.00931764957873,9.26886097259833,-6.59448549406451,4.12503717158332e-09,8.75476904151788e-07,10.6151402931991
BRWD1,-0.693892504047951,8.85430539057896,-6.52893497969872,5.49277959026604e-09,1.09775209664975e-06,10.3421931269123
PLXNB1,0.888494486404074,9.38008705488955,6.49505623802915,6.36705374036758e-09,1.18571905337664e-06,10.2014246361443
ITSN1,0.762471328916242,9.25049892143147,6.46645005141031,7.21159551722044e-09,1.25727263123626e-06,10.08272743833
CFLAR,0.754303829423248,9.50872227813123,6.43284247304298,8.34637129129931e-09,1.27574025151733e-06,9.94347273640382
ATP6V1E1,-0.631425772655752,11.7500195163765,-6.42766450213391,8.53626512083119e-09,1.27574025151733e-06,9.92203654539185
SVOP,-0.991842976265782,8.67981615576535,-6.40041949072739,9.60814459442172e-09,1.38121292643319e-06,9.80933006844286
PPFIBP2,0.648156428489569,8.81943488603579,6.34686637800722,1.21181200193638e-08,1.71199785239081e-06,9.58821484987474
KCNJ10,0.598416658550214,8.73794199936436,6.34013945459362,1.2476109624067e-08,1.73269902134924e-06,9.56048031922039
LINGO1,-0.645042216045764,9.26340632652574,-6.33621814538084,1.2689598555049e-08,1.7329761760012e-06,9.54431729187036
VSTM2L,-0.59692551165051,8.38269903454154,-6.28705651972314,1.56933663947427e-08,2.01488081066379e-06,9.34194600799486
BGN,0.761621782913454,11.017742161939,6.26829913548899,1.70162744988091e-08,2.10686499567465e-06,9.26486353579819
HOPX,-0.795094791401736,9.59050834103987,-6.24450181897083,1.88543480637688e-08,2.23902214542785e-06,9.16717597221674
EZR,0.689918673709154,12.0632467000579,6.19419810119298,2.34103037056955e-08,2.601109801073e-06,8.9610781089106
TRABD,0.722381370534238,10.0240305743557,6.19340108247404,2.34906181693193e-08,2.601109801073e-06,8.95781707754298
STAT4,-1.10647308513459,8.07850224693699,-6.16606123056691,2.6416795213284e-08,2.88612293303532e-06,8.84603959244714
VIP,-0.707209161843864,8.24489549043317,-6.11864882258599,3.23691121351692e-08,3.15638185531441e-06,8.65259145234611
ITPKB,0.897411087756775,9.70520985224714,6.11622289680906,3.27069805770699e-08,3.15638185531441e-06,8.64270705529411
PTPRN,-0.884508832809251,7.89185330154669,-6.11155248596361,3.33672863952288e-08,3.15638185531441e-06,8.62368132093071
GPRASP2,-0.885820439245045,8.95336993449641,-6.11053439643493,3.35129633161281e-08,3.15638185531441e-06,8.61953461731201
SCG3,-0.618795913549327,9.99874428989105,-6.0970116169884,3.55085536027883e-08,3.30633054796872e-06,8.5644785565153
PEX11B,-0.641303903353764,9.56264443938736,-6.07217702159033,3.94838445776733e-08,3.59478469410505e-06,8.46347808457953
CCDC125,0.673235169993799,11.6203015237939,6.06369597986631,4.09396417345989e-08,3.68636730080553e-06,8.42901922280772
CISD1,-0.602971726186559,10.8077575133677,-6.04469854724532,4.43957018369009e-08,3.95411283534311e-06,8.35189315487229
BEX5,-0.970227017757789,8.37069713147897,-6.04046376449751,4.52045188876238e-08,3.98285836306655e-06,8.33471235093094
CRYM,-0.707610461337981,7.54304335464703,-6.02994444648953,4.72771296577281e-08,4.12115745122791e-06,8.29205321605686
UBE2N,-0.781925275674425,10.3129532399958,-6.0102374575937,5.1415583026749e-08,4.43472934022296e-06,8.2122064718628
ITGB5,0.691687601719101,8.73321228182965,5.99965078388374,5.378436816851e-08,4.49703176298746e-06,8.16935113178234
SLC6A12,0.90910729704243,8.94316278951107,5.98774361209952,5.65774706519302e-08,4.62832157179007e-06,8.12118287366231
TSPO,0.586556052952343,8.78892471139404,5.97259577122152,6.0338416922285e-08,4.80012609962333e-06,8.05995517303201
NPTX2,-1.22864239986721,9.41798080641247,-5.96196821198071,6.31232474894899e-08,4.91550918183934e-06,8.01703218450589
SLC6A17,-0.723693087498213,8.41752186573373,-5.96022960809934,6.3590743258544e-08,4.91550918183934e-06,8.01001290257979
CAPS,0.599895415965972,7.70306592790203,5.93937784681702,6.94708755495327e-08,5.1749486750261e-06,7.92588644115758
TUBB2A,-0.988217543516581,10.9360068527598,-5.9141621538985,7.73015923394065e-08,5.59605839867616e-06,7.82429926955149
TSPAN7,-0.717883514901392,12.590638799789,-5.89188244383329,8.49408326228501e-08,5.99732013783185e-06,7.73467454120788
PTRF,0.782904384156767,9.7686401967219,5.87310812528501,9.19524726278109e-08,6.22693025382052e-06,7.65924979792865
CBLN4,-0.97481958626647,7.835126601234,-5.85328848729493,9.99738531862289e-08,6.55348602406368e-06,7.57972462694953
ST6GALNAC5,-1.01139651969289,8.07729610801615,-5.83921151125422,1.06086151117303e-07,6.72690332647046e-06,7.5233039150387
ZNF786,0.758982233622442,10.4736379707803,5.83546610130769,1.07773533907562e-07,6.74119341098141e-06,7.50830103862186
NOTCH1,0.696720551664051,9.26623334560641,5.81277201291948,1.18578174587287e-07,7.14433501888407e-06,7.41747544042492
ZCCHC24,0.798029703486893,9.93897464406215,5.80746242262296,1.21256265078128e-07,7.14801320899411e-06,7.39624534468231
RGS7,-1.12168583528016,9.18556781790712,-5.76288365096045,1.4622223503271e-07,8.20647256067142e-06,7.21829915613152
AHNAK,0.793496975323052,9.30720154406243,5.75037268118231,1.54096165479743e-07,8.46140052903143e-06,7.16845597870161
SST,-0.930998281350475,7.43627691693255,-5.7239367640249,1.72132677817408e-07,9.09971072281186e-06,7.06327837371694
CD151,0.625074767996048,9.68827677622457,5.70682161537498,1.84902239768203e-07,9.52886133748839e-06,6.99528797504296
CALY,-0.796275605714408,7.74473977159548,-5.69752876267861,1.92221645024553e-07,9.64892127162652e-06,6.95840629799727
NDFIP1,-0.677416276808099,9.71635836822014,-5.69537703805325,1.93956673440829e-07,9.64892127162652e-06,6.94986995748429
HMP19,-0.755300999652668,9.69709613986696,-5.69495684003372,1.94297291898752e-07,9.64892127162652e-06,6.94820309689904
