meta_column,n_samples,n_groups,AS_stat,T_AV_stat,p_value,test_name,n_ties,sig,warning,method,n_sim,message,null_dist1,null_dist2,significant,sig_label
DEGAS,200,2,0.433,-0.75175,0.81937,Anderson-Darling,0,0.75419,FALSE,asymptotic,1,OK,,,FALSE,ns
LP_SGL,300,3,0.152,-1.73,1,Anderson-Darling,0,1.06814,FALSE,asymptotic,1,OK,,,FALSE,ns
scAB,200,2,0.4,-0.79606,0.85318,Anderson-Darling,0,0.75419,FALSE,asymptotic,1,OK,,,FALSE,ns
scPAS,300,3,0.193,-1.6922,1,Anderson-Darling,0,1.06814,FALSE,asymptotic,1,OK,,,FALSE,ns
scPP,300,3,0.397,-1.5012,0.9998,Anderson-Darling,0,1.06814,FALSE,asymptotic,1,OK,,,FALSE,ns
scissor,,,,,,,,,,,,No enough groups,,,,ns
