"",nfeature,imputation,independent,TPR,FPR,TNR,FNR,F1,Accuracy
1,4300,ALRA,FALSE,0,3.29218106995885e-05,0.9999670781893,1,0,0.943936851264839
2,4200,ALRA,FALSE,0,6.5843621399177e-05,0.999934156378601,1,0,0.943905774131394
3,2500,ALRA,TRUE,0.0255130338325014,0.09359670781893,0.90640329218107,0.974486966167499,0.0196078431372549,0.857045186152029
4,1500,ALRA,FALSE,0.0271769273433167,0.2320329218107,0.7679670781893,0.972823072656683,0.0110112359550562,0.726459071415253
5,2100,ALRA,FALSE,0.0421519689406545,0.17280658436214,0.82719341563786,0.957848031059346,0.021324354657688,0.783205917086208
6,3000,None,FALSE,0.0127565169162507,0.0299588477366255,0.970041152263375,0.987243483083749,0.016812865497076,0.916402511032382
7,500,ALRA,FALSE,0.00277315585135885,0.00872427983539095,0.991275720164609,0.997226844148641,0.00482392667631452,0.93588787370253
8,1600,ALRA,TRUE,0.0183028286189684,0.228707818930041,0.771292181069959,0.981697171381032,0.0075145166799499,0.729100627758096
9,1100,ALRA,FALSE,0.021630615640599,0.20477366255144,0.79522633744856,0.978369384359401,0.00967501860580501,0.751880166573435
10,4500,None,TRUE,0.00942872989462008,0.0250205761316872,0.974979423868313,0.99057127010538,0.0131782945736434,0.920877618248493
11,2900,None,TRUE,0.0133111480865225,0.0404609053497942,0.959539094650206,0.986688851913478,0.0157068062827225,0.906519982596805
12,1200,ALRA,FALSE,0.021630615640599,0.2079670781893,0.7920329218107,0.978369384359401,0.00955999509743841,0.74886568462925
13,3600,ALRA,TRUE,0,0,1,1,0,0.943967928398285
14,3200,ALRA,FALSE,0.319467554076539,0.10077366255144,0.89922633744856,0.680532445923461,0.211764705882353,0.866741251786935
15,1000,None,TRUE,0.000554631170271769,0.0359506172839506,0.964049382716049,0.999445368829728,0.00069060773480663,0.910062775809559
16,2100,ALRA,TRUE,0.0232945091514143,0.175835390946502,0.824164609053498,0.976705490848586,0.0116893960478709,0.779290198272111
17,3800,ALRA,TRUE,0,0,1,1,0,0.943967928398285
18,3500,KNN,FALSE,0,0.00816460905349794,0.991835390946502,1,0,0.936260799303872
19,4500,ALRA,TRUE,0,0,1,1,0,0.943967928398285
20,4800,KNN,FALSE,0,0.00931687242798354,0.990683127572017,1,0,0.93517309963329
21,4400,ALRA,FALSE,0,0,1,1,0,0.943967928398285
22,3300,KNN,TRUE,0.0532445923460899,0.0955720164609053,0.904427983539095,0.94675540765391,0.0399833402748855,0.856734414817577
23,1900,KNN,FALSE,0.0388241819190239,0.220740740740741,0.779259259259259,0.961175818080976,0.0163208207041268,0.737771147989309
24,4300,KNN,FALSE,0,0.00832921810699589,0.991670781893004,1,0,0.936105413636646
25,500,None,TRUE,0,0.00862551440329218,0.991374485596708,1,0,0.935825719435639
26,3500,None,TRUE,0.00887409872434831,0.0247901234567901,0.97520987654321,0.991125901275652,0.0124416796267496,0.921064081049164
27,4400,KNN,TRUE,0,0.0125432098765432,0.987456790123457,1,0,0.932127540555659
28,2700,None,FALSE,0.0155296727676095,0.0249876543209877,0.975012345679012,0.98447032723239,0.0216216216216216,0.921250543849835
29,3400,ALRA,FALSE,0.0981697171381032,0.150716049382716,0.849283950617284,0.901830282861897,0.0539798719121684,0.807197464105911
30,2000,ALRA,FALSE,0.0537992235163616,0.189069958847737,0.810930041152263,0.946200776483638,0.0253827031270444,0.768506432966623
31,600,KNN,FALSE,0.0116472545757072,0.0942222222222222,0.905777777777778,0.988352745424293,0.0089628681177977,0.85567779228044
32,3300,None,FALSE,0.0881863560732113,0.0171851851851852,0.982814814814815,0.911813643926789,0.128019323671498,0.932686928957673
33,2400,KNN,TRUE,0.00443704936217415,0.07440329218107,0.92559670781893,0.995562950637826,0.00393023827069516,0.873982223879669
34,4300,ALRA,TRUE,0,0,1,1,0,0.943967928398285
35,4500,KNN,FALSE,0.000554631170271769,0.00908641975308642,0.990913580246914,0.999445368829728,0.000961538461538462,0.935421716700852
36,1400,None,FALSE,0.00166389351081531,0.0324609053497942,0.967539094650206,0.998336106489185,0.00214899713467049,0.913419106221642
37,2700,None,FALSE,0.0155296727676095,0.0249876543209877,0.975012345679012,0.98447032723239,0.0216216216216216,0.921250543849835
38,3700,None,FALSE,0.0116472545757072,0.0230452674897119,0.976954732510288,0.988352745424293,0.0166402535657686,0.922866554788986
39,3200,None,TRUE,0.0715474209650582,0.0200493827160494,0.979950617283951,0.928452579034942,0.101534828807556,0.929050904344583
40,2300,None,TRUE,0.000554631170271769,0.0407572016460905,0.959242798353909,0.999445368829728,0.000657462195923734,0.905525514326559
41,2300,None,FALSE,0.000554631170271769,0.0246584362139918,0.975341563786008,0.999445368829728,0.000783392087739914,0.920722232581267
42,2100,ALRA,FALSE,0.043261231281198,0.171950617283951,0.828049382716049,0.956738768718802,0.0219594594594595,0.784076076822674
43,500,None,FALSE,0.00332778702163062,0.00635390946502058,0.993646090534979,0.996672212978369,0.00599400599400599,0.93815650444403
44,4700,None,TRUE,0.00665557404326123,0.0248230452674897,0.97517695473251,0.993344425956739,0.00934215648112106,0.920908695381938
45,900,KNN,TRUE,0.00332778702163062,0.189135802469136,0.810864197530864,0.996672212978369,0.00158856235107228,0.765616259556219
46,3900,KNN,TRUE,0,0.01040329218107,0.98959670781893,1,0,0.934147554229598
47,800,None,TRUE,0.000554631170271769,0.0376625514403292,0.962337448559671,0.999445368829728,0.00067842605156038,0.908446764870408
48,3200,None,TRUE,0.0715474209650582,0.0200493827160494,0.979950617283951,0.928452579034942,0.101534828807556,0.929050904344583
49,4000,None,FALSE,0.0127565169162507,0.0231769547325103,0.97682304526749,0.987243483083749,0.0181818181818182,0.922804400522096
50,2200,ALRA,TRUE,0.0227398779811425,0.17916049382716,0.82083950617284,0.977260122018857,0.0112544606093879,0.7761203306607
51,2000,None,TRUE,0.00166389351081531,0.0425020576131687,0.957497942386831,0.998336106489185,0.00193735873425896,0.903940580520853
