"",all_results,benchmark
lu_adc_GSE123902_GSM3516677_235695835667254,TRUE,FALSE
lu_adc_GSE123902_GSM3516677_235697668480283,TRUE,FALSE
lu_adc_GSE123902_GSM3516677_235697668549492,TRUE,FALSE
lu_adc_GSE123902_GSM3516677_235697668779302,TRUE,FALSE
lu_adc_GSE123902_GSM3516677_235697683193195,TRUE,FALSE
lu_adc_GSE123902_GSM3516677_235697683196725,TRUE,FALSE
lu_adc_GSE123902_GSM3516677_235697715469542,TRUE,FALSE
lu_adc_GSE123902_GSM3516677_235737680047022,TRUE,FALSE
lu_adc_GSE123902_GSM3516677_235737680334198,TRUE,FALSE
lu_adc_GSE123902_GSM3516677_235737680603572,TRUE,FALSE
lu_adc_GSE123902_GSM3516677_235737693186908,TRUE,FALSE
lu_adc_GSE123902_GSM3516677_235737693186995,TRUE,FALSE
lu_adc_GSE123902_GSM3516677_235737711818653,TRUE,FALSE
lu_adc_GSE123902_GSM3516677_235763032513819,TRUE,FALSE
lu_adc_GSE123902_GSM3516677_235763060108533,TRUE,FALSE
lu_adc_GSE123902_GSM3516677_236082068408110,TRUE,FALSE
lu_adc_GSE123902_GSM3516677_236082115038044,TRUE,FALSE
lu_adc_GSE123902_GSM3516677_236167189687541,TRUE,FALSE
lu_adc_GSE123902_GSM3516677_236167190137691,TRUE,FALSE
lu_adc_GSE123902_GSM3516677_236167208266652,TRUE,FALSE
lu_adc_GSE123902_GSM3516677_236167208748957,TRUE,FALSE
lu_adc_GSE123902_GSM3516677_236169995348910,TRUE,FALSE
lu_adc_GSE123902_GSM3516677_236170008546100,TRUE,FALSE
lu_adc_GSE123902_GSM3516677_236170027063590,TRUE,FALSE
lu_adc_GSE123902_GSM3516677_236175618338093,TRUE,FALSE
lu_adc_GSE123902_GSM3516677_236175618620318,TRUE,FALSE
lu_adc_GSE123902_GSM3516677_236175618657204,TRUE,FALSE
lu_adc_GSE123902_GSM3516677_236175618693531,TRUE,FALSE
lu_adc_GSE123902_GSM3516677_236175633313139,TRUE,FALSE
lu_adc_GSE123902_GSM3516677_236175633377059,TRUE,FALSE
lu_adc_GSE123902_GSM3516677_236175645956005,TRUE,FALSE
lu_adc_GSE123902_GSM3516677_236175664265054,TRUE,FALSE
lu_adc_GSE123902_GSM3516677_236176826297645,TRUE,FALSE
lu_adc_GSE123902_GSM3516677_236176840747315,TRUE,FALSE
lu_adc_GSE123902_GSM3516677_236176872721334,TRUE,FALSE
lu_adc_GSE123902_GSM3516677_236176872782070,TRUE,FALSE
lu_adc_GSE123902_GSM3516677_236177496882588,TRUE,FALSE
lu_adc_GSE123902_GSM3516677_236221669762796,TRUE,FALSE
lu_adc_GSE123902_GSM3516677_236221682308892,TRUE,FALSE
lu_adc_GSE123902_GSM3516677_236221701155190,TRUE,FALSE
lu_adc_GSE123902_GSM3516677_236288407685404,TRUE,FALSE
lu_adc_GSE123902_GSM3516677_236633971411820,TRUE,FALSE
lu_adc_GSE123902_GSM3516677_236633971668782,TRUE,FALSE
lu_adc_GSE123902_GSM3516677_236633971936164,TRUE,FALSE
lu_adc_GSE123902_GSM3516677_236633986590571,TRUE,FALSE
lu_adc_GSE123902_GSM3516677_236633999162099,TRUE,FALSE
lu_adc_GSE123902_GSM3516677_236633999469291,TRUE,FALSE
lu_adc_GSE123902_GSM3516677_236639608486310,TRUE,FALSE
lu_adc_GSE123902_GSM3516677_236639608782067,TRUE,FALSE
lu_adc_GSE123902_GSM3516677_236639608786342,TRUE,FALSE
lu_adc_GSE123902_GSM3516677_236639608794397,TRUE,FALSE
lu_adc_GSE123902_GSM3516677_236639609284891,TRUE,FALSE
lu_adc_GSE123902_GSM3516677_236639636081508,TRUE,FALSE
lu_adc_GSE123902_GSM3516677_236639636571958,TRUE,FALSE
lu_adc_GSE123902_GSM3516677_236650093041883,TRUE,FALSE
lu_adc_GSE123902_GSM3516677_236650123652381,TRUE,FALSE
lu_adc_GSE123902_GSM3516677_236768055211827,TRUE,FALSE
lu_adc_GSE123902_GSM3516677_236768070158636,TRUE,FALSE
lu_adc_GSE123902_GSM3516677_236768101321587,TRUE,FALSE
lu_adc_GSE123902_GSM3516677_236785369041307,TRUE,FALSE
lu_adc_GSE123902_GSM3516677_236785369573211,TRUE,FALSE
lu_adc_GSE123902_GSM3516677_236785397001523,TRUE,FALSE
lu_adc_GSE123902_GSM3516677_236785415182557,TRUE,FALSE
lu_adc_GSE123902_GSM3516677_236785415183141,TRUE,FALSE
lu_adc_GSE123902_GSM3516677_236846706769195,TRUE,FALSE
lu_adc_GSE123902_GSM3516677_236846707034421,TRUE,FALSE
lu_adc_GSE123902_GSM3516677_236846707066734,TRUE,FALSE
lu_adc_GSE123902_GSM3516677_236846721908085,TRUE,FALSE
lu_adc_GSE123902_GSM3516677_236846721911139,TRUE,FALSE
lu_adc_GSE123902_GSM3516677_236846721920243,TRUE,FALSE
lu_adc_GSE123902_GSM3516677_236846721948404,TRUE,FALSE
lu_adc_GSE123902_GSM3516677_236846734596396,TRUE,FALSE
lu_adc_GSE123902_GSM3516677_236846752881579,TRUE,FALSE
lu_adc_GSE123902_GSM3516677_239382616194462,TRUE,FALSE
lu_adc_GSE123902_GSM3516677_239382616295733,TRUE,FALSE
lu_adc_GSE123902_GSM3516677_239382616489203,TRUE,FALSE
lu_adc_GSE123902_GSM3516677_239382617057629,TRUE,FALSE
lu_adc_GSE123902_GSM3516677_239382631148963,TRUE,FALSE
lu_adc_GSE123902_GSM3516677_239382631435502,TRUE,FALSE
lu_adc_GSE123902_GSM3516677_239382631663971,TRUE,FALSE
lu_adc_GSE123902_GSM3516677_239382662339950,TRUE,FALSE
lu_adc_GSE123902_GSM3516677_239382662699251,TRUE,FALSE
lu_adc_GSE123902_GSM3516677_239382662900075,TRUE,FALSE
lu_adc_GSE123902_GSM3516677_239391489248692,TRUE,FALSE
lu_adc_GSE123902_GSM3516677_239391502658788,TRUE,FALSE
lu_adc_GSE123902_GSM3516677_239391520746396,TRUE,FALSE
lu_adc_GSE123902_GSM3516677_239407473805038,TRUE,FALSE
lu_adc_GSE123902_GSM3516677_239407474272542,TRUE,FALSE
lu_adc_GSE123902_GSM3516677_239408803343278,TRUE,FALSE
lu_adc_GSE123902_GSM3516677_239408816733109,TRUE,FALSE
lu_adc_GSE123902_GSM3516677_239408816798069,TRUE,FALSE
lu_adc_GSE123902_GSM3516677_239408834889654,TRUE,FALSE
lu_adc_GSE123902_GSM3516677_239408835316067,TRUE,FALSE
lu_adc_GSE123902_GSM3516677_239448248741165,TRUE,FALSE
lu_adc_GSE123902_GSM3516677_239448248929643,TRUE,FALSE
lu_adc_GSE123902_GSM3516677_239448249518437,TRUE,FALSE
lu_adc_GSE123902_GSM3516677_239448263416158,TRUE,FALSE
lu_adc_GSE123902_GSM3516677_239448263448925,TRUE,FALSE
lu_adc_GSE123902_GSM3516677_239448276036013,TRUE,FALSE
lu_adc_GSE123902_GSM3516677_239448276810973,TRUE,FALSE
lu_adc_GSE123902_GSM3516677_239448295065972,TRUE,FALSE
lu_adc_GSE123902_GSM3516677_239458047191331,TRUE,FALSE
lu_adc_GSE123902_GSM3516677_239458061237659,TRUE,FALSE
lu_adc_GSE123902_GSM3516677_239458074670940,TRUE,FALSE
lu_adc_GSE123902_GSM3516677_239458092771182,TRUE,FALSE
lu_adc_GSE123902_GSM3516677_239468515605931,TRUE,FALSE
lu_adc_GSE123902_GSM3516677_239468515645148,TRUE,FALSE
lu_adc_GSE123902_GSM3516677_239468543392053,TRUE,FALSE
lu_adc_GSE123902_GSM3516677_239468562213276,TRUE,FALSE
lu_adc_GSE123902_GSM3516677_239468562246558,TRUE,FALSE
lu_adc_GSE123902_GSM3516677_239475361507163,TRUE,FALSE
lu_adc_GSE123902_GSM3516677_239475388766454,TRUE,FALSE
lu_adc_GSE123902_GSM3516677_239475407567715,TRUE,FALSE
lu_adc_GSE123902_GSM3516677_239475407605110,TRUE,FALSE
lu_adc_GSE123902_GSM3516677_239475407641947,TRUE,FALSE
lu_adc_GSE123902_GSM3516677_239475407673627,TRUE,FALSE
lu_adc_GSE123902_GSM3516677_239477240323492,TRUE,FALSE
lu_adc_GSE123902_GSM3516677_239477254965101,TRUE,FALSE
lu_adc_GSE123902_GSM3516677_239477267327715,TRUE,FALSE
lu_adc_GSE123902_GSM3516677_239477285837686,TRUE,FALSE
lu_adc_GSE123902_GSM3516677_239587835209500,TRUE,FALSE
lu_adc_GSE123902_GSM3516677_239587835370781,TRUE,FALSE
lu_adc_GSE123902_GSM3516677_239587862895323,TRUE,FALSE
lu_adc_GSE123902_GSM3516677_239587863223540,TRUE,FALSE
lu_adc_GSE123902_GSM3516677_239587881503661,TRUE,FALSE
lu_adc_GSE123902_GSM3516677_239596291639718,TRUE,FALSE
lu_adc_GSE123902_GSM3516677_239596305562403,TRUE,FALSE
lu_adc_GSE123902_GSM3516677_239596305856878,TRUE,FALSE
lu_adc_GSE123902_GSM3516677_239596305868589,TRUE,FALSE
lu_adc_GSE123902_GSM3516677_239596318124974,TRUE,FALSE
lu_adc_GSE123902_GSM3516677_239596318375222,TRUE,FALSE
lu_adc_GSE123902_GSM3516677_239596318906220,TRUE,FALSE
lu_adc_GSE123902_GSM3516677_239596337523620,TRUE,FALSE
lu_adc_GSE123902_GSM3516677_239932655711987,TRUE,FALSE
lu_adc_GSE123902_GSM3516677_239932655922419,TRUE,FALSE
lu_adc_GSE123902_GSM3516677_239932655982836,TRUE,FALSE
lu_adc_GSE123902_GSM3516677_239946733414765,TRUE,FALSE
lu_adc_GSE123902_GSM3516677_239946748349228,TRUE,FALSE
lu_adc_GSE123902_GSM3516677_239946779454709,TRUE,FALSE
lu_adc_GSE123902_GSM3516677_239946780064494,TRUE,FALSE
lu_adc_GSE123902_GSM3516677_239946780301541,TRUE,FALSE
lu_adc_GSE123902_GSM3516677_240001494739875,TRUE,FALSE
lu_adc_GSE123902_GSM3516677_240001508883875,TRUE,FALSE
lu_adc_GSE123902_GSM3516677_240001508924843,TRUE,FALSE
lu_adc_GSE123902_GSM3516677_240001509084005,TRUE,FALSE
lu_adc_GSE123902_GSM3516677_240001522190646,TRUE,FALSE
lu_adc_GSE123902_GSM3516677_240001541094820,TRUE,FALSE
lu_adc_GSE123902_GSM3516677_240094642039094,TRUE,FALSE
lu_adc_GSE123902_GSM3516677_240094655925084,TRUE,FALSE
lu_adc_GSE123902_GSM3516677_240094655958451,TRUE,FALSE
lu_adc_GSE123902_GSM3516677_240094668876588,TRUE,FALSE
lu_adc_GSE123902_GSM3516677_240094687451043,TRUE,FALSE
lu_adc_GSE123902_GSM3516677_240094687681899,TRUE,FALSE
lu_adc_GSE123902_GSM3516677_240136786131764,TRUE,FALSE
lu_adc_GSE123902_GSM3516677_240136786196397,TRUE,FALSE
lu_adc_GSE123902_GSM3516677_240136800614701,TRUE,FALSE
lu_adc_GSE123902_GSM3516677_240136800615787,TRUE,FALSE
lu_adc_GSE123902_GSM3516677_240136800922868,TRUE,FALSE
lu_adc_GSE123902_GSM3516677_240154785766236,TRUE,FALSE
lu_adc_GSE123902_GSM3516677_240154798144348,TRUE,FALSE
lu_adc_GSE123902_GSM3516677_240154798672613,TRUE,FALSE
lu_adc_GSE123902_GSM3516677_240154817457374,TRUE,FALSE
lu_adc_GSE123902_GSM3516677_240161213245747,TRUE,FALSE
lu_adc_GSE123902_GSM3516677_240161213299116,TRUE,FALSE
lu_adc_GSE123902_GSM3516677_240161227984156,TRUE,FALSE
lu_adc_GSE123902_GSM3516677_240161240827621,TRUE,FALSE
lu_adc_GSE123902_GSM3516677_240161241382307,TRUE,FALSE
lu_adc_GSE123902_GSM3516677_240161259440052,TRUE,FALSE
lu_adc_GSE123902_GSM3516677_240161259441438,TRUE,FALSE
lu_adc_GSE123902_GSM3516677_240482276788581,TRUE,FALSE
lu_adc_GSE123902_GSM3516677_240490718115747,TRUE,FALSE
lu_adc_GSE123902_GSM3516677_240490718554332,TRUE,FALSE
lu_adc_GSE123902_GSM3516677_240490764463012,TRUE,FALSE
lu_adc_GSE123902_GSM3516677_240498414861547,TRUE,FALSE
lu_adc_GSE123902_GSM3516677_240617702735085,TRUE,FALSE
lu_adc_GSE123902_GSM3516677_240617702938844,TRUE,FALSE
lu_adc_GSE123902_GSM3516677_240617715330275,TRUE,FALSE
lu_adc_GSE123902_GSM3516677_240617715555163,TRUE,FALSE
lu_adc_GSE123902_GSM3516677_240617733876981,TRUE,FALSE
lu_adc_GSE123902_GSM3516677_240617734485798,TRUE,FALSE
lu_adc_GSE123902_GSM3516677_240634599197918,TRUE,FALSE
lu_adc_GSE123902_GSM3516677_240634599697118,TRUE,FALSE
lu_adc_GSE123902_GSM3516677_240634613906292,TRUE,FALSE
lu_adc_GSE123902_GSM3516677_240634613946717,TRUE,FALSE
lu_adc_GSE123902_GSM3516677_240634645629229,TRUE,FALSE
lu_adc_GSE123902_GSM3516677_240634645920669,TRUE,FALSE
lu_adc_GSE123902_GSM3516677_241057668458356,TRUE,FALSE
lu_adc_GSE123902_GSM3516677_241057668918693,TRUE,FALSE
lu_adc_GSE123902_GSM3516677_241057681557925,TRUE,FALSE
lu_adc_GSE123902_GSM3516677_241098858285491,TRUE,FALSE
lu_adc_GSE123902_GSM3516677_241098858294110,TRUE,TRUE
lu_adc_GSE123902_GSM3516677_241098872994612,TRUE,FALSE
lu_adc_GSE123902_GSM3516677_241098904689443,TRUE,FALSE
lu_adc_GSE123902_GSM3516677_241098904754598,TRUE,FALSE
lu_adc_GSE123902_GSM3516677_241098904754932,TRUE,FALSE
lu_adc_GSE123902_GSM3516677_241098905283364,TRUE,FALSE
lu_adc_GSE123902_GSM3516677_241106375301421,TRUE,FALSE
lu_adc_GSE123902_GSM3516677_241106401745318,TRUE,FALSE
lu_adc_GSE123902_GSM3516677_241106402332003,TRUE,FALSE
lu_adc_GSE123902_GSM3516677_241106402528174,TRUE,FALSE
lu_adc_GSE123902_GSM3516677_241106421245724,TRUE,FALSE
lu_adc_GSE123902_GSM3516677_241114562578670,TRUE,FALSE
lu_adc_GSE123902_GSM3516677_241114576473523,TRUE,FALSE
lu_adc_GSE123902_GSM3516677_241114589052267,TRUE,FALSE
lu_adc_GSE123902_GSM3516677_241114607926060,TRUE,FALSE
lu_adc_GSE123902_GSM3516670_120703408789411,TRUE,FALSE
lu_adc_GSE123902_GSM3516670_120703409568030,TRUE,FALSE
lu_adc_GSE123902_GSM3516670_120797898860827,TRUE,FALSE
lu_adc_GSE123902_GSM3516670_120797944264550,TRUE,FALSE
lu_adc_GSE123902_GSM3516670_120864470396132,TRUE,FALSE
lu_adc_GSE123902_GSM3516670_120864470845789,TRUE,FALSE
lu_adc_GSE123902_GSM3516670_121202311096092,TRUE,FALSE
lu_adc_GSE123902_GSM3516670_121276801673964,TRUE,FALSE
lu_adc_GSE123902_GSM3516670_121338036927838,TRUE,FALSE
lu_adc_GSE123902_GSM3516670_121338037198243,TRUE,FALSE
lu_adc_GSE123902_GSM3516670_121742656722780,TRUE,TRUE
lu_adc_GSE123902_GSM3516670_121742703385884,TRUE,TRUE
lu_adc_GSE123902_GSM3516670_121812477429597,TRUE,FALSE
lu_adc_GSE123902_GSM3516670_121812477434651,TRUE,FALSE
lu_adc_GSE123902_GSM3516670_121812496337653,TRUE,TRUE
lu_adc_GSE123902_GSM3516670_121896082524581,TRUE,FALSE
lu_adc_GSE123902_GSM3516670_121896094812980,TRUE,TRUE
lu_adc_GSE123902_GSM3516670_121896113719644,TRUE,FALSE
lu_adc_GSE123902_GSM3516670_121955392342300,TRUE,TRUE
lu_adc_GSE123902_GSM3516670_121955392378590,TRUE,TRUE
lu_adc_GSE123902_GSM3516670_121955392637357,TRUE,TRUE
lu_adc_GSE123902_GSM3516670_121955406961958,TRUE,FALSE
lu_adc_GSE123902_GSM3516670_121965753855219,TRUE,FALSE
lu_adc_GSE123902_GSM3516670_121965754403227,TRUE,FALSE
lu_adc_GSE123902_GSM3516670_122308399348077,TRUE,FALSE
lu_adc_GSE123902_GSM3516670_125042414968101,TRUE,FALSE
lu_adc_GSE123902_GSM3516670_125197019102132,TRUE,FALSE
lu_adc_GSE123902_GSM3516670_125197045843820,TRUE,FALSE
lu_adc_GSE123902_GSM3516670_125197064820979,TRUE,TRUE
lu_adc_GSE123902_GSM3516670_125239726894323,TRUE,TRUE
lu_adc_GSE123902_GSM3516670_125247377336740,TRUE,FALSE
lu_adc_GSE123902_GSM3516670_125677935187894,TRUE,FALSE
lu_adc_GSE123902_GSM3516670_125728267032358,TRUE,FALSE
lu_adc_GSE123902_GSM3516670_125728298813165,TRUE,FALSE
lu_adc_GSE123902_GSM3516670_126132113226155,TRUE,FALSE
lu_adc_GSE123902_GSM3516670_126132127976732,TRUE,TRUE
lu_adc_GSE123902_GSM3516670_126149024667357,TRUE,TRUE
lu_adc_GSE123902_GSM3516670_126149052787492,TRUE,FALSE
lu_adc_GSE123902_GSM3516670_126218818247964,TRUE,FALSE
lu_adc_GSE123902_GSM3516670_126364056405867,TRUE,FALSE
lu_adc_GSE123902_GSM3516670_126364087901475,TRUE,FALSE
lu_adc_GSE123902_GSM3516670_126680929614125,TRUE,FALSE
lu_adc_GSE123902_GSM3516670_126680957344668,TRUE,TRUE
lu_adc_GSE123902_GSM3516670_126680976276838,TRUE,FALSE
lu_adc_GSE123902_GSM3516670_126681600642411,TRUE,FALSE
lu_adc_GSE123902_GSM3516670_126681601226590,TRUE,TRUE
lu_adc_GSE123902_GSM3516670_126707788532461,TRUE,TRUE
lu_adc_GSE123902_GSM3516670_126707788631390,TRUE,FALSE
lu_adc_GSE123902_GSM3516670_126776238888669,TRUE,FALSE
lu_adc_GSE123902_GSM3516670_126776270798059,TRUE,TRUE
lu_adc_GSE123902_GSM3516670_126834221201141,TRUE,FALSE
lu_adc_GSE123902_GSM3516670_126836650232220,TRUE,FALSE
lu_adc_GSE123902_GSM3516670_126836668316508,TRUE,FALSE
lu_adc_GSE123902_GSM3516670_126885746564515,TRUE,FALSE
lu_adc_GSE123902_GSM3516670_126885760527660,TRUE,FALSE
lu_adc_GSE123902_GSM3516670_126885760548134,TRUE,FALSE
lu_adc_GSE123902_GSM3516670_126885792733102,TRUE,FALSE
lu_adc_GSE123902_GSM3516670_126886685919086,TRUE,FALSE
lu_adc_GSE123902_GSM3516670_129457506703787,TRUE,FALSE
lu_adc_GSE123902_GSM3516670_129565685857525,TRUE,FALSE
lu_adc_GSE123902_GSM3516670_129565698669917,TRUE,FALSE
lu_adc_GSE123902_GSM3516670_129663543208668,TRUE,FALSE
lu_adc_GSE123902_GSM3516670_129663543462189,TRUE,FALSE
lu_adc_GSE123902_GSM3516670_129663562901726,TRUE,TRUE
lu_adc_GSE123902_GSM3516670_129978390961051,TRUE,FALSE
lu_adc_GSE123902_GSM3516670_129978405701933,TRUE,FALSE
lu_adc_GSE123902_GSM3516670_130057579738974,TRUE,TRUE
lu_adc_GSE123902_GSM3516670_130126448381278,TRUE,FALSE
lu_adc_GSE123902_GSM3516670_130134888892726,TRUE,TRUE
lu_adc_GSE123902_GSM3516670_130134916127462,TRUE,FALSE
lu_adc_GSE123902_GSM3516670_130134934768995,TRUE,TRUE
lu_adc_GSE123902_GSM3516670_130142271387931,TRUE,TRUE
lu_adc_GSE123902_GSM3516670_130142285248926,TRUE,FALSE
lu_adc_GSE123902_GSM3516670_130144686466979,TRUE,FALSE
lu_adc_GSE123902_GSM3516670_130144686693622,TRUE,TRUE
lu_adc_GSE123902_GSM3516670_130144714276085,TRUE,TRUE
lu_adc_GSE123902_GSM3516670_130184146704174,TRUE,TRUE
lu_adc_GSE123902_GSM3516670_130184147254174,TRUE,TRUE
lu_adc_GSE123902_GSM3516670_130184174061492,TRUE,FALSE
lu_adc_GSE123902_GSM3516670_130185489443749,TRUE,FALSE
lu_adc_GSE123902_GSM3516670_130194227509662,TRUE,FALSE
lu_adc_GSE123902_GSM3516670_130203876505445,TRUE,FALSE
lu_adc_GSE123902_GSM3516670_130529086785371,TRUE,FALSE
lu_adc_GSE123902_GSM3516670_130531367701430,TRUE,FALSE
lu_adc_GSE123902_GSM3516670_130531382970797,TRUE,FALSE
lu_adc_GSE123902_GSM3516670_130624783572261,TRUE,FALSE
lu_adc_GSE123902_GSM3516670_130624810507126,TRUE,FALSE
lu_adc_GSE123902_GSM3516670_130675161816485,TRUE,FALSE
lu_adc_GSE123902_GSM3516670_130693100387235,TRUE,FALSE
lu_adc_GSE123902_GSM3516670_130693127919389,TRUE,TRUE
lu_adc_GSE123902_GSM3516670_130736318692275,TRUE,FALSE
lu_adc_GSE123902_GSM3516670_130736332913524,TRUE,FALSE
lu_adc_GSE123902_GSM3516670_130736333207972,TRUE,TRUE
lu_adc_GSE123902_GSM3516670_130736345439150,TRUE,FALSE
lu_adc_GSE123902_GSM3516670_130754465093926,TRUE,FALSE
lu_adc_GSE123902_GSM3516670_130754465389923,TRUE,FALSE
lu_adc_GSE123902_GSM3516670_130761029741918,TRUE,FALSE
lu_adc_GSE123902_GSM3516670_130761041595806,TRUE,FALSE
lu_adc_GSE123902_GSM3516670_130761042381532,TRUE,FALSE
lu_adc_GSE123902_GSM3516670_131089741010798,TRUE,TRUE
lu_adc_GSE123902_GSM3516670_131089759591790,TRUE,TRUE
lu_adc_GSE123902_GSM3516670_131097947196275,TRUE,FALSE
lu_adc_GSE123902_GSM3516670_131175224822188,TRUE,FALSE
lu_adc_GSE123902_GSM3516670_131175237446388,TRUE,FALSE
lu_adc_GSE123902_GSM3516670_131175256316700,TRUE,FALSE
lu_adc_GSE123902_GSM3516670_131217355098421,TRUE,TRUE
lu_adc_GSE123902_GSM3516670_131217355324203,TRUE,FALSE
lu_adc_GSE123902_GSM3516670_131217381869419,TRUE,FALSE
lu_adc_GSE123902_GSM3516670_131242050632612,TRUE,FALSE
lu_adc_GSE123902_GSM3516670_131242051090221,TRUE,FALSE
lu_adc_GSE123902_GSM3516670_131242097261987,TRUE,FALSE
lu_adc_GSE123902_GSM3516670_131293502950187,TRUE,FALSE
lu_adc_GSE123902_GSM3516670_131309562879197,TRUE,FALSE
lu_adc_GSE123902_GSM3516670_131309589355438,TRUE,FALSE
lu_adc_GSE123902_GSM3516670_131310547746093,TRUE,FALSE
lu_adc_GSE123902_GSM3516670_133829929907949,TRUE,FALSE
lu_adc_GSE123902_GSM3516670_133829949253989,TRUE,FALSE
lu_adc_GSE123902_GSM3516670_133854479174899,TRUE,FALSE
lu_adc_GSE123902_GSM3516670_133974617417973,TRUE,FALSE
lu_adc_GSE123902_GSM3516670_133974617439453,TRUE,FALSE
lu_adc_GSE123902_GSM3516670_134376330317166,TRUE,FALSE
lu_adc_GSE123902_GSM3516670_134376349944110,TRUE,FALSE
lu_adc_GSE123902_GSM3516670_134377538738022,TRUE,FALSE
lu_adc_GSE123902_GSM3516670_134377557080501,TRUE,FALSE
lu_adc_GSE123902_GSM3516670_134447990781795,TRUE,FALSE
lu_adc_GSE123902_GSM3516670_134448002820021,TRUE,FALSE
lu_adc_GSE123902_GSM3516670_134448021466419,TRUE,FALSE
lu_adc_GSE123902_GSM3516670_134472821009758,TRUE,TRUE
lu_adc_GSE123902_GSM3516670_134472821037300,TRUE,TRUE
lu_adc_GSE123902_GSM3516670_134522359171486,TRUE,FALSE
lu_adc_GSE123902_GSM3516670_134522359728869,TRUE,FALSE
lu_adc_GSE123902_GSM3516670_134522359933229,TRUE,TRUE
lu_adc_GSE123902_GSM3516670_134530803119971,TRUE,TRUE
lu_adc_GSE123902_GSM3516670_134530834315485,TRUE,FALSE
lu_adc_GSE123902_GSM3516670_134531727702389,TRUE,FALSE
lu_adc_GSE123902_GSM3516670_134531727907180,TRUE,TRUE
lu_adc_GSE123902_GSM3516670_134531773250461,TRUE,FALSE
lu_adc_GSE123902_GSM3516670_134600596056476,TRUE,FALSE
lu_adc_GSE123902_GSM3516670_134600627502003,TRUE,FALSE
lu_adc_GSE123902_GSM3516670_134938019354475,TRUE,FALSE
lu_adc_GSE123902_GSM3516670_134938019413238,TRUE,FALSE
lu_adc_GSE123902_GSM3516670_134938032204211,TRUE,TRUE
lu_adc_GSE123902_GSM3516670_135081901090740,TRUE,FALSE
lu_adc_GSE123902_GSM3516670_135571558546677,TRUE,FALSE
lu_adc_GSE123902_GSM3516670_135699972966324,TRUE,FALSE
lu_adc_GSE123902_GSM3516670_155842577356573,TRUE,FALSE
lu_adc_GSE123902_GSM3516670_155888869861732,TRUE,FALSE
lu_adc_GSE123902_GSM3516670_155888901053803,TRUE,FALSE
lu_adc_GSE123902_GSM3516670_155911449918307,TRUE,FALSE
lu_adc_GSE123902_GSM3516670_155972652940518,TRUE,FALSE
lu_adc_GSE123902_GSM3516670_156024161392436,TRUE,FALSE
lu_adc_GSE123902_GSM3516670_156453523376052,TRUE,FALSE
lu_adc_GSE123902_GSM3516670_156453523807461,TRUE,FALSE
lu_adc_GSE123902_GSM3516670_156515966048163,TRUE,TRUE
lu_adc_GSE123902_GSM3516670_156515966048493,TRUE,TRUE
lu_adc_GSE123902_GSM3516670_157004338744228,TRUE,FALSE
lu_adc_GSE123902_GSM3516670_157071998924533,TRUE,TRUE
lu_adc_GSE123902_GSM3516670_157140450228652,TRUE,FALSE
lu_adc_GSE123902_GSM3516670_157477590420844,TRUE,FALSE
lu_adc_GSE123902_GSM3516670_157486582810421,TRUE,FALSE
lu_adc_GSE123902_GSM3516670_157486610496862,TRUE,TRUE
lu_adc_GSE123902_GSM3516670_157562564892388,TRUE,TRUE
lu_adc_GSE123902_GSM3516670_157613970546100,TRUE,FALSE
lu_adc_GSE123902_GSM3516670_160440044178675,TRUE,FALSE
lu_adc_GSE123902_GSM3516670_160440058500956,TRUE,TRUE
lu_adc_GSE123902_GSM3516670_160447855479590,TRUE,FALSE
lu_adc_GSE123902_GSM3516670_160903109983478,TRUE,TRUE
lu_adc_GSE123902_GSM3516670_160990095109038,TRUE,FALSE
lu_adc_GSE123902_GSM3516670_160990114232182,TRUE,TRUE
lu_adc_GSE123902_GSM3516670_160990114307382,TRUE,FALSE
lu_adc_GSE123902_GSM3516670_161340108008164,TRUE,FALSE
lu_adc_GSE123902_GSM3516670_161340135791852,TRUE,FALSE
lu_adc_GSE123902_GSM3516670_161451926482142,TRUE,FALSE
lu_adc_GSE123902_GSM3516670_161462663396075,TRUE,TRUE
lu_adc_GSE123902_GSM3516670_161462676217182,TRUE,FALSE
lu_adc_GSE123902_GSM3516670_161478635800435,TRUE,FALSE
lu_adc_GSE123902_GSM3516670_161478667261669,TRUE,TRUE
lu_adc_GSE123902_GSM3516670_161548575292765,TRUE,TRUE
lu_adc_GSE123902_GSM3516670_161864242814310,TRUE,FALSE
lu_adc_GSE123902_GSM3516670_161864274327390,TRUE,FALSE
lu_adc_GSE123902_GSM3516670_161864274556787,TRUE,FALSE
lu_adc_GSE123902_GSM3516670_161883179936173,TRUE,TRUE
lu_adc_GSE123902_GSM3516670_161883180456230,TRUE,FALSE
lu_adc_GSE123902_GSM3516670_161890983860645,TRUE,FALSE
lu_adc_GSE123902_GSM3516670_161893233838949,TRUE,FALSE
lu_adc_GSE123902_GSM3516670_161893265042670,TRUE,FALSE
lu_adc_GSE123902_GSM3516670_162001560684342,TRUE,FALSE
lu_adc_GSE123902_GSM3516670_162001579030390,TRUE,FALSE
lu_adc_GSE123902_GSM3516670_162078856955701,TRUE,TRUE
lu_adc_GSE123902_GSM3516670_162078869281654,TRUE,FALSE
lu_adc_GSE123902_GSM3516670_162090699901166,TRUE,FALSE
lu_adc_GSE123902_GSM3516670_164631978137843,TRUE,TRUE
lu_adc_GSE123902_GSM3516670_164698921749235,TRUE,FALSE
lu_adc_GSE123902_GSM3516670_164761064070580,TRUE,FALSE
