meta_column,n_samples,n_groups,AS_stat,T_AV_stat,p_value,test_name,n_ties,sig,warning,method,n_sim,message,significant,sig_label
LP_SGL,300,3,0.64,-1.2731,0.98616,Anderson-Darling,0,1.06814,FALSE,asymptotic,1,OK,FALSE,ns
scAB,200,2,0.127,-1.1571,0.99983,Anderson-Darling,0,0.75419,FALSE,asymptotic,1,OK,FALSE,ns
scPAS,200,2,0.134,-1.1487,0.99971,Anderson-Darling,0,0.75419,FALSE,asymptotic,1,OK,FALSE,ns
scPP,300,3,0.498,-1.4064,0.99794,Anderson-Darling,0,1.06814,FALSE,asymptotic,1,OK,FALSE,ns
scissor,300,3,0.414,-1.4852,0.99967,Anderson-Darling,0,1.06814,FALSE,asymptotic,1,OK,FALSE,ns
