gene,beta,se,pval,HR,HR_low,HR_up,FDR,sig,direction,abs_logHR
TNIP3,0.974326850378925,0.211934327617176,1.58760809254975e-09,2.64938317930662,1.7488100203189,4.01371855675487,1.51949970537936e-05,TRUE,risk,0.974326850378925
GPR84,0.892561689762798,0.177362515143993,4.24703470071903e-09,2.44137569478583,1.72448966456066,3.45627776470873,2.03241845602909e-05,TRUE,risk,0.892561689762798
SOD2,0.802642015179485,0.156518990791142,7.26463323102831e-08,2.23142861566276,1.6419175444405,3.0325966633698,0.000220084407805897,TRUE,risk,0.802642015179485
CD274,0.761007124391371,0.19187078966124,9.19796919050869e-08,2.14043081542441,1.46952670073209,3.11763241412082,0.000220084407805897,TRUE,risk,0.761007124391371
SAA2,0.504937250682376,0.110274767101501,1.52460365878807e-07,1.65688154901223,1.33482301117374,2.05664454723717,0.000291839632365212,TRUE,risk,0.504937250682376
IL1RN,1.18495898976783,0.255408636167897,3.69472005197838e-07,3.2705526925904,1.98249878740799,5.39547110089053,0.000589369426958084,TRUE,risk,1.18495898976783
LRRC25,1.57494720695887,0.362993702124317,8.8431450700976e-07,4.83048659530113,2.37139775370042,9.83959806446353,0.00120911059237006,TRUE,risk,1.57494720695887
IL1B,0.44811630524999,0.103893992148103,1.06511382235229e-06,1.56536074473943,1.27696233363906,1.91889313930522,0.00127427554921672,TRUE,risk,0.44811630524999
ZNF266,-1.66385729559624,0.364675220809638,2.35999921394619e-06,0.189406970547131,0.0926783179691718,0.387091622700522,0.00250972805296433,TRUE,protective,1.66385729559624
KCNK6,1.17297806360584,0.278508508994735,3.34290023896303e-06,3.23160223944278,1.87217599109981,5.57813639509215,0.00319948981871152,TRUE,risk,1.17297806360584
CD300A,1.664044554185,0.383914086414915,4.78605018459906e-06,5.28062548719063,2.48823331053645,11.2067487473493,0.00382177638862642,TRUE,risk,1.664044554185
GRB10,0.715957782538424,0.157736273734946,4.79169539896741e-06,2.04614550648218,1.50199569328551,2.78743238240522,0.00382177638862642,TRUE,risk,0.715957782538424
CSF1,1.19819347661877,0.306905290214368,5.3388195960708e-06,3.31412446827147,1.81604145543019,6.0480012492853,0.00393060325799951,TRUE,risk,1.19819347661877
S100A9,0.411378892602386,0.0933430672527286,6.68006270669822e-06,1.50889695815862,1.25662113593884,1.81181898443823,0.0044325916298134,TRUE,risk,0.411378892602386
TERF2IP,-2.23400609005042,0.513722079127776,6.9469098785081e-06,0.107098523259476,0.0391286100339171,0.293138286139428,0.0044325916298134,TRUE,protective,2.23400609005042
IER5L,0.831537837836666,0.197915525946911,8.05453119486602e-06,2.29684820577171,1.55834351381517,3.38533297285727,0.00481811987912892,TRUE,risk,0.831537837836666
TNFSF14,1.74366942255089,0.51243877603448,1.36283863139604e-05,5.71828778646697,2.09444671684565,15.6121494740642,0.00767278149475969,TRUE,risk,1.74366942255089
SSBP1,2.28481169462449,0.529373307032982,1.72439378381279e-05,9.82383616867641,3.48072293738737,27.7263542100348,0.00916898494715123,TRUE,risk,2.28481169462449
CHCHD3,1.52392242023999,0.360365556080641,1.88632650708007e-05,4.59019460253418,2.26507060429183,9.30208817738878,0.00950212157855967,TRUE,risk,1.52392242023999
ARNTL2,0.716651925656486,0.180995623781255,2.22441672344417e-05,2.04756631737006,1.43605605164787,2.91947366484578,0.0101809789908082,TRUE,risk,0.716651925656486
SCD,0.715388485048306,0.173355773046362,2.23383720412676e-05,2.04498097249551,1.45588093333858,2.8724513674884,0.0101809789908082,TRUE,risk,0.715388485048306
PRKAR1B,1.66494414736471,0.426430699782764,2.51953631093828e-05,5.28537803922469,2.29134727850137,12.1916137634926,0.0109611281963592,TRUE,risk,1.66494414736471
CXCL5,0.487668347529076,0.127546091487652,3.17378499075098e-05,1.62851465948902,1.26830074464709,2.09103401331564,0.0132070852810773,TRUE,risk,0.487668347529076
AP2B1,1.91903867783251,0.439426735795888,3.4081031906352e-05,6.81440448146233,2.87991930792162,16.1241005292214,0.0135912315156539,TRUE,risk,1.91903867783251
OASL,0.581553670110877,0.149295486208664,3.82263726268622e-05,1.78881550204451,1.33500430576867,2.39689182014461,0.0144858317545298,TRUE,risk,0.581553670110877
LRP8,0.756990152156924,0.195118113726707,4.12494090392312e-05,2.13185001023555,1.45434939475826,3.124960537352,0.0144858317545298,TRUE,risk,0.756990152156924
SDS,1.54206596114214,0.40080466390495,4.21170355955965e-05,4.67423709478235,2.13078151289234,10.253746001664,0.0144858317545298,TRUE,risk,1.54206596114214
DENND1A,1.17746307020742,0.304804311054727,4.23783605816356e-05,3.24612854776467,1.78612169876744,5.89957031252926,0.0144858317545298,TRUE,risk,1.17746307020742
TPM3,5.29465365481871,1.29803265777488,4.83730844728601e-05,199.268598294758,15.6506061142297,2537.15248959302,0.0157857053515911,TRUE,risk,5.29465365481871
NAMPT,0.596211690995144,0.150667528245194,4.94797994512312e-05,1.81522910970935,1.35107873405709,2.43883397590135,0.0157857053515911,TRUE,risk,0.596211690995144
PRELID1,2.06628310000936,0.51011673525096,5.15005452464844e-05,7.89542201720114,2.90506074015751,21.4583082439524,0.0159003780178743,TRUE,risk,2.06628310000936
PFKP,0.673679490271701,0.170952751001484,5.83794499249107e-05,1.96144116295215,1.40299901395577,2.74216260842247,0.0173484384568055,TRUE,risk,0.673679490271701
CKS2,0.887228250898407,0.235377478546614,5.98159512145629e-05,2.42838942828538,1.53094990079138,3.85190606979356,0.0173484384568055,TRUE,risk,0.887228250898407
ASPH,0.826819232121212,0.213203083392498,6.22326194189051e-05,2.28603581446783,1.50522319370731,3.47188361624846,0.0175184823664218,TRUE,risk,0.826819232121212
TTC9C,2.43891055089598,0.605810786963328,7.0303965634194e-05,11.4605482550376,3.49565723629253,37.5735254996994,0.0192251215738534,TRUE,risk,2.43891055089598
RNF149,1.98641607371614,0.520295613382669,7.50699904557468e-05,7.28936235478931,2.62908708900861,20.2103626622182,0.019801810950984,TRUE,risk,1.98641607371614
HYAL3,1.79819380720525,0.495988616724891,7.67739777453108e-05,6.038730496794,2.2842919746852,15.9639251098517,0.019801810950984,TRUE,risk,1.79819380720525
CBX6,-1.36304138669574,0.344295227941337,7.86196652530972e-05,0.25588135813902,0.130307265911769,0.502468292807273,0.019801810950984,TRUE,protective,1.36304138669574
IFIT2,0.849060893826864,0.228375196683745,8.29157435372932e-05,2.33745070649266,1.49398270199459,3.65712119557245,0.0203483738819342,TRUE,risk,0.849060893826864
SYNCRIP,1.39855061131031,0.358692906376673,9.02908447602532e-05,4.04932666325638,2.0047362677241,8.17915388160957,0.020886205084221,TRUE,risk,1.39855061131031
CASP5,1.87891739404335,0.542306556587,9.42775851813532e-05,6.54641383787558,2.26142816051624,18.9506502505681,0.020886205084221,TRUE,risk,1.87891739404335
ARMCX6,-1.65682224068662,0.45176452604261,9.66502296628786e-05,0.19074415706047,0.0786867332292562,0.462382055520149,0.020886205084221,TRUE,protective,1.65682224068662
FAM117A,-1.18951443769472,0.310773003109383,9.75979455828853e-05,0.304369018314043,0.165525581719122,0.55967481489752,0.020886205084221,TRUE,protective,1.18951443769472
RALA,0.894328809814878,0.225629599110866,9.92964723822064e-05,2.44569371283523,1.57160092230224,3.80593931456823,0.020886205084221,TRUE,risk,0.894328809814878
SLC2A1,0.447589845968285,0.123713250925931,9.96664496199203e-05,1.56453686293528,1.2276624009727,1.9938507471956,0.020886205084221,TRUE,risk,0.447589845968285
PATL1,1.09237908126081,0.285676601757461,0.000100382972925939,2.98135853618943,1.70310480607585,5.21899691058339,0.020886205084221,TRUE,risk,1.09237908126081
F12,0.643834639104442,0.172637743951011,0.000104789603289849,1.90376716024607,1.35725552016011,2.67033682795694,0.0213391764486626,TRUE,risk,0.643834639104442
SMPDL3A,1.59294023272903,0.429583449004237,0.000109534480225173,4.91818830858754,2.11902626176583,11.4149487786765,0.021840718963232,TRUE,risk,1.59294023272903
EXOSC2,1.42604406403745,0.380095850065766,0.000112227795570453,4.16220117956881,1.97596363913431,8.76732664311263,0.0219210659470368,TRUE,risk,1.42604406403745
MRPS2,1.46344554095419,0.382702896296626,0.000115911110069713,4.32082147727093,2.04081219660691,9.14807264945102,0.0221151080903119,TRUE,risk,1.46344554095419
TEAD4,0.863188742768636,0.236271790967917,0.00011784249426454,2.37070823246346,1.49196796813326,3.76700950926048,0.0221151080903119,TRUE,risk,0.863188742768636
SLC25A37,1.04118556202848,0.28399049602712,0.000125727923720989,2.83257321571343,1.62346733105147,4.94218200078013,0.0227047928934835,TRUE,risk,1.04118556202848
SSX2IP,1.33819806855001,0.358011032464594,0.00012798212782437,3.81216804717765,1.8898480800585,7.68983780932932,0.0227047928934835,TRUE,risk,1.33819806855001
KLHDC1,-3.51293220006089,0.984691854050359,0.000128101433105016,0.0298093791008705,0.00432679483470624,0.205371208094211,0.0227047928934835,TRUE,protective,3.51293220006089
GFPT2,0.459597161420447,0.127995200965168,0.000136941253093128,1.58343598739411,1.23210805411646,2.03494289141119,0.0238302678791696,TRUE,risk,0.459597161420447
CD109,0.76800308656089,0.212134617292717,0.000160703782127067,2.15545769087274,1.42222029237864,3.26672167598741,0.0274659981917528,TRUE,risk,0.76800308656089
HHIPL2,0.398726307200723,0.114285742237511,0.000171618989519267,1.48992578084114,1.19092016046824,1.86400306762991,0.0288169359419106,TRUE,risk,0.398726307200723
PKIB,0.446673110218502,0.124154650014002,0.000178304619665441,1.56310325328219,1.22547680420678,1.99374788003664,0.0292103326729144,TRUE,risk,0.446673110218502
FAM83A,0.418312756488326,0.116940321937756,0.000180065784944305,1.519395800994,1.20817351264123,1.91078812432444,0.0292103326729144,TRUE,risk,0.418312756488326
FAM20A,0.643109512574799,0.179215535093534,0.000188983622109801,1.90238718855942,1.33889823596061,2.7030262031815,0.0296610451889072,TRUE,risk,0.643109512574799
EGLN1,0.752333568372639,0.207531293089279,0.000189042289888553,2.12194594948814,1.4127981394144,3.18704738273189,0.0296610451889072,TRUE,risk,0.752333568372639
LAMC2,0.645822193488004,0.179271913878708,0.000194786577857231,1.90755476379785,1.34238682515359,2.71066812390053,0.0300693925269605,TRUE,risk,0.645822193488004
DDA1,1.6121822771099,0.403832769945994,0.00020071869644683,5.01374066945892,2.2720216912439,11.0639768966395,0.0300787469757509,TRUE,risk,1.6121822771099
