"",p_val,avg_log2FC,pct.1,pct.2,p_val_adj
RAB13,3.70102077247039e-276,1.27438853771401,0.608,0.214,4.28985317737043e-272
ACTN1,8.54316812723678e-246,1.20178409885765,0.502,0.163,9.90238617628015e-242
ALDH2,1.624468708723e-239,1.22186265931684,0.647,0.263,1.88292168028083e-235
S100A13,3.80648524610583e-227,1.2433858557629,0.558,0.209,4.41209704876127e-223
LGALS3BP,1.68899962519333e-223,1.19919141943314,0.592,0.235,1.95771946556158e-219
CD9,8.82790439597832e-204,1.0506720556589,0.668,0.293,1.02324239853785e-199
CD151,1.7903411364028e-201,1.01091997186699,0.618,0.256,2.07518441120448e-197
TCEAL4,8.44007463697182e-197,0.885734170646865,0.554,0.208,9.78289051171404e-193
PDLIM1,1.87703723641748e-195,1.16279780574466,0.509,0.191,2.17567386073151e-191
TAX1BP3,5.55553418659254e-192,0.892933517756618,0.524,0.194,6.43941967567942e-188
GSN,6.69286502645099e-192,1.00741450018947,0.571,0.226,7.75769985215934e-188
MGST2,1.41461203541333e-189,0.965212337319954,0.521,0.196,1.63967681024759e-185
SERPINA1,3.90473208099494e-189,1.04330012283495,0.647,0.289,4.52597495508123e-185
GRN,3.71157901416704e-187,0.96419525819361,0.74,0.364,4.30209123532102e-183
RAB31,1.89718754256681e-182,0.857060706657874,0.588,0.233,2.19903008058919e-178
BLVRA,1.63223257187025e-181,0.957908447952875,0.565,0.227,1.89192077405481e-177
SMCO4,1.82749349177909e-181,0.900757377039122,0.552,0.215,2.11824770632114e-177
SMIM30,5.477582826876e-178,0.84739704995424,0.575,0.228,6.34906625463197e-174
BLVRB,2.57633207422094e-177,0.848356044080157,0.623,0.262,2.98622650722949e-173
FCGRT,7.86507574977341e-177,0.928458907718861,0.678,0.31,9.11640930156236e-173
QSOX1,5.9351820712912e-175,0.837529272657258,0.512,0.194,6.87946953883363e-171
CTSL,2.043747565851e-174,0.975460601286989,0.564,0.233,2.3689078035779e-170
FBP1,3.77546575896723e-174,1.1180674122756,0.552,0.238,4.37614236121892e-170
CREG1,3.89692059816411e-174,0.850120945552691,0.572,0.23,4.51692066533203e-170
CTNNA1,1.50615788753504e-173,0.802176733228104,0.538,0.209,1.74578760744186e-169
GRINA,3.96058187054746e-172,0.86682576484022,0.602,0.249,4.59071044615156e-168
PLD3,8.97165055493995e-172,0.906463414273204,0.596,0.251,1.03990401582309e-167
PRDX4,1.65296760408236e-169,0.755100059337604,0.555,0.222,1.91595474989187e-165
SCPEP1,7.07427043484058e-169,0.834090319725871,0.599,0.251,8.19978686102372e-165
CYB5A,1.07611672623554e-168,0.899710504187526,0.629,0.281,1.24732689737962e-164
PGD,4.8646471453115e-168,0.857881608038404,0.527,0.207,5.63861250613056e-164
LAMP2,1.35815337486442e-167,0.871436484142324,0.599,0.256,1.57423557680535e-163
IFNGR2,4.50959778724157e-167,0.796628513937184,0.54,0.213,5.2270747951917e-163
NME1,1.01123656883919e-166,0.790302844665988,0.555,0.223,1.1721243069415e-162
HCFC1R1,8.6385253159137e-162,0.75259106802647,0.507,0.197,1.00129146936756e-157
RNF130,1.44514825912504e-161,0.803469480403649,0.585,0.245,1.67507134715183e-157
ARL2,2.75970106752493e-161,0.770718698116343,0.533,0.213,3.19876950736814e-157
SPINT2,3.85381103035015e-161,0.840958753910843,0.628,0.276,4.46695236527886e-157
ANXA4,1.48142986926513e-160,0.755561316396844,0.544,0.221,1.71712536146521e-156
PDXK,2.32421082558176e-160,0.747890090385773,0.59,0.246,2.69399276793182e-156
ARPC1A,6.56781131784075e-160,0.785137881213495,0.527,0.21,7.61275009850921e-156
TCEAL8,5.68251489864505e-159,0.722568377724733,0.546,0.222,6.58660301901947e-155
