"",p_val,avg_log2FC,pct.1,pct.2,p_val_adj
WIF1,4.12148904842179e-188,-8.3561026824513,0.006,0.637,4.7772179560257e-184
PEBP4,6.25905239752656e-161,-7.15962707078477,0.025,0.716,7.25486763397303e-157
CACNA2D2,7.6608370461747e-150,-7.89686355733609,0.009,0.559,8.8796762202211e-146
LAMP3,1.37372071034512e-143,-6.64318642353711,0.03,0.696,1.59227967536103e-139
SFTPD,2.1421327162381e-139,-6.06255078726433,0.054,0.794,2.48294603139158e-135
PLA2G1B,1.35398690463643e-134,-6.34806752398031,0.022,0.618,1.56940622116408e-130
ABCA3,3.59502904912611e-131,-6.63599802113505,0.032,0.667,4.16699817084208e-127
SFTPA1,8.54000329773193e-108,-6.84682677531642,0.089,0.794,9.89871782240107e-104
SFTA3,1.95154119707337e-105,-4.89167879330274,0.084,0.775,2.26203140152774e-101
ALPL,2.71005545472385e-96,-4.87538603608111,0.031,0.549,3.14122527757041e-92
SFTPA2,1.72414561301005e-95,-6.28583377458601,0.114,0.804,1.99845718003995e-91
LRRK2,1.04985515224271e-93,-5.11886716497934,0.072,0.696,1.21688710696453e-89
ADGRF5,5.44911359167211e-92,-4.66121137478043,0.052,0.627,6.31606756410714e-88
ANK3,1.91598079214738e-90,-5.42749732873685,0.041,0.569,2.22081333617803e-86
SLC34A2,3.45479706356942e-88,-4.18780711451694,0.119,0.794,4.00445527638331e-84
NKX2-1,1.62868472891259e-67,-4.11721101508911,0.087,0.627,1.88780846928259e-63
SELENBP1,1.43305465946719e-65,-3.97285466576602,0.129,0.706,1.66105365578842e-61
IRX3,5.6744189892369e-65,-4.39209557631397,0.081,0.598,6.57721905042449e-61
C4BPA,7.68530172577798e-64,-3.45272675392997,0.126,0.706,8.90803323034925e-60
PIGR,1.29152059944987e-63,-3.29572639496221,0.146,0.745,1.49700152682234e-59
HOPX,6.77503748392258e-60,-3.39427765466163,0.19,0.775,7.85294594761467e-56
CLDN18,1.25417705787797e-58,-3.02018746017052,0.071,0.578,1.45371662778636e-54
MALL,1.60395371130291e-58,-3.64356266964962,0.13,0.676,1.85914274677121e-54
NAPSA,1.64765804993787e-57,-3.47267465005942,0.23,0.794,1.90980044568299e-53
SFTPB,3.78831050635728e-57,-3.98336203227107,0.259,0.814,4.39103070791873e-53
LPCAT1,6.95782228110075e-57,-3.38775568983914,0.17,0.735,8.06481180602387e-53
SFTPC,1.29496361093368e-56,-5.19190723636502,0.29,0.833,1.50099232143323e-52
ANXA2,1.42902216907807e-56,2.24319642682186,0.981,0.471,1.6563795961784e-52
AQP1,4.21516114616401e-53,-3.8742126359632,0.083,0.549,4.8857932845187e-49
FGGY,9.71775382886215e-53,-3.97857826824589,0.117,0.618,1.12638484630341e-48
SFTA2,4.07124631362334e-51,-2.61200212948377,0.271,0.804,4.71898160212081e-47
SLC22A31,3.81079038890125e-49,-3.67890094310328,0.071,0.5,4.41708713977543e-45
PGC,4.98146873755075e-47,-2.51476190444614,0.196,0.765,5.77402041369507e-43
SNX30,3.52765852070834e-44,-3.79966182382224,0.097,0.529,4.08890899135303e-40
SELENOP,9.55622468987512e-44,-2.5145970561003,0.252,0.775,1.10766200380343e-39
SECISBP2L,1.14944073383504e-42,-3.37235681538088,0.188,0.667,1.33231675458819e-38
C3,1.48413080448332e-42,-3.06381341346224,0.17,0.657,1.72025601547662e-38
AK1,2.30687045360258e-42,-3.06601893902106,0.261,0.735,2.67389354277075e-38
PLAUR,2.53819825022872e-42,6.485789070629,0.807,0.02,2.94202559184011e-38
LGALS1,4.82420452763818e-41,3.63219243632877,0.843,0.176,5.59173546798541e-37
CXCL17,8.83028112876757e-40,-2.38510904103825,0.24,0.745,1.02351788563545e-35
TMEM125,1.92923408064301e-39,-3.37140795240231,0.093,0.5,2.23617522287331e-35
CAPG,4.54051181333546e-39,3.10235948381047,0.853,0.167,5.26290724283713e-35
SH3BGRL3,7.82870288535537e-39,1.66780313805893,0.961,0.529,9.07424951441541e-35
SCGB3A2,1.33029761967383e-38,-4.20423927322867,0.199,0.647,1.54194797096394e-34
SLPI,1.40148447972116e-36,-2.26112880168158,0.412,0.804,1.6244606604448e-32
IFI6,7.76028666493355e-36,3.40948229728789,0.807,0.127,8.99494827332448e-32
CTSB,8.35519338395894e-36,2.16602008549371,0.91,0.402,9.68450465134681e-32
LYZ,1.25211445875803e-35,3.28920795539382,0.816,0.186,1.45132586914644e-31
SDR16C5,1.65031619618804e-35,-2.78914040386275,0.147,0.588,1.91288150300155e-31
CTSD,3.65786863619197e-35,1.5941795032643,0.954,0.598,4.23983553621011e-31
EIF4A2,3.47355014722815e-34,-1.45353355520494,0.656,0.912,4.02619197565215e-30
CSF3R,6.50924782125501e-34,-3.08449827476026,0.159,0.578,7.54486914961668e-30
TIMP1,1.08564116719786e-33,2.73501102323468,0.847,0.186,1.25836667689904e-29
FOLR1,2.588741317119e-33,-2.30349447974148,0.246,0.706,3.00061006067263e-29
ADIRF,3.07746157571988e-33,-2.47063429990077,0.153,0.588,3.56708571241692e-29
TSPO,7.08051485639851e-33,1.38550432380475,0.941,0.569,8.20702477005151e-29
CD68,8.52982206119432e-33,4.33264286904031,0.734,0.069,9.88691675113034e-29
MUC1,2.00107680659857e-32,-1.84980596022761,0.325,0.794,2.31944812652841e-28
S100A4,1.01177127449981e-31,2.16867179920546,0.861,0.373,1.17274408427272e-27
TMEM243,1.90843240919626e-31,-2.5158501837993,0.359,0.735,2.21206400549939e-27
CRNDE,4.63277114105413e-31,-2.89294012516709,0.166,0.569,5.36984502959584e-27
MBIP,7.13789434151782e-31,-3.36832959088418,0.197,0.588,8.2735333312533e-27
DHCR24,1.29324997014657e-30,-2.84699510796763,0.21,0.608,1.49900604039689e-26
FCER1G,3.75927370601869e-30,3.62994345603883,0.734,0.137,4.35737415264626e-26
PYCARD,5.3949461521997e-30,3.02483499951898,0.748,0.127,6.25328208501467e-26
SCGB3A1,8.22380825423079e-30,-2.42107304515181,0.463,0.794,9.53221614747891e-26
PSAP,9.40919766454603e-30,1.37177026572137,0.937,0.598,1.09062010129753e-25
SLC16A3,9.71021670709887e-30,3.08930599822204,0.741,0.098,1.12551121851983e-25
GLUL,1.03294542945009e-29,2.07802459663972,0.851,0.333,1.1972870472756e-25
ARPC3,8.01016167947187e-29,1.00295869225946,0.967,0.696,9.28457840267585e-25
TYROBP,1.24824486592767e-28,3.36009600630561,0.721,0.147,1.44684062409676e-24
RAC1,1.370502438303e-28,1.01684723941996,0.95,0.676,1.58854937623701e-24
GPNMB,1.64992718258885e-28,8.89671201781123,0.632,0,1.91243059733874e-24
CYBA,5.39720868984895e-28,2.32157186908561,0.779,0.265,6.25590459240392e-24
AQP3,8.75890925803498e-28,-1.91075862971393,0.412,0.755,1.01524517209883e-23
TFPI,1.13923788030736e-27,-2.36224713010059,0.217,0.618,1.32049062706426e-23
CTSL,1.52222358330896e-27,2.79309949052325,0.75,0.118,1.76440935541341e-23
JPT1,2.20487355233964e-27,2.18405441513793,0.817,0.225,2.55566893451688e-23
AIF1,4.5128727491568e-27,3.74276805201766,0.672,0.108,5.23087080354764e-23
PSME2,9.66593582237697e-27,1.91667408830266,0.824,0.324,1.12037862117172e-22
ALDOA,1.85739723743442e-26,0.988343929680462,0.97,0.686,2.15290913791024e-22
ATP6V1F,2.11584401984331e-26,1.46529514222071,0.886,0.52,2.45247480340038e-22
EFHD2,2.20547640984208e-26,3.55635081209608,0.668,0.069,2.55636770664795e-22
APOE,2.2497151415684e-26,3.68153757719627,0.674,0.078,2.60764482059194e-22
CTSZ,4.24239583121429e-26,2.3369820115214,0.757,0.186,4.91736100796048e-22
GSTO1,5.63782311512637e-26,1.80152930804675,0.839,0.412,6.53480077274298e-22
LY96,1.1421754596892e-25,4.60169670465511,0.621,0.029,1.32389557532575e-21
C1QC,2.4750992555435e-25,5.17563906468551,0.617,0.049,2.86888754710047e-21
TSTD1,2.70521182506829e-25,-1.82472394532887,0.443,0.755,3.13561102643666e-21
CLIC1,3.39939365565073e-25,0.959520466110403,0.946,0.696,3.94023718626476e-21
S100A9,4.02884922625471e-25,2.26491251756515,0.763,0.284,4.66983913815183e-21
C1QB,9.71802600749191e-25,3.29091485747355,0.677,0.157,1.12641639452839e-20
C1QA,1.2116321039119e-24,2.88146369577927,0.688,0.167,1.40440277164428e-20
SPP1,1.28294744247748e-24,9.82629492163747,0.575,0,1.48706438057564e-20
COTL1,2.19469885097752e-24,2.49112774213602,0.723,0.157,2.54387543816804e-20
CTSS,4.50164627772291e-24,1.59287744088591,0.846,0.412,5.21785820050862e-20
EPHX1,1.36103577023041e-23,-2.3413750483773,0.329,0.657,1.57757656127407e-19
VIM,1.86532756834413e-23,1.48936562028013,0.823,0.569,2.16210118446768e-19
NNMT,2.17016927151679e-23,-2.06182612596734,0.219,0.608,2.51544320261512e-19
CSTA,3.00475368752883e-23,5.01904109290586,0.575,0.02,3.48280999921466e-19
SPI1,3.865770462488e-23,5.83214210827078,0.561,0.01,4.48081454306984e-19
EIF4EBP1,4.04679437884048e-23,4.06775399174292,0.598,0.039,4.69063936451401e-19
CD14,4.42210244232137e-23,5.1855787294123,0.585,0.049,5.1256589408947e-19
TYMP,5.36294970030479e-23,2.37695997748227,0.707,0.147,6.21619499762328e-19
AP2S1,1.36711787025697e-22,1.50569334051778,0.839,0.431,1.58462632341486e-18
LST1,1.39920946431397e-22,3.75737325752799,0.6,0.069,1.62182369008632e-18
GRN,1.42551450864165e-22,1.5892580903078,0.839,0.431,1.65231386696654e-18
POMP,1.69658862605989e-22,1.12645526987032,0.928,0.578,1.96651587646602e-18
UPP1,2.68082947448513e-22,2.88466059543924,0.639,0.078,3.10734944387571e-18
SDC4,3.17645740724922e-22,-1.84032365757568,0.438,0.725,3.68183178074257e-18
ISG15,3.33554561040689e-22,2.34936469148482,0.73,0.176,3.86623091702262e-18
TUBB,3.84116099352538e-22,1.83068447005614,0.785,0.275,4.45228970759526e-18
RNASE1,3.85680955643084e-22,-1.58076255373382,0.395,0.765,4.47042795685899e-18
ALOX5AP,5.48130521019639e-22,2.99229924052138,0.656,0.186,6.35338086913863e-18
PKM,6.21524357140779e-22,1.04943981015124,0.921,0.608,7.20408882361876e-18
TGFBI,8.9050973158092e-22,3.36161003360572,0.617,0.088,1.03218982987544e-17
CKLF,1.09886976460902e-21,2.8732667595403,0.614,0.059,1.27369994415832e-17
MID1IP1,1.4970539221283e-21,-2.54736661006516,0.282,0.598,1.73523520113891e-17
CTSA,1.63081028681322e-21,2.24775075111964,0.708,0.186,1.8902722034452e-17
TSC22D1,2.63071498885611e-21,-2.00745820506461,0.394,0.686,3.04926174358312e-17
IFI27,2.93679865555186e-21,3.00647204568336,0.632,0.108,3.40404332165016e-17
LGALS9,3.0480966603715e-21,2.93110775504981,0.606,0.059,3.53304883903661e-17
IFI30,3.74346495337456e-21,3.71533041132381,0.579,0.049,4.33905022745645e-17
TREM2,3.872972062771e-21,8.45724395220631,0.519,0,4.48916191795787e-17
CTSC,5.11718618533109e-21,1.68968558991192,0.793,0.382,5.93133050741726e-17
S100A8,5.92244548358631e-21,4.09507184477315,0.576,0.069,6.8647065600249e-17
IGSF6,6.92375469105523e-21,6.74536279663127,0.521,0.01,8.02532406240212e-17
EMP3,7.57506454546339e-21,1.79848109025632,0.748,0.275,8.78025731464661e-17
ATOX1,7.75817497086014e-21,1.60439189095378,0.824,0.324,8.99250060872399e-17
NCF2,1.28383223472682e-20,8.02546211577491,0.51,0,1.48808994327186e-16
S100A14,1.34991811727391e-20,-1.63388424300917,0.275,0.657,1.56469008973219e-16
HEXB,1.5294651902369e-20,2.0513320703111,0.701,0.186,1.77280310200359e-16
MLPH,1.63582900449898e-20,-1.99118935994754,0.304,0.627,1.89608939911477e-16
MNDA,2.7806203627874e-20,5.00829731287411,0.524,0.02,3.22301706250687e-16
BID,3.08456639333265e-20,4.04421949273935,0.546,0.029,3.57532090651188e-16
VSIG4,3.14823809727009e-20,5.05158477286452,0.523,0.02,3.64912277854577e-16
ARPC5,3.71923528218139e-20,1.2740873801105,0.858,0.48,4.31096561557645e-16
CYBB,3.92629757030052e-20,5.74338614738344,0.512,0.01,4.55097151373534e-16
PPP1R14B,4.28285493505838e-20,2.97961429480194,0.567,0.039,4.96425715522617e-16
FN1,4.31315550477945e-20,3.72203761749593,0.568,0.069,4.99937854558986e-16
MIF,4.43513677471836e-20,1.49872055122743,0.889,0.422,5.14076703557605e-16
ITGB2,4.68182869774809e-20,2.86504447763824,0.612,0.118,5.42670764355981e-16
NME1,4.77898880130476e-20,2.56569189125572,0.639,0.118,5.53932591959234e-16
TMEM167A,5.48204710182203e-20,1.92271690935581,0.708,0.167,6.35424079572191e-16
RNASET2,8.11587724361605e-20,1.53090420094109,0.818,0.304,9.40711331307537e-16
GSN,8.26946991225726e-20,1.8540814102614,0.717,0.206,9.58514257529739e-16
ANXA5,9.52972477082921e-20,1.07742029277349,0.879,0.578,1.10459039818681e-15
DRAM1,9.91729025668466e-20,-2.22684261456456,0.346,0.627,1.14951311365232e-15
MS4A4A,1.04260542630895e-19,4.98058347809563,0.517,0.029,1.2084839496347e-15
RNF130,1.07897144833029e-19,2.47670732587096,0.633,0.127,1.25063580575963e-15
SLC39A8,1.84986513310645e-19,-2.30861518420401,0.208,0.529,2.14417867578369e-15
FCGR2A,1.96358032753091e-19,3.2184584383051,0.581,0.088,2.27598595764108e-15
SNX10,2.07338697004277e-19,4.74804788312116,0.514,0.029,2.40326283697657e-15
CAP1,2.51117130382144e-19,1.39042279139791,0.823,0.363,2.91069865825943e-15
MRC1,4.51223505415956e-19,4.88535796549483,0.507,0.029,5.23013165127634e-15
TMEM176B,4.55467078477958e-19,4.71867816787662,0.501,0.01,5.27931890663801e-15
RAB31,6.21912468134925e-19,2.84111245672092,0.583,0.078,7.20858741815192e-15
ACTR2,7.59396890419187e-19,1.59189645432018,0.766,0.265,8.80216935684879e-15
YWHAH,9.13902800764062e-19,1.7386534280351,0.746,0.265,1.05930473636563e-14
FCGR3A,9.76770714600956e-19,3.04557774729067,0.554,0.078,1.13217493529397e-14
SCGB1A1,1.01683630805979e-18,-1.94486834707812,0.198,0.529,1.1786149646721e-14
CLU,1.41853425182774e-18,-2.13440583043296,0.189,0.51,1.64422305129354e-14
ATP6V1B2,1.9677677791093e-18,3.40945443956257,0.533,0.049,2.28083963276559e-14
PSMB9,2.02554431447083e-18,1.94081656339522,0.676,0.186,2.34780841490314e-14
PGD,3.17670343354999e-18,2.70238373692957,0.588,0.098,3.68211694982779e-14
VDAC1,3.43296896753957e-18,1.35742949077386,0.807,0.402,3.97915433027511e-14
CXCL16,4.40181871481624e-18,2.03756235801168,0.664,0.206,5.1021480723435e-14
VASP,4.50767538824775e-18,2.19034389818946,0.635,0.127,5.22484654251797e-14
GNAI2,4.72810820517752e-18,1.89964351749749,0.688,0.176,5.48035022062126e-14
TIMP2,4.99251127403686e-18,2.23324952770876,0.615,0.118,5.78681981773612e-14
TMEM87A,5.23662708266078e-18,-1.94499992172447,0.379,0.637,6.06977445151212e-14
HCST,6.13933668551742e-18,2.56107457918832,0.583,0.088,7.11610515218324e-14
ZYX,6.1413095207362e-18,2.64766812726429,0.534,0.039,7.11839186548533e-14
MS4A6A,6.8897230552959e-18,3.40144982090653,0.531,0.059,7.98587799339347e-14
GPI,6.95720163666293e-18,2.59381212686943,0.587,0.088,8.064092417056e-14
MSR1,9.50417349935608e-18,3.54923418227265,0.519,0.059,1.10162875031036e-13
RHOG,1.05518790843295e-17,2.15183675376123,0.621,0.108,1.22306830466464e-13
TREM1,1.21684086777524e-17,3.6045668208025,0.514,0.049,1.41044024983828e-13
ANXA1,1.28705259119726e-17,1.10614283068357,0.879,0.49,1.49182265845674e-13
IGHA1,2.3123623092056e-17,2.38310924697668,0.579,0.078,2.68025915260021e-13
TPM4,3.27044499957383e-17,1.50322425835096,0.778,0.294,3.79077279900602e-13
BST2,3.6118444434002e-17,1.67741831223979,0.658,0.137,4.18648889434518e-13
ACTN1,3.70085467615837e-17,2.53067607452279,0.554,0.078,4.28966065513516e-13
IGKC,3.8059086703867e-17,1.85819435856793,0.636,0.157,4.41142873984523e-13
AKR1B1,4.08927809702079e-17,2.64663853154778,0.545,0.059,4.7398822422568e-13
ATP1B3,4.54940654958317e-17,1.40531556165317,0.699,0.225,5.27321713162185e-13
TPM3,5.3842239860778e-17,1.18462304388116,0.862,0.422,6.24085402226278e-13
BCL2A1,5.66735949140355e-17,2.7143735728277,0.539,0.069,6.56903638648585e-13
BOLA2B,7.05519643728605e-17,1.50578328517668,0.763,0.284,8.17767819045826e-13
MS4A7,8.01862926425687e-17,3.20765260220213,0.511,0.059,9.29439318020013e-13
LAP3,9.53686583510835e-17,2.27091226314126,0.605,0.137,1.10541811894741e-12
APOC1,9.58063452325765e-17,2.23091936509406,0.689,0.353,1.11049134759079e-12
CHCHD10,9.61792841009522e-17,1.36552963043647,0.793,0.373,1.11481408201414e-12
MFSD1,1.18358711188509e-16,2.80923631375633,0.55,0.088,1.37189582138601e-12
SAMHD1,1.32645594361367e-16,2.76084417486935,0.532,0.069,1.5374950842426e-12
LAPTM5,1.74233534676623e-16,1.72589522522397,0.689,0.275,2.01954090043674e-12
CRIP1,2.49656161523826e-16,1.96009626273474,0.622,0.147,2.89376456822267e-12
EMP2,2.55125189598697e-16,-1.73914111093161,0.294,0.598,2.9571560726385e-12
IFI16,4.12997129256261e-16,1.65956346968431,0.639,0.137,4.78704972520932e-12
CORO1C,4.92863697806645e-16,2.55262314488713,0.514,0.059,5.71278312127682e-12
ATP5MC3,5.1658718712195e-16,0.823687603073084,0.9,0.598,5.98776208593052e-12
UNC93B1,5.8168812440971e-16,3.0549273558292,0.504,0.059,6.74234705003295e-12
ARHGAP18,6.12102260400461e-16,2.19052058583272,0.59,0.127,7.09487730030175e-12
DDAH2,6.28360644182173e-16,1.97889403322798,0.567,0.088,7.28332822671557e-12
