meta_column,n_samples,n_groups,AS_stat,T_AV_stat,p_value,test_name,n_ties,sig,warning,null_dist1,null_dist2,method,n_sim,message,significant,sig_label
DEGAS,,,,,,,,,,,,,,No enough groups,,ns
LP_SGL,300,3,2.3,0.28462,0.29391,Anderson-Darling,0,1.06814,FALSE,,,asymptotic,1,OK,FALSE,ns
PIPET,300,3,1.48,-0.48462,0.62549,Anderson-Darling,0,1.06814,FALSE,,,asymptotic,1,OK,FALSE,ns
scAB,200,2,1.46,0.6071,0.18582,Anderson-Darling,0,0.75419,FALSE,,,asymptotic,1,OK,FALSE,ns
scPAS,200,2,0.243,-1.0033,0.97697,Anderson-Darling,0,0.75419,FALSE,,,asymptotic,1,OK,FALSE,ns
scPP,300,3,1.32,-0.63483,0.71005,Anderson-Darling,0,1.06814,FALSE,,,asymptotic,1,OK,FALSE,ns
scissor,300,3,0.715,-1.2027,0.97285,Anderson-Darling,0,1.06814,FALSE,,,asymptotic,1,OK,FALSE,ns
