meta_column,n_samples,n_groups,AS_stat,T_AV_stat,p_value,test_name,n_ties,sig,warning,null_dist1,null_dist2,method,n_sim,message,significant,sig_label
DEGAS,,,,,,,,,,,,,,No enough groups,,ns
LP_SGL,300,3,0.887,-1.042,0.92145,Anderson-Darling,0,1.06814,FALSE,,,asymptotic,1,OK,FALSE,ns
PIPET,300,3,2.03,0.031412,0.38142,Anderson-Darling,0,1.06814,FALSE,,,asymptotic,1,OK,FALSE,ns
scAB,200,2,7.34,8.4121,0.0002125,Anderson-Darling,0,0.75419,FALSE,,,asymptotic,1,OK,TRUE,***
scPAS,300,3,0.495,-1.4087,0.99802,Anderson-Darling,0,1.06814,FALSE,,,asymptotic,1,OK,FALSE,ns
scPP,300,3,3.31,1.2266,0.10812,Anderson-Darling,0,1.06814,FALSE,,,asymptotic,1,OK,FALSE,ns
scissor,300,3,2.02,0.020561,0.38564,Anderson-Darling,0,1.06814,FALSE,,,asymptotic,1,OK,FALSE,ns
