"",p_val,avg_log2FC,pct.1,pct.2,p_val_adj
IFITM3,0,3.3194169683384,0.882,0.177,0
PLAUR,0,2.12339157764161,0.856,0.155,0
CST3,0,2.41994118646549,0.901,0.211,0
LGALS3BP,0,3.40099593262478,0.736,0.074,0
RAB13,0,2.39717810915553,0.76,0.11,0
EMP1,0,2.68057524622756,0.774,0.125,0
IER3,0,2.3196899123572,0.859,0.212,0
TPM4,0,1.85608005643252,0.88,0.239,0
CTSB,0,1.98930841678195,0.827,0.19,0
PTMS,0,2.23461689383338,0.746,0.123,0
NPC2,0,2.09128181776785,0.968,0.348,0
TNFRSF12A,0,2.34699210212952,0.774,0.154,0
NECTIN2,0,2.48533353013261,0.691,0.085,0
S100A13,0,2.99306389774968,0.708,0.103,0
YBX3,0,1.39000248756459,0.88,0.275,0
PHPT1,0,2.01599240734693,0.748,0.149,0
TSC22D1,0,2.49308111303834,0.731,0.137,0
MDK,0,3.32895089280065,0.675,0.086,0
RHOC,0,1.56182345880182,0.792,0.204,0
ATOX1,0,1.7652836638946,0.739,0.153,0
TMEM14C,0,1.87691053403919,0.718,0.134,0
S100A16,0,3.01706237255805,0.665,0.084,0
GPX1,0,1.84786744224019,0.94,0.364,0
GRN,0,2.2344919573986,0.699,0.126,0
SERPING1,0,3.86874282777956,0.624,0.053,0
PSAP,0,1.71326236902774,0.932,0.363,0
VKORC1,0,1.82223465542262,0.709,0.144,0
BRI3,0,1.1784797238275,0.89,0.326,0
KLF4,0,2.64149573267057,0.653,0.09,0
MAFF,0,1.24481282661638,0.756,0.194,0
GSTP1,0,1.87946150490509,0.941,0.379,0
PHLDA2,0,2.31637998795917,0.666,0.105,0
IFI27,0,3.19766305329627,0.705,0.144,0
NENF,0,1.26094676315866,0.768,0.208,0
RND3,0,2.88499863425843,0.628,0.068,0
HSPB1,0,1.68692995118671,0.825,0.268,0
TSPO,0,1.5331386442603,0.818,0.262,0
TM4SF1,0,2.91705755035128,0.692,0.14,0
ANXA5,0,1.42057477070094,0.829,0.277,0
CD151,0,2.37347731394405,0.641,0.09,0
MGST3,0,1.16473315459367,0.815,0.264,0
CD9,0,2.47434944069661,0.704,0.153,0
FCGRT,0,2.37416895955401,0.643,0.093,0
TIMP1,0,2.60565203961559,0.832,0.282,0
PEA15,0,1.5503200826755,0.682,0.134,0
CEBPD,0,1.71510728325382,0.749,0.203,0
TUBA1C,0,1.25307032346895,0.795,0.249,0
CD59,0,1.50059866621828,0.789,0.247,0
YWHAE,0,0.993306027363513,0.847,0.305,0
FKBP1A,0,1.19663261304094,0.806,0.267,0
HSBP1,0,1.13855428503596,0.722,0.187,0
MARCKS,0,1.73345214758084,0.659,0.125,0
SOX4,0,1.76975207080233,0.652,0.119,0
LGALS3,0,1.23969775621557,0.937,0.404,0
BEX3,0,2.7421836351872,0.605,0.072,0
CEBPB,0,1.32160358407106,0.868,0.336,0
PRDX4,0,1.83047656463571,0.648,0.116,0
PRDX5,0,1.63211214224037,0.829,0.3,0
APLP2,0,1.1538710905509,0.708,0.181,0
CDKN1A,0,1.48356044522216,0.726,0.201,0
HCFC1R1,0,2.38411465773907,0.625,0.102,0
BSG,0,0.978131616121773,0.804,0.282,0
ZFAND5,0,1.07142720489341,0.863,0.342,0
CHMP4B,0,0.958763032527913,0.879,0.359,0
TMEM219,0,1.21661892031769,0.703,0.186,0
GRINA,0,1.53503038760767,0.637,0.122,0
KDELR1,0,1.14830382351779,0.685,0.17,0
RTN4,0,0.909498707070664,0.856,0.341,0
DSTN,0,1.10956684701726,0.822,0.307,0
RHEB,0,0.949277280463422,0.857,0.343,0
CD81,0,1.78768541075622,0.632,0.118,0
PLK2,0,2.61654316319313,0.593,0.08,0
PTTG1IP,0,1.21648681455131,0.676,0.165,0
ICAM1,0,2.09697247268712,0.628,0.118,0
TMEM147,0,1.26673716531122,0.722,0.212,0
MINOS1,0,0.89977964685116,0.749,0.24,0
ANAPC11,0,1.17827462924299,0.789,0.28,0
SHFM1,0,0.812922738742085,0.808,0.3,0
FIS1,0,1.30341725920504,0.714,0.206,0
DAD1,0,0.842555063940407,0.827,0.319,0
CSTB,0,1.19314025622985,0.883,0.375,0
RAB1A,0,0.765760787375855,0.791,0.284,0
SSR3,0,0.9524382912297,0.794,0.287,0
CNN3,0,3.04490781076221,0.558,0.051,0
CTSD,0,1.62435193176664,0.754,0.248,0
PSMB5,0,1.4352252475428,0.692,0.186,0
KDELR2,0,0.848911397717955,0.772,0.268,0
ITGB1,0,0.91677445089657,0.736,0.233,0
CLTA,0,0.766667464588889,0.817,0.315,0
GSN,0,3.18978158014847,0.565,0.063,0
AP2S1,0,0.973570870308667,0.758,0.256,0
