screen_method,pathway,pval,padj,log2err,ES,NES,size,leadingEdge,dataset,tumor
scissor,,,,,,,,"",survival_her2_GSE162228_merged_seurat,brca_her2
scAB,MYC_TARGETS_V1,2.20515337311793e-13,1.32309202387076e-12,0.943632225232838,0.429038822458986,2.52282857751836,148,"PSMB3, NME1, CDK4, RPS6, MAD2L1, PRDX3, CDC20, POLD2, DEK, HDDC2, VBP1, HDAC2, RAD23B, LDHA, MRPL9, TXNL4A, KPNA2, AIMP2, RAN, YWHAQ, RPLP0, ILF2, GLO1, CYC1, CDC45, NDUFAB1, IMPDH2, SRM, DUT, C1QBP, ERH, PABPC1, EXOSC7, PGK1, NHP2, RSL1D1, CCT5, GNL3, SNRPG, NOP16, RUVBL2, COX5A, HSPE1, RPS5, MCM2, RPS2, POLE3, MRPL23, HSPD1, SNRPA1, LSM2, CCT3, UBE2E1, PTGES3, AP3S1, PSMA4, EIF1AX, ACP1, CLNS1A, SMARCC1, COPS5, SNRPA, RANBP1, SET, TOMM70, PSMD7, SRPK1, GOT2, PSMD8, PPIA, EIF2S2, TCP1, SNRPD2, CTPS1, HNRNPA1, NOLC1, PRPS2, RRM1, EIF3D, XRCC6, SLC25A3, CCT4, PSMB2, MYC, PSMC4, GSPT1, EIF3B, VDAC3, FBL, UBE2L3, RPL6, TUFM, MCM4, APEX1, TFDP1, PHB2, TRIM28, EIF2S1, HDGF, RNPS1, VDAC1, SYNCRIP, PSMD14, SNRPD1, PRPF31, RPS3, TYMS, SRSF2, CCT7, RRP9, PRDX4, CDK2, XPOT, SRSF1, CNBP, DHX15, PSMD3, SNRPD3, TARDBP, NPM1, NCBP2, YWHAE, DDX21, CCNA2",survival_her2_GSE162228_merged_seurat,brca_her2
scAB,MYC_TARGETS_V2,0.0310250278197793,0.0620500556395586,0.352487857583619,0.330078733208135,1.51097759496894,42,"SLC29A2, DCTPP1, CDK4, BYSL, SLC19A1, RCL1, UNG, NDUFAF4, TMEM97, AIMP2, PLK1, RABEPK, MRTO4, SRM, GNL3, SORD, NOP16, EXOSC5, HSPE1, TFB2M, IPO4, HSPD1",survival_her2_GSE162228_merged_seurat,brca_her2
scAB,ESTROGEN_RESPONSE_EARLY,0.000165996193593856,0.000514966444044693,0.518848077743792,0.268183648270389,1.51221095681866,151,"PDZK1, KRT19, SULT2B1, SLC1A1, LAD1, CCND1, DHCR7, ANXA9, ELOVL2, CLDN7, RHOD, TTC39A, PEX11A, MSMB, SFN, P2RY2, FASN, KRT18, KRT8, DHRS2, AQP3, TSKU, TMPRSS3, AKAP1, MAPT, FRK, RAB17, FDFT1, SYNGR1, BAG1, TPD52L1, XBP1, TFF3, RET, AR, CA12, SLC39A6, ESRP2, DEPTOR, IL17RB, FKBP4, MYB, SLC24A3, CANT1, MLPH, INHBB, LRIG1, KCNK15, THSD4, PAPSS2, REEP1, ELOVL5, CELSR2, ZNF185",survival_her2_GSE162228_merged_seurat,brca_her2
scAB,EPITHELIAL_MESENCHYMAL_TRANSITION,1.28972175983361e-15,1.54766611180034e-14,1.01754479730988,-0.649256652180799,-2.22452187954832,148,"IL32, WIPF1, SERPINE1, TNFAIP3, TGFB1, COL4A1, COL4A2, GEM, GLIPR1, EMP3, LOXL2, ACTA2, SLIT3, IGFBP3, EDIL3, VCAM1, FAS, MYLK, VIM, CDH11, ITGA5, TAGLN, THBS2, TGM2, ECM2, FAP, PDGFRB, POSTN, PLAUR, IL15, CXCL12, DAB2, LRP1, MMP2, ELN, TGFBI, BASP1, HTRA1, FBLN1, SPP1, GAS1, SPOCK1, COL8A2, PRRX1, COMP, CXCL8, THBS1, THY1, COL6A2, FBLN2, MMP14, FBN1, IGFBP4, COL11A1, MYL9, TIMP3, TPM2, SPARC, VCAN, LRRC15, DCN, MFAP5, INHBA, LAMC1, FN1, COL12A1, COL3A1, BMP1, ENO2, FSTL3, LUM, GPX7, COL6A3, COL1A2, BGN, SFRP4, COL5A1, NNMT, PCOLCE, COL1A1, MXRA5, DPYSL3, SERPINE2, LOX, TGFBR3, COL5A2, COL16A1, GADD45B, GJA1, EFEMP2, ANPEP, FZD8, SFRP1, SGCB, CALD1, FSTL1, FLNA, FBLN5, WNT5A, CAPG, ITGB1, COL7A1, CADM1, GADD45A, P3H1, ITGA2, FUCA1, PLOD3, DST, AREG",survival_her2_GSE162228_merged_seurat,brca_her2
scAB,INFLAMMATORY_RESPONSE,8.14867525671066e-17,1.30378804107371e-15,1.05746357275086,-0.685225256151012,-2.32194629077669,124,"CD69, SELL, IL7R, LCK, RASGRP1, IL2RB, NLRP3, TNFRSF9, CD48, CCR7, TNFRSF1B, RGS1, CCL5, STAB1, LCP2, SERPINE1, IL10RA, C5AR1, GPR183, OSM, PTGER4, CCL20, OLR1, LYN, MSR1, P2RX7, SEMA4D, C3AR1, EMP3, CYBB, TLR2, IL18, PTPRE, CCRL2, IL4R, IL1B, CCL2, FPR1, ITGA5, CD14, ABCA1, NFKBIA, CSF3R, PLAUR, IL15, PTAFR, PDE4B, CXCL11, AXL, AHR, ICAM1, CD40, CXCL8, GNA15, MARCO, MMP14, CDKN1A, HBEGF, RTP4, INHBA, RGS16",survival_her2_GSE162228_merged_seurat,brca_her2
scAB,ESTROGEN_RESPONSE_LATE,1.96727614289603e-06,7.26378883530842e-06,0.627256739718528,0.313046533448467,1.80032876529045,143,"PDZK1, KRT19, ACOX2, S100A9, IMPA2, SULT2B1, COX6C, AGR2, PERP, CCND1, TSPAN13, DHCR7, ANXA9, SCUBE2, SFN, EMP2, DCXR, DHRS2, GALE, CD9, TMPRSS3, MAPT, FRK, FDFT1, BAG1, MEST, PRLR, TPD52L1, XBP1, TFF3, LLGL2, RET, CDH1, CDC6, DLG5, PKP3, IDH2, CA12, PRKAR2B, CA2, IL17RB, FKBP4, MYB, HMGCS2, MAPK13, CDC20, SLC24A3, MDK, DNAJC12, LTF, TST, LSR",survival_her2_GSE162228_merged_seurat,brca_her2
scAB,ANDROGEN_RESPONSE,0.424528301886792,0.520364741641337,0.0553642837725362,-0.320948144201408,-1.05190646038681,80,"MAF, PTK2B, HPGD, TNFAIP8, AKAP12, SGK1, MERTK, ELL2, ABCC4, RPS6KA3, PLPP1, CCND3, FKBP5, NDRG1, B2M, HSD17B14",survival_her2_GSE162228_merged_seurat,brca_her2
scAB,KRAS_SIGNALING_DN,0.280126849894292,0.395473199850765,0.0760837160951725,-0.35378736427474,-1.14763624789635,68,"IFNG, SLC16A7, STAG3, RSAD2, SGK1, KRT5, MAST3, IFI44L, NR4A2, KCNMB1, TENT5C, MX1, COPZ2, TFCP2L1, SKIL, CAMK1D, PTPRJ, PDK2, CDKAL1, ZBTB16, SHOX2, SYNPO",survival_her2_GSE162228_merged_seurat,brca_her2
scAB,UV_RESPONSE_DN,0.00192022089705618,0.00485108437151036,0.45505986738723,-0.482528419375964,-1.60860135149728,100,"FYN, CELF2, SERPINE1, SYNE1, KIT, PTPRM, NRP1, TGFBR2, AKT3, GRK5, CAV1, NR3C1, PDGFRB, DAB2, DLC1, ATP2B4, COL11A1, RASA2, DUSP1, ABCC1, LAMC1, COL3A1, COL1A2, SMAD7, MRPS31, PRDM2, NFKB1, LPAR1, PRKCE, COL1A1, PLPP3, TGFBR3, COL5A2, GJA1, FBLN5, PHF3, NEK7, EFEMP1, INPP4B, RUNX1, ATXN1, DBP, CDKN1B, SMAD3, WDR37, PMP22, MAP1B, DYRK1A, GCNT1, TFPI",survival_her2_GSE162228_merged_seurat,brca_her2
scAB,E2F_TARGETS,0.000491795577669031,0.00131145487378408,0.477270815362862,0.254936801988517,1.44150286771931,152,"HMGB3, CCNB2, TK1, CDKN3, DIAPH3, BIRC5, CKS1B, MELK, JPT1, NME1, DEPDC1, DCTPP1, CDCA3, TRIP13, CDK4, RRM2, TUBB, CDK1, UNG, PAICS, SPC25, MAD2L1, CDC20, POLD2, DEK, ASF1A, RAD51C, HMGA1, UBE2T, MXD3, SHMT1, KPNA2, RAN, POP7, PLK1, DSCC1, RAD21, AK2, DUT, MTHFD2, RAD1, KIF22, TUBG1, MLH1, CDKN2A, RACGAP1, DCLRE1B, RFC2, CIT, MCM2, CCNE1, GINS1, CHEK1, ATAD2, PPP1R8, MYBL2, KIF2C",survival_her2_GSE162228_merged_seurat,brca_her2
scAB,APICAL_JUNCTION,0.00659029663299549,0.0143788290174447,0.407017918923954,-0.445069078946983,-1.50699313233023,121,"PTPRC, RAC2, ICAM2, FYB1, TRAF1, VWF, CD34, CD86, AKT3, MSN, CNN2, RHOF, VCAM1, CDH11, SKAP2, MMP2, TGFBI, SIRPA, PECAM1, ICAM1, THY1, GNAI2, FBN1, MYL9, VCAN, FSCN1, NEXN, MMP9, BMP1, SPEG, EVL, TSPAN4, EPB41L2, SYK, SDC3, VASP, ARHGEF6, COL16A1, ZYX",survival_her2_GSE162228_merged_seurat,brca_her2
scAB,COAGULATION,6.9995259525058e-06,2.39983746943056e-05,0.610526878385931,-0.593323447772648,-1.94058480269344,75,"FYN, SERPINE1, A2M, OLR1, VWF, CFD, PLEK, C1QA, THBD, C3, CFH, MMP11, C2, C1S, APOC1, ANXA1, LRP1, MMP2, HTRA1, PECAM1, C1R, SERPING1, COMP, THBS1, MMP14, FBN1, TIMP3, SPARC, LGMN, MMP9, CTSK, FN1, BMP1, CPQ, CTSB, PLAU, KLF7, GSN",survival_her2_GSE162228_merged_seurat,brca_her2
scAB,PEROXISOME,0.256242487087261,0.372716344854198,0.203508959461977,0.205582804619236,1.04983641490734,72,"CRABP2, SULT2B1, PEX11A, SLC35B2, DHCR24, FABP6, ISOC1, FDPS, IDH2, PEX13, SLC25A4, SLC25A17, LONP2, ELOVL5, IDI1, SCP2, PRDX1, CRABP1, RETSAT, PABPC1, IDH1, ECI2, ABCD3, CRAT, TSPO, EPHX2, RDH11, ALDH9A1, PEX11B, SEMA3C, SMARCC1, NUDT19, STS, ECH1, SIAH1, PRDX5, CTPS1",survival_her2_GSE162228_merged_seurat,brca_her2
scAB,COMPLEMENT,8.13533426847518e-15,5.57851492695441e-14,0.986546283587582,-0.658355457802739,-2.24290947977999,129,"GZMB, GZMK, GZMA, LCK, GNG2, APOBEC3G, RASGRP1, FYN, SPOCK2, WAS, CCL5, APOBEC3F, LCP2, SERPINE1, TNFAIP3, ZEB1, SH2B3, PIM1, ERAP2, CTSS, OLR1, ITGAM, LYN, DOCK10, COL4A2, C1QC, PLEK, C1QA, CPM, CASP10, C3, CFH, FCER1G, NOTCH4, CASP1, CD36, C2, TIMP2, PLAUR, C1S, APOC1, LRP1, C1R, SERPING1, USP15, CTSC, MMP14, GNAI2, PSMB9, LGMN, IRF2, FN1, CASP4, LIPA, PRCP, CPQ, CTSB, DOCK9, CTSL, IRF1, PLSCR1, CBLB, RHOG, DOCK4",survival_her2_GSE162228_merged_seurat,brca_her2
scAB,GLYCOLYSIS,0.225637068650118,0.338455602975177,0.249246554383295,0.178524214610309,1.02820449015941,138,"EFNA3, HS6ST2, CYB5A, G6PD, SLC25A10, AK4, VLDLR, MIF, PKP2, CHST1, SRD5A3, SLC37A4, DEPDC1, NOL3, BIK, GALE, GNE, CENPA, CLDN3, ME1, NSDHL, TXN, TFF3, GOT1, CDK1, AK3, PC, FKBP4, POLR3K",survival_her2_GSE162228_merged_seurat,brca_her2
scAB,FATTY_ACID_METABOLISM,0.142670132160671,0.253635790507859,0.249246554383295,0.19972351708622,1.12924651166537,110,"TDO2, CBR3, REEP6, FMO1, MIF, FASN, HMGCS1, DHCR24, FH, ME1, NSDHL, PTS, GRHPR, BPHL, ECI1, CA2, HMGCS2, PDHB, LDHA, BLVRA, EPHX1, ECHS1, HSD17B10, PCBD1, ELOVL5, IDI1, MCEE, ALDOA, RETSAT, OSTC, GSTZ1, SDHD, IDH1, ALAD, ECI2, CRAT, MDH2, NTHL1, SDHC, SUCLG1, UGDH, SMS, MAOA, HADH, MDH1, RDH11, PRDX6, HSD17B7",survival_her2_GSE162228_merged_seurat,brca_her2
scAB,OXIDATIVE_PHOSPHORYLATION,,,,0.386400217580775,,167,"CYB5A, COX6C, SLC25A5, MAOB, FH, TIMM8B, MRPS30, NDUFB6, AIFM1, MRPL34, TIMM13, NDUFA6, IDH2, ECI1, ETFA, OAT, MTX2, MRPS12, PRDX3, FDX1, NDUFA8, SLC25A4, ATP6V1G1, PDHB, TIMM17A, ATP5PD, LDHA, UQCRQ, COX6A1, ECHS1, TOMM22, HSD17B10, POLR2F, LDHB, TIMM9, UQCRFS1, ATP1B1, MRPS15, VDAC2, CYC1, NDUFAB1, TIMM10, NDUFB4, RETSAT, NDUFS3, UQCRH, ATP5MC3, NDUFA4, COX7A2L, NDUFC2, ATP5F1C, ATP5F1A, NDUFB3, SDHD, PDHX, MRPS11, IDH1, PDP1, NDUFS8, SLC25A6, SDHB, ATP6V1D, MRPL35, ATP6AP1, COX7A2, MDH2, SDHC, NDUFA9, ATP5PB, UQCR11, COX5A, TIMM50, COX7B, SUCLG1, ATP5F1B, NDUFS6, ALDH6A1, GPX4, NDUFC1, GPI, MDH1, PDHA1, ATP5MF, MRPS22, COX8A, CS, NDUFV2, ATP5PF, CYCS, ACO2, TOMM70, DECR1, UQCRC1, NDUFB5, ECH1, HCCS, GOT2, COX4I1, NDUFA1, NDUFB2, ATP5PO, NDUFS2, UQCR10, ATP5MG, SLC25A3, ATP5MC2, MRPL15, COX6B1, ACADM, NDUFB7, FXN, VDAC3, ACAA1, ATP5MC1, ATP6V0B, COX5B, HADHB, PHB2, ATP6V1C1, VDAC1, DLAT, UQCRC2, ETFB, DLD, NDUFA2, MGST3, ACADSB, HSPA9, MPC1",survival_her2_GSE162228_merged_seurat,brca_her2
scAB,XENOBIOTIC_METABOLISM,0.790554414784394,0.882479346736068,0.0249900772245545,-0.247956578132786,-0.837296928122006,118,"CYFIP2, PTGDS, SERPINE1, IRF8, PDK4, TPST1, SLC6A6, SLC46A3, UPP1, APOE, FAS, HMOX1, CD36, BCAT1, SLC12A4, FBLN1",survival_her2_GSE162228_merged_seurat,brca_her2
scAB,APICAL_SURFACE,0.166265060240964,0.275197341088492,0.114266502484433,-0.455821244266474,-1.30178236880004,27,"IL2RG, IL2RB, LYN, PLAUR, GAS1, THY1",survival_her2_GSE162228_merged_seurat,brca_her2
scAB,MITOTIC_SPINDLE,0.433637284701114,0.520364741641337,0.052805004567129,-0.301316966598463,-1.03188567782722,146,"DOCK2, CNTRL, PLEKHG2, CCDC88A, ARHGAP4, BIN1, RHOF, AKAP13, PREX1, EPB41, SUN2, PKD2, ABR, RASA2, FSCN1, ARHGAP27, BRCA2, NIN, EPB41L2, PAFAH1B1, PCM1, DOCK4, NCK2, RICTOR, GSN, RAPGEF6, ROCK1, TUBA4A, MYO1E, ARHGEF7, FLNA, ARHGAP10, MYO9B, PALLD, SYNPO, NF1, DST, RASAL2, FGD4, ARHGEF3, MYH9, NDC80, KNTC1, NCK1, PIF1, KIF20B, BUB1, BCL2L11, CDC27, RFC1, ABI1, SPTBN1, APC, PCGF5, CLASP1, CENPJ, LMNB1, CENPE, TUBGCP3, ARHGAP5",survival_her2_GSE162228_merged_seurat,brca_her2
scAB,BILE_ACID_METABOLISM,0.86864406779661,0.947611710323575,0.0214353576364558,-0.217494562692297,-0.705494753075054,66,"LCK, CH25H, ALDH1A1, ABCA1, OPTN, LIPE, TFCP2L1, SLC23A2, ABCA6, CYP27A1, DIO2, BBOX1, PAOX, HSD17B11",survival_her2_GSE162228_merged_seurat,brca_her2
scAB,DNA_REPAIR,1,1,0.00801915843678622,-0.114290196704396,-0.38261339934338,105,"ADA, HCLS1, CMPK2, PDE4B, DDB2, GSDME, GTF2B, AGO4, POLR3GL, SDCBP, XPC, POLD1",survival_her2_GSE162228_merged_seurat,brca_her2
scAB,CHOLESTEROL_HOMEOSTASIS,0.00695257759023354,0.0145097271448352,0.407017918923954,0.326450329368557,1.63377449093927,60,"GLDC, FADS2, SCD, TRIB3, DHCR7, ACSS2, FASN, HMGCS1, SQLE, EBP, CD9, FDFT1, PCYT2, NSDHL, FDPS, MAL2, MVK, TMEM97, ETHE1, LDLR, IDI1, TM7SF2, CYP51A1, ALCAM, HMGCR",survival_her2_GSE162228_merged_seurat,brca_her2
scAB,MYOGENESIS,0.00294684595303136,0.00707243028727526,0.431707695803346,-0.473634009052871,-1.57895012290228,100,"MEF2C, LSP1, MYH11, TGFB1, FHL1, COL4A2, CFD, GPX3, COL15A1, BIN1, IGFBP3, IGFBP7, MYLK, CD36, TAGLN, PRNP, DAPK2, NOTCH1, AEBP1, KIFC3, COX7A1, FXYD1, COL6A2, CDKN1A, HBEGF, TPM2, SPARC, COL3A1, PDLIM7, ADCY9, SPEG, COL6A3, IGF1, SPHK1, MEF2A, PTP4A3, RB1, GSN, DMD, COL1A1, GADD45B, CHRNB1, LPIN1, IFRD1, PDE4DIP, CRYAB, ITGB1",survival_her2_GSE162228_merged_seurat,brca_her2
scAB,HEME_METABOLISM,0.295501022494888,0.405258545135846,0.0716527366829457,-0.329519645524731,-1.1166064178107,124,"HBB, LMO2, GYPC, ACP5, ELL2, C3, MPP1, CLIC2, KAT2B, NR3C1, CCND3, MFHAS1, EZH1, EPB41, USP15, RBM38, TENT5C, OPTN, TNS1, CTSB, BACH1, ATP6V0A1, RANBP10, YPEL5, PICALM, LPIN2, SDCBP, SYNJ1",survival_her2_GSE162228_merged_seurat,brca_her2
scAB,P53_PATHWAY,0.00501521533913849,0.0114633493466023,0.407017918923954,-0.428825216789768,-1.46926654358752,148,"CCND2, CYFIP2, DGKA, ADA, TXNIP, TGFB1, DEF6, S100A4, PTPRE, F2R, UPP1, CASP1, FAS, TSPYL2, HMOX1, KRT17, JAG2, SOCS1, CCND3, BTG1, GM2A, NOTCH1, DRAM1, NDRG1, CDKN1A, PPP1R15A, DDB2, HBEGF, IFI30, FBXW7, ZMAT3, RHBDF2, PROCR, RGS16, RAP2B, TCN2, SPHK1, CTSD, RB1, PLK3, APAF1, XPC, CD82, PTPN14, KLF4, BAX, CDKN2B, PDGFA, IER5, RALGDS, ZBTB16, FOS, GADD45A, TAP1, CEBPA",survival_her2_GSE162228_merged_seurat,brca_her2
scAB,PROTEIN_SECRETION,0.993657505285412,1,0.011622042518008,-0.150044040456857,-0.486405179952395,64,"RPS6KA3, PAM, ABCA1, CAV2, CTSC, GALC",survival_her2_GSE162228_merged_seurat,brca_her2
scAB,G2M_CHECKPOINT,0.420062022685948,0.520364741641337,,0.149849737943303,0.863687907852874,149,"HMGB3, CCNB2, CDKN3, CCND1, BIRC5, CKS1B, JPT1, KIF23, SQLE, CENPA, CDK4, TROAP, PRC1, CDC6, UBE2C, CDK1, MAD2L1, CDC20, HMGA1, NEK2, RAD23B, KPNA2, PLK1, FBXO5, GINS2, DTYMK, CCNF, TPX2, RAD21, CDC45, FANCC, KIF5B, DKC1, KIF22, RACGAP1, SLC12A2, TTK, MCM2, KATNA1, CHEK1, HSPA8, MYBL2, E2F1, KIF2C",survival_her2_GSE162228_merged_seurat,brca_her2
scAB,APOPTOSIS,1.46400851445e-06,5.85603405780001e-06,0.643551836150722,-0.54823138149655,-1.85629819262648,121,"PRF1, CD2, CD69, CCND2, CD38, BIRC3, TXNIP, ISG20, GPX3, PLCB2, CAV1, IL18, LEF1, F2R, IL1B, TNF, CASP1, SATB1, FAS, HMOX1, TIMP2, DPYD, CD14, PDGFRB, PMAIP1, ANXA1, MMP2, CFLAR, GNA15, CDKN1A, TIMP3, DCN, RNASEL, CASP4, CYLD, ENO2, LUM, IRF1, BGN, SMAD7, BTG3, SOD2, GSN, ANKH, ROCK1, TGFBR3, GADD45B, IGFBP6, BMF",survival_her2_GSE162228_merged_seurat,brca_her2
scAB,TNFA_SIGNALING_VIA_NFKB,2.6295783056799e-15,2.5243951734527e-14,1.00731795687447,-0.637285487744808,-2.18894965009061,162,"CD69, IL7R, TNFRSF9, DUSP2, CCL4, PTGS2, BIRC3, CCL5, TRAF1, SERPINE1, TNFAIP3, CD83, SLC2A3, GPR183, PTGER4, CCL20, OLR1, NR4A3, STAT5A, TNFAIP8, SLC2A6, GEM, SGK1, PLEK, TLR2, PER1, IL18, PFKFB3, PTPRE, CCRL2, BCL2A1, CXCL3, IL1B, TNF, CCL2, CXCL2, REL, ABCA1, NFKBIA, PLAUR, BTG1, JAG1, PDE4B, CXCL11, CFLAR, NR4A2, NFKB2, FOSL2, DRAM1, G0S2, ICAM1, IRS2, NFIL3, CDKN1A, PPP1R15A, KDM6B, HBEGF, KLF2, DUSP1, INHBA, TNFAIP2, RELB, IRF1, ETS2, PLAU, SERPINB8, SPHK1, TIPARP, CSF1, TANK, BTG3, NFKB1, PNRC1, SOD2, CXCL10, PLPP3, IFIT2, FOSB, ZFP36, GADD45B, TNIP1, NFKBIE, KLF4, EHD1, KLF6, MAP3K8, TNFAIP6, JUNB, CCNL1, IER5, NFAT5, FOS, TNIP2, GADD45A, TAP1, SOCS3, NR4A1, NFE2L2, AREG, IFIH1",survival_her2_GSE162228_merged_seurat,brca_her2
scAB,PANCREAS_BETA_CELLS,0.475816993464052,0.543790849673203,0.0603786357920401,-0.381987343181243,-0.997084477833755,17,"LMO2, FOXO1, AKT3",survival_her2_GSE162228_merged_seurat,brca_her2
scAB,IL6_JAK_STAT3_SIGNALING,7.88361563592494e-09,3.44012318658543e-08,0.747739663149885,-0.684537150439322,-2.20605515847194,61,"CXCL13, ITGA4, LTB, IL2RG, CD38, TNFRSF1B, CSF2RA, CSF2RB, A2M, PIM1, LEPR, TGFB1, CCR1, TLR2, IL4R, CXCL3, IL1B, TNF, FAS, HMOX1, CD36, CD14, SOCS1, CSF3R, CBL, CXCL11, IRF9, PTPN1, IRF1, TYK2, PDGFC, IL17RA, CSF1, CXCL10, STAT3, PLA2G2A, CXCL9, MAP3K8, MYD88",survival_her2_GSE162228_merged_seurat,brca_her2
scAB,KRAS_SIGNALING_UP,5.68937223076786e-15,4.55149778461429e-14,0.996986217533181,-0.661478251851699,-2.25311691533018,130,"IL7R, ETS1, IL2RG, IKZF1, PRDM1, CXCR4, CD37, CCND2, PTGS2, DOCK2, TNFRSF1B, BIRC3, TRAF1, CSF2RA, SPARCL1, TNFAIP3, IL10RA, IRF8, GYPC, F13A1, LCP1, CCL20, CTSS, LAPTM5, ITGB2, LY96, NRP1, C3AR1, AKAP12, PLVAP, LAT2, ENG, CLEC4A, ADAMDEC1, IGFBP3, CFH, FCER1G, ADGRL4, IL1B, GPNMB, SATB1, MMP11, MMD, ADAM8, PLAUR, GNG11, CBL, PCSK1N, SPP1, PECAM1, G0S2, PRRX1, PPP1R15A, HBEGF, ITGBL1, INHBA, SPON1, MMP9, RGS16, ST6GAL1, RABGAP1L, NIN, USP12, PLAU, ANGPTL4",survival_her2_GSE162228_merged_seurat,brca_her2
scAB,IL2_STAT5_SIGNALING,1.55575493146286e-11,8.29735963446858e-11,0.863415391606693,-0.60989651579672,-2.08254107487527,138,"SELL, LTB, CTLA4, CST7, SYT11, ICOS, IL2RB, TNFRSF9, CCND2, CD48, CD79B, TNFRSF4, GPR65, TNFRSF1B, IRF4, LRRC8C, TRAF1, IL10RA, CD83, SLC2A3, IRF8, TNFRSF18, PIM1, ADAM19, FGL2, IKZF2, NRP1, CD86, RHOH, BATF, RORA, IL4R, CDC42SE2, PRNP, GBP4, TGM2, SOCS1, PLPP1, CCND3, GUCY1B1, GLIPR2, SPP1, AHR, PLAGL1, GALM, PHTF2, PRKCH, NFIL3, NDRG1, FLT3LG, CDKN1C, RGS16, RABGAP1L, COL6A1, PLSCR1, CSF1, CTSZ, IKZF4, CXCL10, RRAGD, GADD45B, GABARAPL1, MYO1E, DHRS3, PLIN2, GSTO1",survival_her2_GSE162228_merged_seurat,brca_her2
scAB,NOTCH_SIGNALING,0.470661672908864,0.543790849673203,0.0587185879555941,-0.368555625208348,-1.00565700610434,21,"MAML2, JAG1, ST3GAL6, NOTCH1",survival_her2_GSE162228_merged_seurat,brca_her2
scAB,WNT_BETA_CATENIN_SIGNALING,0.225616921269095,0.338455602975177,0.0937465422491719,-0.420227250806392,-1.23997766035429,32,"CCND2, NOTCH4, LEF1, JAG2, JAG1, NOTCH1, RBPJ, TCF7",survival_her2_GSE162228_merged_seurat,brca_her2
scAB,HEDGEHOG_SIGNALING,0.373612823674476,0.484686906388509,0.0692836467392548,-0.397698303414678,-1.09830860188436,22,"NRP1, DPYSL2, NRP2, THY1, ETS2, CDK6, PML, HEY1, NF1, MYH9",survival_her2_GSE162228_merged_seurat,brca_her2
scAB,PI3K_AKT_MTOR_SIGNALING,0.172955974842767,0.276729559748428,0.102821842840815,-0.375979683557365,-1.22971789295017,75,"LCK, IL2RG, PRKCB, SLA, CXCR4, DAPP1, RPS6KA3, CDKN1A, GRK2, IRAK4, PDK1",survival_her2_GSE162228_merged_seurat,brca_her2
scAB,REACTIVE_OXYGEN_SPECIES_PATHWAY,0.16310461192351,0.275197341088492,0.11101149245045,-0.409476883614256,-1.26406074609147,43,"IPCEF1, LSP1, GPX3, MBP, HHEX, PRNP, FES, MSRA, FTL, ABCC1, SOD2, GLRX, CDKN2D",survival_her2_GSE162228_merged_seurat,brca_her2
scAB,ADIPOGENESIS,0.924165824064712,0.985776879002359,0.0140757415299283,-0.208715696526432,-0.715138206159306,153,"SPARCL1, FABP4, COL4A1, STAT5A, GPX3, COL15A1, C3, PFKFB3, APOE, LAMA4, NABP1, MYLK, CD36, ABCA1, LTC4S, CDKN2C",survival_her2_GSE162228_merged_seurat,brca_her2
scAB,ANGIOGENESIS,0.000361717207437153,0.0010213191739402,0.49849310876659,-0.677323584159404,-1.92058749801646,26,"CCND2, OLR1, S100A4, NRP1, THBD, JAG2, POSTN, JAG1, SPP1, SLCO2A1, VCAN, COL3A1, LPL, LUM, COL5A2, FSTL1, PDGFA",survival_her2_GSE162228_merged_seurat,brca_her2
scAB,SPERMATOGENESIS,0.04921081619257,0.0944847670897344,0.321775918075361,0.286298950102802,1.34446439470761,46,"CCNB2, CDKN3, CLGN, GSTM3, MAP7, ZC2HC1C, OAZ3, RPL39L, CDK1, PSMG1, NEK2, PEBP1, PHF7, COIL, CCT6B, TSN, SLC12A2, TTK, KIF2C, HSPA4L, PCSK4",survival_her2_GSE162228_merged_seurat,brca_her2
scAB,ALLOGRAFT_REJECTION,5.99879112029912e-41,2.87941973774358e-39,1.66579262543297,-0.807612574820302,-2.75523461006824,136,"PRF1, IFNG, GZMB, CD3G, CD2, TRAT1, CD8A, CXCL13, GZMA, KLRD1, SIT1, CRTAM, ITK, ZAP70, CD247, CD3E, LTB, CD96, STAT4, ETS1, CD3D, LCK, CD79A, CD7, PTPRC, IL2RG, PRKCB, ITGAL, IL2RB, NLRP3, IL16, CCND2, CCL4, WAS, CXCR3, ST8SIA4, GPR65, IRF4, FYB1, CCL5, HLA-DOB, SRGN, STAB1, LCP2, NCF4, HCLS1, FGR, IRF8, CD4, HLA-DOA, CTSS, ITGB2, TGFB1, LYN, FCGR2B, CD86, CCR1, LY86, TLR2, HLA-DQA1, IGSF6, IL18, SPI1, IL4R, F2R, IL1B, TNF, HLA-DMB, CCL2, FAS, C2, CSK, PTPN6, IL27RA, SOCS1, HLA-E, CCND3, BCAT1, CD74, IL15, ELF4, HLA-DRA, LY75, ICAM1, CD40, THY1, HLA-DMA, GBP2, B2M, APBB1, INHBA, MMP9, TAP2, HLA-A, IFNAR2",survival_her2_GSE162228_merged_seurat,brca_her2
