screen_method,dataset,tumor,pathway,leadingEdge,n_genes_leadingEdge,n_genes_matched,mean_logFC,median_logFC,sum_logFC,logFC_data
PIPET,binary_TNBC_TCGA_BRCA_merged_seurat,tnbc,Genes down-regulated in response to ultraviolet (UV) radiation.,"SNAI2, ID1, EFEMP1, ADORA2B, ADGRL2, SERPINE1, NFIB, RND3, MET, COL5A2, COL1A2, COL1A1, COL3A1, CDON, FHL2, RBPMS, PLPP3, LAMC1, MAP1B, VLDLR, TFPI, SDC2, LTBP1, F3, DLC1, TJP1, GJA1, COL11A1, CDC42BPA, KALRN, CAP2, DDAH1, IGF1R, CAV1, IGFBP5, ERBB2, NRP1, LPAR1, MYC, ANXA2, APBB2, PMP22, PLCB4, KIT, PDGFRB, MT1E, PIK3R3, DAB2, PRKAR2B, PTPRM, INSIG1",51,51,-3.00341771559246,-2.91726680758823,-153.174303495216,-5.01239068634166|-4.50076758559783|-4.11821144881356|-4.11026652799671|-4.01846751325001|-3.95101026012466|-3.92788178468073|-3.86811631644986|-3.86313729169526|-3.84467061417646|-3.72785912516122|-3.71716044767957|-3.71346334272185|-3.64927448276869|-3.56981918767628|-3.50014402157581|-3.46140001939877|-3.30266788880575|-3.28382990732145|-3.129143640371|-3.12848519529773|-3.086861994028|-3.05501258435865|-3.05224172205434|-2.99606777502935|-2.91726680758823|-2.90176776538963|-2.89677073040861|-2.8553964433545|-2.80678175604201|-2.77025697985796|-2.76712965570334|-2.76321952101578|-2.63732796068424|-2.61026321022876|-2.58380749467483|-2.51330573562728|-2.47955223202354|-2.44459923679653|-2.36918350511353|-2.26258448749707|-2.244981475261|-2.14428492528035|-2.11243809428243|-2.10644212176174|-1.90271228649138|-1.81267049142101|-1.77739575207969|-1.66670084561122|-1.63490098287582|-1.60421163476989
PIPET,binary_TNBC_TCGA_BRCA_merged_seurat,tnbc,Genes encoding cell cycle related targets of E2F transcription factors.,"ESPL1, SPC25, CDCA3, ASF1B, KIF18B, CDCA8, DEPDC1, TK1, CDK1, AURKB, PLK1, CDC20, SPC24, CCNE1, CCNB2, TRIP13, DIAPH3, MELK, BIRC5, KIF2C, TOP2A, DLGAP5, RRM2, CDKN3, HMGB3, CDKN2A, UBE2T, ORC6, KIF4A, E2F8, MKI67, DSCC1, CIT, SUV39H1, SPAG5, CKS1B, RNASEH2A, TCF19, AURKA, RAD51AP1, STMN1, CDC25A, GINS1, HMMR, MYC, DONSON, BUB1B, MYBL2, PLK4, GINS3, CENPM, CDKN2C, CHEK2, TUBG1, RFC3, MCM7, AK2, TUBB, MCM2, RACGAP1, POLD2, GINS4, CENPE, CTPS1, MXD3, MCM4, CDK4, CHEK1, MAD2L1, WDR90, PRDX4, HMGB2, ATAD2, PAICS, NME1, PCNA, RANBP1, EZH2, CDKN1A, KPNA2, POP7, PSMC3IP, DUT, DCLRE1B, RFC2, HELLS, BRMS1L, CKS2, UNG, TIMELESS, MTHFD2, DEK, USP1, SMC4, KIF22",95,95,-2.44390803418518,-2.26719107617081,-232.171263247592,-7.06997630010995|-4.88063271158468|-4.78795738599457|-4.74478161615561|-4.4966872857757|-4.39126675993299|-4.17158307939826|-4.12332261110083|-4.10428718586405|-4.09077650582714|-4.0232120750091|-4.01540313187794|-3.94541322303253|-3.85709251200575|-3.79290030407978|-3.60752596100648|-3.60333930932784|-3.57278569467856|-3.52380118770431|-3.43915225063425|-3.37914935000168|-3.37518107126576|-3.33618358966925|-3.16359532359488|-3.11647605382363|-3.08703719049192|-3.08234161856623|-3.03002674582005|-3.02813742131774|-2.9038929715928|-2.87184443005763|-2.8338427346176|-2.78378155386091|-2.7486426090067|-2.72973896083697|-2.71892578478325|-2.70196008022124|-2.65554343789271|-2.61156382373344|-2.60829808234601|-2.59630511100227|-2.58672410860266|-2.53067221026148|-2.48216394948327|-2.44459923679653|-2.32054158685565|-2.2989370061362|-2.26719107617081|-2.22985597873726|-2.15504956645957|-2.12938308942978|-2.09006290969617|-1.97647008119985|-1.94337507982161|-1.92895107805854|-1.92495259099048|-1.90741037108662|-1.85945590028828|-1.80592289588915|-1.79453392546852|-1.7904036384475|-1.69992965239969|-1.6704669842407|-1.6269817947067|-1.57220838866799|-1.54250310486955|-1.53992310127792|-1.51211430058365|-1.49582441008613|-1.48268908643916|-1.46420917561968|-1.45057016619541|-1.39707642293846|-1.39425202458933|-1.34664135979762|-1.32066868252871|-1.30166751669876|-1.29675007925328|-1.2853928201301|-1.28147875318875|-1.22304003603978|-1.18547288872689|-1.17586909962532|-1.1318161949198|-1.11879760082915|-1.11409515628571|-1.10481410607068|-1.10227209688416|-1.09429347324026|-1.08450534723557|-1.06807878227462|-1.02469350889288|-1.0094365750764|-0.99646968007327|-0.985239561722982
PIPET,binary_TNBC_TCGA_BRCA_merged_seurat,tnbc,Genes encoding components of apical junction complex.,"KCNH2, TNFRSF11B, LAMA3, ICAM5, CDH11, PCDH1, GRB7, DSC3, CALB2, CDH3, LAMC2, CLDN4, CRB3, EGFR, MYL9, ADAMTS5, THY1, FBN1, LAMB3, AMH, COL16A1, NECTIN4, VWF, SGCE, CD34, MMP2, JUP, MPZL2, ITGB4, PARVA, CLDN7, MDK, CX3CL1, ACTG2, VCAN, SPEG, ITGA9, TJP1, CDH1, CD209, ICAM1, ADAM15, FSCN1, BAIAP2, NLGN2, NECTIN2, NECTIN1, CD276, CLDN8, ACTN1, BMP1, CERCAM, SDC3, MYH10, MAP3K20, NEGR1, ADAM9, GNAI1, TUBG1, MPZL1, PIK3R3, TGFBI, CTNND1, THBS3, INSIG1, TSPAN4, SIRPA, SORBS3, PTK2, MMP9, CTNNA1, ITGA2, HADH",73,73,-3.17055691422538,-2.97963261453323,-231.450654738452,-8.27310994971377|-8.08682945887101|-6.94787755453213|-6.85620684741097|-5.03195367446224|-4.91259030891319|-4.83970038603469|-4.68422264349325|-4.62415906421035|-4.56036018761472|-4.41260438330536|-4.30478312674363|-4.26395347169489|-4.19486968058563|-4.18621910379732|-4.09291144622175|-4.08123798695826|-3.89737167240574|-3.87928491391817|-3.78898724252385|-3.75794168696417|-3.74740626904247|-3.5856128667821|-3.50232990684659|-3.4664012885662|-3.4605713383281|-3.4440849673005|-3.39714333534994|-3.33503401021395|-3.31792089725033|-3.11756355810582|-3.04828700821158|-3.03272899021517|-3.00091593202925|-2.98344322691324|-2.98265045664019|-2.97963261453323|-2.91726680758823|-2.68189395014326|-2.66304789895095|-2.66081694158322|-2.63722746555817|-2.6359618329158|-2.60859059153392|-2.56727044349454|-2.53459006105507|-2.52794560294881|-2.47764628764863|-2.41892639193646|-2.41581792511331|-2.29560329428238|-2.29109295151808|-2.27699679077056|-2.24553251921629|-2.13948449429773|-2.11775477316335|-2.00229759559191|-1.95571695958564|-1.94337507982161|-1.89103920220086|-1.81267049142101|-1.78059943009379|-1.66601151919538|-1.65587182791835|-1.60421163476989|-1.56766605350611|-1.54310834499756|-1.52315326710371|-1.48444883820339|-1.46966122869586|-1.45914441097478|-1.45164010334355|-1.44767027060645
PIPET,binary_TNBC_TCGA_BRCA_merged_seurat,tnbc,Genes encoding components of blood coagulation system; also up-regulated in platelets.,"KLK8, SERPINB2, MMP1, CTSV, PROS1, CFB, C1S, SERPINE1, FBN1, MMP7, MMP11, C1R, VWF, GNG12, TIMP3, MMP2, F12, F8, SPARC, THBS1, F3, RGN, MMP15, HPN, CD9, HTRA1, CFI, CFH, A2M, MMP14, PRSS23, PLAU, THBD, S100A1, FN1, LRP1, COMP, CRIP2, CTSK, TF, CLU, S100A13, OLR1, BMP1, C3, CFD, PDGFB, SERPING1, ADAM9, TIMP1, GSN, LAMP2, ANG, C2, RAC1, CTSB, MMP9, ITGA2, MST1, CSRP1, SERPINA1",61,61,-2.9277504596823,-2.76286325305948,-178.59277804062,-7.31153234728156|-7.1572847160223|-5.63658691930083|-5.12188201755907|-4.87633185831701|-4.41965847462997|-4.33644060258434|-3.95101026012466|-3.89737167240574|-3.84468594701701|-3.76879090914841|-3.6168018971643|-3.5856128667821|-3.51474526365844|-3.46907701372635|-3.4605713383281|-3.36979510547271|-3.36924039707137|-3.33971986744236|-3.06877703353873|-3.05224172205434|-3.01338440403275|-2.97974052969135|-2.95838641058703|-2.86858707811068|-2.86227281938046|-2.82847356802734|-2.80754504122454|-2.79289953638647|-2.77315263930608|-2.76286325305948|-2.66803964450877|-2.65063726496706|-2.61481878906183|-2.57073259648877|-2.56649555062066|-2.4688658105735|-2.44274692451739|-2.43934615775205|-2.3847507092715|-2.38044226216116|-2.36492470253767|-2.34944965014639|-2.29560329428238|-2.27310790078206|-2.26875477334541|-2.20098118050121|-2.11894734213352|-2.00229759559191|-1.85299873455154|-1.78295410116595|-1.78242200999539|-1.71768671884306|-1.63870479429921|-1.50926792193604|-1.47445160055941|-1.46966122869586|-1.45164010334355|-1.35246906287893|-1.35218366728302|-1.33193243838933
PIPET,binary_TNBC_TCGA_BRCA_merged_seurat,tnbc,Genes encoding components of peroxisome.,"HSD11B2, CRABP2, DHCR24, SULT2B1, TOP2A, PEX11A, SEMA3C, EHHADH, CRABP1, ALDH1A1, CLN6, SOD2, ACSL1, SLC35B2, CADM1, FADS1, CTPS1, HSD3B7, SLC25A4, IDH2, SIAH1, TSPO, EPHX2, PRDX1, FDPS",25,25,-2.16032247646838,-1.72454238896929,-54.0080619117096,-5.02399112194498|-3.89255618498774|-3.8105836885254|-3.48681923892889|-3.37914935000168|-2.90188514238062|-2.58627075047854|-2.54648513657155|-2.40495464539718|-2.25362754134473|-1.93255737730595|-1.80916741029319|-1.72454238896929|-1.71709058836464|-1.69877896390783|-1.65359812209996|-1.6269817947067|-1.47064972217087|-1.428117321293|-1.2554642041282|-1.21665855796069|-1.09767228504504|-1.03611869881104|-1.0334741707861|-1.02086750530579
PIPET,binary_TNBC_TCGA_BRCA_merged_seurat,tnbc,"Genes encoding components of the complement system, which is part of the innate immune system.","PCSK9, SERPINB2, CTSV, CP, PRSS3, CXCL1, CFB, C1S, CDH13, SERPINE1, C1R, KLK1, COL4A2, F8, S100A9, F3, MMP15, CFH, MMP14, PCLO, PRSS36, FN1, LRP1, TIMP2, CLU, MMP12, S100A13, OLR1, PLAUR, C3, PDGFB, LTF, ADRA2B, SERPING1, L3MBTL4, CA2, ADAM9, CD59, LGALS3, CEBPB, PLA2G4A, TIMP1, DOCK4, LAMP2, ANG, CD36, ME1, C2, PPP2CB, CTSB, IL6, FCN1, CSRP1, SERPINA1, GPD2, NOTCH4",56,56,-2.7380160070892,-2.3268915430256,-153.328896396995,-8.53180178218343|-7.1572847160223|-5.12188201755907|-4.81751859146299|-4.73110470821773|-4.48125202492922|-4.41965847462997|-4.33644060258434|-4.24616362726698|-3.95101026012466|-3.6168018971643|-3.45232486655041|-3.41499696770129|-3.36924039707137|-3.07476002709391|-3.05224172205434|-2.97974052969135|-2.80754504122454|-2.77315263930608|-2.74379454319651|-2.6801297026374|-2.57073259648877|-2.56649555062066|-2.3917205588871|-2.38044226216116|-2.37752301733336|-2.36492470253767|-2.34944965014639|-2.30433343590481|-2.27310790078206|-2.20098118050121|-2.20027583004557|-2.16209440064304|-2.11894734213352|-2.10302614206346|-2.08893279703051|-2.00229759559191|-1.99304909251028|-1.99012031838406|-1.96236037256934|-1.9139745619579|-1.85299873455154|-1.81370631642885|-1.78242200999539|-1.71768671884306|-1.67502180738163|-1.65953603648339|-1.63870479429921|-1.56743116439032|-1.47445160055941|-1.47355698471821|-1.38131655120355|-1.35218366728302|-1.33193243838933|-1.27665649791274|-1.25765662759054
PIPET,binary_TNBC_TCGA_BRCA_merged_seurat,tnbc,Genes encoding proteins involved in glycolysis and gluconeogenesis.,"ARTN, GPR87, HS6ST2, STC1, GPC3, TPST1, STC2, CHST6, IGFBP3, CENPA, PC, EGFR, B3GNT3, DEPDC1, ADORA2B, CDK1, SOX9, DCN, ELF3, MET, TPBG, KIF20A, PLOD2, COL5A1, EGLN3, EFNA3, CLDN3, GPC1, ANGPTL4, SDC1, GPC4, KDELR3, TFF3, P4HA2, B4GALT2, VLDLR, SLC25A10, SDC2, NOL3, VCAN, TGFA, VEGFA, DSC2, AURKA, STMN1, HMMR, DDIT4, IER3, CHST1, PLOD1, PKP2, SDC3, AK4, HK2, ALDH7A1, GLCE, SAP30, PYGL, SRD5A3, BIK, AGRN, CLN6, MERTK, RRAGD, PAM, CHPF, LDHC, TGFBI, IL13RA1, CYB5A, ANG, NSDHL, ME1, EXT1, MXI1, PPP2CB, GOT1, PKM, QSOX1, IRS2, MIF, FKBP4, TPI1, PYGB",84,84,-2.96360575699245,-2.77295385280452,-248.942883587366,-7.64579688555642|-6.61011283660674|-6.22637810000988|-5.39849772109588|-4.99542363989578|-4.89747917571181|-4.79996994531401|-4.75870939753901|-4.32385301746976|-4.31632900886509|-4.20545230536107|-4.19486968058563|-4.17741801469909|-4.17158307939826|-4.11026652799671|-4.10428718586405|-4.07630954330329|-4.01706545099814|-3.93231248379893|-3.86313729169526|-3.65385720600442|-3.6294329936795|-3.5568933911297|-3.53819756609823|-3.53533070433411|-3.52861895303881|-3.50849739926245|-3.50190156231036|-3.50020010086609|-3.49134939904274|-3.29811730013027|-3.2818987635785|-3.26620716692261|-3.22201075590193|-3.16759657713123|-3.129143640371|-3.10467139950682|-3.086861994028|-3.00106917915082|-2.98344322691324|-2.93806529212545|-2.91264529054925|-2.63326241505979|-2.61156382373344|-2.59630511100227|-2.48216394948327|-2.48068368602257|-2.42809399405533|-2.41123142444598|-2.31082390178472|-2.30367140995879|-2.27699679077056|-2.25441779392484|-2.25336526031797|-2.2000787382982|-2.16333613494264|-2.12412761501425|-2.12233850900408|-2.09381273746145|-2.0780924731548|-2.06509864070187|-1.93255737730595|-1.83970254153179|-1.80286642200741|-1.80112436946605|-1.79129267835148|-1.7902962136229|-1.78059943009379|-1.73402018200369|-1.72672619112759|-1.71768671884306|-1.69512239553446|-1.65953603648339|-1.64784433558022|-1.58421244092032|-1.56743116439032|-1.46970417842814|-1.45894294570806|-1.4424549727689|-1.43552892875135|-1.41630214854978|-1.3790397077331|-1.36134025990574|-1.35782638528145
PIPET,binary_TNBC_TCGA_BRCA_merged_seurat,tnbc,Genes encoding proteins involved in metabolism of fatty acids.,"BMPR1B, VNN1, DHCR24, PTPRG, AADAT, EPHX1, CBR3, EHHADH, ALDH1A1, G0S2, CA2, MAOA, ACSL1, NSDHL, CD36, ME1, PTS, HADH, MIF, CBR1, FH, BPHL, FASN, REEP6, GLUL, SDHC, GPD2, ACSM3, UGDH, PCBD1, ACAT2, GRHPR, NCAPH2, MDH1, SMS, S100A10, MDH2, YWHAH, CRYZ, MCEE, UROD, PRDX6, BLVRA, SLC22A5, ACO2, HSD17B10, MGLL, ENO2, ECI1, IL4I1, ACOX1, CPT2, LGALS1, PDHA1, KMT5A, ECHS1, HCCS, ALDH9A1, LDHA, NTHL1, APEX1",61,61,-1.41740618419763,-1.1868242490363,-86.4617772360553,-4.15124748245|-4.01889942108366|-3.8105836885254|-3.71591716615821|-3.34490979831339|-2.92272904407367|-2.68515754575866|-2.54648513657155|-2.25362754134473|-2.12199747113743|-2.08893279703051|-1.95911046599646|-1.72454238896929|-1.69512239553446|-1.67502180738163|-1.65953603648339|-1.53517623636273|-1.44767027060645|-1.41630214854978|-1.35354997857129|-1.34176130086421|-1.31533298992392|-1.30984980632695|-1.29389671009915|-1.28617836772854|-1.28272395492848|-1.27665649791274|-1.23995320877178|-1.21469367513522|-1.1873069348131|-1.1868242490363|-1.1825275562736|-1.18168760685409|-1.1404635378031|-1.13261327708719|-1.11347834437684|-0.958636390635627|-0.864654156827261|-0.864070605807456|-0.861162754515502|-0.857115658118434|-0.833616757007569|-0.829415939248516|-0.82378257952676|-0.810404754683835|-0.80197280570142|-0.77669436302951|-0.766327772239155|-0.754263930076488|-0.752095816175881|-0.739838965578739|-0.727147259673513|-0.700707388337186|-0.678058958405676|-0.645798127230118|-0.618087024750618|-0.612044862048741|-0.60501382829445|-0.596976194767569|-0.586614910014882|-0.584808594522535
PIPET,binary_TNBC_TCGA_BRCA_merged_seurat,tnbc,Genes encoding proteins involved in oxidative phosphorylation.,"ATP1B1, MAOB, PDK4, SLC25A5, CYB5A, OAT, CYC1, SLC25A4, POLR2F, FH, ATP6AP1, SDHC, UQCRH, SLC25A6, IDH2, MGST3, VDAC2, MDH1, ATP5MC3, CYB5R3, SDHB, UQCRQ, GPI, MDH2, MTX2, MRPS15, NDUFB7, ACO2, NQO2, HSD17B10, PRDX3, ALDH6A1, POR, AIFM1, ATP6V0B, COX6C, ECI1, NDUFS6, TIMM10, ATP5MC1, VDAC1, ATP5PD, NDUFAB1, TIMM50, NDUFB4, NDUFB6, ATP5F1C, NDUFA8, NDUFA6, MRPS12, TIMM13, ATP6V1C1, COX6B1, PDHA1, MRPS11, NDUFA1, ACAT1, NDUFB5, UQCRC1, ATP5PF, MRPL15, ECHS1, AFG3L2, COX7A2, HCCS, ATP5PB, NDUFV1, LDHA, NDUFA4, ATP5PO, TIMM17A, NDUFS8, NDUFS2, RETSAT, ALAS1, TIMM8B, ATP5F1A, SDHD, TOMM22, HSPA9, NDUFC2, IDH1, FXN, UQCRFS1, ATP5MF, COX6A1, ACAA2, ATP5F1B, MRPL34, ETFB, BDH2, NDUFB3, COX7B, CYCS, PDHX, GLUD1, IDH3G, PHB2, LRPPRC, NDUFS4, ATP6V1E1, COX5B, GPX4, MRPS22, UQCRC2, TIMM9, NDUFA7, SUCLG1, NDUFC1, PDP1, COX17, NDUFA9, COX5A",113,113,-0.730410002032257,-0.634404017768567,-82.5363302296451,-2.79103030446734|-2.69388890870169|-2.29722760903405|-1.74008641420077|-1.72672619112759|-1.5998325596201|-1.5356767193841|-1.428117321293|-1.35771955637074|-1.34176130086421|-1.29380926018663|-1.28272395492848|-1.27292955685395|-1.26297084943773|-1.2554642041282|-1.25525145379835|-1.19026583787714|-1.1404635378031|-1.04948279966785|-1.01445418296923|-1.01156989450733|-0.982371445859772|-0.964500083159259|-0.958636390635627|-0.951014205021461|-0.86100388908663|-0.842808770856392|-0.810404754683835|-0.809268692619051|-0.80197280570142|-0.800708948799805|-0.786173001719973|-0.779337034647367|-0.777303353667759|-0.77556422541957|-0.75434081850442|-0.754263930076488|-0.7481744412847|-0.746136013364563|-0.746083706396039|-0.743970172894363|-0.731620210788989|-0.726530657617117|-0.724576502868884|-0.71411176474189|-0.711467397045351|-0.70959718626374|-0.706684740937019|-0.701969430705978|-0.698952357182274|-0.698623438284788|-0.68325323247221|-0.681587960117599|-0.678058958405676|-0.677842462007398|-0.656544035496195|-0.634404017768567|-0.631286403246164|-0.630015482982083|-0.623466302068743|-0.622326161664587|-0.618087024750618|-0.616241748176754|-0.616081407913932|-0.612044862048741|-0.606752772263298|-0.604757653495952|-0.596976194767569|-0.587976786240306|-0.577521353160155|-0.576622636870884|-0.570597462778057|-0.530401625871471|-0.520880155053552|-0.496346282238435|-0.474903654747713|-0.467515108941389|-0.4358763774204|-0.43194645844286|-0.430277679823011|-0.427245963604614|-0.424116860110354|-0.417990696193104|-0.406114518215082|-0.386648676339242|-0.373571565827911|-0.371988269011964|-0.370384626167744|-0.369462641506213|-0.368362746668669|-0.366088123846793|-0.364385643563155|-0.358041301785619|-0.345615806719774|-0.329758006753136|-0.324130033656778|-0.321525483229537|-0.318479305691634|-0.317096051616381|-0.312648763501052|-0.300712333338759|-0.297410468960997|-0.276173549615628|-0.275654922516613|-0.262476570466708|-0.256819878104643|-0.252665990628762|-0.236434852939031|-0.233510144535613|-0.231940438208098|-0.229903759397876|-0.229677858708374|-0.229079328924775
PIPET,binary_TNBC_TCGA_BRCA_merged_seurat,tnbc,Genes encoding proteins involved in processing of drugs and other xenobiotics.,"CDO1, HSD17B2, XDH, PTGES, TPST1, PROS1, AKR1C2, CFB, FBLN1, PC, BCAR1, VNN1, SERPINE1, CES1, JUP, PTGR1, RBP4, CYP2J2, PYCR1, PAPSS2, RAP1GAP, TGFB2, EPHX1, CYP27A1, IGF1, NQO1, NDRG2, EPHA2, SPINT2, PGRMC1, AKR1C3, TMEM97, AQP9, ENPEP, PDK4, IGFBP4, SMOX, CA2, HES6, MAOA, ETS2, TMEM176B, CYB5A, CD36, ARG2, NINJ1, ABCC3, PTS, FAH, GCNT2, AHCY, CBR1, COMT, BPHL, UGDH, TNFRSF1A, PDLIM5, IL1R1, HMOX1, BLVRB, BCAT1, SLC12A4, DHRS1, KYNU, HPRT1, APOE, PPARD, MT2A, DDAH2",69,69,-2.56560549193779,-2.29722760903405,-177.026778943707,-7.59012952035721|-6.1381510663434|-6.08441292876361|-6.0391911652898|-4.89747917571181|-4.87633185831701|-4.66283660297746|-4.41965847462997|-4.35823339704562|-4.20545230536107|-4.02337430111249|-4.01889942108366|-3.95101026012466|-3.81918272133063|-3.4440849673005|-3.3856007065033|-3.36353172728634|-3.32635850110877|-3.31116083543093|-3.26529351603732|-3.19126225014512|-2.94017705296705|-2.92272904407367|-2.92159871996595|-2.75495343740247|-2.73488545797517|-2.63885366210785|-2.57770514251459|-2.49852566917598|-2.4954671109931|-2.46796187462615|-2.43673570830925|-2.43544104627563|-2.32740803328376|-2.29722760903405|-2.29079618496359|-2.1500613358762|-2.08893279703051|-2.00870785620755|-1.95911046599646|-1.88320776599323|-1.78080583086001|-1.72672619112759|-1.67502180738163|-1.61081312309908|-1.58075271277161|-1.57277383909755|-1.53517623636273|-1.5195499568945|-1.44989195555578|-1.36827155284785|-1.35354997857129|-1.34976110594365|-1.31533298992392|-1.21469367513522|-1.19138647725436|-1.16709078321121|-1.16574306314423|-1.15611735571751|-1.13775541640158|-1.11569369280314|-1.05956454055186|-1.05339488093258|-1.02432207582214|-0.973816110028933|-0.953542738984748|-0.937953569029929|-0.924434960482659|-0.910720646737248
PIPET,binary_TNBC_TCGA_BRCA_merged_seurat,tnbc,"Genes encoding proteins over-represented on the apical surface of epithelial cells, e.g., important for cell polarity (apical area).","PCSK9, RHCG, GAS1, SRPX, THY1, LYPD3, EPHB4, CX3CL1, EFNA5, DCBLD2, APP, HSPB1, ATP6V0A4",13,13,-4.01713820268155,-3.24421055263177,-52.2227966348601,-8.53180178218343|-6.38547155234099|-4.68110298542845|-4.09860432797587|-4.08123798695826|-4.06805451798001|-3.24421055263177|-3.03272899021517|-2.93284539002003|-2.86512204429095|-2.79696416904276|-2.77987048095221|-2.72478185484021
PIPET,binary_TNBC_TCGA_BRCA_merged_seurat,tnbc,Genes important for mitotic spindle assembly.,"ESPL1, ARAP3, SORBS2, CDC42EP1, CDK1, BCAR1, PLK1, ANLN, RAPGEF5, CCNB2, MID1, ARHGAP29, CTTN, PRC1, BIRC5, NEK2, WASF1, KIF2C, KIF23, KIF15, PALLD, TOP2A, DLGAP5, TTK, KIF4A, CDC42EP4, CDC42BPA, FARP1, TPX2, ECT2, RASAL2, FSCN1, AURKA, ITSN1, CENPF, SAC3D1, MYH10, DST, CDC42EP2, NUSAP1, ARHGEF11, NET1, OPHN1, CEP72, FGD6, KIF3C, DOCK4, RACGAP1, GSN, KIF11, CENPE, FLNB",52,52,-2.98512719273317,-2.90414353910323,-155.226614022125,-7.06997630010995|-4.31711800886949|-4.22461453897239|-4.13435443663026|-4.10428718586405|-4.02337430111249|-4.0232120750091|-3.90485618995628|-3.8293364585357|-3.79290030407978|-3.73060892171416|-3.73034612003899|-3.70129017114585|-3.57799717095067|-3.52380118770431|-3.48750648070298|-3.45397619819433|-3.43915225063425|-3.42618909127409|-3.42221236819717|-3.40589118837774|-3.37914935000168|-3.37518107126576|-3.25226884951437|-3.02813742131774|-2.95289063485196|-2.8553964433545|-2.82836525854735|-2.67988582816243|-2.67022383782099|-2.64515458974121|-2.6359618329158|-2.61156382373344|-2.43541654087719|-2.39627789822109|-2.30141496171604|-2.24553251921629|-2.20096914523523|-2.16348342182565|-2.11193404438615|-2.01485081848063|-2.01171074587609|-2.00696421785801|-1.99736876626388|-1.8508095145628|-1.83081415113105|-1.81370631642885|-1.79453392546852|-1.78295410116595|-1.70191778038382|-1.6704669842407|-1.65830827948582
PIPET,binary_TNBC_TCGA_BRCA_merged_seurat,tnbc,Genes involve in metabolism of bile acids and salts.,"ABCA4, CYP39A1, DHCR24, SULT2B1, HSD17B6, CYP7B1, BBOX1, RBP1, CYP27A1, PEX11A, FADS2, TFCP2L1, PEX11G, AQP9, SLC29A1, ALDH1A1, BCAR3, ABCA6, ABCA3, PXMP2, ACSL1, SLC35B2, FADS1, ABCA1, HSD3B7, IDH2, FDXR, DIO2, CH25H, EPHX2, LIPE, SLC22A18",32,32,-2.29381206734991,-2.20114735332248,-73.401986155197,-4.66209431881255|-3.96468640540928|-3.8105836885254|-3.48681923892889|-3.47355179660513|-3.35534587846877|-3.35075203341592|-2.9877693743777|-2.92159871996595|-2.90188514238062|-2.70494655398825|-2.53901929590172|-2.46442426674373|-2.43544104627563|-2.38185966656298|-2.25362754134473|-2.14866716530023|-2.09071787537203|-1.88628141013612|-1.82848025708942|-1.72454238896929|-1.71709058836464|-1.65359812209996|-1.53688529781972|-1.47064972217087|-1.2554642041282|-1.18594110832778|-1.10375306447692|-1.04366212511417|-1.03611869881104|-1.0334567726992|-0.992272386610168
PIPET,binary_TNBC_TCGA_BRCA_merged_seurat,tnbc,Genes involved in DNA repair.,"VPS37D, NPR2, ZWINT, TYMS, CCNO, BCAM, SAC3D1, ADCY6, ZNF707, CETN2, FEN1, RFC3, ALYREF, RFC4, NME4, GSDME, POLR2H, POLR2F, NME1, PCNA, DUT, RAD52, RFC2, IMPDH2, CANT1, STX3, POLR2I, BCAP31, RFC5, RALA, ARL6IP1, TMED2, HPRT1, NELFE, AK3, SEC61A1, POLD1, GTF3C5, POLR2J, TAF6, POLA1, SSRP1, POLD3, POLR1C, CSTF3, POLR2K, ADRM1",47,47,-1.43047093993243,-1.1116416472167,-67.2321341768244,-3.90396953496538|-3.24783817936337|-3.20559649346269|-3.06775988297386|-2.96204600737234|-2.5834784053156|-2.30141496171604|-2.2652570999514|-2.03589446839001|-1.95634875615528|-1.93083089593029|-1.92895107805854|-1.90839051537584|-1.75820028470865|-1.60040555785729|-1.50243063818892|-1.35796722185772|-1.35771955637074|-1.34664135979762|-1.32066868252871|-1.17586909962532|-1.15658737054358|-1.11879760082915|-1.1116416472167|-1.04547927273435|-1.03380893353991|-1.01746488755323|-1.01058144505878|-1.00176979552866|-0.997163127009616|-0.988386433846861|-0.986407339846665|-0.973816110028933|-0.931733975974151|-0.890476801972029|-0.808818086608306|-0.788041242273692|-0.771293117260469|-0.767944905331698|-0.722992533653844|-0.655802158946476|-0.652769955129702|-0.638260529821988|-0.618662321225577|-0.614743951604677|-0.611297714666031|-0.599714238653726
