"",p_val,avg_log2FC,pct.1,pct.2,p_val_adj
LAPTM5,0,-8.57316575483548,0.051,0.958,0
FCER1G,0,-7.73254053526612,0.066,0.962,0
HLA-DQA1,0,-9.21866424016062,0.035,0.919,0
TYROBP,0,-8.47843950741869,0.091,0.966,0
SRGN,0,-7.85320945962639,0.126,0.987,0
HLA-DPA1,0,-8.07983866838052,0.103,0.958,0
HLA-DRB1,0,-8.33261805460538,0.159,0.99,0
HLA-DPB1,0,-7.72784797069519,0.132,0.955,0
S100A16,0,5.00845845386302,0.875,0.061,0
LYZ,0,-9.45056645584306,0.031,0.839,0
HLA-DRA,0,-8.39270698117741,0.18,0.985,0
MDK,0,5.44448653627588,0.95,0.152,0
GPR183,0,-8.16067026047974,0.023,0.81,0
C1QC,0,-10.4326653496042,0.013,0.798,0
C1QB,0,-10.1715838789547,0.023,0.798,0
AIF1,0,-10.3415547642855,0.007,0.78,0
HLA-DQB1,0,-6.81108846403656,0.165,0.937,0
C1QA,0,-9.77175313154746,0.038,0.809,0
HLA-DRB5,0,-8.65601000541162,0.025,0.79,0
FCGR2A,0,-8.31153639022978,0.013,0.767,0
PTGDS,0,5.80728023359095,0.776,0.031,0
IGFBP2,0,5.29206974567139,0.811,0.069,0
RARRES2,0,6.26104605801618,0.783,0.044,0
CCL3,0,-8.07808445479251,0.13,0.867,0
HLA-DMA,0,-6.40859183920771,0.087,0.822,0
PDLIM2,0,4.5646385159665,0.8,0.066,0
RGS1,0,-9.85614830641788,0.023,0.75,0
S100A13,0,3.70487899570306,0.882,0.162,0
RND3,0,3.87905091196533,0.788,0.081,0
MYL9,0,6.11395993947475,0.743,0.037,0
CALD1,0,6.66602450526802,0.735,0.034,0
SPI1,0,-7.75696128242758,0.018,0.703,0
MFAP2,0,7.45421860344452,0.687,0.008,0
CD14,0,-6.94776846884105,0.048,0.726,0
COL6A1,0,6.79384753440672,0.729,0.051,0
CD53,0,-8.15097724696179,0.008,0.685,0
SAMSN1,0,-7.64276690705572,0.009,0.686,0
ALOX5AP,0,-7.53407250300479,0.055,0.732,0
CRABP2,0,4.93126741214335,0.725,0.051,0
APOC1,0,-8.17199750446259,0.068,0.737,0
PPIC,0,5.70918368677694,0.698,0.029,0
CXCR4,0,-6.89599714735671,0.046,0.707,0
CTSS,0,-4.51337526039447,0.259,0.876,0
UPP1,0,-3.87898786882439,0.292,0.865,0
CD74,0,-6.68044050476217,0.496,0.988,0
PTRF,1.11253692925361e-308,5.13562539047417,0.699,0.028,1.11253692933621e-308
CNN3,1.11253692925979e-308,4.80693997771456,0.703,0.031,1.11253702332752e-308
MFGE8,1.11253692931978e-308,4.14807649848789,0.74,0.064,1.11253793527973e-308
