meta_column,n_samples,n_groups,AS_stat,T_AV_stat,p_value,test_name,n_ties,sig,warning,method,n_sim,message,significant,sig_label
LP_SGL,300,3,0.927,-1.0043,0.90562,Anderson-Darling,0,1.06814,FALSE,asymptotic,1,OK,FALSE,ns
scAB,200,2,0.144,-1.135,0.99939,Anderson-Darling,0,0.75419,FALSE,asymptotic,1,OK,FALSE,ns
scPAS,200,2,0.332,-0.88635,0.91718,Anderson-Darling,0,0.75419,FALSE,asymptotic,1,OK,FALSE,ns
scPP,300,3,0.299,-1.5929,0.99999,Anderson-Darling,0,1.06814,FALSE,asymptotic,1,OK,FALSE,ns
scissor,300,3,0.433,-1.4674,0.99947,Anderson-Darling,0,1.06814,FALSE,asymptotic,1,OK,FALSE,ns
