"",p_val,avg_log2FC,pct.1,pct.2,p_val_adj
S100A16,0,-4.75469688546431,0.055,0.893,0
S100A13,0,-4.3111634064991,0.098,0.906,0
RND3,0,-4.66258813140123,0.052,0.835,0
MDK,0,-4.39575141889021,0.083,0.856,0
LAPTM5,0,7.20035712683093,0.824,0.059,0
TM4SF1,0,-4.25078041291772,0.133,0.871,0
SRGN,0,5.92554520262137,0.913,0.175,0
TNFRSF12A,0,-3.2018963585424,0.189,0.919,0
EMP1,0,-3.39458614564123,0.18,0.906,0
CNN3,0,-4.3898773551314,0.033,0.741,0
PLK2,0,-3.99246241309367,0.068,0.772,0
SOX4,0,-2.72375210587482,0.133,0.819,0
LGALS3BP,0,-2.6091865258012,0.154,0.823,0
CALD1,0,-5.1963330674414,0.031,0.697,0
MFGE8,0,-4.04772341472203,0.051,0.706,0
PHLDA2,0,-2.76123461389011,0.143,0.794,0
BEX3,0,-2.90769916050636,0.095,0.735,0
TSC22D1,0,-2.5811786779686,0.196,0.836,0
IGFBP2,0,-4.55427227544192,0.062,0.699,0
CXCR4,0,6.73158095183609,0.715,0.085,0
CLU,0,-3.93483841087019,0.085,0.712,0
NECTIN2,0,-2.26548456185995,0.159,0.783,0
RARRES2,0,-5.63435910398248,0.032,0.653,0
IFITM3,0,-2.5745570026856,0.304,0.92,0
PSMB5,0,-1.94570881962983,0.207,0.822,0
GADD45A,0,-2.31237981910518,0.285,0.899,0
FHL2,0,-4.62974962383508,0.025,0.636,0
YBX3,0,-1.79490522587939,0.353,0.963,0
CYR61,0,-5.26005229434786,0.039,0.648,0
KRT8,0,-4.30133477621446,0.098,0.706,0
TPM1,0,-3.6771195938955,0.053,0.661,0
DSTN,0,-1.61290007453431,0.332,0.94,0
SERPINH1,0,-4.49406722496216,0.036,0.641,0
PHPT1,0,-1.8858990298054,0.219,0.823,0
PTMS,0,-1.77894348794675,0.212,0.816,0
RCN1,0,-3.48488702300597,0.069,0.669,0
RAB13,0,-1.46811826165712,0.219,0.819,0
TCEAL9,0,-3.18905985892426,0.077,0.672,0
MLF1,0,-3.65899023940991,0.042,0.637,0
KRT18,0,-4.23445836419153,0.104,0.699,0
NBL1,0,-3.0608347137348,0.12,0.713,0
CTTN,0,-4.15257299718842,0.029,0.621,0
PTRF,0,-4.86354002378553,0.023,0.615,0
IGFBP7,0,-5.42805696772908,0.07,0.659,0
SERPING1,0,-3.44275673583258,0.118,0.707,0
CD151,0,-2.29185065074608,0.144,0.732,0
MAFF,0,-1.41042020474013,0.26,0.847,0
LAPTM4B,0,-3.37624455956715,0.072,0.658,0
MYL9,0,-4.74596505402704,0.03,0.616,0
TMEM14C,0,-1.73405066822491,0.207,0.791,0
GPRC5A,0,-4.07525247300517,0.05,0.631,0
TIMP3,0,-5.65186226429401,0.023,0.601,0
CTGF,0,-5.63449888404279,0.032,0.609,0
LRRC59,0,-1.72495704836413,0.217,0.792,0
FOSL1,0,-3.38351587805264,0.07,0.644,0
APP,0,-2.25199368697068,0.111,0.684,0
PRDX4,0,-1.94894734093752,0.161,0.733,0
CD59,0,-1.80799042050607,0.307,0.878,0
NME1,0,-1.8553030248721,0.151,0.722,0
