tred,repeat_times,alpha_samples,TPR,FPR,TNR,FNR,Precision,Recall,F1,Accuracy
1.5,15,5e-04|0.001|0.005|0.01|0.05,0.804783516083082,0.849323468094674,0.150676531905326,0.195216483916918,0.539016218854696,0.804783516083082,0.645619070397832,0.511985361390668
1.5,12,5e-04|0.001|0.005|0.01|0.05,0.804783516083082,0.849323468094674,0.150676531905326,0.195216483916918,0.539016218854696,0.804783516083082,0.645619070397832,0.511985361390668
5,10,5e-04|0.001|0.005|0.01|0.05,0.804783516083082,0.849323468094674,0.150676531905326,0.195216483916918,0.539016218854696,0.804783516083082,0.645619070397832,0.511985361390668
1,10,5e-04|0.001|0.005|0.01|0.05,0.804783516083082,0.849323468094674,0.150676531905326,0.195216483916918,0.539016218854696,0.804783516083082,0.645619070397832,0.511985361390668
3,11,5e-04|0.001|0.005|0.01|0.05,0.804783516083082,0.849323468094674,0.150676531905326,0.195216483916918,0.539016218854696,0.804783516083082,0.645619070397832,0.511985361390668
2.5,19,5e-04|0.001|0.005|0.01|0.05,0.804783516083082,0.849323468094674,0.150676531905326,0.195216483916918,0.539016218854696,0.804783516083082,0.645619070397832,0.511985361390668
2,20,5e-04|0.001|0.005|0.01|0.05,0.804783516083082,0.849323468094674,0.150676531905326,0.195216483916918,0.539016218854696,0.804783516083082,0.645619070397832,0.511985361390668
3,5,5e-04|0.001|0.005|0.01|0.05,0.804783516083082,0.849323468094674,0.150676531905326,0.195216483916918,0.539016218854696,0.804783516083082,0.645619070397832,0.511985361390668
4.5,10,5e-04|0.001|0.005|0.01|0.05,0.804783516083082,0.849323468094674,0.150676531905326,0.195216483916918,0.539016218854696,0.804783516083082,0.645619070397832,0.511985361390668
5,6,5e-04|0.001|0.005|0.01|0.05,0.804783516083082,0.849323468094674,0.150676531905326,0.195216483916918,0.539016218854696,0.804783516083082,0.645619070397832,0.511985361390668
2.5,5,5e-04|0.001|0.005|0.01|0.05,0.804783516083082,0.849323468094674,0.150676531905326,0.195216483916918,0.539016218854696,0.804783516083082,0.645619070397832,0.511985361390668
1.5,6,5e-04|0.001|0.005|0.01|0.05,0.804783516083082,0.849323468094674,0.150676531905326,0.195216483916918,0.539016218854696,0.804783516083082,0.645619070397832,0.511985361390668
4.5,8,5e-04|0.001|0.005|0.01|0.05,0.804783516083082,0.849323468094674,0.150676531905326,0.195216483916918,0.539016218854696,0.804783516083082,0.645619070397832,0.511985361390668
4.5,17,5e-04|0.001|0.005|0.01|0.05,0.804783516083082,0.849323468094674,0.150676531905326,0.195216483916918,0.539016218854696,0.804783516083082,0.645619070397832,0.511985361390668
4.5,9,5e-04|0.001|0.005|0.01|0.05,0.804783516083082,0.849323468094674,0.150676531905326,0.195216483916918,0.539016218854696,0.804783516083082,0.645619070397832,0.511985361390668
1.5,10,5e-04|0.001|0.005|0.01|0.05,0.804783516083082,0.849323468094674,0.150676531905326,0.195216483916918,0.539016218854696,0.804783516083082,0.645619070397832,0.511985361390668
