n_pc,resolution,ela_net_alpha,TPR,FPR,TNR,FNR,Precision,Recall,F1,Accuracy
30,2.3,0.9,0.199390466094677,0.00535502595756857,0.994644974042432,0.800609533905324,0.97869918699187,0.199390466094677,0.331287668216969,0.555370539798719
100,3.1,0.4,0,0,1,1,0,0,0,0.447630375114364
80,2.6,0.8,0.11783217941498,0.0023709275231983,0.997629072476802,0.88216782058502,0.983955739972337,0.11783217941498,0.210460919472221,0.511655992680695
100,0.7,0.2,0,0,1,1,0,0,0,0.447630375114364
80,1.5,0.4,0.0881505283731408,0.00138985406532314,0.998610145934677,0.911849471626859,0.987384044526902,0.0881505283731408,0.161851468888754,0.495699908508692
20,3.7,0.5,0.171166396130785,0.0274700568205044,0.972529943179496,0.828833603869215,0.884911799965748,0.171166396130785,0.286848387275856,0.529881061299177
60,2.3,0.5,0.15761751747441,0.00171687855128153,0.998283121448718,0.84238248252559,0.99125,0.15761751747441,0.271986737931232,0.533924977127173
60,1.2,0.8,0.128134627488654,0.00196214691575032,0.99803785308425,0.871865372511346,0.987742594484168,0.128134627488654,0.226842213295018,0.517529734675206
70,2.6,0.3,0.146056249378872,0.00282058619139108,0.997179413808609,0.853943750621128,0.984591335417597,0.146056249378872,0.25437761430838,0.52704483074108
100,2.4,0.7,0.00725477854705668,4.08780607447983e-05,0.999959121939255,0.992745221452943,0.995454545454546,0.00725477854705668,0.0144045778932483,0.451619396157365
10,3.5,0.8,0.253685361248219,0.0432081102072518,0.956791889792748,0.746314638751781,0.878714859437751,0.253685361248219,0.393707264408,0.568417200365965
80,0.5,0.5,0.0881505283731408,0.00130809794383354,0.998691902056166,0.911849471626859,0.988117341255106,0.0881505283731408,0.161861313868613,0.495736505032022
70,0.4,0.4,0.124159406366979,0.00192126885500552,0.998078731144994,0.875840593633021,0.987615283267457,0.124159406366979,0.220587369784003,0.515352241537054
60,1.1,0.9,0.128200881174015,0.00188039079426072,0.998119609205739,0.871799118825985,0.988253319713994,0.128200881174015,0.226959505028883,0.517602927721867
10,0.3,0.8,0.29774406201345,0.00666312390140212,0.993336876098598,0.702255937986551,0.982187739044913,0.29774406201345,0.45696273323504,0.609112534309241
40,1,0.8,0.30841090535661,0.0024526836446879,0.997547316355312,0.69158909464339,0.993596584845251,0.30841090535661,0.470713148115378,0.616889295516926
80,1.5,0.4,0.0881505283731408,0.00138985406532314,0.998610145934677,0.911849471626859,0.987384044526902,0.0881505283731408,0.161851468888754,0.495699908508692
100,0.7,0.5,0,0,1,1,0,0,0,0.447630375114364
30,2.6,0.5,0.309537218007752,0.00392429383150063,0.996075706168499,0.690462781992248,0.989830508474576,0.309537218007752,0.471597648068236,0.616852698993596
90,0.4,0.9,0.0888793189121145,0.00171687855128153,0.998283121448718,0.911120681087885,0.984587155963303,0.0888793189121145,0.163040836169178,0.495956084172004
40,2.8,0.4,0.240898399973499,0.00249356170543269,0.997506438294567,0.759101600026502,0.991681440065457,0.240898399973499,0.387633262260128,0.579579139981702
100,0.4,1,0,0,1,1,0,0,0,0.447630375114364
70,3.2,0.7,0.153642296352735,0.00249356170543269,0.997506438294567,0.846357703647265,0.98701851457757,0.153642296352735,0.265894628217623,0.531381518755718
20,1.8,1,0.0726140391559281,0.0416547438989494,0.958345256101051,0.927385960844072,0.682653379009654,0.0726140391559281,0.131265345230253,0.469094236047576
40,0.1,0.2,0.300791731540067,0.00220741528021911,0.997792584719781,0.699208268459933,0.99408802277206,0.300791731540067,0.461839729406678,0.612790484903934
90,2.8,0.2,0.0191804419120814,0,1,0.980819558087919,1,0.0191804419120814,0.0376389520899694,0.458225068618481
90,0.9,0.1,0,0,1,1,0,0,0,0.447630375114364
40,2.2,0.2,0.214165037930235,0.0022891714017087,0.997710828598291,0.785834962069765,0.991412360067474,0.214165037930235,0.352239293886891,0.564903934126258
80,1.7,0.9,0.118262828369828,0.0023709275231983,0.997629072476802,0.881737171630172,0.984013230429989,0.118262828369828,0.211148898417862,0.511893870082342
60,0.3,0.5,0.124921323748634,0.00175775661202633,0.998242243387974,0.875078676251366,0.988725747246985,0.124921323748634,0.221817005382195,0.515846294602013
90,1.8,0.7,0.128598403286183,0.00171687855128153,0.998283121448718,0.871401596713817,0.989296636085627,0.128598403286183,0.227609861921374,0.517895699908509
50,0.5,0.2,0.12422566005234,0.00175775661202633,0.998242243387974,0.87577433994766,0.98866332718165,0.12422566005234,0.220718069452619,0.515462031107045
30,1,0.5,0.309934740119919,0.00363814740628705,0.996361852593713,0.690065259880081,0.990577024880889,0.309934740119919,0.472143722244651,0.617200365965233
10,0.7,0.1,0.488090900056316,0.0790990475411847,0.920900952458815,0.511909099943684,0.883916251724759,0.488090900056316,0.628905583063002,0.681829826166514
10,3.1,0.7,0.255076688640806,0.0515063565384458,0.948493643461554,0.744923311359194,0.859375,0.255076688640806,0.393389020870054,0.565471180237877
50,1,1,0.125351972703482,0.00188039079426072,0.998119609205739,0.874648027296518,0.98798955613577,0.125351972703482,0.22247699679572,0.516029277218664
100,2,1,0.00732103223241793,4.08780607447983e-05,0.999959121939255,0.992678967767582,0.995495495495495,0.00732103223241793,0.014535170508731,0.451655992680695
