n_pc,resolution,ela_net_alpha,TPR,FPR,TNR,FNR,Precision,Recall,F1,Accuracy
100,1.2,0.5,0,0,1,1,0,0,0,0.447630375114364
30,3.4,0.3,0.42783317322026,0.00327024485958386,0.996729755140416,0.57216682677974,0.993843786071566,0.42783317322026,0.598165902459358,0.682488563586459
30,0.4,0.8,0.319905919766787,0.00376078158852144,0.996239218411479,0.680094080233213,0.99056313468048,0.319905919766787,0.483623798076923,0.622653247941446
30,3.5,0.6,0.302812468943585,0.00331112292032866,0.996688877079671,0.697187531056415,0.991216655823032,0.302812468943585,0.463904184323378,0.613412625800549
10,0.6,0.2,0.487428363202703,0.0768507542002207,0.923149245799779,0.512571636797297,0.886706038327106,0.487428363202703,0.629058805925483,0.682470265324794
100,2.3,0.1,0,0,1,1,0,0,0,0.447630375114364
80,0.4,0.5,0.088216782058502,0.00138985406532314,0.998610145934677,0.911783217941498,0.987393400074156,0.088216782058502,0.161963264809634,0.495736505032022
90,3,0.1,0,0,1,1,0,0,0,0.447630375114364
80,3.1,0.6,0.110577400867923,0.0023300494624535,0.997669950537546,0.889422599132077,0.98321060382916,0.110577400867923,0.19879697456971,0.507666971637694
40,3.5,1,0.189684301189254,0.00220741528021911,0.997792584719781,0.810315698810747,0.990657439446367,0.189684301189254,0.318402980509912,0.551418115279049
20,4,0.6,0.175307251465863,0.027551812941994,0.972448187058006,0.824692748534137,0.887026483405967,0.175307251465863,0.292755787901419,0.532131747483989
30,2.9,0.8,0.218769669062842,0.00314761067734947,0.996852389322651,0.781230330937158,0.988474779224667,0.218769669062842,0.358251057827927,0.567063129002745
60,2.5,0.7,0.0843078146221884,4.08780607447983e-05,0.999959121939255,0.915692185377812,0.999607227022781,0.0843078146221884,0.155500565178871,0.494181152790485
60,2,0.4,0.15761751747441,0.00171687855128153,0.998283121448718,0.84238248252559,0.99125,0.15761751747441,0.271986737931232,0.533924977127173
