meta_column,n_samples,n_groups,AS_stat,T_AV_stat,p_value,test_name,n_ties,sig,warning,method,n_sim,message,null_dist1,null_dist2,significant,sig_label
DEGAS,200,2,0.0668,-1.2374,1,Anderson-Darling,0,0.75419,FALSE,asymptotic,1,OK,,,FALSE,ns
LP_SGL,300,3,1.18,-0.76403,0.78315,Anderson-Darling,0,1.06814,FALSE,asymptotic,1,OK,,,FALSE,ns
PIPET,,,,,,,,,,,,No enough groups,,,,ns
scAB,200,2,0.885,-0.15265,0.42403,Anderson-Darling,0,0.75419,FALSE,asymptotic,1,OK,,,FALSE,ns
scPAS,300,3,1.11,-0.83201,0.82039,Anderson-Darling,0,1.06814,FALSE,asymptotic,1,OK,,,FALSE,ns
scPP,300,3,2.74,0.69452,0.19092,Anderson-Darling,0,1.06814,FALSE,asymptotic,1,OK,,,FALSE,ns
scissor,300,3,0.622,-1.2896,0.98849,Anderson-Darling,0,1.06814,FALSE,asymptotic,1,OK,,,FALSE,ns
