meta_column,n_samples,n_groups,AS_stat,T_AV_stat,p_value,test_name,n_ties,sig,warning,null_dist1,null_dist2,method,n_sim,message,significant,sig_label
DEGAS,,,,,,,,,,,,,,No enough groups,,ns
LP_SGL,300,3,0.218,-1.6679,1,Anderson-Darling,0,1.06814,FALSE,,,asymptotic,1,OK,FALSE,ns
PIPET,300,3,0.324,-1.5692,0.99998,Anderson-Darling,0,1.06814,FALSE,,,asymptotic,1,OK,FALSE,ns
SCIPAC,300,3,0.304,-1.588,0.99999,Anderson-Darling,0,1.06814,FALSE,,,asymptotic,1,OK,FALSE,ns
scAB,200,2,0.104,-1.1878,0.99998,Anderson-Darling,0,0.75419,FALSE,,,asymptotic,1,OK,FALSE,ns
scPAS,200,2,0.1,-1.1933,0.99999,Anderson-Darling,0,0.75419,FALSE,,,asymptotic,1,OK,FALSE,ns
scPP,300,3,0.326,-1.5672,0.99998,Anderson-Darling,0,1.06814,FALSE,,,asymptotic,1,OK,FALSE,ns
scissor,300,3,0.184,-1.7003,1,Anderson-Darling,0,1.06814,FALSE,,,asymptotic,1,OK,FALSE,ns
