ADIPOGENESIS,ALLOGRAFT_REJECTION,ANDROGEN_RESPONSE,ANGIOGENESIS,APICAL_JUNCTION,APICAL_SURFACE,APOPTOSIS,BILE_ACID_METABOLISM,CHOLESTEROL_HOMEOSTASIS,COAGULATION,COMPLEMENT,DNA_REPAIR,E2F_TARGETS,EPITHELIAL_MESENCHYMAL_TRANSITION,ESTROGEN_RESPONSE_EARLY,ESTROGEN_RESPONSE_LATE,FATTY_ACID_METABOLISM,G2M_CHECKPOINT,GLYCOLYSIS,HEDGEHOG_SIGNALING,HEME_METABOLISM,HYPOXIA,IL2_STAT5_SIGNALING,IL6_JAK_STAT3_SIGNALING,INFLAMMATORY_RESPONSE,INTERFERON_ALPHA_RESPONSE,INTERFERON_GAMMA_RESPONSE,KRAS_SIGNALING_DN,KRAS_SIGNALING_UP,MITOTIC_SPINDLE,MTORC1_SIGNALING,MYC_TARGETS_V1,MYC_TARGETS_V2,MYOGENESIS,NOTCH_SIGNALING,OXIDATIVE_PHOSPHORYLATION,P53_PATHWAY,PANCREAS_BETA_CELLS,PEROXISOME,PI3K_AKT_MTOR_SIGNALING,PROTEIN_SECRETION,REACTIVE_OXYGEN_SPECIES_PATHWAY,SPERMATOGENESIS,TGF_BETA_SIGNALING,TNFA_SIGNALING_VIA_NFKB,UNFOLDED_PROTEIN_RESPONSE,UV_RESPONSE_DN,UV_RESPONSE_UP,WNT_BETA_CATENIN_SIGNALING,XENOBIOTIC_METABOLISM
Genes up-regulated during adipocyte differentiation (adipogenesis).,Genes up-regulated during transplant rejection.,Genes defining response to androgens.,Genes up-regulated during formation of blood vessels (angiogenesis).,Genes encoding components of apical junction complex.,"Genes encoding proteins over-represented on the apical surface of epithelial cells, e.g., important for cell polarity (apical area).",Genes mediating programmed cell death (apoptosis) by activation of caspases.,Genes involve in metabolism of bile acids and salts.,Genes involved in cholesterol homeostasis.,Genes encoding components of blood coagulation system; also up-regulated in platelets.,"Genes encoding components of the complement system, which is part of the innate immune system.",Genes involved in DNA repair.,Genes encoding cell cycle related targets of E2F transcription factors.,"Genes defining epithelial-mesenchymal transition, as in wound healing, fibrosis and metastasis.",Genes defining early response to estrogen.,Genes defining late response to estrogen.,Genes encoding proteins involved in metabolism of fatty acids.,"Genes involved in the G2/M checkpoint, as in progression through the cell division cycle.",Genes encoding proteins involved in glycolysis and gluconeogenesis.,Genes up-regulated by activation of hedgehog signaling.,Genes involved in metabolism of heme (a cofactor consisting of iron and porphyrin) and erythroblast differentiation.,Genes up-regulated in response to low oxygen levels (hypoxia).,Genes up-regulated by STAT5 in response to IL2 stimulation.,"Genes up-regulated by IL6 [GeneID=3569] via STAT3 [GeneID=6774], e.g., during acute phase response.",Genes defining inflammatory response.,Genes up-regulated in response to alpha interferon proteins.,Genes up-regulated in response to IFNG [GeneID=3458].,Genes down-regulated by KRAS activation.,Genes up-regulated by KRAS activation.,Genes important for mitotic spindle assembly.,Genes up-regulated through activation of mTORC1 complex.,A subgroup of genes regulated by MYC - version 1 (v1).,A subgroup of genes regulated by MYC - version 2 (v2).,Genes involved in development of skeletal muscle (myogenesis).,Genes up-regulated by activation of Notch signaling.,Genes encoding proteins involved in oxidative phosphorylation.,Genes involved in p53 pathways and networks.,Genes specifically up-regulated in pancreatic beta cells.,Genes encoding components of peroxisome.,Genes up-regulated by activation of the PI3K/AKT/mTOR pathway.,Genes involved in protein secretion pathway.,Genes up-regulated by reactive oxigen species (ROS).,"Genes up-regulated during production of male gametes (sperm), as in spermatogenesis.",Genes up-regulated in response to TGFB1 [GeneID=7040].,Genes regulated by NF-kB in response to TNF [GeneID=7124].,"Genes up-regulated during unfolded protein response, a cellular stress response related to the endoplasmic reticulum.",Genes down-regulated in response to ultraviolet (UV) radiation.,Genes up-regulated in response to ultraviolet (UV) radiation.,Genes up-regulated by activation of WNT signaling through accumulation of beta catenin CTNNB1 [GeneID=1499].,Genes encoding proteins involved in processing of drugs and other xenobiotics.
