meta_column,n_samples,n_groups,AS_stat,T_AV_stat,p_value,test_name,n_ties,sig,warning,method,n_sim,message,significant,sig_label
DEGAS,200,2,0.0919,-1.2041,1,Anderson-Darling,0,0.75419,FALSE,asymptotic,1,OK,FALSE,ns
LP_SGL,300,3,0.117,-1.7629,1,Anderson-Darling,0,1.06814,FALSE,asymptotic,1,OK,FALSE,ns
scAB,200,2,0.115,-1.1741,0.99995,Anderson-Darling,0,0.75419,FALSE,asymptotic,1,OK,FALSE,ns
scPAS,300,3,0.397,-1.5006,0.99979,Anderson-Darling,0,1.06814,FALSE,asymptotic,1,OK,FALSE,ns
scPP,300,3,0.098,-1.7806,1,Anderson-Darling,0,1.06814,FALSE,asymptotic,1,OK,FALSE,ns
scissor,300,3,0.498,-1.406,0.99792,Anderson-Darling,0,1.06814,FALSE,asymptotic,1,OK,FALSE,ns
