gene,beta,se,pval,HR,HR_low,HR_up,FDR,sig,direction,abs_logHR
LGALS4,0.375587833469043,0.0735679553355531,1.18869412177084e-08,1.45584695870297,1.26035652969277,1.68165936957645,0.000138126256949772,TRUE,risk,0.375587833469043
TNFAIP2,-0.522079431576433,0.107139728823492,1.10653395548399e-06,0.593285567643459,0.480910883192172,0.731918900311863,0.00642896228136199,TRUE,protective,0.522079431576433
PPAT,-0.770982186660104,0.163708318318593,2.09130179064022e-06,0.462558526311164,0.335594903558213,0.637555540905411,0.00810030893574643,TRUE,protective,0.770982186660104
HINT2,-1.13775843573309,0.248244363521625,3.98047812363653e-06,0.320536720791162,0.197046135317068,0.52141996700532,0.0115632889491641,TRUE,protective,1.13775843573309
PTGS1,-0.253270235621216,0.0575125191809038,7.80638125137742e-06,0.776258080892458,0.693506426008721,0.868883957743261,0.0173337961926496,TRUE,protective,0.253270235621216
ID1,0.259172398649653,0.0591556927166307,8.95032505644557e-06,1.29585718960151,1.15399200608407,1.45516246818749,0.0173337961926496,TRUE,risk,0.259172398649653
RPL27,-0.627521691772774,0.1605011648158,1.22185182921463e-05,0.533913364593619,0.38980682822419,0.731294221269336,0.0188289621137942,TRUE,protective,0.627521691772774
SPINK1,0.195659618788172,0.0462665401046079,1.2963140870082e-05,1.21611289289708,1.11068528664589,1.33154781651665,0.0188289621137942,TRUE,risk,0.195659618788172
ACTR1A,1.48358966138061,0.345194774834571,1.79430010419503e-05,4.40874320529477,2.24119207960391,8.67262419277688,0.0231664080119403,TRUE,risk,1.48358966138061
PPA1,-0.792855393252155,0.181454678158119,2.70531085215664e-05,0.452550738316378,0.31710999990483,0.64583952197081,0.0314357121020601,TRUE,protective,0.792855393252155
RPS9,-0.630292914155236,0.155145948903936,3.55362367540752e-05,0.532435820175032,0.392829747279132,0.72165589436388,0.0375391882802139,TRUE,protective,0.630292914155236
EPB41,0.566748217165503,0.140006154108166,5.0033446642169e-05,1.76252636977266,1.33955323963415,2.31905616904963,0.0484490541651669,TRUE,risk,0.566748217165503
BCAS1,0.20156349915337,0.0507424088190269,5.52717982847618e-05,1.22331391399442,1.10750349409151,1.35123450188293,0.0494044843129948,TRUE,risk,0.20156349915337
RNF144B,-0.253754015685523,0.0633002927095453,6.43412510830981e-05,0.775882633532462,0.685352078607003,0.878371686332137,0.0534032383989714,TRUE,protective,0.253754015685523
KRT4,0.24980800810146,0.064463061901373,7.70348664442494e-05,1.28377891787386,1.13140520767404,1.45667378831104,0.0559758883883118,TRUE,risk,0.24980800810146
ZFAND5,-0.812722567830354,0.192515958711861,7.70752335811522e-05,0.443648557195065,0.304204883134051,0.647011449236108,0.0559758883883118,TRUE,protective,0.812722567830354
SLC25A39,-0.584515704536983,0.173693686979892,9.61664556631334e-05,0.557375730996406,0.396549132125594,0.783428030313743,0.0624242430896609,TRUE,protective,0.584515704536983
CORO1C,0.682811668603299,0.172086703485453,9.66984832714196e-05,1.97943543182028,1.41272678905288,2.77347655548624,0.0624242430896609,TRUE,risk,0.682811668603299
U2AF1L4,0.454352447584866,0.117290137176417,0.000123715066372471,1.57515305854558,1.25165137411091,1.98226695481233,0.0624526766007553,TRUE,risk,0.454352447584866
DENND2D,-0.368539676559991,0.0964597653085612,0.000126637022954672,0.691743763040715,0.57258114445123,0.835705887877847,0.0624526766007553,TRUE,protective,0.368539676559991
CCDC92,1.18761081942059,0.306089102403924,0.000135399327630845,3.27923715096441,1.79980113583829,5.97476914429029,0.0624526766007553,TRUE,risk,1.18761081942059
SNHG10,-0.578007130880101,0.166782657079267,0.000135607094145007,0.561015283295187,0.404581880594216,0.77793436430845,0.0624526766007553,TRUE,protective,0.578007130880101
KLK1,0.221813635423714,0.0586126340893445,0.000138365372513678,1.24833871006968,1.11285954861345,1.40031106081627,0.0624526766007553,TRUE,risk,0.221813635423714
ALOX12P2,-0.240605904952032,0.0638428218405494,0.000139051948793286,0.786151383714697,0.693684636679251,0.890943759508837,0.0624526766007553,TRUE,protective,0.240605904952032
ASGR1,0.393241320753195,0.10347028579479,0.000139181309736042,1.48177592946997,1.2097812529692,1.81492306957784,0.0624526766007553,TRUE,risk,0.393241320753195
CCNJL,0.400474531759696,0.10653995155122,0.000150910336386758,1.49253278383161,1.21125404860561,1.83913037349727,0.0624526766007553,TRUE,risk,0.400474531759696
GNG10,-0.225899962137536,0.0594704936970437,0.000151460480002607,0.797797907671158,0.71002000748765,0.896427558058002,0.0624526766007553,TRUE,protective,0.225899962137536
TMEM44,0.51298670053172,0.135676984109115,0.000155319258332418,1.6702723559586,1.28025568472889,2.17910357779062,0.0624526766007553,TRUE,risk,0.51298670053172
PSMB2,-0.7996649047455,0.19536239389929,0.000158572171717548,0.449479557350936,0.306488453387145,0.659182655149474,0.0624526766007553,TRUE,protective,0.7996649047455
MRPL34,-0.521878398575509,0.126526120666324,0.000162689876852514,0.593404849610931,0.463073451429706,0.76041784398263,0.0624526766007553,TRUE,protective,0.521878398575509
STAMBPL1,0.311263876984192,0.0848811602270613,0.000166612132067419,1.36514940516995,1.15592027653763,1.61225037423694,0.0624526766007553,TRUE,risk,0.311263876984192
NXNL2,-0.156623007252168,0.0428176935581219,0.000204374680752603,0.855026336793815,0.786198725860382,0.929879447223726,0.0742135559482891,TRUE,protective,0.156623007252168
PDZD2,-0.325141055690189,0.0872105716721335,0.000232184307475249,0.722425444235144,0.608916715874046,0.857093439665564,0.0817570197837087,TRUE,protective,0.325141055690189
RNF139,0.696153765071967,0.186278317245326,0.000277668967821456,2.00602221764068,1.39242699376803,2.89000799013411,0.0948974531201563,TRUE,risk,0.696153765071967
TRIM25,-0.453939991052243,0.122569533918907,0.000287875697318509,0.635120845036002,0.499485716182669,0.807587634101079,0.0955747315097449,TRUE,protective,0.453939991052243
PPID,-0.709642418258134,0.184168240274982,0.000306471577897791,0.491820031885188,0.342798602428302,0.705624066288716,0.0989222148658982,TRUE,protective,0.709642418258134
SGPL1,-0.69198238559854,0.185756153236067,0.000342373616214777,0.500582736799261,0.347821992479085,0.720434825283529,0.107523822173397,TRUE,protective,0.69198238559854
ALCAM,-0.730978427845919,0.203405170868296,0.000357175407254652,0.481437707510696,0.323145509708598,0.717269029738859,0.109220479797344,TRUE,protective,0.730978427845919
STXBP5,0.447533176632256,0.122370969497155,0.000370015668548216,1.56444820418221,1.23082672336073,1.98849938591365,0.110245694064879,TRUE,risk,0.447533176632256
PTAFR,-0.338409273314642,0.0963274876256383,0.000397719270887473,0.712903455822431,0.590248792323541,0.86104595881152,0.115537448192811,TRUE,protective,0.338409273314642
CDK6,0.331384079338986,0.0944663113112702,0.000437156832439047,1.39289467164833,1.15746250014313,1.67621462126539,0.115950882812531,TRUE,risk,0.331384079338986
LFNG,0.583796525308846,0.165268898738457,0.000470341952189268,1.79283205878532,1.29676082730095,2.47867357136202,0.115950882812531,TRUE,risk,0.583796525308846
MTAP,-0.438794744986719,0.123337078185715,0.00049104675754438,0.644813117172794,0.506345812995552,0.82114623130447,0.115950882812531,TRUE,protective,0.438794744986719
NEBL,0.240996732722727,0.0700086575164172,0.000500967039770033,1.27251687763596,1.10935610784731,1.45967484418562,0.115950882812531,TRUE,risk,0.240996732722727
TBC1D5,-0.691607069521524,0.197822182079893,0.000502214455800597,0.500770648809252,0.339820226635008,0.737952667479636,0.115950882812531,TRUE,protective,0.691607069521524
ZNF573,0.401112811352488,0.115679351750559,0.000511328958888608,1.49348574114335,1.19050939900676,1.87356745008431,0.115950882812531,TRUE,risk,0.401112811352488
PPP2CB,-0.655368146656129,0.183117259819282,0.000518119828169871,0.519250866924835,0.36266418760637,0.743446615398473,0.115950882812531,TRUE,protective,0.65536814665613
RCC2,-0.704766817668552,0.19029438076269,0.00051931327260869,0.494223805079849,0.340362584716369,0.717638132026613,0.115950882812531,TRUE,protective,0.704766817668552
HOXA9,0.148635623478507,0.0437495983234629,0.000527813174708462,1.16025014426475,1.06490587051737,1.26413088192701,0.115950882812531,TRUE,risk,0.148635623478507
RPS14,-0.835457260336026,0.226232671125635,0.000530396395381621,0.433676133193665,0.278350742808682,0.675676258680144,0.115950882812531,TRUE,protective,0.835457260336026
TFDP1,-0.835819857147819,0.233254898808578,0.00057047651989119,0.433518912116072,0.274446356748078,0.684791918497997,0.115950882812531,TRUE,protective,0.835819857147819
COL5A1,0.34154309336309,0.0993798454755491,0.000574443438065956,1.40711722941322,1.15807436576663,1.7097165396635,0.115950882812531,TRUE,risk,0.34154309336309
TMBIM6,-0.747061549922437,0.201324046659965,0.000576728984391293,0.473756619595373,0.319289622243469,0.702952175624699,0.115950882812531,TRUE,protective,0.747061549922437
SLC10A3,-0.45405836333811,0.132084012642391,0.000598284535936948,0.635045668779253,0.490199401844074,0.822691745273831,0.115950882812531,TRUE,protective,0.45405836333811
