"",nfeature,imputation,independent,TPR,FPR,TNR,FNR,F1,Accuracy
1,4500,KNN,TRUE,0.00610094287298946,0.0162962962962963,0.983703703703704,0.993899057127011,0.00952793417063664,0.928926595810802
2,4300,None,TRUE,0.0321686078757626,0.017679012345679,0.982320987654321,0.967831392124237,0.0483736447039199,0.929081981478028
3,500,ALRA,TRUE,0,0,1,1,0,0.943967928398285
4,1100,ALRA,TRUE,0,0,1,1,0,0.943967928398285
5,2300,None,TRUE,0.0343871325568497,0.018962962962963,0.981037037037037,0.96561286744315,0.0507988529291274,0.927994281807446
6,4100,None,FALSE,0.0338325013865779,0.0196872427983539,0.980312757201646,0.966167498613422,0.049553208773355,0.927279507738206
7,3600,None,FALSE,0.0310593455352191,0.0206090534979424,0.979390946502058,0.968940654464781,0.0450704225352113,0.926253962334514
8,2100,None,FALSE,0,0,1,1,0,0.943967928398285
9,3800,KNN,FALSE,0.00942872989462008,0.01359670781893,0.98640329218107,0.99057127010538,0.0152261531571876,0.931661383553981
10,2000,KNN,FALSE,0.014420410427066,0.0268971193415638,0.973102880658436,0.985579589572934,0.0196523053665911,0.919385915843123
11,4500,None,TRUE,0.0305047143649473,0.017679012345679,0.982320987654321,0.969495285635053,0.0459290187891441,0.928988750077693
12,3500,KNN,TRUE,0.00831946755407654,0.0159670781893004,0.9840329218107,0.991680532445923,0.0130264871906209,0.929361675679035
13,5000,ALRA,FALSE,0.0105379922351636,0.029037037037037,0.970962962962963,0.989462007764836,0.0140532544378698,0.917148362235067
14,4900,ALRA,TRUE,0,0.0014156378600823,0.998584362139918,1,0,0.94263161166014
15,2100,KNN,FALSE,0,0,1,1,0,0.943967928398285
16,3000,KNN,FALSE,0.00831946755407654,0.01359670781893,0.98640329218107,0.991680532445923,0.0134468848050202,0.931599229287091
17,4900,KNN,FALSE,0.0105379922351636,0.0107325102880658,0.989267489711934,0.989462007764836,0.0176908752327747,0.934427248430605
18,4900,ALRA,TRUE,0,0,1,1,0,0.943967928398285
19,3200,KNN,TRUE,0.0160843039378813,0.0164938271604938,0.983506172839506,0.983915696062119,0.0248606943849121,0.929299521412145
20,700,None,FALSE,0,0,1,1,0,0.943967928398285
21,1600,ALRA,FALSE,0,0,1,1,0,0.943967928398285
22,2200,None,FALSE,0.0399334442595674,0.0181069958847737,0.981893004115226,0.960066555740433,0.0593814432989691,0.929113058611474
23,4200,None,FALSE,0.0310593455352191,0.0161975308641975,0.983802469135803,0.968940654464781,0.0476393024245002,0.930418298216173
24,3900,None,FALSE,0.036051026067665,0.019917695473251,0.980082304526749,0.963948973932335,0.0525677315002022,0.92718627633787
25,3900,None,TRUE,0.0305047143649473,0.020477366255144,0.979522633744856,0.969495285635053,0.0443548387096774,0.92634719373485
26,1100,None,TRUE,0,0,1,1,0,0.943967928398285
27,1400,KNN,FALSE,0,0,1,1,0,0.943967928398285
28,4900,None,FALSE,0.0305047143649473,0.0142222222222222,0.985777777777778,0.969495285635053,0.0480349344978166,0.93225184908944
29,3100,ALRA,TRUE,0,9.87654320987654e-05,0.999901234567901,1,0,0.943874696997949
30,1100,KNN,TRUE,0,0,1,1,0,0.943967928398285
31,3600,ALRA,FALSE,0,0,1,1,0,0.943967928398285
32,5000,ALRA,FALSE,0,0,1,1,0,0.943967928398285
33,1200,KNN,TRUE,0,0,1,1,0,0.943967928398285
34,2900,KNN,FALSE,0.0116472545757072,0.0120164609053498,0.98798353909465,0.988352745424293,0.0191868433074463,0.933277394493132
35,4200,None,FALSE,0.0310593455352191,0.0161975308641975,0.983802469135803,0.968940654464781,0.0476393024245002,0.930418298216173
36,900,KNN,FALSE,0,0,1,1,0,0.943967928398285
37,2300,None,FALSE,0.0388241819190239,0.0184362139917695,0.98156378600823,0.961175818080976,0.0575421290587752,0.928740133010131
38,3200,KNN,TRUE,0.0160843039378813,0.0164938271604938,0.983506172839506,0.983915696062119,0.0248606943849121,0.929299521412145
39,700,KNN,FALSE,0,0,1,1,0,0.943967928398285
40,1500,KNN,FALSE,0,0,1,1,0,0.943967928398285
41,2400,None,TRUE,0.0371602884082085,0.0186337448559671,0.981366255144033,0.962839711591791,0.055008210180624,0.928460438809124
42,2200,KNN,TRUE,0.00831946755407654,0.0140246913580247,0.985975308641975,0.991680532445923,0.0133689839572193,0.931195226552303
43,2600,ALRA,FALSE,0,0,1,1,0,0.943967928398285
44,3000,ALRA,FALSE,0,0.000592592592592593,0.999407407407407,1,0,0.943408539996271
45,3500,ALRA,TRUE,0,6.5843621399177e-05,0.999934156378601,1,0,0.943905774131394
46,600,ALRA,FALSE,0,0,1,1,0,0.943967928398285
47,700,KNN,FALSE,0,0,1,1,0,0.943967928398285
48,800,None,TRUE,0,0,1,1,0,0.943967928398285
49,3100,KNN,TRUE,0.00887409872434831,0.0157366255144033,0.984263374485597,0.991125901275652,0.0139312146277754,0.929610292746597
50,3200,ALRA,TRUE,0,0.00102057613168724,0.998979423868313,1,0,0.943004537261483
51,2000,None,TRUE,0.021630615640599,0.0128065843621399,0.98719341563786,0.978369384359401,0.0349619004930524,0.933090931692461
