"",gene,logFC,AveExpr,t,P.Value,adj.P.Val,B
56,MAP7D3,-2.0355895359672,4.16005466260331,-12.0945561659203,1.36989253241821e-22,2.78234958280798e-20,40.8149114137674
57,MCAM,-3.69184349005996,4.8808067188595,-12.0712828217484,1.55787533321235e-22,3.10864456841356e-20,40.6879845711214
58,EPCAM,5.15644479761652,11.1996588161157,12.0581333250041,1.67529343625804e-22,3.28530819724121e-20,40.616259061969
59,COX20,2.59657386894797,5.54159614071074,12.0430013013173,1.82142549953717e-22,3.51133790368402e-20,40.5337094431804
60,DPT,-4.08107144447172,5.12183936607438,-12.0044006124126,2.25467140580081e-22,4.27410542826306e-20,40.3230828456747
61,FAM89A,-4.33410995641855,4.53042648967769,-11.9958035167818,2.36443307807077e-22,4.40869866065195e-20,40.2761630104954
62,CFL2,-3.06766173122059,5.02773015919835,-11.9912004156372,2.42538570420959e-22,4.44940919349675e-20,40.2510395689188
63,AVPI1,-3.02001156791799,6.33762518822314,-11.952157194684,3.00991891190073e-22,5.43409804824744e-20,40.0379058336397
64,GNAI1,-3.7193662841595,4.55955726777686,-11.8929442141684,4.17664127934165e-22,7.42267467363e-20,39.7145399491428
65,GRHL2,2.6376964607534,7.85986707441322,11.8572201413476,5.08970941601091e-22,8.90620844580124e-20,39.5193770937053
66,EZH2,3.75139392932749,6.70037218535537,11.7886653423291,7.4393014796306e-22,1.28203962165634e-19,39.1447144148316
67,WDR34,2.29804624961199,8.04918536577686,11.7734017976205,8.09550352957323e-22,1.37430234545322e-19,39.0612720070738
68,PPP1R1A,-4.83379955287557,6.45898738745455,-11.767437805162,8.36737869227421e-22,1.39956713596951e-19,39.0286658055109
69,ARHGEF40,-2.50946507071833,4.27771293938017,-11.7351368020283,1.00067927464654e-21,1.64952551736663e-19,38.8520476833142
70,CDKN2C,-3.78974640977433,7.25362269145455,-11.6719098243332,1.42051146038465e-21,2.29796403045412e-19,38.50622221571
71,CDS1,3.04153587351245,7.37368983096694,11.6701467178063,1.43445969898226e-21,2.29796403045412e-19,38.4965767772842
