"",gene,logFC,AveExpr,t,P.Value,adj.P.Val,B
1,ZFP36,0.906299570266585,10.7190103669549,3.79143307006368,0.000225043972713565,0.634068984228045,-1.98867319068862
2,SLC44A4,-1.16897957950491,6.53896911523308,-3.54223917043221,0.000545358729124016,0.634068984228045,-2.33115299659324
3,MMP9,-0.991340807717854,8.94432413479699,-3.47523859785724,0.000686842671636797,0.634068984228045,-2.42035864630357
4,FGFBP1,0.645264987917691,5.86364617385714,3.4439690800753,0.000764083193302607,0.634068984228045,-2.46156082764871
5,FOS,1.15096810666585,9.72448308109774,3.41403285349634,0.000845608755528577,0.634068984228045,-2.50074656207444
6,FGD3,-0.593943686610565,5.43738106673684,-3.40442360073328,0.000873461657606936,0.634068984228045,-2.51327064180085
7,IL1RN,-0.848040983684275,7.66812032678196,-3.39725021512652,0.000894812247854388,0.634068984228045,-2.52260273562467
8,NR4A1,0.762041430656429,8.51049198418045,3.36461780042351,0.000998257287924614,0.634068984228045,-2.56486858176922
9,PID1,0.738678282361999,6.75311451387218,3.35141721589618,0.00104320092394589,0.634068984228045,-2.58187874627264
10,DUSP1,0.781752573262081,11.1026042565564,3.25070531944002,0.00145377107288039,0.634068984228045,-2.70997801080986
11,CYR61,0.770704277974202,11.1988617103233,3.23123044479597,0.00154881614103776,0.634068984228045,-2.73440284438539
12,EGR1,1.006028723905,8.98234567790978,3.10727471144791,0.00230276158504602,0.634068984228045,-2.88718409766654
13,FOSB,1.10536877561302,8.12483919479699,2.88610697549605,0.00454316574835655,0.634068984228045,-3.14794505290744
14,RABEP1,-0.644821830810811,6.26582714308271,-2.87020197063897,0.0047639764711337,0.634068984228045,-3.16609659638378
15,EZR,-0.789717140404996,7.85810679952632,-2.85474981549833,0.00498786379628563,0.634068984228045,-3.18365271664869
16,CA11,0.6243293948276,6.64293361251128,2.82102026216542,0.00551035427143213,0.634068984228045,-3.2217045243882
17,PLA2G7,-0.836232201328419,7.23023729034586,-2.81159618242245,0.00566501503271972,0.634068984228045,-3.23226969650777
18,KRT16,0.603513282636364,6.03105584479699,2.77740454477052,0.00625995682467945,0.634068984228045,-3.27035600473668
19,DSG1,0.766727698694922,3.95409761157143,2.76377476519283,0.00651257307424112,0.634068984228045,-3.28543066210332
