meta_column,n_samples,n_groups,AS_stat,T_AV_stat,p_value,test_name,n_ties,sig,warning,null_dist1,null_dist2,method,n_sim,message,significant,sig_label
DEGAS,,,,,,,,,,,,,,No enough groups,,ns
LP_SGL,,,,,,,,,,,,,,No enough groups,,ns
scAB,200,2,0.586,-0.54911,0.66403,Anderson-Darling,0,0.75419,FALSE,,,asymptotic,1,OK,FALSE,ns
scPAS,200,2,0.163,-1.1098,0.99818,Anderson-Darling,0,0.75419,FALSE,,,asymptotic,1,OK,FALSE,ns
scPP,300,3,0.533,-1.3737,0.99633,Anderson-Darling,0,1.06814,FALSE,,,asymptotic,1,OK,FALSE,ns
scissor,,,,,,,,,,,,,,No enough groups,,ns
