meta_column,n_samples,n_groups,AS_stat,T_AV_stat,p_value,test_name,n_ties,sig,warning,method,n_sim,message,significant,sig_label
DEGAS,200,2,0.107,-1.1845,0.99998,Anderson-Darling,0,0.75419,FALSE,asymptotic,1,OK,FALSE,ns
LP_SGL,300,3,0.192,-1.6925,1,Anderson-Darling,0,1.06814,FALSE,asymptotic,1,OK,FALSE,ns
scAB,200,2,0.109,-1.1807,0.99997,Anderson-Darling,0,0.75419,FALSE,asymptotic,1,OK,FALSE,ns
scPAS,300,3,0.201,-1.6838,1,Anderson-Darling,0,1.06814,FALSE,asymptotic,1,OK,FALSE,ns
scissor,300,3,0.303,-1.5891,0.99999,Anderson-Darling,0,1.06814,FALSE,asymptotic,1,OK,FALSE,ns
