pathway,pval,padj,log2err,ES,NES,size,leadingEdge,screen_method,dataset,tumor
HALLMARK_ADIPOGENESIS,0.850746268656716,1,0.0352404270679709,0.191060634649146,0.773663314261579,110,"C3, PFKFB3, HSPB8, RREB1, IFNGR1, PPARG, BCL6, ANGPT1, DBT, ATP1B3, DRAM2, CS, SORBS1, ACLY, ESRRA, TANK, ACO2, CD151, GBE1, ANGPTL4, G3BP2, MYLK, UBC, PEX14",scissor,binary_ad_GSE109887_merged_seurat,ad
HALLMARK_ALLOGRAFT_REJECTION,6.2737140797e-12,7.842142599625e-11,0.887074988399873,0.708214632344659,2.60657924531214,65,"CD86, HLA-DQA1, SRGN, IL18, PTPRC, HLA-DRA, TLR2, CD74, CTSS, LY86, HCLS1, HLA-DMB, LYN, ST8SIA4, CCL2, TLR1, HLA-E, ITGAL, FAS, JAK2, IFNGR1, HIF1A, TGFB1, RIPK2, IFNGR2, STAB1",scissor,binary_ad_GSE109887_merged_seurat,ad
HALLMARK_ANDROGEN_RESPONSE,0.0433123231669227,0.144374410556409,0.321775918075361,0.400241121821438,1.4616314979518,63,"ABCC4, B4GALT1, IQGAP2, SAT1, IDI1, RPS6KA3, FKBP5, SEC24D, CCND1, MERTK, MAF, PTK2B, SLC38A2",scissor,binary_ad_GSE109887_merged_seurat,ad
HALLMARK_ANGIOGENESIS,0.329181494661922,0.530937894616003,0.0959206777921745,0.391156978209386,1.09663061822224,17,"OLR1, NRP1, SPP1, JAG1, FSTL1, COL5A2",scissor,binary_ad_GSE109887_merged_seurat,ad
HALLMARK_APICAL_JUNCTION,0.183195592286501,0.388269687557099,0.116739204791222,0.298311273404594,1.19464677432389,103,"CD86, PTPRC, SYK, B4GALT1, SKAP2, ARHGEF6, CD276, EPB41L2, ARPC2, CD99, MSN, MYH9, CTNND1, VCL, ADAM9, ITGB4, YWHAH",scissor,binary_ad_GSE109887_merged_seurat,ad
HALLMARK_APICAL_SURFACE,0.201900237529691,0.388269687557099,0.150169802128406,-0.369968259496864,-1.2256611190091,21,"THY1, SULF2, AFAP1L2, MAL, TMEM8B, NTNG1, RTN4RL1, EFNA5, AKAP7, APP",scissor,binary_ad_GSE109887_merged_seurat,ad
HALLMARK_APOPTOSIS,4.98040939340537e-06,3.55743528100383e-05,0.610526878385931,0.566334018815369,2.13026371070277,72,"CD69, IL18, CD14, ANXA1, GPX1, CD44, CDKN1A, BTG2, FAS, SAT1, GADD45B, NEDD9, HGF, IFNGR1, JUN, CCND1, BID, HMGB2, EMP1, DCN",scissor,binary_ad_GSE109887_merged_seurat,ad
HALLMARK_BILE_ACID_METABOLISM,0.778996865203762,0.973746081504702,0.0459538081039063,0.230347676749366,0.800770749618795,46,"CH25H, BCAR3, IDI1, SLC29A1, ACSL1",scissor,binary_ad_GSE109887_merged_seurat,ad
HALLMARK_CHOLESTEROL_HOMEOSTASIS,0.193037974683544,0.388269687557099,0.122679189568808,0.367608595864467,1.23035064784368,38,"S100A11, PLSCR1, IDI1, PDK3, PPARG, JAG1, LGMN, LGALS3",scissor,binary_ad_GSE109887_merged_seurat,ad
HALLMARK_COAGULATION,8.58222129006535e-06,4.76790071670297e-05,0.593325476396405,0.614036842938276,2.14776040698548,49,"SERPINE1, OLR1, C3, A2M, C1QA, ANXA1, CTSB, APOC1, CTSH",scissor,binary_ad_GSE109887_merged_seurat,ad
HALLMARK_COMPLEMENT,1.40574721887387e-09,1.17145601572823e-08,0.788186810800237,0.619520042133454,2.41909666067038,90,"SERPINE1, PLA2G4A, OLR1, C3, CTSS, PIK3R5, C1QC, LYN, KYNU, SH2B3, C1QA, GNB4, FCER1G, CEBPB, PLSCR1, CTSB, CP, APOC1, CTSH, JAK2, DOCK4, PSMB9",scissor,binary_ad_GSE109887_merged_seurat,ad
HALLMARK_DNA_REPAIR,0.920236336779911,1,0.0355420211253902,0.186499549720023,0.698049950002374,70,"HCLS1, VPS37B, SDCBP, SNAPC5, GTF2B, GTF2F1, TAF12, NFX1, UMPS, DDB2, AGO4, PCNA, XPC, STX3",scissor,binary_ad_GSE109887_merged_seurat,ad
HALLMARK_E2F_TARGETS,1,1,0.0681513438679483,-0.109646518915736,-0.500373195954644,78,"NAA38, SPC25, RAD51C, NOP56, POLE4, CSE1L, PSIP1, POLD2, PHF5A, RANBP1, KIF22, TIPIN, NOLC1, SMC3, POP7, RBBP7, NASP, PA2G4",scissor,binary_ad_GSE109887_merged_seurat,ad
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,0.153631284916201,0.349162011173184,0.130105630751129,0.31013939719245,1.23051250089891,95,"SERPINE1, GLIPR1, CD44, ID2, TNC, FAS, SAT1, GADD45B, GEM, TGFB1, ITGB5, JUN, SPP1, DCN, VIM, FBLN1, ABI3BP, EMP3, CAP2, ELN, FSTL3",scissor,binary_ad_GSE109887_merged_seurat,ad
HALLMARK_ESTROGEN_RESPONSE_EARLY,0.0662905500705219,0.19497220608977,0.206587922696891,0.350617962202603,1.36780126391494,89,"B4GALT1, MYOF, HSPB8, CD44, DHRS3, FOS, JAK2, SLC7A2, UGCG, FKBP5, NRIP1, CCND1, SLC37A1, BHLHE40, IL6ST, RAB31, ELF1, HES1, SIAH2, AFF1, MED13L, BLVRB, KDM4B, NADSYN1",scissor,binary_ad_GSE109887_merged_seurat,ad
HALLMARK_ESTROGEN_RESPONSE_LATE,0.104885057471264,0.274647887323944,0.163180127180689,0.339800367375206,1.29955462040015,79,"MYOF, ZFP36, HSPB8, CD44, ID2, FOS, JAK2, SLC29A1, FKBP5, NRIP1, CCND1, IL6ST, SNX10, RAB31, SIAH2, AFF1",scissor,binary_ad_GSE109887_merged_seurat,ad
HALLMARK_FATTY_ACID_METABOLISM,0.308176100628931,0.513626834381551,0.13880510939114,-0.237315688534516,-1.0810323042139,75,"G0S2, PDHB, CRAT, EPHX1, ENO2, CBR1, HADH, HSPH1, ALDH9A1, IDH1, OSTC, CA2, ALDH1A1, ACADM, FASN, PTPRG, RETSAT, ALDOA, PCBD1, LDHA, UGDH, AADAT",scissor,binary_ad_GSE109887_merged_seurat,ad
HALLMARK_G2M_CHECKPOINT,0.434532374100719,0.639018197206941,0.0694481442003175,0.269860284533841,1.03249823233885,80,"FOXN3, HIF1A, TGFB1, CCND1, TLE3, E2F3, PML, TFDP1, SLC38A1, MT2A, DR1, SMAD3, NUP98, STAG1, HMGA1, HNRNPU, ODF2, TRA2B, KIF20B, FANCC, CTCF, PRIM2, DDX39A, KIF5B, RASAL2, SNRPD1",scissor,binary_ad_GSE109887_merged_seurat,ad
HALLMARK_GLYCOLYSIS,0.712686567164179,0.930567559781043,0.0940503465727813,-0.183862568754703,-0.883347052319298,109,"NT5E, VEGFA, HS6ST2, RPE, SDC3, AK4, VLDLR, GALE, ENO2, LHPP, HOMER1, PGAM1, ALDH9A1, ALG1, DPYSL4, IDH1, QSOX1, GNE, PAM, AGRN, VCAN, FUT8, PPFIA4, SDC2, EGLN3, TPI1, MED24, PAXIP1, FKBP4, ALDOA, NASP, GCLC, COG2, LDHA",scissor,binary_ad_GSE109887_merged_seurat,ad
HALLMARK_HEDGEHOG_SIGNALING,0.486746987951807,0.695352839931153,0.0908241419007155,-0.298484574303878,-0.998436359932268,22,"THY1, VEGFA, HEY1, VLDLR, CDK5R1, SCG2, PTCH1, HEY2, RTN1, OPHN1, NRCAM",scissor,binary_ad_GSE109887_merged_seurat,ad
HALLMARK_HEME_METABOLISM,0.19640387275242,0.388269687557099,0.112378519110475,0.294945689934353,1.1794016074152,102,"TAL1, C3, CTSB, BTG2, BMP2K, LMO2, SLC25A37, KDM7A, SDCBP, USP15, LPIN2, EPB41, CDR2, BLVRB, GCLM, RCL1, RNF19A, OPTN, MFHAS1, MKRN1, ALDH1L1, NUDT4, CCND3, PGLS, SEC14L1, YPEL5, ELL2, PICALM, FN3K",scissor,binary_ad_GSE109887_merged_seurat,ad
HALLMARK_HYPOXIA,2.90042397209341e-05,0.00014502119860467,0.575610261071129,0.484599871310312,1.94120491860008,106,"SERPINE1, SLC2A5, DUSP1, ZFP36, SLC2A3, PFKFB3, PFKP, GCNT2, CDKN1A, ADM, CP, SRPX, KLF6, FOS, TPST2, PHKG1, CXCR4, JUN, PDK3, CITED2, KDM3A, HK1, BHLHE40, FOSL2, DCN, PDK1, MYH9, SLC6A6, SIAH2, MT2A, GPC4, MT1E, ACKR3, IRS2, P4HA1",scissor,binary_ad_GSE109887_merged_seurat,ad
HALLMARK_IL2_STAT5_SIGNALING,0.00103220427949531,0.00397001645959735,0.45505986738723,0.442293903297169,1.74180974869394,92,"CD86, CD83, RGS16, CYFIP1, PRKCH, SLC2A3, PLSCR1, CD44, MAP3K8, DHRS3, KLF6, PLAGL1, GADD45B, IFNGR1, NRP1, P2RX4, NOP2, NCOA3, AHNAK, SPP1, BHLHE40, EMP1",scissor,binary_ad_GSE109887_merged_seurat,ad
HALLMARK_IL6_JAK_STAT3_SIGNALING,3.71352834716133e-10,3.71352834716133e-09,0.814035837847908,0.777612509945657,2.57867992884676,37,"CSF2RA, CSF3R, TLR2, PIK3R5, A2M, IL13RA1, CD14, CD44, MAP3K8, IL17RA, FAS, IFNGR1, TGFB1, JUN, IFNGR2, CBL, PTPN11, STAT3, IL6ST, PTPN2, IL10RB, PDGFC, GRB2, PTPN1, STAT1, TNFRSF1A",scissor,binary_ad_GSE109887_merged_seurat,ad
HALLMARK_INFLAMMATORY_RESPONSE,6.36779559607826e-14,1.59194889901957e-12,0.954541630725724,0.716179505626054,2.71681267752305,75,"SERPINE1, RGS1, CD69, GPR183, IL18, OLR1, CSF3R, TLR2, PIK3R5, LYN, MSR1, RGS16, CD14, CCL2, TLR1, RNF144B, CDKN1A, ADM, BTG2, APLNR, KLF6, IRAK2, SLC7A2, PTPRE, HIF1A, AXL, BST2, P2RX4, RIPK2, NFKBIA, IFNGR2, STAB1, SLC31A1",scissor,binary_ad_GSE109887_merged_seurat,ad
HALLMARK_INTERFERON_ALPHA_RESPONSE,5.83927047500082e-06,3.64954404687551e-05,0.610526878385931,0.643496176810228,2.22004251641727,44,"LPAR6, CD74, EPSTI1, IFI44L, PLSCR1, PARP14, TRIM5, GMPR, PARP9, BST2, IFI44, PSMB9, RIPK2, TRIM14, ELF1, CMTR1, HERC6",scissor,binary_ad_GSE109887_merged_seurat,ad
HALLMARK_INTERFERON_GAMMA_RESPONSE,1.22365047430098e-13,2.03941745716829e-12,0.943632225232838,0.682576953227203,2.66532075785014,90,"CD69, CD86, HLA-DQA1, PLA2G4A, HLA-DRB1, CD74, EPSTI1, FCGR1A, ST8SIA4, CCL2, IFI44L, PFKP, PLSCR1, CDKN1A, PARP14, FAS, XAF1, JAK2, PELI1, SAMHD1, HIF1A, BST2, IFI44, NLRC5, PSMB9, RIPK2, NFKBIA, NCOA3, ZNFX1, TRIM14, PML, STAT3, RNF213, PTPN2, MT2A, CMTR1, NAMPT, HERC6, PTPN1, STAT1, LATS2, HLA-B",scissor,binary_ad_GSE109887_merged_seurat,ad
HALLMARK_KRAS_SIGNALING_DN,0.134585289514867,0.320441165511588,0.149207542435322,0.380203356907756,1.31704525603849,45,"KCNMB1, IFI44L, BTG2, PLAG1, SKIL, NR4A2, RYR1, CAMK1D, TCF7L1, PTPRJ, MTHFR",scissor,binary_ad_GSE109887_merged_seurat,ad
HALLMARK_KRAS_SIGNALING_UP,0.000485060015488561,0.002021083397869,0.49849310876659,0.475462879291836,1.85500173843719,88,"CSF2RA, CTSS, IKZF1, ST6GAL1, LAPTM5, RGS16, DOCK2, LAT2, MAFB, FCER1G, ID2, GADD45G, F13A1, NRP1, USH1C, TMEM176B, CXCR4, MMD, GFPT2, CBL, SPP1, ENG, EMP1",scissor,binary_ad_GSE109887_merged_seurat,ad
HALLMARK_MITOTIC_SPINDLE,0.243393602225313,0.434631432545202,0.0992333343771191,0.285531859497491,1.14495047351804,105,"NCK2, DOCK2, ABR, AKAP13, FGD4, NEDD9, DOCK4, EPB41L2, EZR, CNTRL, EPB41, SSH2, MYH9, VCL, HDAC6, CD2AP, STK38L, CEP250, TLK1, MYO9B, NCK1",scissor,binary_ad_GSE109887_merged_seurat,ad
HALLMARK_MTORC1_SIGNALING,0.401360544217687,0.608122036693465,0.0706196247122591,0.257607457639716,1.04384606076803,112,"SKAP2, SLC2A3, CORO1A, CDKN1A, BTG2, IGFBP5, CXCR4, IDI1, BHLHE40, ACTR2, PDK1, M6PR, SLC6A6, LGMN, NAMPT, RAB1A, P4HA1, SEC11A, GSR, ACLY, LDLR, YKT6, GPI, FADS2, GBE1, UCHL5",scissor,binary_ad_GSE109887_merged_seurat,ad
HALLMARK_MYC_TARGETS_V1,1,1,0.0276588991389961,0.0823320248811543,0.333004082314184,111,"PSMA1, PABPC1, RPS3, TFDP1, PABPC4, CBX3, DDX21, RPS6, SRSF7, AIMP2, HNRNPU, PCNA, TRA2B, EXOSC7, PSMB3, UBE2E1, GNL3, SNRPD1, HNRNPC, IFRD1, EIF4A1, PSMD1, CUL1, SRPK1, EIF4E, HPRT1, TCP1, RSL1D1, EIF4G2, RPS2, PWP1, ORC2, ACP1, RRM1, GSPT1, EIF3D, SNRPD3, RAD23B, EIF3J, CCT2, EIF2S2, RPLP0, RPL6, FAM120A, CCT3, HNRNPD, RUVBL2, APEX1, CNBP, DDX18, PSMC4, RPL14, EEF1B2, SSBP1, RPL18, UBA2, SNRPG, NCBP2, SRSF3, SF3B3, SRSF2, HDAC2, NHP2, PCBP1, AP3S1, HNRNPR, BUB3, GLO1, SSB, SERBP1, MCM7, HDGF, CCT5, COX5A, NPM1, VDAC3, EIF4H, ERH, PPIA, CYC1, PTGES3, USP1, NCBP1, TRIM28, NDUFAB1, PSMD14, SRM, SLC25A3, PSMD8, XPOT, SET, VDAC1, PRDX3, LDHA, PA2G4, ILF2, HDDC2, YWHAE, HSP90AB1, C1QBP, LSM7, NOLC1, VBP1, EIF3B, EIF1AX, RANBP1, POLD2",scissor,binary_ad_GSE109887_merged_seurat,ad
HALLMARK_MYC_TARGETS_V2,0.979557069846678,1,0.0392758570896778,0.175150257546335,0.520213033717204,22,"NOP2, CBX3, RCL1, AIMP2, PRMT3, MPHOSPH10, GNL3, NDUFAF4, IMP4",scissor,binary_ad_GSE109887_merged_seurat,ad
HALLMARK_MYOGENESIS,0.214084507042254,0.396452790818988,0.107972360317345,0.303628271483866,1.18459504615826,88,"MEF2C, HSPB8, CDKN1A, MEF2A, APLNR, GADD45B, RYR1, TGFB1, ITGB5, RB1, FLII, BHLHE40, ACSL1, MYH9, ITGB4, MYH11, IGF1, TPM3, PTP4A3, MYL6B, SORBS1, SH2B1, TAGLN",scissor,binary_ad_GSE109887_merged_seurat,ad
HALLMARK_NOTCH_SIGNALING,0.270650263620387,0.466638385552391,0.107140237276725,0.406965632509739,1.17110934850746,19,"PPARD, CCND1, JAG1, HES1, ARRB1, DTX2, MAML2",scissor,binary_ad_GSE109887_merged_seurat,ad
HALLMARK_OXIDATIVE_PHOSPHORYLATION,0.09765625,0.271267361111111,0.287857117255149,-0.2635799576992,-1.27088020008862,114,"ALDH6A1, PDP1, NDUFB3, PDHB, NDUFB5, TIMM10, CYB5R3, ISCA1, NDUFV2, ATP6V1F, NDUFS7, TOMM22, ACADSB, IDH1, DLAT, NDUFA3, PDK4, SLC25A4, ACADM, SDHB, COX5B, RETSAT, IDH2, COX7A2L, MTRR, LDHA, NDUFA1, PRDX3, VDAC1, COX15, SLC25A3, NDUFB4, COX7B, NDUFB7, PMPCA, ATP6V1E1, NDUFAB1, NDUFB2, UQCRFS1, ECI1, ETFB, ATP6V1G1, CYB5A, ATP1B1, NDUFA8, CYC1, COX6C, MTX2, ACAT1, MRPL34, TIMM13, VDAC3, ATP6V0B, UQCRC1, VDAC2, POR, COX4I1, DLD, UQCRC2, ACAA1, NDUFB6, COX5A, ATP6AP1, NDUFS3, SURF1",scissor,binary_ad_GSE109887_merged_seurat,ad
HALLMARK_P53_PATHWAY,0.0347705146036161,0.124180409298629,0.287857117255149,0.357599936501687,1.42442767207433,98,"RHBDF2, RGS16, ZFP36L1, CDKN1A, BTG2, FAS, SAT1, FOS, PTPRE, TGFB1, JUN, S100A10, RB1, PVT1, APAF1, MXD4, ITGB4, TM7SF3, CCNK, DDB2, ZBTB16, ZMAT3, BAIAP2, PCNA, BTG1, XPC, RNF19B",scissor,binary_ad_GSE109887_merged_seurat,ad
HALLMARK_PANCREAS_BETA_CELLS,0.725842696629214,0.930567559781043,0.066132620475844,-0.279544328171078,-0.823682665032583,15,"DCX, ABCC8, PAK3, SPCS1, SST, STXBP1, SRP9, PCSK2",scissor,binary_ad_GSE109887_merged_seurat,ad
HALLMARK_PEROXISOME,0.945038167938931,1,0.0358449292332649,0.184619575670878,0.656369268811087,55,"DHRS3, CDK7, IDI1, PABPC1, ACSL1, PEX5, YWHAH, MVP, TSPO, SIAH1, HSD17B11, IDE, SEMA3C, GSTK1, PEX14, HMGCL",scissor,binary_ad_GSE109887_merged_seurat,ad
HALLMARK_PI3K_AKT_MTOR_SIGNALING,0.349618320610687,0.546278625954199,0.0838361057159929,0.299743038464285,1.07574350383792,57,"CDKN1A, MKNK1, CXCR4, ITPR2, RPS6KA3, CAB39, PTPN11, ACTR2, PDK1, GRB2, TNFRSF1A, NCK1, ADCY2, DUSP3, TSC2, TBK1, PRKAG1, ARPC3, RPS6KA1, ATF1, PAK4, MAP2K6, RAC1, ACTR3, MAPKAP1, PRKCB, EIF4E, PRKAR2A",scissor,binary_ad_GSE109887_merged_seurat,ad
HALLMARK_PROTEIN_SECRETION,1,1,0.0317812506835949,0.109174352374515,0.400061439017337,62,"RPS6KA3, SEC24D, STX7, OCRL, M6PR, GNAS, YKT6, SNX2, IGF2R, SSPN, NAPG, ATP6V1H, RAB22A, VPS45, SNAP23, GOLGA4, SH3GL2, LMAN1, ADAM10, TMX1, GBF1, NAPA, VAMP7, USO1, STAM",scissor,binary_ad_GSE109887_merged_seurat,ad
HALLMARK_REACTIVE_OXYGEN_SPECIES_PATHWAY,0.535958904109589,0.744387366818874,0.0676760401641789,0.310701776948194,0.947782235815852,25,"PFKP, JUNB, ABCC1, GCLM, GSR",scissor,binary_ad_GSE109887_merged_seurat,ad
HALLMARK_SPERMATOGENESIS,0.815426997245179,0.99442316737217,0.0704500850658419,-0.201468598754802,-0.800680154935344,45,"CAMK4, DCC, PCSK1N, GAD1, SCG3, HSPA4L, SNAP91, GRM8, COIL, DDX25, PACRG, SLC12A2",scissor,binary_ad_GSE109887_merged_seurat,ad
HALLMARK_TGF_BETA_SIGNALING,0.000156364012600806,0.000710745511821847,0.518848077743792,0.626694802443395,2.03290219376325,34,"SERPINE1, TGFBR1, JUNB, ID3, ID2, SKIL, ID1, BCAR3, TGFB1, IFNGR2, ENG, RAB31, BMPR1A, SMAD3",scissor,binary_ad_GSE109887_merged_seurat,ad
HALLMARK_TNFA_SIGNALING_VIA_NFKB,4.71746140205696e-17,2.35873070102848e-15,1.06720998682811,0.710691454804455,2.81974727279249,95,"SERPINE1, CD69, GPR183, IL18, OLR1, CD83, TLR2, KYNU, B4GALT1, DUSP1, CCL2, ETS2, ZFP36, CEBPD, SLC2A3, PFKFB3, NR4A3, CEBPB, CD44, CDKN1A, MAP3K8, JUNB, BTG2, IER2, ID2, TNC, SAT1, KLF6, GADD45B, FOS, REL, NR4A2, PTPRE, GEM, JUN, RIPK2, NFKBIA, EGR1, NR4A1, CCND1, GFPT2, IFNGR2, BHLHE40, IL6ST, FOSL2, JAG1, BCL6",scissor,binary_ad_GSE109887_merged_seurat,ad
HALLMARK_UNFOLDED_PROTEIN_RESPONSE,0.940298507462687,1,0.0673623868166279,-0.159840859519581,-0.679992222674067,60,"VEGFA, BAG3, LSM1, TUBB2A, HYOU1",scissor,binary_ad_GSE109887_merged_seurat,ad
HALLMARK_UV_RESPONSE_DN,0.109859154929577,0.274647887323944,0.157402899305283,0.330099050675583,1.28786986225233,88,"SERPINE1, DUSP1, RUNX1, TGFBR2, IGFBP5, ID1, NRP1, GRK5, CELF2, CITED2, PPARG, MIOS, BHLHE40, ABCC1, CAP2, MT1E, BMPR1A, SMAD3",scissor,binary_ad_GSE109887_merged_seurat,ad
HALLMARK_UV_RESPONSE_UP,0.71264367816092,0.930567559781043,0.0460457683018055,0.221665538588903,0.847752099510283,79,"LYN, JUNB, BTG2, ARRB2, FOS, CEBPG, NFKBIA, NR4A1, BID, IL6ST",scissor,binary_ad_GSE109887_merged_seurat,ad
HALLMARK_WNT_BETA_CATENIN_SIGNALING,0.989830508474576,1,0.0385579101998489,0.147601904087788,0.447633898389211,24,"PPARD, JAG1, NUMB",scissor,binary_ad_GSE109887_merged_seurat,ad
HALLMARK_XENOBIOTIC_METABOLISM,0.0605633802816901,0.189260563380282,0.216542836735348,0.345894401351863,1.35340914252136,91,"SERPINE1, KYNU, ETS2, GCNT2, MAN1A1, ID2, FAS, TMEM176B, PPARD, ESR1, LPIN2, SLC6A6, FBLN1, MT2A, IGF1, BLVRB",scissor,binary_ad_GSE109887_merged_seurat,ad
HALLMARK_ADIPOGENESIS,0.471698113207547,0.604741170778907,0.287857117255149,0.199749691164773,1.00012867522602,122,"ENPP2, QDPR, PIM3, LIPE, DHCR7, PHLDB1, TALDO1, NDUFB7, ETFB, ECHS1, SOD1, TKT, JAGN1, GPAT4, PPM1B, TOB1, CAT, ARAF, UBC, CS, ECH1, RETSAT, YWHAG, SLC27A1, ACLY, UQCRQ, MYLK, LIFR, MDH2, GPX4, RIOK3, ALDOA, SNCG, SLC25A1, UCK1, CMPK1, PFKL, UQCR10, ANGPTL4, REEP5, UBQLN1, AK2",scAB,binary_ad_GSE109887_merged_seurat,ad
HALLMARK_ALLOGRAFT_REJECTION,3.46941161233105e-06,8.67352903082763e-05,0.627256739718528,-0.580842386577411,-1.95571208551301,76,"CD86, SRGN, LY86, PTPRC, IL18, HLA-DQA1, ST8SIA4, HLA-DMB, TLR2, HCLS1, CD74, LYN, CTSS, STAT4, HLA-DRA, CCND2, CRTAM, HDAC9, EGFR, PRKCB, JAK2, TLR1, ITGAL, IL16, BCAT1, HLA-E, TGFB1, CD96, HIF1A, PRKCG, ACVR2A, THY1, NCK1, ETS1, GLMN, IFNGR2, STAT1",scAB,binary_ad_GSE109887_merged_seurat,ad
HALLMARK_ANDROGEN_RESPONSE,0.436170212765957,0.601903695408735,0.222056046145248,0.22226059552213,1.00885196759444,74,"SCD, ADAMTS1, NDRG1, DHCR24, MAP7, AZGP1, SLC38A2, FADS1, INSIG1, SGK1, ELOVL5, SRF, PA2G4, ARID5B, ADRM1, ELK4, RRP12, ELL2, APPBP2, TPD52, RAB4A, NCOA4, LIFR, CDC14B",scAB,binary_ad_GSE109887_merged_seurat,ad
HALLMARK_ANGIOGENESIS,0.0518617021276596,0.123480243161094,0.227987202850442,-0.552761896109093,-1.49580771237476,20,"OLR1, VCAN, CCND2, TNFRSF21, FGFR1, COL5A2, NRP1, VEGFA, VAV2, JAG1, ITGAV, JAG2, LPL",scAB,binary_ad_GSE109887_merged_seurat,ad
HALLMARK_APICAL_JUNCTION,0.381256656017039,0.582271329022538,0.0611692626746689,-0.3039968732415,-1.06106656578009,112,"CD86, SYK, PTPRC, COL9A1, VCAN, MPZL1, B4GALT1, SKAP2, SDC3, CDH6, ITGA9, EGFR, ADRA1B, CD276, CALB2, NEGR1, CNTN1, ADAM23, LAMA3, ATP1A3, ARHGEF6, MYH10, ITGA3, VAV2, NRXN2, CDH4, VCL, IRS1, THY1, LIMA1, CADM3, MDK, ACTN1, PARVA, EVL",scAB,binary_ad_GSE109887_merged_seurat,ad
HALLMARK_APICAL_SURFACE,0.107142857142857,0.223214285714286,0.154190966581424,-0.496024801199078,-1.3665339948837,22,"NTNG1, SULF2, LYN, B4GALT1, AFAP1L2, RTN4RL1, ATP8B1, SRPX, THY1, GSTM3, EFNA5",scAB,binary_ad_GSE109887_merged_seurat,ad
HALLMARK_APOPTOSIS,0.896288209606987,0.968484848484849,0.0213630317196063,-0.221878711430511,-0.754316332853329,88,"IL18, CCND1, PLPPR4, CD69, PLAT, CD14, CCND2, NEDD9, GADD45A, HGF, GPX1, DCN, BID, SAT1, DAP, TIMP3, BGN, CD44",scAB,binary_ad_GSE109887_merged_seurat,ad
HALLMARK_BILE_ACID_METABOLISM,0.0141034026795382,0.0587641778314092,0.380730400722792,0.347003774616791,1.48848151896608,55,"SLCO1A2, ABCA8, ABCA2, DHCR24, ABCA6, FADS1, LIPE, RBP1, NPC1, HSD17B4, CYP27A1, HSD17B6, SOD1",scAB,binary_ad_GSE109887_merged_seurat,ad
HALLMARK_CHOLESTEROL_HOMEOSTASIS,0.00836985760641055,0.0380448073018661,0.380730400722792,0.38811922692171,1.63084017600085,50,"SCD, CD9, ABCA2, GNAI1, LSS, SEMA3B, MVK, DHCR7, FDFT1, SQLE, ACSS2, CPEB2, PCYT2, LDLR, FASN, HSD17B7, ECH1, CHKA, ALCAM, SREBF2, ERRFI1, ATF3, ACAT2, FDPS, CLU",scAB,binary_ad_GSE109887_merged_seurat,ad
HALLMARK_COAGULATION,0.739428571428571,0.880272108843538,0.0337507376805299,-0.258523627928109,-0.831177676029966,57,"OLR1, A2M, C3, PLAT, C1QA, DUSP6, PROS1, GNG12, LRP1, CTSB, APOC1, PREP, TIMP3, CAPN5, PRSS23, SERPING1",scAB,binary_ad_GSE109887_merged_seurat,ad
HALLMARK_COMPLEMENT,0.0175083974615109,0.0643340273857333,0.352487857583619,-0.406344890503036,-1.40788091256131,105,"PLA2G4A, KYNU, PIK3R5, GNG2, OLR1, ZEB1, C1QC, C3, LYN, CTSS, PLAT, GNB4, DGKG, PLSCR1, C1QA, DUSP6, SH2B3, PCLO, CDH13, ZFPM2, FCER1G, CP, JAK2, CEBPB, LRP1, CTSB, KCNIP3, APOC1, PREP, ME1, SPOCK2, GPD2, GRB2, USP15, RASGRP1, HPCAL4, DGKH, SERPING1",scAB,binary_ad_GSE109887_merged_seurat,ad
HALLMARK_DNA_REPAIR,0.0183206814327553,0.0643340273857333,0.352487857583619,0.297806770537673,1.40593816952014,84,"TYMS, POLR2F, POLR2I, MRPL40, POLR2G, DAD1, PDE4B, BCAP31, GTF3C5, SNAPC5, TMED2, GUK1, POLR2J, NELFB, ADRM1, AK1, POLR2E, RBX1, POLE4, EDF1, RPA2, NELFE, COX17, GPX4, SUPT5H, TAF12, PCNA, GTF2A2, SEC61A1, TP53, NUDT21, SRSF6",scAB,binary_ad_GSE109887_merged_seurat,ad
HALLMARK_E2F_TARGETS,0.000442354956540582,0.00552943695675727,0.49849310876659,0.359494492537772,1.69716433202177,84,"CCP110, CDKN1B, PHF5A, SMC4, CDKN2A, STMN1, BRMS1L, RFC1, SHMT1, MCM7, PA2G4, DDX39A, SMC1A, HMGA1, RAD21, TMPO, POLE4, TBRG4, RPA2, MMS22L, CSE1L, NASP, USP1, POLD2, PCNA, LBR, TP53, NUDT21, DNMT1, AK2, NOP56, NUP205, RANBP1, HELLS, HMGB2, PAN2, EED, PRPS1, NUP107, RPA1, MLH1, RAD1, DEK, BRCA1, PPM1D, NOLC1, DUT, SRSF2, RAN, SSRP1, SMC3",scAB,binary_ad_GSE109887_merged_seurat,ad
