"",p_val,avg_log2FC,pct.1,pct.2,p_val_adj,cluster,gene
GRN,0,-1.69401241849628,0.33,0.612,0,Other,GRN
BASP1,0,-1.11118146161593,0.167,0.446,0,Other,BASP1
HSPA5,0,-0.493936258077262,0.406,0.669,0,Other,HSPA5
PSAP,0,-1.68507003408776,0.507,0.77,0,Other,PSAP
CTSZ,0,-1.96897069226387,0.256,0.518,0,Other,CTSZ
HSP90B1,0,-0.931358929585916,0.579,0.838,0,Other,HSP90B1
TMED10,0,-0.634829906720309,0.367,0.626,0,Other,TMED10
LAP3,0,-0.988249700705362,0.263,0.511,0,Other,LAP3
RABAC1,0,-0.482873189972018,0.41,0.652,0,Other,RABAC1
SAA1,0,2.15262175816083,0.359,0.117,0,Other,SAA1
FCGRT,0,-1.62555812604431,0.219,0.459,0,Other,FCGRT
KDELR1,0,-0.661591441867673,0.353,0.593,0,Other,KDELR1
FKBP2,0,-0.71488201579114,0.368,0.605,0,Other,FKBP2
CD63,0,-1.10722717112151,0.647,0.883,0,Other,CD63
TMBIM6,0,-0.48864942413315,0.589,0.823,0,Other,TMBIM6
CANX,0,-0.561754099990142,0.364,0.594,0,Other,CANX
CYBA,0,-0.746072666737888,0.587,0.816,0,Other,CYBA
MARCKS,0,-1.51629095715726,0.351,0.579,0,Other,MARCKS
VCAN,0,-1.64667702028453,0.121,0.349,0,Other,VCAN
AKR1A1,0,-0.607173184828055,0.353,0.58,0,Other,AKR1A1
PLD3,0,-1.65897087345702,0.162,0.388,0,Other,PLD3
PDIA6,0,-0.496369405662922,0.498,0.721,0,Other,PDIA6
ATOX1,0,-0.690234278892032,0.425,0.647,0,Other,ATOX1
CTSS,0,-1.6461634305446,0.173,0.394,0,Other,CTSS
MYDGF,0,-0.651055077598736,0.342,0.561,0,Other,MYDGF
PHPT1,0,-0.413328360957609,0.324,0.542,0,Other,PHPT1
SSR1,0,-0.464432379522612,0.333,0.55,0,Other,SSR1
SSR3,0,-0.601781166068638,0.504,0.716,0,Other,SSR3
FKBP11,0,-1.773719933187,0.123,0.33,0,Other,FKBP11
FDCSP,0,2.91987050602827,0.287,0.082,0,Other,FDCSP
NPC2,0,-0.927162603825056,0.556,0.76,0,Other,NPC2
CTSL,0,-2.20088186246157,0.118,0.32,0,Other,CTSL
HDLBP,0,-0.591111660678376,0.261,0.456,0,Other,HDLBP
XBP1,0,-1.55799546156225,0.476,0.67,0,Other,XBP1
SCARB2,0,-1.10890436785254,0.154,0.348,0,Other,SCARB2
IGHG3,0,-4.75374618267072,0.107,0.3,0,Other,IGHG3
HADHA,0,-0.412254173026895,0.24,0.431,0,Other,HADHA
KRT6A,0,1.85170266133547,0.3,0.111,0,Other,KRT6A
IGHG1,0,-6.08535380036397,0.157,0.345,0,Other,IGHG1
VIM,0,-0.75188448784085,0.688,0.875,0,Other,VIM
SERPING1,0,-2.28833703220534,0.087,0.274,0,Other,SERPING1
APOE,0,-2.76384364685819,0.245,0.431,0,Other,APOE
AIF1,0,-2.51307877098794,0.071,0.256,0,Other,AIF1
SPCS3,0,-0.773979482435987,0.268,0.451,0,Other,SPCS3
CCDC88A,0,-1.09590582513912,0.141,0.322,0,Other,CCDC88A
WFDC2,0,2.02506149943052,0.392,0.212,0,Other,WFDC2
OS9,0,-0.62789331797264,0.203,0.383,0,Other,OS9
LRRC59,0,-0.76391969172278,0.148,0.327,0,Other,LRRC59
SFRP1,0,1.54092843519622,0.431,0.252,0,Other,SFRP1
MFSD1,0,-1.41726925605472,0.156,0.334,0,Other,MFSD1
MGAT1,0,-0.837560560731207,0.172,0.35,0,Other,MGAT1
LYZ,0,-1.92359471953961,0.105,0.281,0,Other,LYZ
ITM2C,0,-0.899281707725583,0.14,0.315,0,Other,ITM2C
TCF4,0,-0.497030915619494,0.166,0.34,0,Other,TCF4
IL32,0,1.40730494556801,0.46,0.287,0,Other,IL32
FCER1G,0,-1.96904961173055,0.11,0.283,0,Other,FCER1G
MEF2C,0,-0.794314557959098,0.082,0.255,0,Other,MEF2C
ACADVL,0,-0.668198866131299,0.172,0.345,0,Other,ACADVL
SNX2,0,-0.751588257071485,0.154,0.325,0,Other,SNX2
SEL1L,0,-1.27102767909568,0.089,0.259,0,Other,SEL1L
HIF1A,0,-0.905606821878213,0.19,0.36,0,Other,HIF1A
FN1,0,-2.51648089875079,0.142,0.31,0,Other,FN1
TYROBP,0,-1.89402642349878,0.115,0.278,0,Other,TYROBP
S100P,0,1.6297815892875,0.453,0.292,0,Other,S100P
PMAIP1,0,1.54469283759421,0.426,0.267,0,Other,PMAIP1
CLEC7A,0,-1.47972748773495,0.11,0.268,0,Other,CLEC7A
MAL2,0,1.5365198590456,0.465,0.308,0,Other,MAL2
DDIT4,0,2.09229553404581,0.633,0.478,0,Other,DDIT4
SERPINB6,0,-0.850351931065243,0.1,0.255,0,Other,SERPINB6
KRT17,0,1.38350941542792,0.493,0.338,0,Other,KRT17
PDZK1IP1,0,1.99351850266833,0.35,0.195,0,Other,PDZK1IP1
LGMN,0,-1.93947509647696,0.182,0.335,0,Other,LGMN
ELL2,0,-0.857266297747372,0.104,0.257,0,Other,ELL2
SAMHD1,0,-0.779630648672811,0.119,0.271,0,Other,SAMHD1
SEC14L1,0,-0.539407327053093,0.13,0.282,0,Other,SEC14L1
CLDN4,0,1.40011617874273,0.524,0.374,0,Other,CLDN4
CD24,0,1.12075484911684,0.572,0.422,0,Other,CD24
TACSTD2,0,1.31153403190538,0.492,0.344,0,Other,TACSTD2
RHOV,0,2.11244377286627,0.352,0.205,0,Other,RHOV
PLXDC2,0,-1.41003823651497,0.119,0.261,0,Other,PLXDC2
ITGB2,0,-1.03766627515013,0.122,0.263,0,Other,ITGB2
HLA-DQA1,0,-1.70250983206181,0.133,0.273,0,Other,HLA-DQA1
ATF5,1.1125369292536e-308,-0.876280104134625,0.137,0.282,1.11253692926012e-308,Other,ATF5
HADHB,1.1125369292536e-308,-0.569098303373929,0.186,0.353,1.11253692927315e-308,Other,HADHB
LY6K,1.11253692925361e-308,1.79580487026598,0.309,0.162,1.11253692939695e-308,Other,LY6K
ZEB2,1.11253692925465e-308,-0.587598140802525,0.116,0.261,1.11253694310606e-308,Other,ZEB2
TUBA1A,1.11253693065567e-308,-0.467586295093726,0.308,0.511,1.11255541978356e-308,Other,TUBA1A
GDI2,1.11390171263478e-308,-0.455843277726897,0.376,0.581,3.59975264620295e-307,Other,GDI2
TPP1,1.19575340991417e-308,-1.08922309587657,0.123,0.257,2.19491789390309e-305,Other,TPP1
SLPI,1.42417332203614e-307,1.27210510883389,0.465,0.316,1.87819977710126e-303,Other,SLPI
STAT1,1.04933221706313e-306,-0.552937633608198,0.286,0.479,1.38385932786286e-302,Other,STAT1
RAB10,8.64440522338254e-305,-0.585829401875313,0.274,0.452,1.14002416085969e-300,Other,RAB10
DMKN,2.71905449972021e-299,1.83484982753025,0.336,0.198,3.58588907423101e-295,Other,DMKN
EFNA1,2.09941449629576e-296,1.66148185145721,0.383,0.25,2.76870783771484e-292,Other,EFNA1
