"",p_val,avg_log2FC,pct.1,pct.2,p_val_adj
PSME2,0,-3.56762709473565,0.168,0.901,0
PSME1,0,-2.84720579723542,0.212,0.888,0
PSMB3,0,-3.31963514297061,0.381,0.893,0
VIM,2.05598615521941e-293,2.99968005869036,0.807,0.262,2.51467666644887e-289
PSMB8,1.00478889669889e-283,-2.96222000257748,0.122,0.726,1.22895729955241e-279
MIEN1,1.0066678611542e-281,-2.75406452344949,0.292,0.811,1.2312554609777e-277
CISD3,1.50734206428425e-274,-3.15648624081979,0.188,0.734,1.84363007882606e-270
MZT2A,3.47242262178312e-272,-2.84925956553039,0.145,0.733,4.24712010870293e-268
SPARC,9.90475548273987e-256,9.11636738504287,0.559,0.025,1.21145064309391e-251
KRT19,3.78434528591328e-251,-2.32790889233649,0.224,0.803,4.62863271920054e-247
IGFBP7,4.30878516500264e-242,8.09199680380566,0.545,0.031,5.27007513531473e-238
DUSP1,1.3500769539593e-237,3.17414881478985,0.766,0.387,1.65127912238762e-233
XBP1,2.69864756664525e-236,-1.49927763573861,0.34,0.873,3.30071583876381e-232
S100A14,1.00464059558425e-223,-3.04335984107366,0.087,0.592,1.2287759124591e-219
RARRES3,1.17167033400551e-218,-2.61478502310133,0.196,0.702,1.43306998552214e-214
PRDX2,3.9199881687333e-213,-1.78402592880849,0.311,0.819,4.79453752917769e-209
MAL2,4.19605963893518e-211,-2.32694478832758,0.12,0.633,5.13220054438162e-207
KLF6,8.26833417835291e-208,3.10156952342904,0.748,0.461,1.01129995335434e-203
SNRPE,1.04625357653101e-206,-1.73145424415866,0.334,0.829,1.27967274945508e-202
SMIM22,2.09897582892926e-202,-2.6249521532562,0.084,0.567,2.56725733636337e-198
CENPX,2.12699775602913e-199,-1.9843147509759,0.191,0.705,2.60153095539923e-195
HMGN1,1.59856809452584e-198,-1.65664294276655,0.414,0.851,1.95520863641455e-194
ERBB2,1.74967514832984e-197,-1.45724487096262,0.268,0.769,2.14002767392223e-193
AZGP1,9.90149483882242e-197,-1.88026173156998,0.137,0.651,1.21105183373637e-192
TSTD1,1.02911273540837e-196,-1.7987571622465,0.182,0.717,1.25870778667798e-192
NDUFS6,3.67373886997808e-196,-1.84930512291119,0.352,0.828,4.49335001187019e-192
SPDEF,7.19263909857162e-196,-2.27792481433756,0.08,0.559,8.79731688146296e-192
SLC9A3R1,2.04820977048173e-192,-2.03744492687081,0.127,0.635,2.50516537027621e-188
UQCC2,5.2044320510525e-192,-1.89490576452666,0.172,0.693,6.36554084164231e-188
KRT18,1.72182718071058e-189,-1.72978586643783,0.218,0.727,2.10596682472711e-185
LGALS1,3.20735896986365e-189,2.87211325722087,0.76,0.453,3.92292075604023e-185
NME1,3.49304000281343e-189,-2.13267225787838,0.167,0.667,4.27233722744111e-185
LRRC26,6.07373745206622e-186,-2.71004866997389,0.061,0.505,7.4287882776222e-182
GGCT,9.36709950125901e-186,-2.01314611356082,0.169,0.667,1.14568993999899e-181
JPT1,1.14745983912069e-185,-1.87783175913282,0.212,0.723,1.40345812922851e-181
SRP9,1.59343902723873e-185,-1.72052686297069,0.257,0.767,1.94893527421569e-181
MRPL45,4.46403599841614e-184,-2.82741865607918,0.064,0.503,5.45996242966278e-180
PCBD1,3.40897442915642e-183,-2.35707354422773,0.176,0.66,4.16951662430122e-179
SPINT2,2.40190106319773e-182,-1.64121274624448,0.229,0.737,2.93776519039714e-178
H2AFZ,1.18841872579131e-178,-1.81842951230794,0.441,0.869,1.45355494351535e-174
CD24,4.84428247171059e-177,-0.73108540816539,0.235,0.749,5.92504189114922e-173
PLGRKT,1.91896867863602e-175,-2.32111238731916,0.094,0.545,2.34709059083972e-171
ECHS1,1.21238640561934e-172,-1.74764911180564,0.159,0.652,1.48286981271302e-168
FN1,1.94405847789765e-172,5.75377453815908,0.518,0.112,2.37777792431661e-168
PDCD6,6.34809195298732e-171,-2.09832828398553,0.276,0.754,7.76435126769879e-167
CWC25,1.31487955735336e-170,-1.81510940086588,0.131,0.6,1.60822918659889e-166
DCXR,1.44362409727313e-170,-1.86690707767555,0.164,0.648,1.76569663337477e-166
LSM4,2.74016313904592e-170,-1.85063673356792,0.194,0.674,3.35149353536706e-166
LAPTM4B,8.46751008297573e-170,-2.23316126062051,0.136,0.587,1.03566115824876e-165
SUB1,1.70743021693178e-169,-1.46357263695255,0.472,0.919,2.08835789832926e-165
MPC2,1.17571325011592e-166,-2.21645706847254,0.198,0.681,1.43801487621678e-162
COX6C,1.87886270500568e-165,-1.50160763935317,0.614,0.928,2.29803697449244e-161
PARP1,4.29438192115421e-165,-1.73781966865197,0.129,0.595,5.25245852776371e-161
TPD52,1.46648777248985e-164,-1.58031081331864,0.12,0.596,1.79366119453234e-160
IDH2,1.47795309485992e-164,-1.60527175019702,0.188,0.685,1.80768443032317e-160
POLR2K,8.86725521517437e-163,-1.64605942507407,0.241,0.725,1.08455398536798e-158
EPCAM,1.58669405114515e-162,-1.90972888342301,0.113,0.559,1.94068549395564e-158
RPA3,1.36252890763343e-161,-1.87121466061524,0.131,0.594,1.66650910692645e-157
CREB3L4,3.80817917147282e-161,-1.93079006015711,0.08,0.508,4.65778394462841e-157
UQCRH,4.24428073482908e-161,-1.22410962769539,0.513,0.88,5.19117976676945e-157
CKS1B,8.91839984264736e-161,-2.30988159016917,0.117,0.551,1.0908094847542e-156
EFHD1,2.8297745446993e-159,-1.74157861790354,0.106,0.552,3.46109724562172e-155
SEC11C,2.99527864031378e-159,-2.08874780950876,0.121,0.567,3.66352530496779e-155
MLLT6,1.52186300561685e-158,-1.65500350522555,0.138,0.595,1.86139064216997e-154
LSM3,3.9056101648656e-158,-1.44655800550392,0.277,0.76,4.77695179264712e-154
RAN,2.82168287768875e-157,-1.47134848479499,0.362,0.82,3.4512003277011e-153
GSN,1.57850582258553e-155,4.05750157919521,0.583,0.232,1.93067047160436e-151
MRPL36,2.58511588512878e-155,-1.64699746765998,0.145,0.608,3.16185523910101e-151
COX7A2,6.42323408312357e-155,-1.05531779995717,0.579,0.925,7.85625760706844e-151
NDUFAB1,2.85246013266536e-154,-1.34512388808084,0.226,0.726,3.488843988263e-150
ANAPC16,1.38207533648323e-153,-1.61531050862558,0.349,0.801,1.69041634405263e-149
TXNDC17,1.24567099103943e-151,-1.35113191857313,0.229,0.728,1.52358018914033e-147
FASN,2.90636431319136e-151,-1.46630085812309,0.103,0.535,3.55477419146436e-147
MGST1,1.46611601095407e-150,-1.88423213174381,0.223,0.667,1.79320649299792e-146
DCTPP1,3.08856134502701e-148,-1.77429198658433,0.089,0.505,3.77761938110254e-144
MZT2B,2.43413952122358e-147,-1.24891470274681,0.459,0.871,2.97719604840857e-143
AR,6.83193272398516e-146,-1.94208500945697,0.094,0.504,8.35613691470625e-142
KRT8,8.44973358283263e-146,-1.15828731204067,0.223,0.712,1.03348691451626e-141
CALD1,1.64506493010443e-145,4.39069232235945,0.57,0.244,2.01207891601073e-141
FXYD3,2.47687451938603e-145,-1.62351835368022,0.149,0.594,3.02946522466105e-141
MRPL12,6.07254887115059e-144,-1.82466752619364,0.131,0.558,7.42733452430429e-140
