"",p_val,avg_log2FC,pct.1,pct.2,p_val_adj
ZFAND5,0,-2.63094592377177,0.257,0.802,0
TMBIM6,0,-2.18170639741827,0.383,0.928,0
PPA1,1.29932339655056e-280,-2.40602898729493,0.219,0.675,1.9751014950965e-276
PSMB2,1.24763415202938e-236,-1.99519966203076,0.191,0.645,1.89652867449986e-232
SOD2,3.87886440965711e-211,-2.23142870130635,0.402,0.767,5.89626178911977e-207
NPC2,4.45995084093293e-201,-1.46461343847996,0.403,0.797,6.77957127330214e-197
PLAUR,4.38474656463246e-174,-1.69933565006117,0.243,0.63,6.6652532528978e-170
RAB13,4.00052959438803e-171,-1.51557802570352,0.18,0.571,6.08120503642924e-167
NECTIN2,6.79734235654465e-168,-1.74302597871656,0.144,0.521,1.03326401161835e-163
PKM,7.73193473280276e-164,-1.23780640662256,0.429,0.777,1.17533139873335e-159
HMGA1,6.96436312831283e-160,-1.56725057541792,0.286,0.657,1.05865283913483e-155
TXN,1.24630234111916e-154,-1.45396446110308,0.607,0.872,1.89450418873523e-150
CREG1,1.41789029824149e-153,-1.74798117144522,0.144,0.512,2.15533504235689e-149
CD63,9.09862983812108e-150,-0.957999617119417,0.552,0.852,1.38308272169279e-145
GPX1,3.86418953138997e-148,-1.02330186104611,0.435,0.783,5.87395450666589e-144
CSTB,1.30233074271062e-147,-1.09716474821707,0.404,0.763,1.97967296199442e-143
CD9,6.97399644773089e-141,-1.62902557135718,0.21,0.554,1.06011720001957e-136
CST3,3.30112043882428e-140,-1.41421682193905,0.309,0.66,5.01803317905679e-136
CXCL8,2.25398329673801e-138,-1.80613301201428,0.276,0.61,3.42628000937145e-134
GSTP1,1.58552953652052e-136,-1.18494483653516,0.448,0.778,2.41016344846484e-132
CTSB,2.89333472763038e-135,-1.47537062053704,0.263,0.626,4.39815811947093e-131
PEA15,1.83755373726746e-134,-1.15383111111762,0.167,0.522,2.79326543602026e-130
LGALS3,2.58681895040181e-134,-1.019298441687,0.459,0.799,3.93222348650579e-130
TXNRD1,7.16141441959473e-134,-1.38143594986113,0.176,0.525,1.08860660592259e-129
TM4SF1,4.73545458582006e-132,-2.24073138386894,0.22,0.514,7.19836451590508e-128
PSAP,5.0004588996626e-131,-1.22589485175155,0.404,0.772,7.60119757337713e-127
ANXA5,6.31743840191015e-131,-1.39990847124724,0.303,0.658,9.60313811474362e-127
YBX3,3.72605620127911e-128,-1.0232011843094,0.34,0.677,5.66397803156438e-124
GRN,2.34998234625033e-122,-1.46797593220276,0.186,0.52,3.57220816453513e-118
CHMP4B,6.59915126270797e-122,-0.890816709059454,0.389,0.738,1.00313698344424e-117
IER3,1.46959022059126e-121,-0.93097002102477,0.296,0.65,2.23392409432078e-117
S100A13,1.69297624352814e-121,-1.50604050067914,0.192,0.504,2.57349318778713e-117
RIPK2,1.9139924196484e-120,-1.12040945798707,0.18,0.519,2.90945987710753e-116
TNFRSF12A,4.35166569457371e-120,-1.35000879393953,0.252,0.566,6.6149670223215e-116
ATOX1,8.11144281002029e-120,-0.977024902190378,0.215,0.571,1.23302042155118e-115
TALDO1,6.97348717842811e-119,-1.16580755481105,0.225,0.571,1.06003978599286e-114
ENO1,9.62094736926524e-119,-0.913236775027299,0.517,0.813,1.46248020960201e-114
TPM4,8.38086887480783e-118,-0.913945077109901,0.315,0.683,1.27397587765954e-113
CYC1,1.02560296080505e-114,-1.00290346121175,0.257,0.598,1.55901906071975e-110
CD59,3.07319725223583e-113,-1.20699282534716,0.296,0.635,4.67156714312368e-109
RHEB,1.20857624562783e-111,-0.885977959226446,0.379,0.726,1.83715675097886e-107
PSME2,5.84480433721271e-109,-0.860346159092975,0.318,0.669,8.88468707299704e-105
APLP2,1.10651181336701e-108,-0.936223529094816,0.216,0.554,1.6820086074992e-104
EMP1,2.65726625572452e-107,-1.06246174606077,0.217,0.541,4.03931043532685e-103
BRI3,3.39148520847834e-107,-0.752593182970522,0.371,0.743,5.15539666540793e-103
PDCD5,1.31593240582103e-106,-1.00385617249505,0.245,0.568,2.00034885008855e-102
RHOC,1.97473771793126e-106,-1.00590948880364,0.27,0.605,3.0017988050273e-102
H2AFY,5.69532836494938e-106,-0.773250468666298,0.24,0.588,8.65746864755955e-102
ANXA2,5.71611709771832e-106,-0.782218326679591,0.524,0.833,8.68906960024161e-102
TSC22D1,1.81076538998827e-104,-0.976675570088375,0.222,0.542,2.75254446932118e-100
PSMB5,2.22094384788009e-104,-1.03461106517864,0.231,0.556,3.37605674316253e-100
PRDX5,4.38555470487522e-104,-1.0275262532473,0.346,0.668,6.66648170688082e-100
TUBA1C,4.88044487053382e-104,-0.915809918584127,0.296,0.638,7.41876424769846e-100
ATP6V0B,1.77824214279276e-103,-0.758064968643397,0.408,0.761,2.70310588125927e-99
HDGF,2.95434043869007e-100,-1.06641204179891,0.22,0.53,4.49089290085278e-96
CANX,7.52235729288471e-100,-0.723128395485254,0.231,0.574,1.14347353209141e-95
PDXK,3.58145730297656e-99,-0.831525912168968,0.186,0.504,5.44417324625468e-95
CHMP2B,5.08407367981005e-99,-0.802383311242688,0.224,0.548,7.72830040067925e-95
FKBP1A,6.63955213071776e-99,-0.892191121285159,0.319,0.649,1.00927831939041e-94
SHFM1,3.05192988774357e-96,-0.713055518009395,0.322,0.672,4.639238622359e-92
PNPLA8,4.96043318727571e-95,-0.810184667494569,0.194,0.503,7.54035448797781e-91
HNRNPAB,6.97401035127461e-95,-0.783218653422336,0.216,0.532,1.06011931349725e-90
TKT,9.14527057594266e-95,-0.720691530809893,0.209,0.529,1.39017258024904e-90
IFI27,1.0724522328365e-94,-1.26620899785887,0.236,0.514,1.63023463913476e-90
CD47,5.25047411309207e-94,-0.914965863218581,0.216,0.519,7.98124569931125e-90
YWHAE,6.38867326520511e-94,-0.713554605467982,0.352,0.696,9.71142223043829e-90
CD55,1.76505577975383e-93,-0.883030967603511,0.245,0.563,2.68306129080379e-89
NDUFB9,8.90106787059957e-93,-1.10188282503703,0.409,0.711,1.35305132700984e-88
LRRC59,2.3616729710719e-92,-0.836325775444251,0.226,0.54,3.5899790833264e-88
GSTO1,5.33111148193472e-92,-1.30100462519354,0.278,0.558,8.10382256368896e-88
PPP1R14B,7.90620297117298e-92,-1.05694673207412,0.275,0.567,1.201821913648e-87
TMEM147,1.72343299388463e-90,-0.94894393842788,0.272,0.581,2.61979049400403e-86
PTMS,1.89159931065872e-88,-0.769027845412168,0.219,0.53,2.87542011213233e-84
CYSTM1,1.15209929382889e-86,-0.734492511925851,0.211,0.513,1.7513061365493e-82
CHCHD10,2.88963054796444e-86,-1.24364693984298,0.232,0.506,4.39252739596075e-82
TYMP,8.19418988193486e-86,-1.07966876268017,0.231,0.513,1.24559880395292e-81
MAP3K8,1.24202976727518e-83,-0.797310850377559,0.273,0.584,1.88800944923501e-79
HIF1A,6.48588740727629e-82,-0.750975213123079,0.245,0.539,9.85919744780069e-78
LAMTOR2,8.54196411055607e-81,-0.701003086762553,0.208,0.501,1.29846396444563e-76
COX6B1,7.1872861026341e-80,-0.717977451458757,0.561,0.825,1.09253936046141e-75
UBE2D1,7.10970900703459e-79,-0.712945030556182,0.22,0.509,1.08074686615933e-74
GADD45A,8.55456599708944e-79,-0.861624465491857,0.316,0.606,1.30037957721757e-74
NINJ1,1.53897107060656e-78,-0.917487898822012,0.307,0.597,2.33938992442904e-74
ATP5G1,1.84680955836158e-78,-0.705784134079205,0.225,0.516,2.80733520966544e-74
PRDX1,2.30383750553416e-77,-0.792512956427274,0.486,0.777,3.50206339216247e-73
CDKN1A,1.53386352087232e-75,-0.793649788770902,0.259,0.54,2.33162593807801e-71
CTSD,1.42028385202346e-74,-1.22008513904669,0.311,0.602,2.15897348346086e-70
EIF5A,7.44060356223999e-74,-0.722717178880443,0.442,0.731,1.1310461474961e-69
CEBPD,3.47149365157633e-69,-0.809791796395039,0.299,0.568,5.27701749976118e-65
HEBP2,1.95109777078e-59,-0.957754380431179,0.28,0.53,2.96586372136268e-55
