"",nfeature,imputation,independent,TPR,FPR,TNR,FNR,F1,Accuracy
1,1800,None,FALSE,0.0280835767243316,0.00156383281205573,0.998436167187944,0.971916423275668,0.0545672814580378,0.456388052208835
2,2000,KNN,TRUE,0.0625140417883622,0.00824566391811203,0.991754336081888,0.937485958211638,0.116954762780434,0.472671937751004
3,3000,KNN,TRUE,0.000224668613794653,0.00469149843616719,0.995308501563833,0.999775331386205,0.000447577486852411,0.439445281124498
4,3200,ALRA,FALSE,0.00651538980004493,0.0319164060278647,0.968083593972135,0.993484610199955,0.0126299744134139,0.430942520080321
5,2800,ALRA,TRUE,0.00016850146034599,0.00774808075063975,0.99225191924936,0.999831498539654,0.000334896182183523,0.438064759036145
6,3300,None,FALSE,0.00134801168276792,0.0207563264145579,0.979243673585442,0.998651988317232,0.00264900662251656,0.432981927710843
7,1500,ALRA,FALSE,0.0654347337676927,0.00142166619277794,0.998578333807222,0.934565266232307,0.122702617304755,0.477315512048193
8,3600,ALRA,FALSE,0,0,1,1,0,0.441390562248996
9,2800,None,TRUE,0.00101100876207594,0.016562411145863,0.983437588854137,0.998988991237924,0.0019939075048463,0.434644829317269
10,600,KNN,FALSE,0.048865423500337,0.00611316462894512,0.993886835371055,0.951134576499663,0.0927505330490405,0.465988955823293
11,2600,ALRA,TRUE,0.00016850146034599,0.012368495877168,0.987631504122832,0.999831498539654,0.000333685556976809,0.436025351405623
12,1500,None,TRUE,0.0308357672433161,0.00156383281205573,0.998436167187944,0.969164232756684,0.0597551020408163,0.457925451807229
13,4200,ALRA,FALSE,0.0682992585935745,0.00149274950241683,0.998507250497583,0.931700741406426,0.127724384223518,0.478884287148594
14,4300,KNN,FALSE,0.0274095708829477,0.00255899914700028,0.997441000853,0.972590429117052,0.0532518550851157,0.455572289156627
15,3400,ALRA,FALSE,0.0097730847000674,0.0240261586579471,0.975973841342053,0.990226915299933,0.0189997816117056,0.436244979919679
16,1400,None,TRUE,0.0303864300157268,0.00149274950241683,0.998507250497583,0.969613569984273,0.0589132091908962,0.457705823293173
17,2100,KNN,TRUE,0.0517861154796675,0.00710833096388968,0.99289166903611,0.948213884520333,0.0979496441092107,0.467181224899598
18,3600,ALRA,TRUE,0.000393170074140643,0.000142166619277794,0.999857833380722,0.999606829925859,0.000785942850726997,0.441547439759036
19,4400,ALRA,TRUE,0.0515052797124242,0.000852999715666761,0.999147000284333,0.948494720287576,0.0979020979020979,0.469785391566265
20,4300,KNN,TRUE,0.0409458548640755,0.00305658231447256,0.996943417685527,0.959054145135925,0.0784883720930233,0.462914156626506
21,4200,ALRA,FALSE,0.0659402381487306,0.00142166619277794,0.998578333807222,0.934059761851269,0.12359195704811,0.477597891566265
22,3400,ALRA,TRUE,0,0.00604208131930623,0.993957918680694,1,0,0.438723644578313
23,500,ALRA,TRUE,0,0.00021324992891669,0.999786750071083,1,0,0.441296435742972
24,1600,KNN,FALSE,0.0456077286003145,0.00575774808075064,0.994242251919249,0.954392271399685,0.0868588543616623,0.464326054216867
25,2400,ALRA,FALSE,0.00134801168276792,0.0256610747796417,0.974338925220358,0.998651988317232,0.00263895761174336,0.430817018072289
26,1200,ALRA,TRUE,0.0943608177937542,0.0022746659084447,0.997725334091555,0.905639182206246,0.172166427546628,0.493097389558233
27,1600,ALRA,FALSE,0.0685800943608178,0.00156383281205573,0.998436167187944,0.931419905639182,0.128209166797921,0.479009789156627
28,700,None,TRUE,0.0298247584812402,0.00142166619277794,0.998578333807222,0.97017524151876,0.0578588940343231,0.4574234437751
