gene,logFC,AveExpr,t,P.Value,adj.P.Val,B
WDR86-AS1,-1.98656791510612,3.4702750877193,-17.4856440038255,4.27340298956358e-47,5.61867025067819e-43,95.7660963347441
SMIM6,-2.46487289013733,4.66549607017544,-15.7203906702839,1.37863367183944e-40,9.06313775867248e-37,81.1301804096981
CCDC17,-2.46691980649189,4.93752621052632,-14.5983327277595,1.80339475339352e-36,7.90367807253935e-33,71.8619951905924
CCDC96,-2.23369848938827,4.74270498245614,-12.7560410506858,8.07298426453595e-30,2.65358992775297e-26,56.876323274887
ARMC2,-1.64313987515606,3.8556818245614,-12.7164147843234,1.11648548498345e-29,2.93591023131248e-26,56.5589462267883
UBXN10,-1.45454895755306,6.51894007017544,-12.108053819015,1.56375985588728e-27,3.42671909753433e-24,51.7214904635725
NEK5,-2.57607853932584,4.77245115789474,-11.9502091282198,5.57003009840075e-27,1.04621079619676e-23,50.4780864619984
DNAH5,-2.19254968164794,5.74345880701754,-11.7113831804897,3.7679606883086e-26,6.19264339123519e-23,48.6069072415813
RSPH9,-2.03993670411985,4.40667140350877,-11.6793079442398,4.8661403256722e-26,7.05907521114982e-23,48.3565703222916
PPIL6,-1.28266531210986,5.26816568421053,-11.6669687956121,5.36893459929253e-26,7.05907521114982e-23,48.2603300289289
ZDHHC8P1,-2.480533639201,5.7550510877193,-11.4917383318972,2.16091095675964e-25,2.58287793267962e-22,46.897448267324
TPX2,2.86297843945069,8.46954652631579,11.4449469859052,3.13022619344219e-25,3.42968449928149e-22,46.5347627283994
FAM83D,3.01556202871411,7.75437936842105,11.1614534758448,2.92087843965722e-24,2.95413151727793e-21,44.3490770550863
C9orf116,-2.03239901373283,6.98556080701754,-11.1035001297872,4.59908574743727e-24,4.31919852909323e-21,43.9048267223615
RSPH1,-3.21336446941323,7.2283970877193,-11.0796385062178,5.54287324388823e-24,4.85851316070949e-21,43.7221723477987
CAPS,-2.9508215855181,8.67554831578947,-11.0408614423838,7.50457663319156e-24,6.16688584832517e-21,43.4256718065792
DUSP4,-3.47634096754058,4.99524796491228,-11.0128692572322,9.33700207396997e-24,7.2213472510916e-21,43.2118895218532
RACGAP1,2.04322612359551,9.08516859649123,10.7936810578212,5.12698561254912e-23,3.7449781574331e-20,41.5454434847367
IL20RA,-2.87163525593009,5.30669340350877,-10.4880647769503,5.38232956712925e-22,3.72457206045344e-19,39.2452616270927
IFT88,-1.39788978776529,7.40663354385965,-10.442169731447,7.642584017316e-22,5.02423473298354e-19,38.9022973258825
SLC22A4,-2.27826608614232,5.30383273684211,-10.4115536511162,9.65289570075622e-22,6.04363203207347e-19,38.673877410932
ASPM,2.81946908239701,7.81565901754386,10.3662615641451,1.36286479662477e-21,8.14497561182842e-19,38.3365079093976
TPPP3,-3.15443516229713,6.93667287719298,-10.2982350713575,2.28507266942584e-21,1.30626675902656e-18,37.8310307751354
ATAD2,2.4369911485643,8.01256814035088,10.2738490411116,2.7491643494017e-21,1.5060838694139e-18,37.6501930595007
TMEM231,-1.8940161298377,7.40827705263158,-10.1770262206499,5.71728376942681e-21,3.00683388001695e-18,36.9341188632957
CENPA,2.68969101123596,7.30880912280702,10.0888165361448,1.11098238193081e-20,5.61815244524088e-18,36.2844683723891
LCA5L,-0.912004781523097,4.54613663157895,-10.0705554052675,1.27436197801584e-20,6.20567084701935e-18,36.1503073423906
RRAD,-2.24341983146067,4.91785484210526,-10.0621683774088,1.357196995798e-20,6.37300932169717e-18,36.0887276340894
TTK,2.73767412609238,7.40005894736842,10.0464708158537,1.52687846352656e-20,6.9225510477404e-18,35.9735368967874
FDXR,-1.62585016853933,5.79878343859649,-9.97652878618497,2.57816712302937e-20,1.12992471111967e-17,35.4613266798583
