"",probs,TPR,FPR,TNR,FNR,F1,Accuracy
process_0.01,0.01,0,0.00234574921808359,0.997654250781916,1,0,0.440355170682731
process_0.02,0.02,0,0.00462041512652829,0.995379584873472,1,0,0.439351154618474
process_0.03,0.03,5.61671534486632e-05,0.00845891384702872,0.991541086152971,0.999943832846551,0.000111582236108012,0.437688253012048
process_0.04,0.04,0.000112334306897326,0.0133636622121126,0.986636337787887,0.999887665693103,0.000222296320995888,0.435554718875502
process_0.05,0.05,0.00016850146034599,0.0181262439579187,0.981873756042081,0.999831498539654,0.000332189126342598,0.433483935742972
process_0.06,0.06,0.000280835767243316,0.0238129087290304,0.97618709127097,0.999719164232757,0.000551146384479718,0.431036646586345
process_0.07,0.07,0.000337002920691979,0.0297128234290589,0.970287176570941,0.999662997079308,0.000658327847267939,0.428463855421687
process_0.08,0.08,0.000674005841383959,0.037176570941143,0.962823429058857,0.999325994158616,0.00130868640601996,0.425357680722892
process_0.09,0.09,0.000954841608627275,0.0405174864941712,0.959482513505829,0.999045158391373,0.00184873035723995,0.424039909638554
process_0.1,0.1,0.00162884745001123,0.0480523173158942,0.951947682684106,0.998371152549989,0.00313361067588741,0.421090612449799
process_0.11,0.11,0.0021343518310492,0.0516064827978391,0.948393517202161,0.997865648168951,0.0040930633347695,0.41980421686747
process_0.12,0.12,0.00258368905863851,0.0639038953653682,0.936096104634632,0.997416310941361,0.00490692836951304,0.414627259036145
process_0.13,0.13,0.00314536059312514,0.071651976116008,0.928348023883992,0.996854639406875,0.00593597625609498,0.411521084337349
process_0.14,0.14,0.00410020220175242,0.0816747227750924,0.918325277224908,0.995899797798248,0.00767370966046463,0.407630522088353
process_0.15,0.15,0.00511121096382835,0.0854421381859539,0.914557861814046,0.994888789036172,0.00953029271613342,0.406532379518072
process_0.16,0.16,0.00640305549314761,0.0958203013932329,0.904179698606767,0.993596944506852,0.0118343195266272,0.402673192771084
process_0.17,0.17,0.00769490002246686,0.104634631788456,0.895365368211544,0.992305099977533,0.0141142533353938,0.399504267068273
process_0.18,0.18,0.00893057739833745,0.107904464031845,0.892095535968155,0.991069422601663,0.0163235973512653,0.39875125502008
process_0.19,0.19,0.0105032576949,0.116576627807791,0.883423372192209,0.9894967423051,0.0190515001782894,0.395801957831325
process_0.2,0.2,0.0121882722983599,0.120415126528291,0.879584873471709,0.98781172770164,0.0220136951559726,0.395048945783133
process_0.21,0.21,0.0144349584363064,0.129087290304237,0.870912709695763,0.985565041563694,0.0258590330532777,0.392476154618474
process_0.22,0.22,0.0157268029656257,0.124680125106625,0.875319874893375,0.984273197034374,0.0282286520818631,0.395143072289157
process_0.23,0.23,0.0201078409346214,0.141526869491044,0.858473130508956,0.979892159065379,0.0355282091996229,0.39015436746988
process_0.24,0.24,0.0231408672208493,0.148777367074211,0.851222632925789,0.976859132779151,0.0405731449111232,0.388648343373494
process_0.26,0.26,0.0290945854864076,0.157662780779073,0.842337219220927,0.970905414513592,0.0504381694255112,0.388052208835341
process_0.27,0.27,0.0329139519209166,0.164771111742963,0.835228888257037,0.967086048079083,0.0565964844504539,0.387048192771084
process_0.28,0.28,0.0364524825881824,0.170244526585158,0.829755473414842,0.963547517411818,0.0622601688411358,0.386608935742972
process_0.29,0.29,0.0407211862502808,0.177281774239409,0.822718225760591,0.959278813749719,0.0689720782000666,0.385887299196787
process_0.3,0.3,0.0449898899123792,0.184532271822576,0.815467728177424,0.955010110087621,0.0755624734682326,0.385071536144578
process_0.31,0.31,0.0494832621882723,0.192493602502132,0.807506397497867,0.950516737811728,0.0823633898938905,0.384067520080321
process_0.32,0.32,0.054706807458998,0.200241683252772,0.799758316747228,0.945293192541002,0.0902060662190322,0.383565512048193
process_0.33,0.33,0.0599865198831723,0.207776514074495,0.792223485925505,0.940013480116828,0.0980041293874742,0.383189006024096
process_0.34,0.34,0.065041563693552,0.216306511231163,0.783693488768837,0.934958436306448,0.105248807089298,0.382247740963855
process_0.35,0.35,0.071219950572905,0.225191924936025,0.774808075063975,0.928780049427095,0.114028776978417,0.381777108433735
process_0.36,0.36,0.076218827229836,0.234361671879443,0.765638328120557,0.923781172770164,0.120847804791166,0.380522088353414
process_0.37,0.37,0.0823410469557403,0.241825419391527,0.758174580608473,0.91765895304426,0.129322512350035,0.380647590361446
process_0.38,0.38,0.0879015951471579,0.251350582883139,0.748649417116861,0.912098404852842,0.136651386160227,0.379549447791165
process_0.39,0.39,0.0949786564816895,0.26030707989764,0.73969292010236,0.90502134351831,0.146046551798592,0.379549447791165
process_0.4,0.4,0.102898225117951,0.269263576912141,0.730736423087859,0.897101774882049,0.156420765027322,0.380020080321285
process_0.41,0.41,0.110761626600764,0.277651407449531,0.722348592550469,0.889238373399236,0.166539988176674,0.380710341365462
process_0.42,0.42,0.118568860930128,0.28611032129656,0.713889678703441,0.881431139069872,0.176357560568087,0.381337851405623
process_0.43,0.43,0.126207593799146,0.294000568666477,0.705999431333523,0.873792406200854,0.185802290486625,0.382122238955823
process_0.44,0.44,0.135025836890586,0.302743815752061,0.697256184247939,0.864974163109414,0.196509584338088,0.383189006024096
process_0.45,0.45,0.144068748595821,0.311771396076201,0.688228603923799,0.855931251404179,0.20723086245203,0.384255773092369
process_0.46,0.46,0.153448663221748,0.320301393232869,0.679698606767131,0.846551336778252,0.218193435029151,0.385730421686747
process_0.47,0.47,0.163221747921815,0.328404890531703,0.671595109468297,0.836778252078185,0.229451243584682,0.387612951807229
process_0.48,0.48,0.173444169849472,0.337077054307649,0.662922945692352,0.826555830150528,0.240930014824062,0.389495481927711
process_0.49,0.49,0.183835093237475,0.345820301393233,0.654179698606767,0.816164906762525,0.252332125510755,0.391440763052209
process_0.5,0.5,0.193552010784093,0.355061131646289,0.644938868353711,0.806447989215907,0.26260240045723,0.392789909638554
