meta_column,n_samples,n_groups,AS_stat,T_AV_stat,p_value,test_name,n_ties,sig,warning,method,n_sim,message,significant,sig_label
LP_SGL,200,2,0.119,-1.1679,0.99992,Anderson-Darling,0,0.75419,FALSE,asymptotic,1,OK,FALSE,ns
scAB,200,2,0.0947,-1.2004,0.99999,Anderson-Darling,0,0.75419,FALSE,asymptotic,1,OK,FALSE,ns
scPAS,200,2,0.263,-0.97732,0.96673,Anderson-Darling,0,0.75419,FALSE,asymptotic,1,OK,FALSE,ns
scPP,300,3,0.492,-1.4118,0.99814,Anderson-Darling,0,1.06814,FALSE,asymptotic,1,OK,FALSE,ns
scissor,300,3,0.519,-1.387,0.99706,Anderson-Darling,0,1.06814,FALSE,asymptotic,1,OK,FALSE,ns
