meta_column,n_samples,n_groups,AS_stat,T_AV_stat,p_value,test_name,n_ties,sig,warning,method,n_sim,message,significant,sig_label
DEGAS,200,2,0.0884,-1.2087,1,Anderson-Darling,0,0.75419,FALSE,asymptotic,1,OK,FALSE,ns
LP_SGL,300,3,0.153,-1.729,1,Anderson-Darling,0,1.06814,FALSE,asymptotic,1,OK,FALSE,ns
scAB,200,2,0.095,-1.2,0.99999,Anderson-Darling,0,0.75419,FALSE,asymptotic,1,OK,FALSE,ns
scPAS,300,3,0.199,-1.6865,1,Anderson-Darling,0,1.06814,FALSE,asymptotic,1,OK,FALSE,ns
scPP,300,3,0.164,-1.7193,1,Anderson-Darling,0,1.06814,FALSE,asymptotic,1,OK,FALSE,ns
scissor,300,3,0.161,-1.7219,1,Anderson-Darling,0,1.06814,FALSE,asymptotic,1,OK,FALSE,ns
