meta_column,n_samples,n_groups,AS_stat,T_AV_stat,p_value,test_name,n_ties,sig,warning,method,n_sim,message,significant,sig_label
DEGAS,200,2,0.046,-1.2649,1,Anderson-Darling,0,0.75419,FALSE,asymptotic,1,OK,FALSE,ns
LP_SGL,300,3,0.21,-1.6755,1,Anderson-Darling,0,1.06814,FALSE,asymptotic,1,OK,FALSE,ns
scAB,200,2,0.106,-1.1855,0.99998,Anderson-Darling,0,0.75419,FALSE,asymptotic,1,OK,FALSE,ns
scPAS,200,2,0.316,-0.90738,0.93031,Anderson-Darling,0,0.75419,FALSE,asymptotic,1,OK,FALSE,ns
scPP,300,3,0.273,-1.6171,1,Anderson-Darling,0,1.06814,FALSE,asymptotic,1,OK,FALSE,ns
scissor,300,3,0.144,-1.7373,1,Anderson-Darling,0,1.06814,FALSE,asymptotic,1,OK,FALSE,ns
