meta_column,n_samples,n_groups,AS_stat,T_AV_stat,p_value,test_name,n_ties,sig,warning,method,n_sim,message,null_dist1,null_dist2,significant,sig_label
DEGAS,200,2,0.534,-0.6183,0.71582,Anderson-Darling,0,0.75419,FALSE,asymptotic,1,OK,,,FALSE,ns
LP_SGL,300,3,0.375,-1.5209,0.99989,Anderson-Darling,0,1.06814,FALSE,asymptotic,1,OK,,,FALSE,ns
PIPET,,,,,,,,,,,,No enough groups,,,,ns
scAB,200,2,0.454,-0.72331,0.79736,Anderson-Darling,0,0.75419,FALSE,asymptotic,1,OK,,,FALSE,ns
scPAS,300,3,0.357,-1.5383,0.99994,Anderson-Darling,0,1.06814,FALSE,asymptotic,1,OK,,,FALSE,ns
scPP,300,3,0.747,-1.1731,0.96553,Anderson-Darling,0,1.06814,FALSE,asymptotic,1,OK,,,FALSE,ns
scissor,300,3,0.38,-1.5165,0.99987,Anderson-Darling,0,1.06814,FALSE,asymptotic,1,OK,,,FALSE,ns
