full_group,type,cluster,mean_score,rest_mean_score,diff,group.x,method.x,type_sub.x,estimate,statistic,p.value,conf.low,conf.high,method.y,alternative,null.value,screen_method,bulk,type_pheno,group.y,ssGSEA type,type_sub.y,neg_log10_p,label,tumor_type
pos | DEGAS | Positive vs Rest,pos_marker_score,DEGAS_Positive,0.268383219281931,0.216952403301857,1.23706036530287,Positive vs Rest,DEGAS,pos,0.0335770773851537,85102443,1.98429352578579e-69,0.0296147465174229,0.03758798655966,Wilcoxon rank sum test with continuity correction,two.sided,0,DEGAS,TCGA_BRCA,survival,Positive vs Rest,pos_ssGSEA,pos,68.7023940846011,***,TNBC
pos | LP_SGL | Positive vs Rest,pos_marker_score,LP_SGL_Positive,0.27801970424014,0.215711834279441,1.28884771282406,Positive vs Rest,LP_SGL,pos,0.0469293194254773,111616291,9.53991187395184e-188,0.0437596888778939,0.0500938591944779,Wilcoxon rank sum test with continuity correction,two.sided,0,LP_SGL,TCGA_BRCA,survival,Positive vs Rest,pos_ssGSEA,pos,187.020455637123,***,TNBC
pos | scAB | Positive vs Rest,pos_marker_score,scAB_Positive,0.19509985525509,0.221170719350665,0.882123347194798,Positive vs Rest,scAB,pos,-0.0110654003236028,79832946,2.35974201477397e-21,-0.0134137480757493,-0.0087765367585126,Wilcoxon rank sum test with continuity correction,two.sided,0,scAB,TCGA_BRCA,survival,Positive vs Rest,pos_ssGSEA,pos,20.6271354748623,***,TNBC
pos | scissor | Positive vs Rest,pos_marker_score,scissor_Positive,0.3247940510486,0.219188176364593,1.48180461389643,Positive vs Rest,scissor,pos,0.084437680311747,6971940,6.24825653238742e-27,0.0701636719494932,0.098949052206056,Wilcoxon rank sum test with continuity correction,two.sided,0,scissor,TCGA_BRCA,survival,Positive vs Rest,pos_ssGSEA,pos,26.2042411480947,***,TNBC
pos | scPAS | Positive vs Rest,pos_marker_score,scPAS_Positive,0.26851301914033,0.219419310092616,1.2237437945958,Positive vs Rest,scPAS,pos,0.027742486426978,3779652,0.000544098524451944,0.0120121889792595,0.0442106301452283,Wilcoxon rank sum test with continuity correction,two.sided,0,scPAS,TCGA_BRCA,survival,Positive vs Rest,pos_ssGSEA,pos,3.2643224518615,***,TNBC
pos | scPP | Positive vs Rest,pos_marker_score,scPP_Positive,0.30548466608372,0.21174196975831,1.44272137655284,Positive vs Rest,scPP,pos,0.0709858205548587,159102298,0,0.0678804968037302,0.0741098887429109,Wilcoxon rank sum test with continuity correction,two.sided,0,scPP,TCGA_BRCA,survival,Positive vs Rest,pos_ssGSEA,pos,300,***,TNBC
neg | DEGAS | Positive vs Rest,neg_marker_score,DEGAS_Positive,0.244803589308186,0.230817913812911,1.06059181137306,Positive vs Rest,DEGAS,neg,0.0079124448671066,25857574,0.00123721107241099,0.00312775031148783,0.0126846968782942,Wilcoxon rank sum test with continuity correction,two.sided,0,DEGAS,GSE31210,survival,Positive vs Rest,neg_ssGSEA,neg,2.90755620193634,**,LUAD
neg | LP_SGL | Positive vs Rest,neg_marker_score,LP_SGL_Positive,0.198380917131296,0.234264779925543,0.846823484069384,Positive vs Rest,LP_SGL,neg,-0.0224606820867865,31736149,2.46668118924868e-29,-0.0266027228374364,-0.018430997550484,Wilcoxon rank sum test with continuity correction,two.sided,0,LP_SGL,GSE31210,survival,Positive vs Rest,neg_ssGSEA,neg,28.607886978073,***,LUAD
neg | scAB | Positive vs Rest,neg_marker_score,scAB_Positive,0.183717180195867,0.234066502341811,0.784893089604004,Positive vs Rest,scAB,neg,-0.0324747521800219,19944849,7.39970904208442e-43,-0.0376013071128639,-0.0274858604312219,Wilcoxon rank sum test with continuity correction,two.sided,0,scAB,GSE31210,survival,Positive vs Rest,neg_ssGSEA,neg,42.1307853564719,***,LUAD
neg | SCIPAC | Positive vs Rest,neg_marker_score,SCIPAC_Positive,0.175615625215791,0.243715983474973,0.720574919674176,Positive vs Rest,SCIPAC,neg,-0.0485569265541608,54531384,3.65223681322343e-255,-0.0516341714782223,-0.0454890309894471,Wilcoxon rank sum test with continuity correction,two.sided,0,SCIPAC,GSE31210,survival,Positive vs Rest,neg_ssGSEA,neg,254.43744107031,***,LUAD
neg | scissor | Positive vs Rest,neg_marker_score,scissor_Positive,0.171116223258287,0.244722862033235,0.699224509866382,Positive vs Rest,scissor,neg,-0.0534406534687752,52500871,2.43664710381919e-306,-0.0565270537780847,-0.0503853478907431,Wilcoxon rank sum test with continuity correction,two.sided,0,scissor,GSE31210,survival,Positive vs Rest,neg_ssGSEA,neg,299.999998941779,***,LUAD
neg | scPAS | Positive vs Rest,neg_marker_score,scPAS_Positive,0.168892553424449,0.246476126031393,0.685228854184999,Positive vs Rest,scPAS,neg,-0.0560768989857464,54483817,0,-0.0590894910979093,-0.0531078058408056,Wilcoxon rank sum test with continuity correction,two.sided,0,scPAS,GSE31210,survival,Positive vs Rest,neg_ssGSEA,neg,300,***,LUAD
pos | DEGAS | Positive vs Rest,pos_marker_score,DEGAS_Positive,0.189596991913113,0.170832612070152,1.10984073600218,Positive vs Rest,DEGAS,pos,0.0155875626095826,27507064,8.49693278087077e-15,0.0116032029239644,0.0196275753668358,Wilcoxon rank sum test with continuity correction,two.sided,0,DEGAS,GSE31210,survival,Positive vs Rest,pos_ssGSEA,pos,14.0707378174316,***,LUAD
pos | LP_SGL | Positive vs Rest,pos_marker_score,LP_SGL_Positive,0.200743187993856,0.169368823819367,1.18524285324169,Positive vs Rest,LP_SGL,pos,0.0324600135330828,45746310,1.45944807983895e-91,0.0294049467857965,0.0355106878368886,Wilcoxon rank sum test with continuity correction,two.sided,0,LP_SGL,GSE31210,survival,Positive vs Rest,pos_ssGSEA,pos,90.8358113505153,***,LUAD
pos | scAB | Positive vs Rest,pos_marker_score,scAB_Positive,0.190662238893845,0.170763539111867,1.1165278014585,Positive vs Rest,scAB,pos,0.018609959913229,28455289,1.86828758808089e-21,0.0147892693928889,0.0224387213346851,Wilcoxon rank sum test with continuity correction,two.sided,0,scAB,GSE31210,survival,Positive vs Rest,pos_ssGSEA,pos,20.7285562714125,***,LUAD
pos | SCIPAC | Positive vs Rest,pos_marker_score,SCIPAC_Positive,0.235183802345482,0.157933307748802,1.48913364570031,Positive vs Rest,SCIPAC,pos,0.0745462769734106,115171305,0,0.0722999782186025,0.0767786079759761,Wilcoxon rank sum test with continuity correction,two.sided,0,SCIPAC,GSE31210,survival,Positive vs Rest,pos_ssGSEA,pos,300,***,LUAD
pos | scissor | Positive vs Rest,pos_marker_score,scissor_Positive,0.229091591565005,0.159238967288787,1.43866539368807,Positive vs Rest,scissor,pos,0.0666513159794804,111021640,0,0.0643126642108696,0.0690149578962663,Wilcoxon rank sum test with continuity correction,two.sided,0,scissor,GSE31210,survival,Positive vs Rest,pos_ssGSEA,pos,300,***,LUAD
pos | scPAS | Positive vs Rest,pos_marker_score,scPAS_Positive,0.226365020258172,0.158730466077543,1.4260968662915,Positive vs Rest,scPAS,pos,0.0654886018135229,118245323,0,0.0633528305431258,0.0676150015068508,Wilcoxon rank sum test with continuity correction,two.sided,0,scPAS,GSE31210,survival,Positive vs Rest,pos_ssGSEA,pos,300,***,LUAD
neg | DEGAS | Positive vs Rest,neg_marker_score,DEGAS_Positive,0.237924485739564,0.173850609269502,1.36855710048583,Positive vs Rest,DEGAS,neg,0.0510502529957301,30855023,1.79774569240601e-64,0.0447023583603692,0.0575370694714996,Wilcoxon rank sum test with continuity correction,two.sided,0,DEGAS,GSE3141,survival,Positive vs Rest,neg_ssGSEA,neg,63.7452717431902,***,LUAD
neg | LP_SGL | Positive vs Rest,neg_marker_score,LP_SGL_Positive,0.123008256462232,0.182039819530112,0.675721700778135,Positive vs Rest,LP_SGL,neg,-0.0379359835215369,28204367,3.27045866902108e-146,-0.0410600420536857,-0.0348522212227817,Wilcoxon rank sum test with continuity correction,two.sided,0,LP_SGL,GSE3141,survival,Positive vs Rest,neg_ssGSEA,neg,145.485391334968,***,LUAD
neg | scAB | Positive vs Rest,neg_marker_score,scAB_Positive,0.104543994945145,0.187583625989343,0.557319405645161,Positive vs Rest,scAB,neg,-0.0556076366756743,32187579,0,-0.0583268139167393,-0.0529334983624491,Wilcoxon rank sum test with continuity correction,two.sided,0,scAB,GSE3141,survival,Positive vs Rest,neg_ssGSEA,neg,300,***,LUAD
neg | scissor | Positive vs Rest,neg_marker_score,scissor_Positive,0.116400349244907,0.179726732949724,0.647651839737542,Positive vs Rest,scissor,neg,-0.0424397499501842,13678752,3.39564602789558e-105,-0.0466082570537083,-0.0383400324445612,Wilcoxon rank sum test with continuity correction,two.sided,0,scissor,GSE3141,survival,Positive vs Rest,neg_ssGSEA,neg,104.4690775882,***,LUAD
neg | scPAS | Positive vs Rest,neg_marker_score,scPAS_Positive,0.120447569458278,0.179202099151243,0.672132581196061,Positive vs Rest,scPAS,neg,-0.0387132082999813,12535613,2.62596278878537e-75,-0.04323792530901,-0.0343205766060543,Wilcoxon rank sum test with continuity correction,two.sided,0,scPAS,GSE3141,survival,Positive vs Rest,neg_ssGSEA,neg,74.5807114323744,***,LUAD
pos | DEGAS | Positive vs Rest,pos_marker_score,DEGAS_Positive,0.215478725570587,0.199456500749313,1.08032941900154,Positive vs Rest,DEGAS,pos,0.00866264784120772,26094815,0.00010374420153199,0.00427216872833607,0.0132391823662319,Wilcoxon rank sum test with continuity correction,two.sided,0,DEGAS,GSE3141,survival,Positive vs Rest,pos_ssGSEA,pos,3.98403616751258,***,LUAD
pos | LP_SGL | Positive vs Rest,pos_marker_score,LP_SGL_Positive,0.16637202703554,0.203383166643214,0.81802260128735,Positive vs Rest,LP_SGL,pos,-0.0237420303981083,33462102,3.2970778131263e-47,-0.0271255886136335,-0.0203769868073353,Wilcoxon rank sum test with continuity correction,two.sided,0,LP_SGL,GSE3141,survival,Positive vs Rest,pos_ssGSEA,pos,46.4818708031108,***,LUAD
pos | scAB | Positive vs Rest,pos_marker_score,scAB_Positive,0.128208307785759,0.21071948405318,0.608431196392844,Positive vs Rest,scAB,pos,-0.061816220924228,31918802,0,-0.0647174615226218,-0.0589600634554327,Wilcoxon rank sum test with continuity correction,two.sided,0,scAB,GSE3141,survival,Positive vs Rest,pos_ssGSEA,pos,300,***,LUAD
pos | scissor | Positive vs Rest,pos_marker_score,scissor_Positive,0.165599141454956,0.201784473640815,0.820673357404742,Positive vs Rest,scissor,pos,-0.0234471816502184,17477355,1.1618512722613e-25,-0.0280595229507802,-0.0189020611432243,Wilcoxon rank sum test with continuity correction,two.sided,0,scissor,GSE3141,survival,Positive vs Rest,pos_ssGSEA,pos,24.9348494621094,***,LUAD
pos | scPAS | Positive vs Rest,pos_marker_score,scPAS_Positive,0.181359550152197,0.200974598193134,0.902400361949786,Positive vs Rest,scPAS,pos,-0.0109921528054547,16888022,7.51548440656547e-06,-0.0159653231700788,-0.00611582336658882,Wilcoxon rank sum test with continuity correction,two.sided,0,scPAS,GSE3141,survival,Positive vs Rest,pos_ssGSEA,pos,5.1240430219542,***,LUAD
neg | DEGAS | Positive vs Rest,neg_marker_score,DEGAS_Positive,0.347785558356145,0.375813123527706,0.92542153688389,Positive vs Rest,DEGAS,neg,-0.00898647816137954,20963665,1.80074615971706e-24,-0.0107616705885404,-0.00726323073520409,Wilcoxon rank sum test with continuity correction,two.sided,0,DEGAS,GSE8894,survival,Positive vs Rest,neg_ssGSEA,neg,23.7445475027295,***,LUAD
neg | LP_SGL | Positive vs Rest,neg_marker_score,LP_SGL_Positive,0.358196119077402,0.375039031022574,0.955090242476234,Positive vs Rest,LP_SGL,neg,-0.00190960634500365,18113323,0.0990018958886635,-0.0041569499309548,0.000348288585527532,Wilcoxon rank sum test with continuity correction,two.sided,0,LP_SGL,GSE8894,survival,Positive vs Rest,neg_ssGSEA,neg,1.00435648857315,NS,LUAD
neg | scAB | Positive vs Rest,neg_marker_score,scAB_Positive,0.383967138690837,0.373928126898094,1.0268474369019,Positive vs Rest,scAB,neg,0.00742718445335108,26313577,2.52013070695598e-12,0.00540448043882769,0.00943652620876044,Wilcoxon rank sum test with continuity correction,two.sided,0,scAB,GSE8894,survival,Positive vs Rest,neg_ssGSEA,neg,11.5985769338861,***,LUAD
neg | scissor | Positive vs Rest,neg_marker_score,scissor_Positive,0.352455888590429,0.376251883207679,0.936755148135391,Positive vs Rest,scissor,neg,-0.00445513354491068,34395257,1.99535261120521e-09,-0.00598302926264846,-0.00300030982192592,Wilcoxon rank sum test with continuity correction,two.sided,0,scissor,GSE8894,survival,Positive vs Rest,neg_ssGSEA,neg,8.69998034630857,***,LUAD
neg | scPAS | Positive vs Rest,neg_marker_score,scPAS_Positive,0.368485612736905,0.374503145666184,0.983931956249459,Positive vs Rest,scPAS,neg,-0.000392376683679471,7743842,0.810495654063454,-0.0036376488855224,0.00282353363163416,Wilcoxon rank sum test with continuity correction,two.sided,0,scPAS,GSE8894,survival,Positive vs Rest,neg_ssGSEA,neg,0.0912493095277683,NS,LUAD
neg | scPP | Positive vs Rest,neg_marker_score,scPP_Positive,0.355407820320405,0.3787382632107,0.93839956202863,Positive vs Rest,scPP,neg,-0.00343159114837519,74186018,3.79968897855874e-11,-0.00446289615370008,-0.00239190777238189,Wilcoxon rank sum test with continuity correction,two.sided,0,scPP,GSE8894,survival,Positive vs Rest,neg_ssGSEA,neg,10.4202519508631,***,LUAD
pos | DEGAS | Positive vs Rest,pos_marker_score,DEGAS_Positive,0.2925277148791,0.299779764519381,0.975808741954589,Positive vs Rest,DEGAS,pos,-0.00782967728234239,23334908,0.000217725982725012,-0.0119220372199458,-0.00371872146939466,Wilcoxon rank sum test with continuity correction,two.sided,0,DEGAS,GSE8894,survival,Positive vs Rest,pos_ssGSEA,pos,3.66208974054658,***,LUAD
pos | LP_SGL | Positive vs Rest,pos_marker_score,LP_SGL_Positive,0.339005593869186,0.29788499040572,1.13804187786521,Positive vs Rest,LP_SGL,pos,0.0259002337722627,21657694,1.27277774228781e-21,0.0204378375087219,0.031495752623642,Wilcoxon rank sum test with continuity correction,two.sided,0,LP_SGL,GSE8894,survival,Positive vs Rest,pos_ssGSEA,pos,20.8952474280237,***,LUAD
pos | scAB | Positive vs Rest,pos_marker_score,scAB_Positive,0.27273834767109,0.300766596372859,0.906810633096296,Positive vs Rest,scAB,pos,-0.0143275546033704,21402425,1.70292909448256e-11,-0.0187883886081325,-0.0100126860366999,Wilcoxon rank sum test with continuity correction,two.sided,0,scAB,GSE8894,survival,Positive vs Rest,pos_ssGSEA,pos,10.7688034345483,***,LUAD
pos | scissor | Positive vs Rest,pos_marker_score,scissor_Positive,0.367887367326421,0.293677664461613,1.25269100052554,Positive vs Rest,scissor,pos,0.0491444010297541,47740126,2.78658076897694e-126,0.0450260382885726,0.0532810902998932,Wilcoxon rank sum test with continuity correction,two.sided,0,scissor,GSE8894,survival,Positive vs Rest,pos_ssGSEA,pos,125.55492836441,***,LUAD
pos | scPAS | Positive vs Rest,pos_marker_score,scPAS_Positive,0.272495333345253,0.299833519731124,0.908822114317347,Positive vs Rest,scPAS,pos,-0.0164481948601832,6866124,5.9154430016449e-06,-0.0241217582147661,-0.00923315656080882,Wilcoxon rank sum test with continuity correction,two.sided,0,scPAS,GSE8894,survival,Positive vs Rest,pos_ssGSEA,pos,5.2280127259362,***,LUAD
pos | scPP | Positive vs Rest,pos_marker_score,scPP_Positive,0.377342727770015,0.281674885698067,1.33963923278022,Positive vs Rest,scPP,pos,0.0621433162118305,107518734,0,0.0594239201387317,0.0648127998247807,Wilcoxon rank sum test with continuity correction,two.sided,0,scPP,GSE8894,survival,Positive vs Rest,pos_ssGSEA,pos,300,***,LUAD
neg | DEGAS | Positive vs Rest,neg_marker_score,DEGAS_Positive,0.331106922864185,0.320897883809168,1.03181398061537,Positive vs Rest,DEGAS,neg,0.00256312182300768,25404776,0.0469557440967724,5.27415947878014e-05,0.00511268834988337,Wilcoxon rank sum test with continuity correction,two.sided,0,DEGAS,TCGA_LUAD,survival,Positive vs Rest,neg_ssGSEA,neg,1.32831127289858,*,LUAD
neg | LP_SGL | Positive vs Rest,neg_marker_score,LP_SGL_Positive,0.249577074919821,0.323924823200201,0.770478385861679,Positive vs Rest,LP_SGL,neg,-0.0270536612584529,10905716,3.69332519899048e-90,-0.0297688841146488,-0.0243716893513466,Wilcoxon rank sum test with continuity correction,two.sided,0,LP_SGL,TCGA_LUAD,survival,Positive vs Rest,neg_ssGSEA,neg,89.4325824508356,***,LUAD
neg | scAB | Positive vs Rest,neg_marker_score,scAB_Positive,0.279718533730691,0.324341882274151,0.862418790226599,Positive vs Rest,scAB,neg,-0.0142419055775043,25795432,2.61967960069257e-49,-0.0162407594917489,-0.0123027441398684,Wilcoxon rank sum test with continuity correction,two.sided,0,scAB,TCGA_LUAD,survival,Positive vs Rest,neg_ssGSEA,neg,48.5817518217185,***,LUAD
neg | scissor | Positive vs Rest,neg_marker_score,scissor_Positive,0.225795975798101,0.32329279253232,0.698425640823798,Positive vs Rest,scissor,neg,-0.0350205534519437,5106020,2.15102210198604e-94,-0.0385397780821158,-0.0316035160675297,Wilcoxon rank sum test with continuity correction,two.sided,0,scissor,TCGA_LUAD,survival,Positive vs Rest,neg_ssGSEA,neg,93.6673551271666,***,LUAD
neg | scPAS | Positive vs Rest,neg_marker_score,scPAS_Positive,0.256705932774302,0.32276510927926,0.795333589022465,Positive vs Rest,scPAS,neg,-0.0223026979026367,7180978,2.62890739482493e-43,-0.0258037900458415,-0.0189385858887344,Wilcoxon rank sum test with continuity correction,two.sided,0,scPAS,TCGA_LUAD,survival,Positive vs Rest,neg_ssGSEA,neg,42.5802247119632,***,LUAD
pos | DEGAS | Positive vs Rest,pos_marker_score,DEGAS_Positive,0.205481845546555,0.20066186330261,1.02402042004701,Positive vs Rest,DEGAS,pos,-0.000796949271700146,24564063,0.747422929311147,-0.00564473183082957,0.00409304062214024,Wilcoxon rank sum test with continuity correction,two.sided,0,DEGAS,TCGA_LUAD,survival,Positive vs Rest,pos_ssGSEA,pos,0.126433583071132,NS,LUAD
pos | LP_SGL | Positive vs Rest,pos_marker_score,LP_SGL_Positive,0.295943475914429,0.197573450883054,1.49789090888331,Positive vs Rest,LP_SGL,pos,0.0845957022108577,23554166,1.00832377628443e-104,0.0768858871221901,0.0923378740563896,Wilcoxon rank sum test with continuity correction,two.sided,0,LP_SGL,TCGA_LUAD,survival,Positive vs Rest,pos_ssGSEA,pos,103.996399992022,***,LUAD
pos | scAB | Positive vs Rest,pos_marker_score,scAB_Positive,0.211006253307593,0.200191999412744,1.0540194109983,Positive vs Rest,scAB,pos,0.00924434190414161,33756190,7.94296886523601e-06,0.00519445465729929,0.0132779950080011,Wilcoxon rank sum test with continuity correction,two.sided,0,scAB,TCGA_LUAD,survival,Positive vs Rest,pos_ssGSEA,pos,5.10001713979012,***,LUAD
pos | scissor | Positive vs Rest,pos_marker_score,scissor_Positive,0.369921890193905,0.197571825487418,1.87234130818649,Positive vs Rest,scissor,pos,0.162370328577426,15670321,1.97119528242017e-141,0.150642893153806,0.174173031978952,Wilcoxon rank sum test with continuity correction,two.sided,0,scissor,TCGA_LUAD,survival,Positive vs Rest,pos_ssGSEA,pos,140.705270348893,***,LUAD
pos | scPAS | Positive vs Rest,pos_marker_score,scPAS_Positive,0.263495770067699,0.199590463489445,1.32018216432286,Positive vs Rest,scPAS,pos,0.0444758480209114,12863483,2.33032711418374e-24,0.0358123643030105,0.0532251294839236,Wilcoxon rank sum test with continuity correction,two.sided,0,scPAS,TCGA_LUAD,survival,Positive vs Rest,pos_ssGSEA,pos,23.6325831116291,***,LUAD
neg | DEGAS | Positive vs Rest,neg_marker_score,DEGAS_Positive,0.219012382079409,0.197894576502814,1.10671240187472,Positive vs Rest,DEGAS,neg,0.00735944290652276,66146620,8.78547720824471e-11,0.00511949817126319,0.00963004007372862,Wilcoxon rank sum test with continuity correction,two.sided,0,DEGAS,GSE140082,survival,Positive vs Rest,neg_ssGSEA,neg,10.0562346435849,***,OV
neg | LP_SGL | Positive vs Rest,neg_marker_score,LP_SGL_Positive,0.189558156205233,0.200921387958237,0.943444389527281,Positive vs Rest,LP_SGL,neg,-0.00821691936057699,167952297,3.43964862659677e-44,-0.00935930434882838,-0.00708224059313293,Wilcoxon rank sum test with continuity correction,two.sided,0,LP_SGL,GSE140082,survival,Positive vs Rest,neg_ssGSEA,neg,43.4634859200227,***,OV
neg | scAB | Positive vs Rest,neg_marker_score,scAB_Positive,0.189982620317845,0.19958589916956,0.951883981324974,Positive vs Rest,scAB,neg,-0.00238571155898313,77640521,0.00611838071339833,-0.00411151725621295,-0.000691882235064268,Wilcoxon rank sum test with continuity correction,two.sided,0,scAB,GSE140082,survival,Positive vs Rest,neg_ssGSEA,neg,2.2133635027381,**,OV
neg | scissor | Positive vs Rest,neg_marker_score,scissor_Positive,0.142261616239264,0.198979770042295,0.714955174634208,Positive vs Rest,scissor,neg,-0.0333130883107333,379872,0.000173692732433225,-0.0510787466073774,-0.0164954347736165,Wilcoxon rank sum test with continuity correction,two.sided,0,scissor,GSE140082,survival,Positive vs Rest,neg_ssGSEA,neg,3.76021835271109,***,OV
neg | scPAS | Positive vs Rest,neg_marker_score,scPAS_Positive,0.218223943148707,0.198811861466037,1.09764046038061,Positive vs Rest,scPAS,neg,0.00637949777532115,9789207,0.0321634632995566,0.000538186940182685,0.0123746394775519,Wilcoxon rank sum test with continuity correction,two.sided,0,scPAS,GSE140082,survival,Positive vs Rest,neg_ssGSEA,neg,1.49263719341535,*,OV
neg | scPP | Positive vs Rest,neg_marker_score,scPP_Positive,0.185906089182066,0.199546936699781,0.931640907431026,Positive vs Rest,scPP,neg,-0.00817422598816831,48832324,1.0763563618874e-14,-0.010273726914945,-0.00610163714899962,Wilcoxon rank sum test with continuity correction,two.sided,0,scPP,GSE140082,survival,Positive vs Rest,neg_ssGSEA,neg,13.9680439179091,***,OV
pos | DEGAS | Positive vs Rest,pos_marker_score,DEGAS_Positive,0.182195548111774,0.182527338065249,0.998182245153014,Positive vs Rest,DEGAS,pos,-0.00402258880994445,59031356.5,0.000750529076871791,-0.00641287384186415,-0.0016562338720343,Wilcoxon rank sum test with continuity correction,two.sided,0,DEGAS,GSE140082,survival,Positive vs Rest,pos_ssGSEA,pos,3.1246324777307,***,OV
pos | LP_SGL | Positive vs Rest,pos_marker_score,LP_SGL_Positive,0.197953599200774,0.179270770585511,1.10421569871231,Positive vs Rest,LP_SGL,pos,0.0116135870443458,205499963,1.21654755413019e-57,0.0101415009683097,0.0130422483327755,Wilcoxon rank sum test with continuity correction,two.sided,0,LP_SGL,GSE140082,survival,Positive vs Rest,pos_ssGSEA,pos,56.9148709100849,***,OV
pos | scAB | Positive vs Rest,pos_marker_score,scAB_Positive,0.188265852877743,0.182103169364151,1.03384171475494,Positive vs Rest,scAB,pos,0.00917479341093241,87241674,4.47312979624452e-19,0.00716973974548198,0.0111800981329607,Wilcoxon rank sum test with continuity correction,two.sided,0,scAB,GSE140082,survival,Positive vs Rest,pos_ssGSEA,pos,18.3493884997762,***,OV
pos | scissor | Positive vs Rest,pos_marker_score,scissor_Positive,0.339524408895707,0.182430443998033,1.86111704524147,Positive vs Rest,scissor,pos,0.122874519583293,1165998,1.50125283478313e-11,0.0923419578054784,0.153393363685014,Wilcoxon rank sum test with continuity correction,two.sided,0,scissor,GSE140082,survival,Positive vs Rest,pos_ssGSEA,pos,10.8235461595194,***,OV
pos | scPAS | Positive vs Rest,pos_marker_score,scPAS_Positive,0.19936906418629,0.18238923264259,1.09309667735142,Positive vs Rest,scPAS,pos,0.00554012638099291,9667435,0.0879829291426031,-0.000814784717312621,0.0123519512935854,Wilcoxon rank sum test with continuity correction,two.sided,0,scPAS,GSE140082,survival,Positive vs Rest,pos_ssGSEA,pos,1.0556015835129,NS,OV
pos | scPP | Positive vs Rest,pos_marker_score,scPP_Positive,0.203526737652034,0.181550286568126,1.12104883720831,Positive vs Rest,scPP,pos,0.0122801569932631,60157004,2.30998096167584e-19,0.00956374960503281,0.015037278625188,Wilcoxon rank sum test with continuity correction,two.sided,0,scPP,GSE140082,survival,Positive vs Rest,pos_ssGSEA,pos,18.6363915994469,***,OV
neg | DEGAS | Positive vs Rest,neg_marker_score,DEGAS_Positive,0.263494309233483,0.250664129320778,1.05118474648714,Positive vs Rest,DEGAS,neg,0.00118024030853987,62368707.5,0.210250436281405,-0.000665860454903517,0.00306152537029412,Wilcoxon rank sum test with continuity correction,two.sided,0,DEGAS,GSE32062,survival,Positive vs Rest,neg_ssGSEA,neg,0.677263094343795,NS,OV
neg | LP_SGL | Positive vs Rest,neg_marker_score,LP_SGL_Positive,0.234066551215524,0.252762864471567,0.926032199013372,Positive vs Rest,LP_SGL,neg,-0.00539262307657715,87566628,1.25571202938986e-09,-0.00711880118249791,-0.00367349752915266,Wilcoxon rank sum test with continuity correction,two.sided,0,LP_SGL,GSE32062,survival,Positive vs Rest,neg_ssGSEA,neg,8.90110994530122,***,OV
neg | scAB | Positive vs Rest,neg_marker_score,scAB_Positive,0.238131151107734,0.252262950232669,0.943979886416534,Positive vs Rest,scAB,neg,-0.00293404130111045,79003291,0.00129185926621457,-0.00472660094643346,-0.00114331137973837,Wilcoxon rank sum test with continuity correction,two.sided,0,scAB,GSE32062,survival,Positive vs Rest,neg_ssGSEA,neg,2.88878479534672,**,OV
neg | scissor | Positive vs Rest,neg_marker_score,scissor_Positive,0.233341986684935,0.252720807131375,0.923319252314803,Positive vs Rest,scissor,neg,-0.00578618573894372,82089187.5,2.16517064738488e-10,-0.0075744263991719,-0.00399852064943443,Wilcoxon rank sum test with continuity correction,two.sided,0,scissor,GSE32062,survival,Positive vs Rest,neg_ssGSEA,neg,9.66450786915034,***,OV
pos | DEGAS | Positive vs Rest,pos_marker_score,DEGAS_Positive,0.201800148875246,0.157378569712946,1.28225939048324,Positive vs Rest,DEGAS,pos,0.0239316223626405,79595048.5,3.25273288812104e-139,0.0218522120049698,0.0260925245289587,Wilcoxon rank sum test with continuity correction,two.sided,0,DEGAS,GSE32062,survival,Positive vs Rest,pos_ssGSEA,pos,138.487751599177,***,OV
pos | LP_SGL | Positive vs Rest,pos_marker_score,LP_SGL_Positive,0.128905762374448,0.162194558832127,0.794760091230103,Positive vs Rest,LP_SGL,pos,-0.014213411481805,67709173,6.16277566052789e-178,-0.0152685533052003,-0.0131736977438817,Wilcoxon rank sum test with continuity correction,two.sided,0,LP_SGL,GSE32062,survival,Positive vs Rest,pos_ssGSEA,pos,177.210223641318,***,OV
pos | scAB | Positive vs Rest,pos_marker_score,scAB_Positive,0.128640541124485,0.161849489280136,0.794815860690349,Positive vs Rest,scAB,pos,-0.0151675300472266,58080369,6.09554218644973e-177,-0.0162994067997761,-0.0140700109661337,Wilcoxon rank sum test with continuity correction,two.sided,0,scAB,GSE32062,survival,Positive vs Rest,pos_ssGSEA,pos,176.21498765869,***,OV
pos | scissor | Positive vs Rest,pos_marker_score,scissor_Positive,0.129943863323574,0.161936288465868,0.802438196865075,Positive vs Rest,scissor,pos,-0.0135648018493301,65222488,3.40135580859764e-148,-0.0146380258363381,-0.0124818327099678,Wilcoxon rank sum test with continuity correction,two.sided,0,scissor,GSE32062,survival,Positive vs Rest,pos_ssGSEA,pos,147.468347935069,***,OV
neg | scAB | Positive vs Rest,neg_marker_score,scAB_Positive,0.282540696796854,0.277166788021148,1.01938871830234,Positive vs Rest,scAB,neg,0.00452255541691201,31948694,0.0173760366737582,0.000797171385695863,0.00823136022352463,Wilcoxon rank sum test with continuity correction,two.sided,0,scAB,GSE162228,binary,Positive vs Rest,neg_ssGSEA,neg,1.76004927547097,*,HER2
