full_group,type,cluster,mean_score,rest_mean_score,diff,group.x,method.x,type_sub.x,estimate,statistic,p.value,conf.low,conf.high,method.y,alternative,null.value,screen_method,bulk,type_pheno,group.y,ssGSEA type,type_sub.y,neg_log10_p,label,tumor_type
neg | SCIPAC | Positive vs Rest,neg_marker_score,SCIPAC_Positive,0.183971403847951,0.279367225650652,0.658528943112342,Positive vs Rest,SCIPAC,neg,-0.0633180927519147,4751484,4.8852773958931e-104,-0.0687365201179495,-0.0578352729863903,Wilcoxon rank sum test with continuity correction,two.sided,0,SCIPAC,GSE162228,binary,Positive vs Rest,neg_ssGSEA,neg,103.311110771129,***,HER2
neg | scPP | Positive vs Rest,neg_marker_score,scPP_Positive,0.189751829942906,0.282168483640647,0.672477051634735,Positive vs Rest,scPP,neg,-0.0601644339723524,12722078,4.38683858628024e-227,-0.0637649806100832,-0.0565622651225157,Wilcoxon rank sum test with continuity correction,two.sided,0,scPP,GSE162228,binary,Positive vs Rest,neg_ssGSEA,neg,226.357848345166,***,HER2
pos | scAB | Positive vs Rest,pos_marker_score,scAB_Positive,0.237808422302253,0.28903590599726,0.822764291106818,Positive vs Rest,scAB,pos,-0.0301344338205666,25719030,1.65690251073981e-38,-0.0350350875415411,-0.0253854837402089,Wilcoxon rank sum test with continuity correction,two.sided,0,scAB,GSE162228,binary,Positive vs Rest,pos_ssGSEA,pos,37.7807030439604,***,HER2
pos | SCIPAC | Positive vs Rest,pos_marker_score,SCIPAC_Positive,0.714467701362954,0.277214378652869,2.57731112229795,Positive vs Rest,SCIPAC,pos,0.456162499415944,18363933,1.9469396261938e-308,0.442846646220469,0.46902879504898,Wilcoxon rank sum test with continuity correction,two.sided,0,SCIPAC,GSE162228,binary,Positive vs Rest,pos_ssGSEA,pos,299.999999995168,***,HER2
pos | scPP | Positive vs Rest,pos_marker_score,scPP_Positive,0.617501904015908,0.268109097919174,2.30317400195821,Positive vs Rest,scPP,pos,0.348345007038739,45041538,0,0.340232562365995,0.356465926864933,Wilcoxon rank sum test with continuity correction,two.sided,0,scPP,GSE162228,binary,Positive vs Rest,pos_ssGSEA,pos,300,***,HER2
neg | LP_SGL | Positive vs Rest,neg_marker_score,LP_SGL_Positive,0.345863949801004,0.313490757285722,1.10326681652619,Positive vs Rest,LP_SGL,neg,0.0128895177490719,8448422,3.97608542358569e-12,0.00916961249963327,0.016595759864151,Wilcoxon rank sum test with continuity correction,two.sided,0,LP_SGL,GSE42568,binary,Positive vs Rest,neg_ssGSEA,neg,11.4005442936426,***,HER2
neg | PIPET | Positive vs Rest,neg_marker_score,PIPET_Positive,0.290831643992379,0.320804549736281,0.906569574002172,Positive vs Rest,PIPET,neg,-0.00738377894725981,78933301,7.40521581914986e-54,-0.00834675161285222,-0.0064250660074726,Wilcoxon rank sum test with continuity correction,two.sided,0,PIPET,GSE42568,binary,Positive vs Rest,neg_ssGSEA,neg,53.1304622797896,***,HER2
neg | scAB | Positive vs Rest,neg_marker_score,scAB_Positive,0.329173683586047,0.294827145465636,1.11649720403515,Positive vs Rest,scAB,neg,0.0133446679710493,150549662,1.50962828552658e-209,0.012503545545904,0.0141990159989362,Wilcoxon rank sum test with continuity correction,two.sided,0,scAB,GSE42568,binary,Positive vs Rest,neg_ssGSEA,neg,208.8211299755,***,HER2
neg | SCIPAC | Positive vs Rest,neg_marker_score,SCIPAC_Positive,0.363266436620525,0.313147892881544,1.16004752028761,Positive vs Rest,SCIPAC,neg,0.0168971848542884,9844350,3.21031644190481e-19,0.0131859573699977,0.0205584100608548,Wilcoxon rank sum test with continuity correction,two.sided,0,SCIPAC,GSE42568,binary,Positive vs Rest,neg_ssGSEA,neg,18.493452156941,***,HER2
neg | scissor | Positive vs Rest,neg_marker_score,scissor_Positive,0.330223253038553,0.312407045920618,1.0570288261759,Positive vs Rest,scissor,neg,0.00693068404502725,44288984,5.27614733664994e-19,0.0054070987018125,0.00848681539057572,Wilcoxon rank sum test with continuity correction,two.sided,0,scissor,GSE42568,binary,Positive vs Rest,neg_ssGSEA,neg,18.2776830852635,***,HER2
neg | scPP | Positive vs Rest,neg_marker_score,scPP_Positive,0.330981881588476,0.312337684900728,1.05969243414759,Positive vs Rest,scPP,neg,0.00736516140806081,44404917,1.73579977273769e-20,0.0057952742265908,0.00892377203622843,Wilcoxon rank sum test with continuity correction,two.sided,0,scPP,GSE42568,binary,Positive vs Rest,neg_ssGSEA,neg,19.7605003728291,***,HER2
pos | LP_SGL | Positive vs Rest,pos_marker_score,LP_SGL_Positive,0.217691937661376,0.167830037721635,1.29709759120976,Positive vs Rest,LP_SGL,pos,0.0698815260634487,9554494,1.38910376179869e-36,0.059984215330723,0.0796657057354296,Wilcoxon rank sum test with continuity correction,two.sided,0,LP_SGL,GSE42568,binary,Positive vs Rest,pos_ssGSEA,pos,35.8572653125824,***,HER2
pos | PIPET | Positive vs Rest,pos_marker_score,PIPET_Positive,0.107211512810593,0.186720572109193,0.574181578384926,Positive vs Rest,PIPET,pos,-0.0717215454181198,55825671.5,0,-0.0748758658524907,-0.0686196998129438,Wilcoxon rank sum test with continuity correction,two.sided,0,PIPET,GSE42568,binary,Positive vs Rest,pos_ssGSEA,pos,300,***,HER2
pos | scAB | Positive vs Rest,pos_marker_score,scAB_Positive,0.226843749055522,0.0952979552662609,2.38036323467513,Positive vs Rest,scAB,pos,0.13673604238665,216957019,0,0.134833644646639,0.138642237932467,Wilcoxon rank sum test with continuity correction,two.sided,0,scAB,GSE42568,binary,Positive vs Rest,pos_ssGSEA,pos,300,***,HER2
pos | SCIPAC | Positive vs Rest,pos_marker_score,SCIPAC_Positive,0.275370371756014,0.166799874097352,1.6509027554499,Positive vs Rest,SCIPAC,pos,0.125307043093497,12292939,1.83891357302439e-96,0.115316051021402,0.135165852526645,Wilcoxon rank sum test with continuity correction,two.sided,0,SCIPAC,GSE42568,binary,Positive vs Rest,pos_ssGSEA,pos,95.7354386816595,***,HER2
pos | scissor | Positive vs Rest,pos_marker_score,scissor_Positive,0.215545009514428,0.164080527438063,1.31365380694423,Positive vs Rest,scissor,pos,0.045513593235325,49120591,1.52162107557042e-83,0.0404293139262371,0.0506902621834266,Wilcoxon rank sum test with continuity correction,two.sided,0,scissor,GSE42568,binary,Positive vs Rest,pos_ssGSEA,pos,82.8176934850672,***,HER2
pos | scPP | Positive vs Rest,pos_marker_score,scPP_Positive,0.272455440013439,0.158700692003011,1.71678797725891,Positive vs Rest,scPP,pos,0.123265748698492,61797364,0,0.119001174428913,0.127516950007555,Wilcoxon rank sum test with continuity correction,two.sided,0,scPP,GSE42568,binary,Positive vs Rest,pos_ssGSEA,pos,300,***,HER2
neg | LP_SGL | Positive vs Rest,neg_marker_score,LP_SGL_Positive,0.541427221705666,0.534341449824646,1.0132607565506,Positive vs Rest,LP_SGL,neg,0.00256516835659034,7264074,0.00605417668130286,0.000733928529572839,0.00439602491679615,Wilcoxon rank sum test with continuity correction,two.sided,0,LP_SGL,TCGA_BRCA,binary,Positive vs Rest,neg_ssGSEA,neg,2.21794490901618,**,HER2
neg | PIPET | Positive vs Rest,neg_marker_score,PIPET_Positive,0.528989509109427,0.534960237860112,0.988838929834172,Positive vs Rest,PIPET,neg,-0.00111758223437744,39015146.5,0.000542183604456253,-0.00172495092270294,-0.000467628785419842,Wilcoxon rank sum test with continuity correction,two.sided,0,PIPET,TCGA_BRCA,binary,Positive vs Rest,neg_ssGSEA,neg,3.26585361955125,***,HER2
neg | scAB | Positive vs Rest,neg_marker_score,scAB_Positive,0.539008837069573,0.52840336617195,1.02007078602556,Positive vs Rest,scAB,neg,0.00289155044039429,135550100.5,1.52439155125006e-41,0.00246198039913964,0.00331420081873385,Wilcoxon rank sum test with continuity correction,two.sided,0,scAB,TCGA_BRCA,binary,Positive vs Rest,neg_ssGSEA,neg,40.8169034669162,***,HER2
neg | SCIPAC | Positive vs Rest,neg_marker_score,SCIPAC_Positive,0.49552919125233,0.534524917709997,0.927046008210932,Positive vs Rest,SCIPAC,neg,-0.00621886796172066,926542,0.00512963215873456,-0.010639865347261,-0.00185695154372163,Wilcoxon rank sum test with continuity correction,two.sided,0,SCIPAC,TCGA_BRCA,binary,Positive vs Rest,neg_ssGSEA,neg,2.28991377663467,**,HER2
neg | scissor | Positive vs Rest,neg_marker_score,scissor_Positive,0.53916957826708,0.533778116633643,1.01010056700608,Positive vs Rest,scissor,neg,0.00133282771281102,56654827.5,4.99957855546315e-05,0.000698365814401672,0.00198528483610045,Wilcoxon rank sum test with continuity correction,two.sided,0,scissor,TCGA_BRCA,binary,Positive vs Rest,neg_ssGSEA,neg,4.30106660341417,***,HER2
neg | scPAS | Positive vs Rest,neg_marker_score,scPAS_Positive,0.59472264844601,0.530402701794413,1.12126625002851,Positive vs Rest,scPAS,neg,0.0131481162035867,40541895.5,1.59581329943184e-158,0.0121871875141484,0.0140976136847196,Wilcoxon rank sum test with continuity correction,two.sided,0,scPAS,TCGA_BRCA,binary,Positive vs Rest,neg_ssGSEA,neg,157.797017919858,***,HER2
neg | scPP | Positive vs Rest,neg_marker_score,scPP_Positive,0.584297546332508,0.527566112955326,1.10753426344877,Positive vs Rest,scPP,neg,0.011400647437554,72026250,2.52591424931886e-246,0.010757907242667,0.0120645497129674,Wilcoxon rank sum test with continuity correction,two.sided,0,scPP,TCGA_BRCA,binary,Positive vs Rest,neg_ssGSEA,neg,245.597581397122,***,HER2
pos | LP_SGL | Positive vs Rest,pos_marker_score,LP_SGL_Positive,0.414879924821196,0.236126540816527,1.75702368478587,Positive vs Rest,LP_SGL,pos,0.143569719457255,11120651,2.94784388977269e-118,0.133245824211483,0.15381271268026,Wilcoxon rank sum test with continuity correction,two.sided,0,LP_SGL,TCGA_BRCA,binary,Positive vs Rest,pos_ssGSEA,pos,117.530495519322,***,HER2
pos | PIPET | Positive vs Rest,pos_marker_score,PIPET_Positive,0.199728548258904,0.242261116541955,0.824435019163773,Positive vs Rest,PIPET,pos,-0.0299743200721753,32423849,1.0525158756785e-69,-0.0333882216815037,-0.0266280017617869,Wilcoxon rank sum test with continuity correction,two.sided,0,PIPET,TCGA_BRCA,binary,Positive vs Rest,pos_ssGSEA,pos,68.9777713447393,***,HER2
pos | scAB | Positive vs Rest,pos_marker_score,scAB_Positive,0.269315888606802,0.197909360875096,1.3608041954962,Positive vs Rest,scAB,pos,0.0599429037171243,170775078,0,0.0579647671980058,0.0618790833607363,Wilcoxon rank sum test with continuity correction,two.sided,0,scAB,TCGA_BRCA,binary,Positive vs Rest,pos_ssGSEA,pos,300,***,HER2
pos | SCIPAC | Positive vs Rest,pos_marker_score,SCIPAC_Positive,0.237567604250716,0.238534762362777,0.99594542069055,Positive vs Rest,SCIPAC,pos,0.0109289590103273,1229888,0.275228273474536,-0.0089677519742494,0.0302670151214514,Wilcoxon rank sum test with continuity correction,two.sided,0,SCIPAC,TCGA_BRCA,binary,Positive vs Rest,pos_ssGSEA,pos,0.560306954218291,NS,HER2
pos | scissor | Positive vs Rest,pos_marker_score,scissor_Positive,0.314002068232799,0.228028674563723,1.37702887074867,Positive vs Rest,scissor,pos,0.0703063353179645,75388538,0,0.0669385389904117,0.0736748447089466,Wilcoxon rank sum test with continuity correction,two.sided,0,scissor,TCGA_BRCA,binary,Positive vs Rest,pos_ssGSEA,pos,300,***,HER2
pos | scPAS | Positive vs Rest,pos_marker_score,scPAS_Positive,0.30858068262543,0.233845195530215,1.31959385321457,Positive vs Rest,scPAS,pos,0.0663439949831965,40998195,3.56003354865654e-172,0.0619881393811863,0.0706818733035954,Wilcoxon rank sum test with continuity correction,two.sided,0,scPAS,TCGA_BRCA,binary,Positive vs Rest,pos_ssGSEA,pos,171.448545909351,***,HER2
pos | scPP | Positive vs Rest,pos_marker_score,scPP_Positive,0.306010800711417,0.229234207478805,1.3349264234035,Positive vs Rest,scPP,pos,0.0607268028972993,72559697,4.83131779819166e-261,0.0574417817227773,0.0640358029991936,Wilcoxon rank sum test with continuity correction,two.sided,0,scPP,TCGA_BRCA,binary,Positive vs Rest,pos_ssGSEA,pos,260.315934394213,***,HER2
neg | scAB | Positive vs Rest,neg_marker_score,scAB_Positive,0.187771960999838,0.204838566766266,0.916682653877861,Positive vs Rest,scAB,neg,-0.00432568396339776,13214669,0.128911109559441,-0.0100035872158217,0.00125264814074226,Wilcoxon rank sum test with continuity correction,two.sided,0,scAB,GSE162228,binary,Positive vs Rest,neg_ssGSEA,neg,0.889709653535238,NS,TNBC
neg | SCIPAC | Positive vs Rest,neg_marker_score,SCIPAC_Positive,0.180041061686065,0.20500423960419,0.87823091870528,Positive vs Rest,SCIPAC,neg,-0.0120874928076872,17029164,3.87220579934021e-07,-0.0168149002001924,-0.00741803708797526,Wilcoxon rank sum test with continuity correction,two.sided,0,SCIPAC,GSE162228,binary,Positive vs Rest,neg_ssGSEA,neg,6.41204156894043,***,TNBC
neg | scPAS | Positive vs Rest,neg_marker_score,scPAS_Positive,0.157543130768728,0.205994721822128,0.764792075132695,Positive vs Rest,scPAS,neg,-0.030874649530454,28380410,7.79801705264543e-76,-0.0341563708907273,-0.0276314080173452,Wilcoxon rank sum test with continuity correction,two.sided,0,scPAS,GSE162228,binary,Positive vs Rest,neg_ssGSEA,neg,75.1080158194351,***,TNBC
neg | scPP | Positive vs Rest,neg_marker_score,scPP_Positive,0.131289670006521,0.206856354990143,0.634690048622279,Positive vs Rest,scPP,neg,-0.0437256735602994,22886923,7.77537454360611e-206,-0.0466430940088284,-0.0408490180506123,Wilcoxon rank sum test with continuity correction,two.sided,0,scPP,GSE162228,binary,Positive vs Rest,neg_ssGSEA,neg,205.109278681619,***,TNBC
pos | scAB | Positive vs Rest,pos_marker_score,scAB_Positive,0.174983636124997,0.184896258623018,0.946388193185497,Positive vs Rest,scAB,pos,-0.00672386618195495,13159607,0.0941332430369864,-0.0146898704481066,0.00115041307075096,Wilcoxon rank sum test with continuity correction,two.sided,0,scAB,GSE162228,binary,Positive vs Rest,pos_ssGSEA,pos,1.02625697893222,NS,TNBC
pos | SCIPAC | Positive vs Rest,pos_marker_score,SCIPAC_Positive,0.513742849091408,0.180474369645237,2.84662498116096,Positive vs Rest,SCIPAC,pos,0.386692518035708,35558466,0,0.371025330362068,0.402587757372506,Wilcoxon rank sum test with continuity correction,two.sided,0,SCIPAC,GSE162228,binary,Positive vs Rest,pos_ssGSEA,pos,300,***,TNBC
pos | scPAS | Positive vs Rest,pos_marker_score,scPAS_Positive,0.254447235384658,0.182861543277663,1.39147483294668,Positive vs Rest,scPAS,pos,0.091029793598196,57447608,9.22879263024354e-199,0.0856177340756831,0.0964763800160153,Wilcoxon rank sum test with continuity correction,two.sided,0,scPAS,GSE162228,binary,Positive vs Rest,pos_ssGSEA,pos,198.034855112443,***,TNBC
pos | scPP | Positive vs Rest,pos_marker_score,scPP_Positive,0.318491865693666,0.18083952680905,1.76118502029683,Positive vs Rest,scPP,pos,0.15780066347947,69246874,0,0.151940598140558,0.163688699263162,Wilcoxon rank sum test with continuity correction,two.sided,0,scPP,GSE162228,binary,Positive vs Rest,pos_ssGSEA,pos,300,***,TNBC
neg | LP_SGL | Positive vs Rest,neg_marker_score,LP_SGL_Positive,0.317880490594208,0.310399775451687,1.02410025951738,Positive vs Rest,LP_SGL,neg,0.0033026410976906,50031113,1.65154614729871e-07,0.00206998392586769,0.00453646364650956,Wilcoxon rank sum test with continuity correction,two.sided,0,LP_SGL,GSE42568,binary,Positive vs Rest,neg_ssGSEA,neg,6.78210928680019,***,TNBC
neg | PIPET | Positive vs Rest,neg_marker_score,PIPET_Positive,0.31121317073846,0.310503941101522,1.00228412442825,Positive vs Rest,PIPET,neg,0.00191896937775313,243743791,1.2366472044735e-13,0.00143308876543921,0.00242228386078009,Wilcoxon rank sum test with continuity correction,two.sided,0,PIPET,GSE42568,binary,Positive vs Rest,neg_ssGSEA,neg,12.907754179921,***,TNBC
neg | scAB | Positive vs Rest,neg_marker_score,scAB_Positive,0.331328810780668,0.28590014200048,1.15889697872242,Positive vs Rest,scAB,neg,0.0139426939867086,485150503.5,0,0.0135227033610724,0.0143454538667048,Wilcoxon rank sum test with continuity correction,two.sided,0,scAB,GSE42568,binary,Positive vs Rest,neg_ssGSEA,neg,300,***,TNBC
neg | SCIPAC | Positive vs Rest,neg_marker_score,SCIPAC_Positive,0.312905965102041,0.310423020997817,1.00799858237396,Positive vs Rest,SCIPAC,neg,0.00202978106136817,125582294,1.25294297158551e-08,0.00131140700281569,0.00272699980378661,Wilcoxon rank sum test with continuity correction,two.sided,0,SCIPAC,GSE42568,binary,Positive vs Rest,neg_ssGSEA,neg,7.90206869571723,***,TNBC
neg | scissor | Positive vs Rest,neg_marker_score,scissor_Positive,0.305580179027653,0.31102347763169,0.982498753324073,Positive vs Rest,scissor,neg,-0.000585709337228666,96250639,0.174088347644982,-0.00143419255881749,0.000259929468732,Wilcoxon rank sum test with continuity correction,two.sided,0,scissor,GSE42568,binary,Positive vs Rest,neg_ssGSEA,neg,0.75923029679101,NS,TNBC
neg | scPP | Positive vs Rest,neg_marker_score,scPP_Positive,0.309400518416453,0.310733626892608,0.995709802992724,Positive vs Rest,scPP,neg,0.000202771759550067,96883017,0.644320979868951,-0.000648489266947927,0.00107602968265687,Wilcoxon rank sum test with continuity correction,two.sided,0,scPP,GSE42568,binary,Positive vs Rest,neg_ssGSEA,neg,0.190897727270796,NS,TNBC
pos | LP_SGL | Positive vs Rest,pos_marker_score,LP_SGL_Positive,0.300117324938857,0.160036354611422,1.87530718046884,Positive vs Rest,LP_SGL,pos,0.139336495945307,73989614,0,0.133349764877212,0.145411165116839,Wilcoxon rank sum test with continuity correction,two.sided,0,LP_SGL,GSE42568,binary,Positive vs Rest,pos_ssGSEA,pos,300,***,TNBC
pos | PIPET | Positive vs Rest,pos_marker_score,PIPET_Positive,0.135098434511879,0.171618025358895,0.78720422420288,Positive vs Rest,PIPET,pos,-0.0228065600052896,196010526,7.57647515129673e-142,-0.0247992249938509,-0.0208554050300426,Wilcoxon rank sum test with continuity correction,two.sided,0,PIPET,GSE42568,binary,Positive vs Rest,pos_ssGSEA,pos,141.120532796793,***,TNBC
pos | scAB | Positive vs Rest,pos_marker_score,scAB_Positive,0.21213021618647,0.107659336434426,1.97038383490014,Positive vs Rest,scAB,pos,0.102905755735607,609610943,0,0.101500272103873,0.104322227662687,Wilcoxon rank sum test with continuity correction,two.sided,0,scAB,GSE42568,binary,Positive vs Rest,pos_ssGSEA,pos,300,***,TNBC
pos | SCIPAC | Positive vs Rest,pos_marker_score,SCIPAC_Positive,0.271035727481095,0.154302468170356,1.7565223077434,Positive vs Rest,SCIPAC,pos,0.119394270232034,187130618,0,0.116155464751335,0.12263473851829,Wilcoxon rank sum test with continuity correction,two.sided,0,SCIPAC,GSE42568,binary,Positive vs Rest,pos_ssGSEA,pos,300,***,TNBC
pos | scissor | Positive vs Rest,pos_marker_score,scissor_Positive,0.197298276329513,0.162081467543888,1.21727844225059,Positive vs Rest,scissor,pos,0.0155176350045156,106765049,1.1678250550585e-22,0.0123061391824464,0.0187810572108833,Wilcoxon rank sum test with continuity correction,two.sided,0,scissor,GSE42568,binary,Positive vs Rest,pos_ssGSEA,pos,21.9326222114302,***,TNBC
pos | scPP | Positive vs Rest,pos_marker_score,scPP_Positive,0.25346635064721,0.157924212246035,1.60498727232735,Positive vs Rest,scPP,pos,0.0966540919731569,140655038,0,0.0928330415390877,0.100487399348458,Wilcoxon rank sum test with continuity correction,two.sided,0,scPP,GSE42568,binary,Positive vs Rest,pos_ssGSEA,pos,300,***,TNBC
neg | LP_SGL | Positive vs Rest,neg_marker_score,LP_SGL_Positive,0.504928904336619,0.512455277573167,0.985313112058888,Positive vs Rest,LP_SGL,neg,-0.000611861493023301,61306047,0.113382188748383,-0.00140650205760296,0.000148791226254641,Wilcoxon rank sum test with continuity correction,two.sided,0,LP_SGL,TCGA_BRCA,binary,Positive vs Rest,neg_ssGSEA,neg,0.945455163572161,NS,TNBC
neg | PIPET | Positive vs Rest,neg_marker_score,PIPET_Positive,0.46851656865476,0.519957262753814,0.901067457300987,Positive vs Rest,PIPET,neg,-0.00896563575596742,137933720.5,0,-0.00938470939937676,-0.00854523231170212,Wilcoxon rank sum test with continuity correction,two.sided,0,PIPET,TCGA_BRCA,binary,Positive vs Rest,neg_ssGSEA,neg,300,***,TNBC
neg | scAB | Positive vs Rest,neg_marker_score,scAB_Positive,0.540341164915607,0.472212024808412,1.14427658875234,Positive vs Rest,scAB,neg,0.0126199771496161,492426147.5,0,0.0122925938338294,0.0129369175577465,Wilcoxon rank sum test with continuity correction,two.sided,0,scAB,TCGA_BRCA,binary,Positive vs Rest,neg_ssGSEA,neg,300,***,TNBC
neg | SCIPAC | Positive vs Rest,neg_marker_score,SCIPAC_Positive,0.528843532268001,0.511248855153367,1.03441509342716,Positive vs Rest,SCIPAC,neg,0.00322911231934078,77605505.5,9.91784682976335e-18,0.00248550893949458,0.00396941393303432,Wilcoxon rank sum test with continuity correction,two.sided,0,SCIPAC,TCGA_BRCA,binary,Positive vs Rest,neg_ssGSEA,neg,17.0035826031938,***,TNBC
neg | scissor | Positive vs Rest,neg_marker_score,scissor_Positive,0.513550600362534,0.511904320017035,1.00321599228825,Positive vs Rest,scissor,neg,0.00120678762085448,180013211,1.22632013627799e-06,0.000713119750947462,0.00165795826681254,Wilcoxon rank sum test with continuity correction,two.sided,0,scissor,TCGA_BRCA,binary,Positive vs Rest,neg_ssGSEA,neg,5.91139614052742,***,TNBC
neg | scPAS | Positive vs Rest,neg_marker_score,scPAS_Positive,0.528041912502558,0.511849108055596,1.0316358946262,Positive vs Rest,scPAS,neg,0.00269937887655539,27117941,2.11701017704546e-05,0.00144673592866346,0.00394003069719035,Wilcoxon rank sum test with continuity correction,two.sided,0,scPAS,TCGA_BRCA,binary,Positive vs Rest,neg_ssGSEA,neg,4.67427705420352,***,TNBC
neg | scPP | Positive vs Rest,neg_marker_score,scPP_Positive,0.562059377458252,0.507769769510342,1.10691776314345,Positive vs Rest,scPP,neg,0.00922717234043715,139600000,3.38658495547784e-189,0.0086217405496648,0.00984745951591032,Wilcoxon rank sum test with continuity correction,two.sided,0,scPP,TCGA_BRCA,binary,Positive vs Rest,neg_ssGSEA,neg,188.47023802526,***,TNBC
pos | LP_SGL | Positive vs Rest,pos_marker_score,LP_SGL_Positive,0.21702127976307,0.198781732369394,1.09175665779883,Positive vs Rest,LP_SGL,pos,0.0122171238034225,70206589,1.7293921216061e-24,0.00986367285670891,0.0145811791294948,Wilcoxon rank sum test with continuity correction,two.sided,0,LP_SGL,TCGA_BRCA,binary,Positive vs Rest,pos_ssGSEA,pos,23.7621065238216,***,TNBC
pos | PIPET | Positive vs Rest,pos_marker_score,PIPET_Positive,0.201510901456126,0.199233325517766,1.01143170166156,Positive vs Rest,PIPET,pos,0.00156419038730721,196290321,0.00725272912256465,0.000422760962853189,0.00271635455820191,Wilcoxon rank sum test with continuity correction,two.sided,0,PIPET,TCGA_BRCA,binary,Positive vs Rest,pos_ssGSEA,pos,2.13949854241586,**,TNBC
pos | scAB | Positive vs Rest,pos_marker_score,scAB_Positive,0.194648753896276,0.206555980994831,0.942353510940682,Positive vs Rest,scAB,pos,-0.00446680920860124,343875634,3.20678567858078e-24,-0.00533686445551917,-0.00360040872095244,Wilcoxon rank sum test with continuity correction,two.sided,0,scAB,TCGA_BRCA,binary,Positive vs Rest,pos_ssGSEA,pos,23.4939300646179,***,TNBC
pos | SCIPAC | Positive vs Rest,pos_marker_score,SCIPAC_Positive,0.177177295641683,0.200755300196917,0.882553513993866,Positive vs Rest,SCIPAC,pos,-0.0133770805322302,58521150,3.37881718238895e-52,-0.0151394888486941,-0.0116428733783057,Wilcoxon rank sum test with continuity correction,two.sided,0,SCIPAC,TCGA_BRCA,binary,Positive vs Rest,pos_ssGSEA,pos,51.4712353059545,***,TNBC
pos | scissor | Positive vs Rest,pos_marker_score,scissor_Positive,0.225213177186297,0.195594404734545,1.15142954877441,Positive vs Rest,scissor,pos,0.0156774379748399,202211012,5.38477706910456e-112,0.0143025598118789,0.0170511297164613,Wilcoxon rank sum test with continuity correction,two.sided,0,scissor,TCGA_BRCA,binary,Positive vs Rest,pos_ssGSEA,pos,111.268832271876,***,TNBC
pos | scPAS | Positive vs Rest,pos_marker_score,scPAS_Positive,0.286552479050555,0.198067813238511,1.44673924735813,Positive vs Rest,scPAS,pos,0.0629564280673831,36172417,5.19288042786056e-119,0.0573694779366787,0.0687318820663009,Wilcoxon rank sum test with continuity correction,two.sided,0,scPAS,TCGA_BRCA,binary,Positive vs Rest,pos_ssGSEA,pos,118.284591677428,***,TNBC
pos | scPP | Positive vs Rest,pos_marker_score,scPP_Positive,0.212470550839289,0.198455531799916,1.07062045039643,Positive vs Rest,scPP,pos,0.0122294406610986,124488716,4.13958937382384e-46,0.0105630893199335,0.0138969161027067,Wilcoxon rank sum test with continuity correction,two.sided,0,scPP,TCGA_BRCA,binary,Positive vs Rest,pos_ssGSEA,pos,45.3830427365426,***,TNBC
neg | LP_SGL | Positive vs Rest,neg_marker_score,LP_SGL_Positive,0.280326889588881,0.38140025053834,0.734993983861321,Positive vs Rest,LP_SGL,neg,-0.0295808002250181,8160121,2.22079662862081e-267,-0.0312476041764463,-0.027981695956621,Wilcoxon rank sum test with continuity correction,two.sided,0,LP_SGL,TCGA_LUAD,binary,Positive vs Rest,neg_ssGSEA,neg,266.653491210525,***,LUAD
neg | PIPET | Positive vs Rest,neg_marker_score,PIPET_Positive,0.359520924499705,0.380238487521015,0.945514292473709,Positive vs Rest,PIPET,neg,-0.000892538862983925,59208591,0.0564566862762125,-0.00186212349575364,1.86431507598348e-05,Wilcoxon rank sum test with continuity correction,two.sided,0,PIPET,TCGA_LUAD,binary,Positive vs Rest,neg_ssGSEA,neg,1.24828461634478,NS,LUAD
neg | scAB | Positive vs Rest,neg_marker_score,scAB_Positive,0.44042161835618,0.355283265728216,1.23963513297892,Positive vs Rest,scAB,neg,0.0209129949810539,127289276,2.12744457088509e-301,0.0197601289639802,0.0220967497122224,Wilcoxon rank sum test with continuity correction,two.sided,0,scAB,TCGA_LUAD,binary,Positive vs Rest,neg_ssGSEA,neg,299.916230701663,***,LUAD
neg | SCIPAC | Positive vs Rest,neg_marker_score,SCIPAC_Positive,0.347091721797798,0.392183982234007,0.88502268710887,Positive vs Rest,SCIPAC,neg,-0.00907849705852943,96261146,1.58888798741114e-116,-0.00990403895069931,-0.00831661962377926,Wilcoxon rank sum test with continuity correction,two.sided,0,SCIPAC,TCGA_LUAD,binary,Positive vs Rest,neg_ssGSEA,neg,115.798906718377,***,LUAD
neg | scissor | Positive vs Rest,neg_marker_score,scissor_Positive,0.306344157531305,0.384280173055757,0.797189600221337,Positive vs Rest,scissor,neg,-0.0239245504570567,24218506,1.48857432237993e-292,-0.0251788463062173,-0.0226960234482212,Wilcoxon rank sum test with continuity correction,two.sided,0,scissor,TCGA_LUAD,binary,Positive vs Rest,neg_ssGSEA,neg,291.827229473858,***,LUAD
neg | scPAS | Positive vs Rest,neg_marker_score,scPAS_Positive,0.315598640834372,0.381443149529937,0.827380544711036,Positive vs Rest,scPAS,neg,-0.0178233259588437,19767006,2.73268382407235e-132,-0.019281073092416,-0.0163905767547626,Wilcoxon rank sum test with continuity correction,two.sided,0,scPAS,TCGA_LUAD,binary,Positive vs Rest,neg_ssGSEA,neg,131.563410613973,***,LUAD
