"",gene,logFC,AveExpr,t,P.Value,adj.P.Val,B
1,VGLL3,-3.53736253410294,3.24145003709091,-18.1948781832474,1.74201734102083e-36,2.12700317338644e-32,72.3687326928813
2,SIK2,-2.81629783543439,2.76140168543802,-17.4411423258098,7.2379487762288e-35,2.97403599942845e-31,68.7037322830778
3,GYG2,-3.7942401338965,2.94026049035537,-17.4392343954474,7.30721375780945e-35,2.97403599942845e-31,68.6943613008691
4,FHL1,-5.63722991083372,3.40805612865289,-17.2957835624692,1.49730683746173e-34,4.57052912135194e-31,67.9884417241821
5,PDE3B,-2.14193892546889,2.62210221545455,-16.1535776773948,4.95734813869301e-32,1.21058441546883e-28,62.2741441967069
6,DMRT2,-2.09928456961991,2.65331145691736,-15.8348414775183,2.57396632027903e-31,5.23802146176784e-28,60.6505837523848
7,COBLL1,-2.64180715328846,2.76215657019008,-15.7468444329273,4.06449964950474e-31,7.08964867435041e-28,60.2001870093673
8,HSPB2,-3.5558837107681,4.39598856580165,-15.7146623452133,4.80467795419708e-31,7.33313972759329e-28,60.035237603989
9,HABP4,-1.6065738691233,4.55784019416529,-15.5406909532142,1.18941395648792e-30,1.61363826763528e-27,59.1414177236706
10,EIF4EBP2,-1.97501773906844,2.60541992609917,-15.5092047316334,1.40197957248335e-30,1.71181705800217e-27,58.9792680892376
11,RBPMS-AS1,-3.10269517484729,3.16564651122314,-15.4183705237493,2.25434883913279e-30,2.50232721143739e-27,58.5108345613892
12,LIPE,-4.58707156695306,6.53750669742149,-15.3915048818159,2.59483060311757e-30,2.64024013867213e-27,58.3721037837261
13,IGSF10,-2.78903116907975,3.01186422590083,-15.2474210287836,5.52497578864733e-30,5.18922725995261e-27,57.6266492399593
14,PNPLA2,-2.00881218825396,4.80976439402479,-15.2271311688848,6.14654580912375e-30,5.36066602352864e-27,57.5214828384424
15,ABCA6,-3.09828108548247,3.06738864380165,-15.1772336653831,7.99060417949479e-30,6.50435180210876e-27,57.2626542379937
16,ELMOD3,-2.50159520789254,3.96951601605785,-15.0338799010728,1.700633455514e-29,1.29779590573912e-26,56.5174791261936
17,RBPMS2,-3.10723404935238,3.29985696159504,-14.9768945171453,2.29762109731181e-29,1.65023256459866e-26,56.220618997119
18,ACACB,-2.55899099077149,5.09115860120661,-14.8624376319666,4.20908477529203e-29,2.85516250590643e-26,55.6232767194324
19,SPTBN1,-2.75211071360294,2.99676577965289,-14.8315177442239,4.95810305599672e-29,3.18623359545894e-26,55.4616603546177
20,LINC01140,-4.70884644214537,4.17009457199174,-14.727648922644,8.60154954617649e-29,5.25124599794075e-26,54.9179805034985
21,TSHZ2,-1.06069929360464,2.52886707103306,-14.5362864599735,2.38046327893173e-28,1.38406936360745e-25,53.9132927129234
22,BMP2,-2.41473449863179,3.07179457253719,-14.4007171978498,4.90727828401855e-28,2.72353944763029e-25,53.1991894202393
23,MDFIC,-3.35694009093665,3.41104686989256,-14.3052686863293,8.17565599652688e-28,4.34020694424319e-25,52.6952790277873
24,PPARG,-4.7380466743224,4.40509549847934,-14.2920560600612,8.77486231466018e-28,4.46421120258337e-25,52.6254509882313
25,PECR,-2.60836784811369,3.26369081157851,-14.273768253124,9.67764145474682e-28,4.72656008649835e-25,52.5287716409382
26,PRKCZ,2.68367106030373,6.29248826758678,14.2406014644532,1.15594468022297e-27,5.42849405597019e-25,52.3533475288244
27,FERMT2,-3.53141061798134,4.1518729537686,-14.2331796973871,1.20284959983937e-27,5.4395531903847e-25,52.3140775009245
28,KLF4,-2.7946665496431,3.18877454231405,-14.2118897603901,1.34827030539439e-27,5.87942158173768e-25,52.2013975405888
29,HSPA12A,-3.43546484773982,4.33171054770248,-14.1878790774845,1.53355687850948e-27,6.45680327124163e-25,52.0742631482126
30,TSLP,-2.52710104066742,2.78821863668595,-14.1613551916655,1.76809074643449e-27,7.19612933798837e-25,51.9337546762235
31,DSP,4.97780060908767,9.77596073287603,14.1140318234116,2.2795466913996e-27,8.97847261354488e-25,51.6828889136244
32,SPINT2,4.19893205759107,10.3918528632231,14.0822885166855,2.7034400922688e-27,1.03153136020631e-24,51.5144907525567
33,FXYD1,-3.71250328091233,3.10209405407438,-14.0492319887232,3.22919012573766e-27,1.19319535786661e-24,51.3390209793807
34,MYZAP,-4.10794254775566,5.38896545252893,-14.043930653216,3.32257511609048e-27,1.19319535786661e-24,51.3108706488598
