n_pc,resolution,ela_net_alpha,TPR,FPR,TNR,FNR,Precision,Recall,F1,Accuracy
30,2.3,0.9,0.231464839361941,0.00405174864941712,0.995948251350583,0.768535160638059,0.986357108664433,0.231464839361941,0.374943135292512,0.568900602409639
100,3.1,0.4,0.0216243540777353,0.000710833096388968,0.999289166903611,0.978375645922265,0.974683544303798,0.0216243540777353,0.042310017033903,0.453156375502008
80,2.6,0.8,0.0424623680071894,0.00319874893375036,0.99680125106625,0.957537631992811,0.943820224719101,0.0424623680071894,0.0812684762160709,0.463698544176707
100,0.7,0.2,0,0,1,1,0,0,0,0.441390562248996
80,1.5,0.4,0.0293754212536509,0.00341199886266705,0.996588001137333,0.970624578746349,0.915936952714536,0.0293754212536509,0.0569251700680272,0.456293925702811
20,3.7,0.5,0.000280835767243316,0.0947540517486494,0.905245948251351,0.999719164232757,0.00373692077727952,0.000280835767243316,0.000522411451259012,0.399723895582329
60,2.3,0.5,0.00432487081554707,0.00241683252772249,0.997583167472277,0.995675129184453,0.693693693693694,0.00432487081554707,0.00859614847892827,0.442739708835341
60,1.2,0.8,0.0315097730847001,0.00241683252772249,0.997583167472277,0.9684902269153,0.942857142857143,0.0315097730847001,0.0609815750856025,0.457925451807229
70,2.6,0.3,0.000112334306897326,0.00255899914700028,0.997441000853,0.999887665693103,0.0526315789473684,0.000112334306897326,0.000224190113216007,0.440323795180723
100,2.4,0.7,0.0231970343742979,0.000568666477111174,0.999431333522889,0.976802965625702,0.980997624703088,0.0231970343742979,0.0453223593964335,0.454097640562249
10,3.5,0.8,0.00129184452931925,0.0435740688086437,0.956425931191356,0.998708155470681,0.0361635220125786,0.00129184452931925,0.00249457700650759,0.422879016064257
80,0.5,0.5,0.00398786789485509,0,1,0.996012132105145,1,0.00398786789485509,0.00794405594405595,0.443618222891566
70,0.4,0.4,0,0,1,1,0,0,0,0.441390562248996
60,1.1,0.9,0.0314536059312514,0.00241683252772249,0.997583167472277,0.968546394068749,0.942760942760943,0.0314536059312514,0.0608761821937167,0.457894076305221
10,0.3,0.8,0,0,1,1,0,0,0,0.441390562248996
40,1,0.8,0.0465064030554932,0.00334091555302815,0.996659084446972,0.953493596944507,0.946285714285714,0.0465064030554932,0.0886557096204294,0.465894829317269
80,1.5,0.4,0.0293754212536509,0.00341199886266705,0.996588001137333,0.970624578746349,0.915936952714536,0.0293754212536509,0.0569251700680272,0.456293925702811
100,0.7,0.5,0,0,1,1,0,0,0,0.441390562248996
30,2.6,0.5,0.231577173668839,0.00454933181688939,0.995450668183111,0.768422826331162,0.984714592787198,0.231577173668839,0.374971579282434,0.568743724899598
90,0.4,0.9,0.00398786789485509,0,1,0.996012132105145,1,0.00398786789485509,0.00794405594405595,0.443618222891566
40,2.8,0.4,0.00780723432936419,0.00291441569519477,0.997085584304805,0.992192765670636,0.772222222222222,0.00780723432936419,0.0154581850533808,0.444465361445783
100,0.4,1,0.00410020220175242,0,1,0.995899797798248,1,0.00410020220175242,0.00816691838675393,0.443680973895582
70,3.2,0.7,0.070040440350483,0.00326983224338925,0.996730167756611,0.929959559649517,0.964423820572313,0.070040440350483,0.130596428758444,0.479072540160643
20,1.8,1,0.000280835767243316,0.00348308217230594,0.996516917827694,0.999719164232757,0.0925925925925926,0.000280835767243316,0.000559973121290178,0.440010040160643
40,0.1,0.2,0,0,1,1,0,0,0,0.441390562248996
90,2.8,0.2,0.0191529993259942,0.00291441569519477,0.997085584304805,0.980847000674006,0.892670157068063,0.0191529993259942,0.0375013746838227,0.450803212851406
90,0.9,0.1,0,0,1,1,0,0,0,0.441390562248996
40,2.2,0.2,0.00016850146034599,0.101578049473984,0.898421950526016,0.999831498539654,0.00209497206703911,0.00016850146034599,0.000311915159076731,0.396649096385542
80,1.7,0.9,0.0426870366209841,0.00334091555302815,0.996659084446972,0.957312963379016,0.941759603469641,0.0426870366209841,0.0816721293858471,0.463761295180723
60,0.3,0.5,0.00393170074140643,0,1,0.996068299258594,1,0.00393170074140643,0.0078326060199172,0.443586847389558
90,1.8,0.7,0.0416198607054595,0.00291441569519477,0.997085584304805,0.958380139294541,0.947570332480819,0.0416198607054595,0.0797374367803723,0.463353413654619
50,0.5,0.2,0,0,1,1,0,0,0,0.441390562248996
30,1,0.5,0.230453830599865,0.00390958203013932,0.996090417969861,0.769546169400135,0.986772486772487,0.230453830599865,0.373645387487478,0.56839859437751
10,0.7,0.1,0,0.148493033835655,0.851506966164345,1,0,0,0,0.375847138554217
10,3.1,0.7,0.000561671534486632,0.0970287176570941,0.902971282342906,0.999438328465513,0.00727272727272727,0.000561671534486632,0.00104280723708223,0.398876757028112
50,1,1,0.0372388227364637,0.00255899914700028,0.997441000853,0.962761177263536,0.948497854077253,0.0372388227364637,0.0716640544776523,0.461063002008032
100,2,1,0.00410020220175242,0,1,0.995899797798248,1,0.00410020220175242,0.00816691838675393,0.443680973895582
100,1.2,0.5,0.0192091664794428,0.000568666477111174,0.999431333522889,0.980790833520557,0.977142857142857,0.0192091664794428,0.0376776467996034,0.451869979919679
30,3.4,0.3,0.157942035497641,0.00589991470002843,0.994100085299971,0.842057964502359,0.9713298791019,0.157942035497641,0.271703947050582,0.527014307228916
30,0.4,0.8,0.219051898449787,0.000924083025305658,0.999075916974694,0.780948101550214,0.996677740863787,0.219051898449787,0.359165630611963,0.563347138554217
30,3.5,0.6,0.161536733318355,0.00582883139038954,0.99417116860961,0.838463266681645,0.972278566599053,0.161536733318355,0.277044600712841,0.529053714859438
10,0.6,0.2,0.0010671759155246,0.158302530565823,0.841697469434177,0.998932824084475,0.00845948352626892,0.0010671759155246,0.00189526184538653,0.372113453815261
100,2.3,0.1,0.00016850146034599,0.08956497014501,0.91043502985499,0.999831498539654,0.00237529691211401,0.00016850146034599,0.000314679813289977,0.4019515562249
80,0.4,0.5,0,0,1,1,0,0,0,0.441390562248996
90,3,0.1,0.000112334306897326,0.00248791583736139,0.997512084162639,0.999887665693103,0.0540540540540541,0.000112334306897326,0.000224202679222017,0.440355170682731
80,3.1,0.6,0.0762749943832847,0.00341199886266705,0.996588001137333,0.923725005616715,0.965860597439545,0.0762749943832847,0.141384695471109,0.482492469879518
40,3.5,1,0.161312064704561,0.00390958203013932,0.996090417969861,0.838687935295439,0.981209429449949,0.161312064704561,0.277072982489991,0.529775351405623
20,4,0.6,0.00376319928106044,0.0942564685811771,0.905743531418823,0.99623680071894,0.0480976310122039,0.00376319928106044,0.00698025733187477,0.401888805220884
30,2.9,0.8,0.232812851044709,0.00604208131930623,0.993957918680694,0.767187148955291,0.979905437352246,0.232812851044709,0.376236725061269,0.568775100401606
60,2.5,0.7,0.0122444394518086,0.00241683252772249,0.997583167472277,0.987755560548191,0.865079365079365,0.0122444394518086,0.0241470979175897,0.447163654618474
60,2,0.4,0.026510896427769,0.00270116576627808,0.997298834233722,0.973489103572231,0.925490196078431,0.026510896427769,0.051545265916785,0.455007530120482
