prob,Log2FC_cutoff,TPR,FPR,TNR,FNR,Precision,Recall,F1,Accuracy
0.38,0.51,0.564311390698719,0.0425078191640603,0.95749218083594,0.435688609301281,0.943823391263504,0.564311390698719,0.706316566487399,0.737857680722892
0.37,0.15,0.547798247584812,0.0421524026158658,0.957847597384134,0.452201752415188,0.942683162574908,0.547798247584812,0.692930728241563,0.72879016064257
0.29,0.87,0.423781172770164,0.021324992891669,0.978675007108331,0.576218827229836,0.961759082217973,0.423781172770164,0.588327030293579,0.668706074297189
0,0.514,0,0,1,1,0,0,0,0.441390562248996
0.11,0.009,0.150977308470007,0.00270116576627808,0.997298834233722,0.849022691529993,0.986060161408657,0.150977308470007,0.261860691670726,0.524535642570281
0.19,0.019,0.272186025612222,0.00867216377594541,0.991327836224055,0.727813974387778,0.975442834138486,0.272186025612222,0.425610398735289,0.58960843373494
0.07,0.145,0.0923388002696023,0.00113733295422235,0.998862667045778,0.907661199730398,0.990361445783133,0.0923388002696023,0.168927250308261,0.492469879518072
0.11,0.305,0.150640305549315,0.00263008245663918,0.997369917543361,0.849359694450685,0.986392055902905,0.150640305549315,0.26136529747113,0.524378765060241
0.02,0.826,0.022354527072568,0.000142166619277794,0.999857833380722,0.977645472927432,0.995,0.022354527072568,0.043726653482751,0.453815261044177
0.08,0.502,0.106155920017973,0.00149274950241683,0.998507250497583,0.893844079982027,0.989010989010989,0.106155920017973,0.191732183616536,0.500031375502008
0.13,0.804,0.180802066951247,0.00312766562411146,0.996872334375889,0.819197933048753,0.986515476555317,0.180802066951247,0.305596430436227,0.541007781124498
0.12,0.061,0.166535609975286,0.00298549900483367,0.997014500995166,0.833464390024714,0.986032590621882,0.166535609975286,0.284945461534765,0.533101154618474
0.19,0.928,0.270107840934621,0.00810349729883424,0.991896502701166,0.729892159065379,0.97684338817794,0.270107840934621,0.42319707836494,0.588698544176707
0.41,0.808,0.609975286452483,0.0529570656809781,0.947042934319022,0.390024713547517,0.935803532959931,0.609975286452483,0.738549423645823,0.758753765060241
0.15,0.079,0.211637834194563,0.00540233153255616,0.994597668467444,0.788362165805437,0.980228928199792,0.211637834194563,0.348115299334812,0.557228915662651
0.15,0.601,0.210682992585936,0.00483366505544498,0.995166334944555,0.789317007414064,0.982194291699398,0.210682992585936,0.346945382231883,0.556946536144578
0.31,0.715,0.456919793304875,0.0250924083025306,0.974907591697469,0.543080206695125,0.958411875589067,0.456919793304875,0.618819412749125,0.685554718875502
0.33,0.514,0.488092563468883,0.0287887404037532,0.971211259596247,0.511907436531117,0.955470038482683,0.488092563468883,0.64612067363099,0.701336596385542
0.4,0.72,0.595034823635138,0.0499715666761444,0.950028433323856,0.404965176364862,0.937771089669824,0.595034823635138,0.728084945534518,0.751725652610442
0.31,0.75,0.457200629072119,0.0250213249928917,0.974978675007108,0.542799370927881,0.958549222797927,0.457200629072119,0.619105567386675,0.68574297188755
0.24,0.096,0.348404852842058,0.0148564117145294,0.985143588285471,0.651595147157942,0.967404865876482,0.348404852842058,0.512305913445656,0.629455321285141
0.35,0.398,0.517299483262188,0.0343332385555871,0.965666761444413,0.482700516737812,0.950170225936243,0.517299483262188,0.669891260864822,0.715204568273092
0.39,0.294,0.579588856436756,0.0470571509809497,0.95294284901905,0.420411143563244,0.939714051543575,0.579588856436756,0.716970644432864,0.744383785140562
0.1,0.617,0.135868344192316,0.0022035825988058,0.997796417401194,0.864131655807684,0.98734693877551,0.135868344192316,0.238866396761134,0.516315261044177
0.37,0.974,0.546731071669288,0.03994882001706,0.96005117998294,0.453268928330712,0.945415695415695,0.546731071669288,0.692811387900356,0.729166666666667
0.08,0.618,0.105987418557628,0.00142166619277794,0.998578333807222,0.894012581442373,0.989512323020451,0.105987418557628,0.191466693724316,0.499968624497992
0.04,0.521,0.049707930802067,0.000426499857833381,0.999573500142167,0.950292069197933,0.993265993265993,0.049707930802067,0.0946777213158599,0.468969628514056
0.14,0.903,0.194731521006515,0.00405174864941712,0.995948251350583,0.805268478993485,0.983825198637911,0.194731521006515,0.325112528132033,0.548381024096386
0.18,0.637,0.256571556953494,0.00760591413136196,0.992394085868638,0.743428443046506,0.977112299465241,0.256571556953494,0.406423773299524,0.581356676706827
0.16,0.864,0.224668613794653,0.00554449815183395,0.994455501848166,0.775331386205347,0.980872976949485,0.224668613794653,0.36559729458002,0.564445281124498
0.2,0.585,0.286620984048528,0.008956497014501,0.991043502985499,0.713379015951472,0.975903614457831,0.286620984048528,0.443103373420744,0.597546435742972
