prob,Log2FC_cutoff,TPR,FPR,TNR,FNR,Precision,Recall,F1,Accuracy
0.13,0.436,0.181251404178836,0.00334091555302815,0.996659084446972,0.818748595821164,0.98564447159438,0.181251404178836,0.306196033779296,0.541164658634538
0.5,0.237,0,0,1,1,0,0,0,0.441390562248996
0.15,0.792,0.21051449112559,0.00483366505544498,0.995166334944555,0.78948550887441,0.982180293501048,0.21051449112559,0.346716003700278,0.556852409638554
0.25,0.259,0.36385082004044,0.0159226613591129,0.984077338640887,0.63614917995956,0.966577141151895,0.36385082004044,0.528686852199461,0.637612951807229
0.27,0.986,0.391148056616491,0.0184105771964743,0.981589422803526,0.608851943383509,0.964142323134432,0.391148056616491,0.556518959523714,0.651763303212851
0.23,0.757,0.331779375421254,0.0122974125675291,0.987702587432471,0.668220624578746,0.971546052631579,0.331779375421254,0.494640763691174,0.621297690763052
0.28,0.98,0.406481689507976,0.0197611600796133,0.980238839920387,0.593518310492024,0.963007318695941,0.406481689507976,0.571665547612465,0.659732680722892
0.1,0.219,0.135362839811278,0.0022746659084447,0.997725334091555,0.864637160188722,0.986895986895987,0.135362839811278,0.238071717870197,0.516001506024096
0.31,0.949,0.455010110087621,0.0253056582314473,0.974694341768553,0.544989889912379,0.957904694336053,0.455010110087621,0.616960511785537,0.684393825301205
0.23,0.149,0.332116378341946,0.0130082456639181,0.986991754336082,0.667883621658054,0.96998031496063,0.332116378341946,0.494811715481172,0.62117218875502
0.01,0.6,0.00909907885868344,0,1,0.990900921141317,1,0.00909907885868344,0.0180340643437604,0.446473393574297
0.21,0.946,0.300775106717592,0.0100938299687233,0.989906170031277,0.699224893282409,0.974167727851555,0.300775106717592,0.459636925453843,0.604951054216867
0.1,0.688,0.136036845652662,0.0021324992891669,0.997867500710833,0.863963154347338,0.987765089722675,0.136036845652662,0.239139020537125,0.516440763052209
0.37,0.506,0.548079083352056,0.0396644867785044,0.960335513221496,0.451920916647944,0.945909267157813,0.548079083352056,0.69402560455192,0.730045180722892
0.38,0.373,0.563188047629746,0.0432897355700881,0.956710264429912,0.436811952370254,0.942741632192554,0.563188047629746,0.705133614627286,0.736885040160643
0.29,0.336,0.424511345764997,0.021324992891669,0.978675007108331,0.575488654235003,0.961822346653092,0.424511345764997,0.589042163510249,0.669113955823293
0.09,0.048,0.120703212761177,0.00177708274097242,0.998222917259028,0.879296787238823,0.988500459981601,0.120703212761177,0.215136650315347,0.508032128514056
0.16,0.619,0.225960458323972,0.00554449815183395,0.994455501848166,0.774039541676028,0.980980248719824,0.225960458323972,0.367313398767405,0.565166917670683
0.31,0.961,0.45506627724107,0.0251634916121695,0.97483650838783,0.544933722758931,0.958136234626301,0.45506627724107,0.617060167555217,0.684487951807229
0.39,0.655,0.580319029431588,0.0453511515496162,0.954648848450384,0.419680970568412,0.941841385597083,0.580319029431588,0.718148328351984,0.745544678714859
