tred,repeat_times,alpha_samples,TPR,FPR,TNR,FNR,Precision,Recall,F1,Accuracy
1.5,15,5e-04|0.001|0.005|0.01|0.05,0.149853965401033,0.0112311629229457,0.988768837077054,0.850146034598967,0.944090587402689,0.149853965401033,0.25865244789142,0.520143072289157
1.5,12,5e-04|0.001|0.005|0.01|0.05,0.149853965401033,0.0112311629229457,0.988768837077054,0.850146034598967,0.944090587402689,0.149853965401033,0.25865244789142,0.520143072289157
5,10,5e-04|0.001|0.005|0.01|0.05,0.00151651314311391,0.00021324992891669,0.999786750071083,0.998483486856886,0.9,0.00151651314311391,0.00302792418974992,0.442143574297189
1,10,5e-04|0.001|0.005|0.01|0.05,0.416254774208043,0.0319164060278647,0.968083593972135,0.583745225791957,0.942875318066158,0.416254774208043,0.577540523690773,0.659826807228916
3,11,5e-04|0.001|0.005|0.01|0.05,0.936474949449562,0.064046061984646,0.935953938015354,0.0635250505504381,0.948731080004552,0.936474949449562,0.942563174854429,0.936244979919679
2.5,19,5e-04|0.001|0.005|0.01|0.05,0.936474949449562,0.0651123116292295,0.93488768837077,0.0635250505504381,0.947921996702485,0.936474949449562,0.942163704687368,0.935774347389558
2,20,5e-04|0.001|0.005|0.01|0.05,0.936474949449562,0.0742820585726471,0.925717941427353,0.0635250505504381,0.94102043119991,0.936474949449562,0.938742187939868,0.931726907630522
3,5,5e-04|0.001|0.005|0.01|0.05,0.936474949449562,0.064046061984646,0.935953938015354,0.0635250505504381,0.948731080004552,0.936474949449562,0.942563174854429,0.936244979919679
4.5,10,5e-04|0.001|0.005|0.01|0.05,0.936474949449562,0.064046061984646,0.935953938015354,0.0635250505504381,0.948731080004552,0.936474949449562,0.942563174854429,0.936244979919679
5,6,5e-04|0.001|0.005|0.01|0.05,0.936474949449562,0.064046061984646,0.935953938015354,0.0635250505504381,0.948731080004552,0.936474949449562,0.942563174854429,0.936244979919679
2.5,5,5e-04|0.001|0.005|0.01|0.05,0.936474949449562,0.0651123116292295,0.93488768837077,0.0635250505504381,0.947921996702485,0.936474949449562,0.942163704687368,0.935774347389558
1.5,6,5e-04|0.001|0.005|0.01|0.05,0.936474949449562,0.109965880011373,0.890034119988627,0.0635250505504381,0.915093304061471,0.936474949449562,0.925660670664002,0.91597640562249
4.5,8,5e-04|0.001|0.005|0.01|0.05,0.936474949449562,0.064046061984646,0.935953938015354,0.0635250505504381,0.948731080004552,0.936474949449562,0.942563174854429,0.936244979919679
4.5,17,5e-04|0.001|0.005|0.01|0.05,0.936474949449562,0.064046061984646,0.935953938015354,0.0635250505504381,0.948731080004552,0.936474949449562,0.942563174854429,0.936244979919679
4.5,9,5e-04|0.001|0.005|0.01|0.05,0.936474949449562,0.064046061984646,0.935953938015354,0.0635250505504381,0.948731080004552,0.936474949449562,0.942563174854429,0.936244979919679
1.5,10,5e-04|0.001|0.005|0.01|0.05,0.936474949449562,0.109965880011373,0.890034119988627,0.0635250505504381,0.915093304061471,0.936474949449562,0.925660670664002,0.91597640562249
4,19,5e-04|0.001|0.005|0.01|0.05,0.936474949449562,0.064046061984646,0.935953938015354,0.0635250505504381,0.948731080004552,0.936474949449562,0.942563174854429,0.936244979919679
5,7,5e-04|0.001|0.005|0.01|0.05,0.936474949449562,0.064046061984646,0.935953938015354,0.0635250505504381,0.948731080004552,0.936474949449562,0.942563174854429,0.936244979919679
3.5,13,5e-04|0.001|0.005|0.01|0.05,0.936474949449562,0.064046061984646,0.935953938015354,0.0635250505504381,0.948731080004552,0.936474949449562,0.942563174854429,0.936244979919679
5,8,5e-04|0.001|0.005|0.01|0.05,0.936474949449562,0.064046061984646,0.935953938015354,0.0635250505504381,0.948731080004552,0.936474949449562,0.942563174854429,0.936244979919679
4.5,10,5e-04|0.001|0.005|0.01|0.05,0.936474949449562,0.064046061984646,0.935953938015354,0.0635250505504381,0.948731080004552,0.936474949449562,0.942563174854429,0.936244979919679
1.5,13,5e-04|0.001|0.005|0.01|0.05,0.936474949449562,0.109965880011373,0.890034119988627,0.0635250505504381,0.915093304061471,0.936474949449562,0.925660670664002,0.91597640562249
2,20,5e-04|0.001|0.005|0.01|0.05,0.936474949449562,0.0742820585726471,0.925717941427353,0.0635250505504381,0.94102043119991,0.936474949449562,0.938742187939868,0.931726907630522
0.5,18,5e-04|0.001|0.005|0.01|0.05,0.936531116603011,0.295351151549616,0.704648848450384,0.0634688833969894,0.800518507849633,0.936531116603011,0.863199855046204,0.83418047188755
3.5,13,5e-04|0.001|0.005|0.01|0.05,0.936474949449562,0.064046061984646,0.935953938015354,0.0635250505504381,0.948731080004552,0.936474949449562,0.942563174854429,0.936244979919679
2.5,11,5e-04|0.001|0.005|0.01|0.05,0.936474949449562,0.0651123116292295,0.93488768837077,0.0635250505504381,0.947921996702485,0.936474949449562,0.942163704687368,0.935774347389558
5,7,5e-04|0.001|0.005|0.01|0.05,0.936474949449562,0.064046061984646,0.935953938015354,0.0635250505504381,0.948731080004552,0.936474949449562,0.942563174854429,0.936244979919679
3.5,12,5e-04|0.001|0.005|0.01|0.05,0.936474949449562,0.064046061984646,0.935953938015354,0.0635250505504381,0.948731080004552,0.936474949449562,0.942563174854429,0.936244979919679
4.5,20,5e-04|0.001|0.005|0.01|0.05,0.936474949449562,0.064046061984646,0.935953938015354,0.0635250505504381,0.948731080004552,0.936474949449562,0.942563174854429,0.936244979919679
4.5,18,5e-04|0.001|0.005|0.01|0.05,0.936474949449562,0.064046061984646,0.935953938015354,0.0635250505504381,0.948731080004552,0.936474949449562,0.942563174854429,0.936244979919679
5,16,5e-04|0.001|0.005|0.01|0.05,0.936474949449562,0.064046061984646,0.935953938015354,0.0635250505504381,0.948731080004552,0.936474949449562,0.942563174854429,0.936244979919679
3.5,19,5e-04|0.001|0.005|0.01|0.05,0.936474949449562,0.064046061984646,0.935953938015354,0.0635250505504381,0.948731080004552,0.936474949449562,0.942563174854429,0.936244979919679
2.5,13,5e-04|0.001|0.005|0.01|0.05,0.936474949449562,0.0651123116292295,0.93488768837077,0.0635250505504381,0.947921996702485,0.936474949449562,0.942163704687368,0.935774347389558
3.5,18,5e-04|0.001|0.005|0.01|0.05,0.936474949449562,0.064046061984646,0.935953938015354,0.0635250505504381,0.948731080004552,0.936474949449562,0.942563174854429,0.936244979919679
2.5,18,5e-04|0.001|0.005|0.01|0.05,0.936474949449562,0.0651123116292295,0.93488768837077,0.0635250505504381,0.947921996702485,0.936474949449562,0.942163704687368,0.935774347389558
3,20,5e-04|0.001|0.005|0.01|0.05,0.936474949449562,0.064046061984646,0.935953938015354,0.0635250505504381,0.948731080004552,0.936474949449562,0.942563174854429,0.936244979919679
4.5,7,5e-04|0.001|0.005|0.01|0.05,0.936474949449562,0.064046061984646,0.935953938015354,0.0635250505504381,0.948731080004552,0.936474949449562,0.942563174854429,0.936244979919679
1,18,5e-04|0.001|0.005|0.01|0.05,0.936474949449562,0.188299687233438,0.811700312766562,0.0635250505504381,0.862902391056826,0.936474949449562,0.898184560685234,0.881400602409639
