"",process_0.05,process_0.1,process_0.15,process_0.2,process_0.25,process_0.3,process_0.35,process_0.4,process_0.45,process_0.5
lu_adc_GSE123902_GSM3516671_240634599229171,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
lu_adc_GSE123902_GSM3516671_240634599754012,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
lu_adc_GSE123902_GSM3516671_240634627221219,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
lu_adc_GSE123902_GSM3516671_240634627311459,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
lu_adc_GSE123902_GSM3516671_240634646187429,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
lu_adc_GSE123902_GSM3516671_241057653708651,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
lu_adc_GSE123902_GSM3516671_241057653710118,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
lu_adc_GSE123902_GSM3516671_241057653746100,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
lu_adc_GSE123902_GSM3516671_241057668390246,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
lu_adc_GSE123902_GSM3516671_241057669003499,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
lu_adc_GSE123902_GSM3516671_241106420984756,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
lu_adc_GSE123902_GSM3516671_241106421442917,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
lu_adc_GSE123902_GSM3516671_241114589555955,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
lu_adc_GSE123902_GSM3516671_241114607970611,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
lu_adc_GSE123902_GSM3516674_120703454989676,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
lu_adc_GSE123902_GSM3516674_120786758620894,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
lu_adc_GSE123902_GSM3516674_120786785843941,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
lu_adc_GSE123902_GSM3516674_120797898369437,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
lu_adc_GSE123902_GSM3516674_120864470940891,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
lu_adc_GSE123902_GSM3516674_121896067616027,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
lu_adc_GSE123902_GSM3516674_121896095300827,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
lu_adc_GSE123902_GSM3516674_121896113919781,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
lu_adc_GSE123902_GSM3516674_121955419376549,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
lu_adc_GSE123902_GSM3516674_121965727300899,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
lu_adc_GSE123902_GSM3516674_121965772991838,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
lu_adc_GSE123902_GSM3516674_122282748857758,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
lu_adc_GSE123902_GSM3516674_122282763471276,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
lu_adc_GSE123902_GSM3516674_122293352253877,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
lu_adc_GSE123902_GSM3516674_122310425689333,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
lu_adc_GSE123902_GSM3516674_122514704906614,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
lu_adc_GSE123902_GSM3516674_125197018917723,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
lu_adc_GSE123902_GSM3516674_125719958699230,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
lu_adc_GSE123902_GSM3516674_125719977343859,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
lu_adc_GSE123902_GSM3516674_125745298303844,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
lu_adc_GSE123902_GSM3516674_126132140497318,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
lu_adc_GSE123902_GSM3516674_126218864908571,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
lu_adc_GSE123902_GSM3516674_126364056500523,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
lu_adc_GSE123902_GSM3516674_126681647012661,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
lu_adc_GSE123902_GSM3516674_126707800958836,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
lu_adc_GSE123902_GSM3516674_126765648734115,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
lu_adc_GSE123902_GSM3516674_126834206522222,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
lu_adc_GSE123902_GSM3516674_126834221170027,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
lu_adc_GSE123902_GSM3516674_129457507129653,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
lu_adc_GSE123902_GSM3516674_129497401277235,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
lu_adc_GSE123902_GSM3516674_129663562079014,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
lu_adc_GSE123902_GSM3516674_130057593899374,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
lu_adc_GSE123902_GSM3516674_130126479539043,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
lu_adc_GSE123902_GSM3516674_130134916589876,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
lu_adc_GSE123902_GSM3516674_130134934992734,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
lu_adc_GSE123902_GSM3516674_130144701999414,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
lu_adc_GSE123902_GSM3516674_130531414166387,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
lu_adc_GSE123902_GSM3516674_130624811351262,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
lu_adc_GSE123902_GSM3516674_130693127355118,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
lu_adc_GSE123902_GSM3516674_130736332888299,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
lu_adc_GSE123902_GSM3516674_131234281446132,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
lu_adc_GSE123902_GSM3516674_131293502356381,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
lu_adc_GSE123902_GSM3516674_131309577657756,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
lu_adc_GSE123902_GSM3516674_131309608553821,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
lu_adc_GSE123902_GSM3516674_133829918150045,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
lu_adc_GSE123902_GSM3516674_133982133280094,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
lu_adc_GSE123902_GSM3516674_133982133565678,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
lu_adc_GSE123902_GSM3516674_134033645160748,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
lu_adc_GSE123902_GSM3516674_134033673145076,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
lu_adc_GSE123902_GSM3516674_134376317963491,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
lu_adc_GSE123902_GSM3516674_134472820448677,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
lu_adc_GSE123902_GSM3516674_134472833292572,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
lu_adc_GSE123902_GSM3516674_134522378839774,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
lu_adc_GSE123902_GSM3516674_134539660871531,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
lu_adc_GSE123902_GSM3516674_134592152943838,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
lu_adc_GSE123902_GSM3516674_134600581658461,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
lu_adc_GSE123902_GSM3516674_135014286739806,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
lu_adc_GSE123902_GSM3516674_135064452777774,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
lu_adc_GSE123902_GSM3516674_135081885584606,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
lu_adc_GSE123902_GSM3516674_135700004624245,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
lu_adc_GSE123902_GSM3516674_135700004923740,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
lu_adc_GSE123902_GSM3516674_155911430753012,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
lu_adc_GSE123902_GSM3516674_155911431281891,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
lu_adc_GSE123902_GSM3516674_155911449368990,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
lu_adc_GSE123902_GSM3516674_155971398822774,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
lu_adc_GSE123902_GSM3516674_156024146971053,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
lu_adc_GSE123902_GSM3516674_156453509196707,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
lu_adc_GSE123902_GSM3516674_156453536422747,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
lu_adc_GSE123902_GSM3516674_156515919845283,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
lu_adc_GSE123902_GSM3516674_156933498788659,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
lu_adc_GSE123902_GSM3516674_157140462811875,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
lu_adc_GSE123902_GSM3516674_157536942243235,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
lu_adc_GSE123902_GSM3516674_157536960567006,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
lu_adc_GSE123902_GSM3516674_157537734145774,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
lu_adc_GSE123902_GSM3516674_157684165963172,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
lu_adc_GSE123902_GSM3516674_157690325495085,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
lu_adc_GSE123902_GSM3516674_160447875144491,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
lu_adc_GSE123902_GSM3516674_160785117853558,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
lu_adc_GSE123902_GSM3516674_161340154043164,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
lu_adc_GSE123902_GSM3516674_161340154596587,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
lu_adc_GSE123902_GSM3516674_161462676572083,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
lu_adc_GSE123902_GSM3516674_161478620919725,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
lu_adc_GSE123902_GSM3516674_161478647692124,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
lu_adc_GSE123902_GSM3516674_161548562716589,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
lu_adc_GSE123902_GSM3516674_161893218995483,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
lu_adc_GSE123902_GSM3516674_162001532930333,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
lu_adc_GSE123902_GSM3516674_164753413880243,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
lu_adc_GSE123902_GSM3516674_164761063835995,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
lu_adc_GSE123902_GSM3516674_164761095269301,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
lu_adc_GSE123902_GSM3516674_164769519754078,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
lu_adc_GSE123902_GSM3516674_165188398376734,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
lu_adc_GSE123902_GSM3516674_165188413078307,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
lu_adc_GSE123902_GSM3516674_165327877855540,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
lu_adc_GSE123902_GSM3516674_165738987047780,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
lu_adc_GSE123902_GSM3516674_165741375703963,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
lu_adc_GSE123902_GSM3516674_165851837091182,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
lu_adc_GSE123902_GSM3516674_165860307230054,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
lu_adc_GSE123902_GSM3516674_165945535221172,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
lu_adc_GSE123902_GSM3516674_165946238585653,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
lu_adc_GSE123902_GSM3516674_166288044550059,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
lu_adc_GSE123902_GSM3516674_166288071781621,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
lu_adc_GSE123902_GSM3516674_166332067663262,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
lu_adc_GSE123902_GSM3516674_166402800433516,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
lu_adc_GSE123902_GSM3516674_166402800707499,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
lu_adc_GSE123902_GSM3516674_166402801162541,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
lu_adc_GSE123902_GSM3516674_166402815286683,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
lu_adc_GSE123902_GSM3516674_166402815343404,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
lu_adc_GSE123902_GSM3516674_166402815870766,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
lu_adc_GSE123902_GSM3516674_166402827959590,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
lu_adc_GSE123902_GSM3516674_166402846509876,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
lu_adc_GSE123902_GSM3516674_166402846739364,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
lu_adc_GSE123902_GSM3516674_166402847005539,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
lu_adc_GSE123902_GSM3516674_166402847098675,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
lu_adc_GSE123902_GSM3516674_166416920726382,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
lu_adc_GSE123902_GSM3516674_169082619128620,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
lu_adc_GSE123902_GSM3516674_169156975909302,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
lu_adc_GSE123902_GSM3516674_169158156404517,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
lu_adc_GSE123902_GSM3516674_169158827436899,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
lu_adc_GSE123902_GSM3516674_169174290356534,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
lu_adc_GSE123902_GSM3516674_169579734488875,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
lu_adc_GSE123902_GSM3516674_169587533540587,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
lu_adc_GSE123902_GSM3516674_169727151688494,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
lu_adc_GSE123902_GSM3516674_169794765797731,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
lu_adc_GSE123902_GSM3516674_169795556666723,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
lu_adc_GSE123902_GSM3516674_170180358818590,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
lu_adc_GSE123902_GSM3516674_170198359033774,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
lu_adc_GSE123902_GSM3516674_170198371548595,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
lu_adc_GSE123902_GSM3516674_170265211423598,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
lu_adc_GSE123902_GSM3516674_170327507418030,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
lu_adc_GSE123902_GSM3516674_170327507950372,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
lu_adc_GSE123902_GSM3516674_170343448373172,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
lu_adc_GSE123902_GSM3516674_170660080315171,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
lu_adc_GSE123902_GSM3516674_170745966749555,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
lu_adc_GSE123902_GSM3516674_191026834290997,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
lu_adc_GSE123902_GSM3516674_191026834328811,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
lu_adc_GSE123902_GSM3516674_191080771017459,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
lu_adc_GSE123902_GSM3516674_191226652551085,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
lu_adc_GSE123902_GSM3516674_191576409827163,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
lu_adc_GSE123902_GSM3516674_191647290682141,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
lu_adc_GSE123902_GSM3516674_192101752724196,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
lu_adc_GSE123902_GSM3516674_192653640448350,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
lu_adc_GSE123902_GSM3516674_192653668567342,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
lu_adc_GSE123902_GSM3516674_192678068370675,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
lu_adc_GSE123902_GSM3516674_192678083618740,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
lu_adc_GSE123902_GSM3516674_192718885772188,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
lu_adc_GSE123902_GSM3516674_192718897896758,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
lu_adc_GSE123902_GSM3516674_192729608214315,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
lu_adc_GSE123902_GSM3516674_192788844661995,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
lu_adc_GSE123902_GSM3516674_192806917979355,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
lu_adc_GSE123902_GSM3516674_192806932077491,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
lu_adc_GSE123902_GSM3516674_192806932564717,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
lu_adc_GSE123902_GSM3516674_192806963789164,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
lu_adc_GSE123902_GSM3516674_192859692550044,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
lu_adc_GSE123902_GSM3516674_195546182019875,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
lu_adc_GSE123902_GSM3516674_195546193975133,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
lu_adc_GSE123902_GSM3516674_195606477429547,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
lu_adc_GSE123902_GSM3516674_195625757890934,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
lu_adc_GSE123902_GSM3516674_195625758411061,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
lu_adc_GSE123902_GSM3516674_195625773350181,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
lu_adc_GSE123902_GSM3516674_195625773361076,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
lu_adc_GSE123902_GSM3516674_196527747188662,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
lu_adc_GSE123902_GSM3516674_197058290956710,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
lu_adc_GSE123902_GSM3516674_197135466711781,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
lu_adc_GSE123902_GSM3516674_197185785195292,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
lu_adc_GSE123902_GSM3516674_197206065428725,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
lu_adc_GSE123902_GSM3516674_197206083549030,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
lu_adc_GSE123902_GSM3516674_197213568325341,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
lu_adc_GSE123902_GSM3516674_197264066373989,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
lu_adc_GSE123902_GSM3516674_199944393845595,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
lu_adc_GSE123902_GSM3516674_200348223561140,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
lu_adc_GSE123902_GSM3516674_200416687503262,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
